"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls"
"HE22","126","CWNU 127",85.4397,27.4893,180.786,-1.483,0.76,-0.33,-4.36,"cwnu127","UCC G180.7-01.4","Q3N","nan","nan",7.2,False,39.0,False,"000",0.74,0.48,"BC",38.0,180.82,-1.491,85.456,27.483,0.753,-0.335,-4.371,8.895,4.0,6.0
"HE22;HUNT23","298;447","CWNU 299",89.51621,29.57549,180.8341,2.661,0.61,0.185,-1.985,"cwnu299","UCC G180.8+02.6","Q3P","nan","nan",4.9,False,25.0,True,"000",0.26,0.27,"CC",0.0,180.839,2.652,89.495,29.578,0.608,0.2,-2.015,"nan",0.0,1.0
"KHARCHENKO12","2067","FSR 0839",91.013,30.27,180.8692,4.132,"nan","nan","nan","fsr0839","UCC G180.8+04.1","Q3P","nan","nan",6.5,False,133.0,True,"000",0.67,0.52,"BB",96.0,180.864,4.095,90.96,30.251,0.231,0.189,-1.075,21.836,3.0,0.0
"CHI23","8","LISC-III 1177",99.29111,33.80814,180.903,11.987,0.277,0.22,-1.718,"lisciii1177","UCC G180.9+11.9","Q3P","nan","nan",9.0,False,30.0,True,"010",0.58,0.39,"BC",19.0,180.919,11.997,99.275,33.797,0.249,0.155,-1.762,"nan",0.0,0.0
"CHI23","69","LISC-III 3664",75.63424,21.32886,180.91,-12.323,2.002,1.348,-6.05,"lisciii3664","UCC G180.9-12.3","Q3N","nan","nan",24.9,False,25.0,True,"100",0.3,0.3,"CC",0.0,180.94,-12.208,75.804,21.528,2.048,1.43,-5.768,21.376,7.0,18.0
"CHI23","29","LISC-III 1911",75.54342,20.9205,181.198,-12.631,0.472,0.882,-1.827,"lisciii1911","UCC G181.1-12.6","Q3N","nan","nan",7.8,False,94.0,True,"000",0.75,0.24,"AD",67.0,181.229,-12.647,75.571,20.893,0.424,0.805,-1.75,-13.031,4.0,1.0
"HAO22","295","OC 0296",76.57518,21.52806,181.2669,-11.4954,0.549,1.747,-1.471,"oc0296","UCC G181.2-11.4","Q3N","fsr0841","0.51",4.2,False,36.0,False,"000",0.72,0.73,"BB",32.0,181.265,-11.494,76.565,21.542,0.524,1.695,-1.512,126.905,1.0,0.0
"KHARCHENKO12;BICA19;HUNT23","1928;1274;1565","FSR 0841;MWSC 464",76.58262,21.5254,181.2732,-11.4913,0.491,1.683,-1.554,"fsr0841;mwsc464","UCC G181.2-11.4a","Q3N","nan","nan",4.1,False,33.0,False,"000",0.82,0.73,"AB",29.0,181.264,-11.504,76.561,21.541,0.549,1.689,-1.515,126.905,1.0,1.0
"CASTRO22","292","UBC 1293",88.49,28.51,181.3049,1.35,0.4,1.06,-2.55,"ubc1293","UCC G181.3+01.3","Q3P","nan","nan",9.5,False,31.0,True,"000",0.7,0.49,"BC",26.0,181.326,1.276,88.459,28.463,0.41,1.069,-2.573,"nan",0.0,15.0
"CHI23","38","LISC-III 2474",98.10371,32.89672,181.315,10.702,0.461,0.217,-2.256,"lisciii2474","UCC G181.3+10.7","Q3P","nan","nan",5.8,False,25.0,True,"010",0.41,0.24,"CD",0.0,181.285,10.708,98.11,32.913,0.419,0.264,-2.158,"nan",0.0,0.0
"CASTRO22;HUNT23","293;5797","UBC 1294",90.1582,29.31252,181.3404,3.0158,0.287,-0.456,-1.514,"ubc1294","UCC G181.3+03.0","Q3P","nan","nan",9.3,False,64.0,False,"000",0.98,0.75,"AB",44.0,181.341,3.022,90.141,29.31,0.292,-0.455,-1.502,13.028,2.0,16.0
"KHARCHENKO12","1999","Dol-Dzim 4",83.96,25.95,181.3858,-3.4213,"nan","nan","nan","doldzim4","UCC G181.3-03.4","Q3N","nan","nan",6.7,False,53.0,True,"000",0.22,0.34,"DC",32.0,181.33,-3.406,83.944,26.0,0.202,0.673,-0.53,-26.055,1.0,0.0
"HUNT23","2842","HSC 1427",81.34244,24.34207,181.4416,-6.2842,1.332,-1.851,-4.979,"hsc1427","UCC G181.4-06.2","Q3N","nan","nan",28.9,False,35.0,True,"100",0.51,0.4,"BC",31.0,181.285,-6.278,81.27,24.509,1.333,-1.836,-4.91,2.92,5.0,1.0
"SIM19;HE22_1","132;499","UPK 378",56.41888,5.87444,181.4489,-36.5043,5.516,21.604,-13.66,"upk378","UCC G181.4-36.5","Q3N","nan","nan",42.0,False,33.0,True,"100",0.88,0.78,"AA",30.0,181.525,-36.459,56.411,5.968,5.531,21.669,-13.535,16.201,8.0,5.0
"HUNT23","2843","HSC 1428",84.81206,26.34826,181.4579,-2.562,1.341,-1.55,-4.691,"hsc1428","UCC G181.4-02.5","Q3N","nan","nan",5.1,False,63.0,False,"000",1.0,0.46,"AC",41.0,181.445,-2.566,84.814,26.341,1.406,-1.545,-4.684,3.44,1.0,16.0
"CANTAT20;HE22_1;HUNT23","521;182;1749","Gulliver 22",84.848,26.368,181.4583,-2.5242,1.257,-1.523,-4.605,"gulliver22","UCC G181.4-02.5a","Q3N","nan","nan",4.8,False,38.0,False,"000",1.0,0.59,"AB",33.0,181.444,-2.558,84.838,26.368,1.364,-1.474,-4.694,-4.172,4.0,16.0
"HE23","865","CWNU 2136",80.69933,23.92118,181.466,-7.006,0.764,0.756,-5.781,"cwnu2136","UCC G181.4-07.0","Q3N","nan","nan",16.4,False,36.0,True,"000",0.8,0.39,"AC",28.0,181.44,-7.001,80.729,23.915,0.766,0.765,-5.781,44.157,1.0,1.0
"HAO22","296","OC 0297",83.57409,25.63197,181.4669,-3.8853,1.328,-1.594,-4.883,"oc0297","UCC G181.4-03.8","Q3N","nan","nan",6.1,False,98.0,False,"000",1.0,0.39,"AC",102.0,181.45,-3.897,83.57,25.627,1.295,-1.661,-4.724,1.045,9.0,6.0
"KHARCHENKO12","1992","FSR 0842",83.597,25.563,181.5363,-3.9051,"nan","nan","nan","fsr0842","UCC G181.5-03.9","Q3N","nan","nan",2.0,False,25.0,True,"000",1.0,0.44,"AC",0.0,181.493,-3.896,83.584,25.606,1.341,-1.729,-4.791,16.817,3.0,1.0
"HUNT23","2845","HSC 1431",87.37072,27.61042,181.5746,0.0415,0.208,0.496,-0.062,"hsc1431","UCC G181.5+00.0","Q3P","nan","nan",5.7,False,87.0,True,"000",0.85,0.38,"AC",67.0,181.561,0.035,87.361,27.619,0.211,0.496,-0.075,25.271,5.0,1.0
"HUNT23","2846","HSC 1432",86.13036,26.87588,181.6309,-1.2823,0.368,0.41,-1.763,"hsc1432","UCC G181.6-01.2","Q3N","nan","nan",5.0,False,35.0,False,"000",0.1,0.63,"DB",28.0,181.651,-1.26,86.159,26.856,0.385,0.385,-1.767,"nan",0.0,2.0
"CASTRO22;HUNT23","294;5798","UBC 1295",86.21855,26.88823,181.6615,-1.2088,0.538,0.697,-3.382,"ubc1295","UCC G181.6-01.2a","Q3N","cwnu176","0.62",10.4,False,66.0,False,"000",0.07,0.7,"DB",52.0,181.675,-1.176,86.223,26.902,0.539,0.671,-3.382,"nan",0.0,33.0
"SIM19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","133;1922;1514;402;500;6187","UPK 379",94.071,30.794,181.6654,6.6979,1.284,-0.968,-4.325,"upk379","UCC G181.6+06.6","Q3P","nan","nan",17.0,False,39.0,True,"100",0.85,0.57,"AB",37.0,181.764,6.742,94.174,30.773,1.299,-1.015,-4.332,8.282,18.0,3.0
"KHARCHENKO12","2142","FSR 0843",105.135,35.07,181.667,16.913,"nan","nan","nan","fsr0843","UCC G181.6+16.9","Q3P","nan","nan",3.6,False,25.0,True,"000",0.13,0.36,"DC",0.0,181.672,16.939,105.152,35.081,0.181,0.232,-1.604,-18.937,2.0,0.0
"HE22","175","CWNU 176",86.2768,26.8737,181.701,-1.172,0.54,0.68,-3.4,"cwnu176","UCC G181.7-01.1","Q3N","ubc1295","0.62",5.5,False,35.0,False,"000",0.2,0.62,"DB",27.0,181.675,-1.206,86.215,26.877,0.531,0.669,-3.362,"nan",0.0,1.0
"CHI23_3","260","CWWDL 2958",90.0704,28.8119,181.7381,2.7015,0.284,0.338,-1.603,"cwwdl2958","UCC G181.7+02.7","Q3P","nan","nan",9.2,False,45.0,True,"100",0.53,0.43,"BC",22.0,181.613,2.682,89.991,28.911,0.315,0.337,-1.572,26.834,3.0,2.0
"HUNT23","2847","HSC 1433",91.01031,29.26966,181.7434,3.6422,0.249,0.372,-1.98,"hsc1433","UCC G181.7+03.6","Q3P","nan","nan",2.7,False,25.0,True,"000",0.2,0.36,"DC",0.0,181.744,3.651,91.02,29.268,0.246,0.312,-1.883,-2.366,1.0,1.0
"HE23","313","CWNU 1584",87.4682,27.43204,181.772,0.024,0.424,0.299,-2.529,"cwnu1584","UCC G181.7+00.0","Q3P","nan","nan",4.3,False,64.0,False,"000",0.59,0.45,"BC",58.0,181.765,0.008,87.449,27.429,0.412,0.306,-2.529,29.475,3.0,7.0
"KHARCHENKO12;BICA19","2052;1275","FSR 0844;MWSC 736",91.94032,29.6453,181.8075,4.5325,"nan","nan","nan","fsr0844;mwsc736","UCC G181.8+04.5","Q3P","nan","nan",7.4,False,118.0,True,"000",0.78,0.36,"AC",85.0,181.763,4.521,91.912,29.688,0.21,0.412,-1.083,22.159,6.0,0.0
"KHARCHENKO12;LOKTIN17;BICA19","1996;547;2795","NGC 1996;MWSC 608",84.547,25.75,181.8381,-3.082,"nan","nan","nan","ngc1996;mwsc608","UCC G181.8-03.0","Q3N","nan","nan",3.6,False,25.0,True,"000",0.19,0.37,"DC",0.0,181.864,-3.082,84.555,25.736,0.251,0.487,-0.082,"nan",0.0,0.0
"LIUPANG19;DIAS21","31;584","FoF 1372",90.5138,28.8679,181.8812,3.067,0.266,0.27,-1.523,"fof1372","UCC G181.8+03.0","Q3P","nan","nan",3.4,False,25.0,True,"010",0.11,0.31,"DC",0.0,181.868,3.073,90.509,28.881,0.281,0.197,-1.482,"nan",0.0,4.0
"HUNT23","2848","HSC 1435",88.94877,28.07259,181.8865,1.4779,0.214,0.685,-0.036,"hsc1435","UCC G181.8+01.4","Q3P","nan","nan",2.6,False,68.0,True,"000",0.65,0.51,"BB",61.0,181.893,1.477,88.945,28.063,0.215,0.686,-0.037,18.507,6.0,0.0
"HUNT23","2849","HSC 1436",90.99142,29.07194,181.9082,3.5312,1.013,2.252,-3.225,"hsc1436","UCC G181.9+03.5","Q3P","nan","nan",5.9,False,25.0,True,"000",0.61,0.21,"BD",0.0,181.863,3.531,90.969,29.096,1.018,2.34,-3.158,-0.895,3.0,18.0
"HUNT23","2850","HSC 1437",57.91547,6.5551,181.9858,-34.9273,4.444,7.044,-5.921,"hsc1437","UCC G181.9-34.9","Q3N","nan","nan",92.8,False,30.0,True,"100",0.36,0.5,"CC",29.0,181.856,-34.879,58.048,6.582,4.354,7.083,-5.913,17.707,10.0,4.0
"BICA19","3071","Alessi 135",87.38763,27.07675,182.04,-0.22,"nan","nan","nan","alessi135","UCC G182.0-00.2","Q3N","nan","nan",11.1,False,47.0,True,"100",0.58,0.44,"BC",31.0,181.953,-0.036,87.532,27.127,0.273,0.336,-2.1,20.477,2.0,4.0
"HE23;HUNT23","834;970","CWNU 2105",87.35594,27.03623,182.0603,-0.265,0.648,0.126,-2.46,"cwnu2105","UCC G182.0-00.2a","Q3N","nan","nan",9.3,False,45.0,True,"000",0.73,0.52,"BB",31.0,182.077,-0.294,87.345,27.003,0.648,0.134,-2.434,16.022,2.0,8.0
"DIAS21","615","Majaess 65",87.4284,27.0746,182.0605,-0.19,0.974,-0.258,-1.063,"majaess65","UCC G182.0-00.1","Q3N","nan","nan",8.5,False,37.0,True,"010",0.83,0.75,"AB",35.0,182.104,-0.188,87.434,27.038,1.042,-0.314,-1.037,-6.947,9.0,11.0
"KHARCHENKO12;LOKTIN17","2028;255","Dutra-Bica 83;Dutra Bica83",88.02,27.385,182.0631,0.4208,"nan","nan","nan","dutrabica83","UCC G182.0+00.4","Q3P","nan","nan",6.1,False,102.0,True,"000",0.5,0.36,"BC",62.0,182.104,0.491,88.107,27.375,0.223,0.121,-1.205,26.529,3.0,0.0
"CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","235;200;62;75;300","COIN-Gaia 23",87.449,27.008,182.1271,-0.2084,1.032,-0.318,-0.928,"coingaia23","UCC G182.1-00.2","Q3N","cwwdl14154","0.72",7.5,False,53.0,False,"000",0.97,0.77,"AA",44.0,182.147,-0.23,87.44,26.999,1.056,-0.338,-1.0,-3.588,12.0,13.0
"CHI23_3","998","CWWDL 14154",87.4551,26.9835,182.1509,-0.2164,1.066,-0.328,-0.977,"cwwdl14154","UCC G182.1-00.2a","Q3N","coingaia23","0.72",7.3,False,53.0,False,"000",0.97,0.78,"AA",44.0,182.153,-0.23,87.449,26.999,1.057,-0.329,-1.0,-3.588,12.0,13.0
"HAO22;HUNT23","297;4665","OC 0298",75.63811,19.71085,182.2587,-13.2654,0.734,0.47,-3.607,"oc0298","UCC G182.2-13.2","Q3N","cwnu33","0.73",7.5,False,36.0,False,"000",0.92,0.57,"AB",34.0,182.267,-13.264,75.63,19.718,0.731,0.48,-3.613,-13.516,3.0,0.0
"HE22","32","CWNU 33",75.6388,19.6883,182.278,-13.278,0.75,0.47,-3.6,"cwnu33","UCC G182.2-13.2a","Q3N","oc0298","0.73",7.1,False,38.0,False,"000",0.84,0.56,"AB",35.0,182.26,-13.262,75.629,19.721,0.734,0.481,-3.61,-13.516,3.0,0.0
"HUNT23","2852","HSC 1439",84.62686,25.2072,182.3367,-3.31,0.144,0.313,-0.289,"hsc1439","UCC G182.3-03.3","Q3N","nan","nan",8.1,False,40.0,False,"000",0.58,0.51,"BB",27.0,182.297,-3.304,84.648,25.225,0.142,0.322,-0.282,"nan",0.0,0.0
"HUNT23","2853","HSC 1440",89.14259,27.65125,182.3371,1.4143,0.647,0.131,-2.294,"hsc1440","UCC G182.3+01.4","Q3P","nan","nan",9.4,False,37.0,False,"000",0.94,0.6,"AB",24.0,182.343,1.419,89.138,27.642,0.658,0.139,-2.299,27.49,1.0,2.0
"LIUPANG19","33","FoF 1377",90.8083,28.4808,182.346,3.102,0.246,0.44,-1.428,"fof1377","UCC G182.3+03.1","Q3P","nan","nan",6.4,False,37.0,True,"000",0.34,0.39,"CC",19.0,182.385,3.105,90.83,28.46,0.251,0.399,-1.394,14.831,1.0,2.0
"CASTRO22;HUNT23","295;5799","UBC 1296",91.92076,29.01861,182.3501,4.2158,0.219,-0.107,-0.936,"ubc1296","UCC G182.3+04.2","Q3P","nan","nan",5.9,False,131.0,False,"000",1.0,0.7,"AB",103.0,182.338,4.199,91.905,29.012,0.219,-0.112,-0.925,10.232,5.0,7.0
"HE22","299","CWNU 300",85.6604,25.7692,182.353,-2.221,0.77,-0.02,-4.41,"cwnu300","UCC G182.3-02.2","Q3N","ubc1297","0.66",12.3,False,79.0,True,"000",1.0,0.74,"AB",71.0,182.355,-2.198,85.68,25.746,0.767,-0.016,-4.409,1.441,19.0,5.0
"CASTRO22;HUNT23","296;5800","UBC 1297",85.62896,25.74619,182.3577,-2.2572,0.765,-0.014,-4.397,"ubc1297","UCC G182.3-02.2a","Q3N","cwnu300","0.66",15.5,False,110.0,False,"000",1.0,0.75,"AB",92.0,182.353,-2.181,85.681,25.769,0.766,-0.015,-4.41,3.357,22.0,51.0
"CHI23_3","589","CWWDL 10821",90.1978,28.1489,182.3703,2.4708,0.278,0.111,-1.714,"cwwdl10821","UCC G182.3+02.4","Q3P","nan","nan",9.8,False,47.0,True,"000",0.19,0.38,"DC",30.0,182.401,2.478,90.233,28.111,0.271,0.131,-1.68,30.056,1.0,2.0
"CHI23_3","670","CWWDL 11962",90.8232,28.4365,182.3911,3.0917,0.266,0.367,-1.356,"cwwdl11962","UCC G182.3+03.0","Q3P","nan","nan",6.0,False,25.0,True,"000",0.1,0.43,"DC",0.0,182.419,3.116,90.873,28.429,0.28,0.297,-1.394,14.831,1.0,5.0
"HUNT23","2854","HSC 1441",85.64302,25.71356,182.3922,-2.2636,1.238,2.723,-3.737,"hsc1441","UCC G182.3-02.2b","Q3N","nan","nan",26.2,False,43.0,True,"100",0.73,0.5,"BB",38.0,182.36,-2.348,85.589,25.637,1.249,2.725,-3.749,0.836,13.0,15.0
"CASTRO22;HUNT23","609;6016","UBC 1610",91.38704,28.69636,182.406,3.6508,0.387,1.24,-3.221,"ubc1610","UCC G182.4+03.6","Q3P","nan","nan",8.1,False,39.0,False,"000",0.92,0.94,"AA",29.0,182.421,3.656,91.401,28.684,0.385,1.234,-3.232,45.943,2.0,22.0
"CASTRO22;HUNT23","297;5801","UBC 1298",90.54949,28.23879,182.4451,2.7848,0.293,-0.12,-2.207,"ubc1298","UCC G182.4+02.7","Q3P","nan","nan",6.4,False,34.0,False,"000",0.71,0.81,"BA",13.0,182.449,2.804,90.555,28.248,0.293,-0.126,-2.233,11.034,1.0,23.0
"KHARCHENKO12","2018","S 242;Sh2 242",88.053,26.958,182.4454,0.2285,"nan","nan","nan","s242;sh2242","UCC G182.4+00.2","Q3P","nan","nan",4.3,False,25.0,True,"000",0.76,0.33,"AC",0.0,182.43,0.227,88.045,26.967,0.512,0.005,-2.625,"nan",0.0,0.0
"HE23;HUNT23","108;676","CWNU 1379",84.10331,24.77604,182.4484,-3.9414,0.679,-0.783,-3.567,"cwnu1379","UCC G182.4-03.9","Q3N","nan","nan",13.1,False,38.0,False,"000",0.73,0.72,"BB",34.0,182.447,-3.951,84.106,24.777,0.682,-0.783,-3.589,19.208,3.0,1.0
"CHI23","56","LISC-III 3434",94.82297,30.18941,182.507,6.993,0.924,0.853,-4.916,"lisciii3434","UCC G182.5+06.9","Q3P","nan","nan",16.8,False,33.0,True,"100",0.23,0.28,"DC",28.0,182.383,7.069,94.878,30.305,0.859,0.872,-4.844,-3.955,6.0,1.0
"KHARCHENKO12;LOKTIN17","2007;300","FSR 0846",87.195,26.3665,182.5604,-0.7331,"nan","nan","nan","fsr0846","UCC G182.5-00.7","Q3N","nan","nan",4.4,False,62.0,True,"000",0.34,0.3,"CC",53.0,182.558,-0.745,87.179,26.367,0.286,0.137,-1.238,31.722,2.0,1.0
"HUNT23","2841","HSC 1426",57.47006,5.53375,182.6042,-35.92,5.345,20.251,-12.985,"hsc1426","UCC G182.6-35.9","Q3N","nan","nan",55.6,False,36.0,True,"100",0.95,0.91,"AA",36.0,181.628,-36.205,56.527,6.042,5.459,21.201,-13.405,16.883,12.0,6.0
"HUNT23","2855","HSC 1442",81.13839,22.69778,182.7174,-7.3491,0.729,-0.453,1.116,"hsc1442","UCC G182.7-07.3","Q3N","nan","nan",10.1,False,44.0,False,"000",0.89,0.49,"AC",42.0,182.719,-7.343,81.128,22.729,0.751,-0.427,1.084,31.534,3.0,1.0
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;HUNT23","2015;993;3520;1269;5076","Koposov 52;Teutsch 51;FSR 0847;DSH J0553.8+2649;MWSC 693",88.463,26.834,182.738,0.4804,0.216,0.545,-0.345,"koposov52;teutsch51;fsr0847;dshj05538p2649;mwsc693","UCC G182.7+00.4","Q3P","nan","nan",3.3,False,263.0,False,"000",1.0,0.51,"AB",265.0,182.737,0.476,88.461,26.834,0.24,0.545,-0.317,16.972,2.0,0.0
"BICA19","3414","Teutsch J0555.6+2703",88.91475,27.05589,182.75,0.94,"nan","nan","nan","teutschj05556p2703","UCC G182.7+00.9","Q3P","nan","nan",5.0,False,45.0,True,"000",0.1,0.32,"DC",29.0,182.73,0.945,88.908,27.066,0.302,-0.158,-1.116,56.475,2.0,0.0
"HE22","515","CWNU 516",90.1383,27.6697,182.761,2.188,0.59,0.14,-2.1,"cwnu516","UCC G182.7+02.1","Q3P","nan","nan",9.4,False,37.0,True,"000",0.55,0.44,"BC",24.0,182.758,2.202,90.124,27.677,0.596,0.119,-2.098,"nan",0.0,6.0
"HUNT23","2856","HSC 1443",85.69332,25.28533,182.7807,-2.4499,0.194,0.638,-0.136,"hsc1443","UCC G182.7-02.4","Q3N","nan","nan",4.4,False,74.0,False,"000",0.92,0.45,"AC",55.0,182.786,-2.458,85.691,25.278,0.188,0.59,-0.114,-6.295,1.0,0.0
"HE23","746","CWNU 2017",90.12761,27.61369,182.805,2.152,0.537,-0.222,-2.234,"cwnu2017","UCC G182.8+02.1","Q3P","nan","nan",5.4,False,34.0,False,"000",0.3,0.44,"CC",24.0,182.884,2.178,90.178,27.578,0.511,-0.198,-2.244,9.895,1.0,5.0
"CANTAT20;CASTRO20","1606;342","UBC 434",91.045,28.05,182.8244,3.073,0.178,0.415,-0.98,"ubc434","UCC G182.8+03.0","Q3P","nan","nan",4.5,False,48.0,False,"000",0.8,0.68,"AB",28.0,182.834,3.104,91.062,28.053,0.189,0.35,-1.005,5.516,3.0,17.0
"LIUPANG19;HUNT23","32;1706","FoF 1375",91.0396,28.04629,182.8253,3.067,0.233,0.333,-1.303,"fof1375","UCC G182.8+03.0a","Q3P","nan","nan",1.9,False,25.0,True,"010",0.35,0.65,"CB",0.0,182.826,3.063,91.031,28.046,0.224,0.434,-1.08,52.114,2.0,1.0
"KHARCHENKO12;BICA19","2085;1276","FSR 0848;MWSC 912",98.61716,31.3954,182.8839,10.448,"nan","nan","nan","fsr0848;mwsc912","UCC G182.8+10.4","Q3P","nan","nan",3.1,False,25.0,True,"000",0.27,0.36,"CC",0.0,182.872,10.433,98.596,31.385,0.216,0.405,-1.69,23.417,1.0,0.0
"HE22;HUNT23","14;325","CWNU 15",87.50314,26.15124,182.8872,-0.6068,0.872,-0.396,-2.666,"cwnu15","UCC G182.8-00.6","Q3N","nan","nan",18.3,False,35.0,False,"000",0.75,0.56,"BB",27.0,182.905,-0.663,87.487,26.092,0.861,-0.409,-2.696,3.65,11.0,9.0
"HE23;HUNT23","871;980","CWNU 2142",90.35649,27.63267,182.8889,2.3377,0.249,0.839,-0.118,"cwnu2142","UCC G182.8+02.3","Q3P","nan","nan",2.1,False,34.0,False,"000",0.63,0.5,"BB",25.0,182.89,2.345,90.365,27.638,0.244,0.838,-0.119,47.09,1.0,2.0
"HUNT23","2884","HSC 1481",76.57407,19.47113,182.983,-12.685,4.733,-0.689,-8.264,"hsc1481","UCC G182.9-12.6","Q3N","nan","nan",44.3,False,25.0,True,"110",0.8,0.29,"AC",0.0,182.884,-12.887,76.163,19.619,4.723,-0.372,-8.084,8.884,5.0,38.0
"BICA19;HUNT23","1277;5079","Teutsch 57;DSH J0548.0+2529",86.99746,25.50132,183.21,-1.3316,0.174,0.328,-0.431,"teutsch57;dshj05480p2529","UCC G183.2-01.3","Q3N","nan","nan",2.2,False,39.0,False,"000",0.86,0.46,"AC",35.0,183.213,-1.329,87.001,25.499,0.174,0.302,-0.404,30.648,2.0,0.0
"HUNT23","2857","HSC 1445",90.32515,27.21161,183.2415,2.1055,0.51,-0.243,-2.298,"hsc1445","UCC G183.2+02.1","Q3P","nan","nan",5.0,False,25.0,True,"010",0.2,0.34,"DC",0.0,183.22,2.105,90.324,27.224,0.499,-0.182,-2.299,-33.008,1.0,4.0
"HE23;HUNT23","24;644","CWNU 1295",92.08004,28.07221,183.249,3.8823,0.27,-0.206,-1.676,"cwnu1295","UCC G183.2+03.8","Q3P","cwwdl2957","0.5",2.8,False,52.0,True,"000",0.97,0.67,"AB",44.0,183.25,3.881,92.083,28.068,0.242,-0.241,-1.701,"nan",0.0,3.0
"LI22","37","LISC 2967",92.06,28.062,183.2494,3.8619,0.273,-0.089,-1.618,"lisc2967","UCC G183.2+03.8a","Q3P","cwwdl2957","0.68",1.7,False,25.0,True,"010",0.73,0.84,"BA",0.0,183.249,3.881,92.081,28.069,0.276,-0.189,-1.669,4.423,2.0,3.0
"CHI23_3","259","CWWDL 2957",92.0759,28.0578,183.2599,3.8722,0.268,-0.034,-1.651,"cwwdl2957","UCC G183.2+03.8b","Q3P","cwnu1295;lisc2967","0.5;0.68",2.2,False,35.0,True,"010",0.89,0.56,"AB",30.0,183.246,3.878,92.079,28.071,0.256,-0.163,-1.673,8.318,3.0,2.0
"HUNT23","2858","HSC 1446",81.16224,22.05205,183.2729,-7.687,0.778,0.96,-3.124,"hsc1446","UCC G183.2-07.6","Q3N","nan","nan",6.8,False,25.0,True,"000",0.42,0.27,"CC",0.0,183.282,-7.664,81.199,22.041,0.806,0.998,-3.202,25.025,2.0,1.0
"CHI23_2","12","CWWL 1991",90.7,27.281,183.3455,2.4296,0.253,0.363,-1.286,"cwwl1991","UCC G183.3+02.4","Q3P","nan","nan",3.3,False,25.0,True,"000",0.11,0.33,"DC",0.0,183.333,2.439,90.698,27.289,0.267,0.343,-1.291,22.774,3.0,2.0
"KHARCHENKO12","1997","FSR 0849",87.817,25.77,183.3592,-0.5597,"nan","nan","nan","fsr0849","UCC G183.3-00.5","Q3N","nan","nan",3.9,False,25.0,True,"000",0.43,0.42,"CC",0.0,183.354,-0.577,87.804,25.768,0.541,0.261,-2.024,18.178,1.0,2.0
"HE22","74","CWNU 75",88.0216,25.8469,183.387,-0.362,0.34,0.57,-1.46,"cwnu75","UCC G183.3-00.3","Q3N","ubc1299","0.79",3.5,False,89.0,False,"000",0.86,0.51,"AB",78.0,183.387,-0.362,88.022,25.85,0.33,0.558,-1.457,4.741,1.0,0.0
"CASTRO22;HUNT23","298;5802","UBC 1299",88.02312,25.8349,183.3981,-0.367,0.335,0.547,-1.464,"ubc1299","UCC G183.3-00.3a","Q3N","cwnu75","0.79",5.1,False,27.0,False,"000",0.36,1.0,"CA",19.0,183.415,-0.361,88.055,25.824,0.337,0.577,-1.442,4.741,1.0,19.0
"CANTAT20;CASTRO20;DIAS21","1786;515;1397","UBC 615",104.88,33.154,183.4374,16.0004,0.319,-0.313,-2.478,"ubc615","UCC G183.4+16.0","Q3P","nan","nan",22.8,False,37.0,True,"100",0.55,0.41,"BC",21.0,183.526,16.001,104.896,33.1,0.335,-0.346,-2.471,"nan",0.0,0.0
"LIUPANG19;DIAS21","44;593","FoF 1970",91.78285,27.70615,183.4431,3.4755,0.242,0.2,-1.527,"fof1970","UCC G183.4+03.4","Q3P","nan","nan",3.4,False,25.0,True,"000",0.25,0.31,"CC",0.0,183.445,3.471,91.781,27.692,0.226,0.222,-1.54,17.957,1.0,0.0
"HE23","831","CWNU 2102",89.24677,26.37475,183.488,0.854,0.389,0.708,-2.689,"cwnu2102","UCC G183.4+00.8","Q3P","nan","nan",5.0,False,30.0,False,"000",0.59,0.55,"BB",26.0,183.489,0.85,89.229,26.364,0.362,0.705,-2.687,"nan",0.0,0.0
"KHARCHENKO12;CANTAT20;DIAS21;HUNT23","1984;423;362;1566","FSR 0850",86.257,24.74,183.5133,-2.2997,0.438,1.301,-2.555,"fsr0850","UCC G183.5-02.2","Q3N","nan","nan",3.9,False,140.0,False,"000",0.99,0.85,"AA",106.0,183.508,-2.304,86.248,24.746,0.438,1.265,-2.525,18.648,3.0,3.0
"HUNT23","2871","HSC 1465",92.5388,27.98367,183.5218,4.195,2.681,-1.816,-1.812,"hsc1465","UCC G183.5+04.1","Q3P","nan","nan",33.9,False,25.0,True,"010",0.4,0.29,"CC",0.0,183.493,4.234,92.622,27.991,2.624,-1.519,-2.038,-17.332,4.0,71.0
"HAO22","298","OC 0299",86.27489,24.73708,183.5243,-2.2873,0.523,1.226,-2.556,"oc0299","UCC G183.5-02.2a","Q3N","nan","nan",4.0,False,102.0,False,"000",0.69,0.79,"BA",52.0,183.508,-2.293,86.256,24.744,0.461,1.23,-2.498,18.73,4.0,3.0
