"fname","N_clust","N_clust_max","Nbox","frame_limit"
cwwdl5707,"nan",43,"nan","nan"
cwwdl5708,"nan",78,"nan","nan"
cwwdl574,"nan",68,"nan","nan"
cwwdl5759,"nan",38,"nan","nan"
cwwdl578,"nan",59,"nan","nan"
cwwdl58,"nan",49,"nan","nan"
cwwdl580,"nan",96,"nan","nan"
cwwdl586,"nan",78,"nan","nan"
cwwdl589,"nan",64,"nan","nan"
cwwdl594,"nan",56,"nan","nan"
cwwdl5942,"nan",83,"nan","nan"
cwwdl599,"nan",33,"nan","nan"
cwwdl6005,"nan",56,"nan","nan"
cwwdl6027,"nan",75,"nan","nan"
cwwdl6029,"nan",49,"nan","nan"
cwwdl603,"nan",57,"nan","nan"
cwwdl6062,"nan",56,"nan","nan"
cwwdl611,"nan",153,"nan","nan"
cwwdl6133,"nan",129,"nan","nan"
cwwdl6145,"nan",49,"nan","nan"
cwwdl615,"nan",112,"nan","nan"
cwwdl6155,"nan",43,"nan","nan"
cwwdl6156,"nan",62,"nan","nan"
cwwdl6159,"nan",48,"nan","nan"
cwwdl6160,"nan",54,"nan","nan"
cwwdl617,"nan",244,"nan","nan"
cwwdl6172,"nan",46,"nan","nan"
cwwdl6218,"nan",46,"nan","nan"
cwwdl623,"nan",99,"nan","nan"
cwwdl6257,"nan",46,"nan","nan"
cwwdl626,"nan",52,"nan","nan"
cwwdl6296,"nan",80,"nan","nan"
cwwdl630,"nan",233,"nan","nan"
cwwdl6302,"nan",68,"nan","nan"
cwwdl6326,"nan",51,"nan","nan"
cwwdl633,"nan",49,"nan","nan"
cwwdl635,"nan",104,"nan","nan"
cwwdl6375,"nan",43,"nan","nan"
cwwdl6388,"nan",65,"nan","nan"
cwwdl642,"nan",185,"nan","nan"
cwwdl6439,"nan",73,"nan","nan"
cwwdl6451,"nan",70,"nan","nan"
cwwdl6464,"nan",52,"nan","nan"
cwwdl6469,"nan",52,"nan","nan"
cwwdl65,"nan",102,"nan","nan"
cwwdl650,"nan",142,"nan","nan"
cwwdl652,"nan",54,"nan","nan"
cwwdl6540,"nan",108,"nan","nan"
cwwdl660,"nan",278,"nan","nan"
cwwdl6645,"nan",68,"nan","nan"
cwwdl6647,"nan",75,"nan","nan"
cwwdl671,"nan",92,"nan","nan"
cwwdl6728,"nan",81,"nan","nan"
cwwdl68,"nan",62,"nan","nan"
cwwdl681,"nan",161,"nan","nan"
cwwdl700,"nan",68,"nan","nan"
cwwdl706,"nan",152,"nan","nan"
cwwdl71,"nan",73,"nan","nan"
cwwdl729,"nan",33,"nan","nan"
cwwdl7479,"nan",51,"nan","nan"
cwwdl749,"nan",89,"nan","nan"
cwwdl7566,"nan",70,"nan","nan"
cwwdl765,"nan",112,"nan","nan"
cwwdl7654,"nan",57,"nan","nan"
cwwdl772,"nan",137,"nan","nan"
cwwdl794,"nan",56,"nan","nan"
cwwdl805,"nan",196,"nan","nan"
cwwdl807,"nan",35,"nan","nan"
cwwdl8132,"nan",68,"nan","nan"
cwwdl8143,"nan",46,"nan","nan"
cwwdl8237,"nan",78,"nan","nan"
cwwdl826,"nan",96,"nan","nan"
cwwdl831,"nan",48,"nan","nan"
cwwdl8311,"nan",49,"nan","nan"
cwwdl8368,"nan",54,"nan","nan"
cwwdl8387,"nan",65,"nan","nan"
cwwdl839,"nan",110,"nan","nan"
cwwdl84,"nan",68,"nan","nan"
cwwdl8403,"nan",83,"nan","nan"
cwwdl8405,"nan",54,"nan","nan"
cwwdl8417,"nan",52,"nan","nan"
cwwdl8420,"nan",48,"nan","nan"
cwwdl8449,"nan",73,"nan","nan"
cwwdl8467,"nan",35,"nan","nan"
cwwdl848,"nan",83,"nan","nan"
cwwdl8488,"nan",52,"nan","nan"
cwwdl849,"nan",51,"nan","nan"
cwwdl8491,"nan",73,"nan","nan"
cwwdl8493,"nan",80,"nan","nan"
cwwdl8509,"nan",40,"nan","nan"
cwwdl851,"nan",35,"nan","nan"
cwwdl8537,"nan",57,"nan","nan"
cwwdl8547,"nan",96,"nan","nan"
cwwdl8551,"nan",44,"nan","nan"
cwwdl8586,"nan",54,"nan","nan"
cwwdl8594,"nan",75,"nan","nan"
cwwdl8616,"nan",41,"nan","nan"
cwwdl864,"nan",78,"nan","nan"
cwwdl8688,"nan",60,"nan","nan"
cwwdl87,"nan",46,"nan","nan"
cwwdl8709,"nan",62,"nan","nan"
cwwdl8710,"nan",44,"nan","nan"
cwwdl8713,"nan",43,"nan","nan"
cwwdl873,"nan",211,"nan","nan"
cwwdl8731,"nan",59,"nan","nan"
cwwdl8747,"nan",80,"nan","nan"
cwwdl8761,"nan",54,"nan","nan"
cwwdl8762,"nan",48,"nan","nan"
cwwdl8764,"nan",62,"nan","nan"
cwwdl8784,"nan",56,"nan","nan"
cwwdl8822,"nan",80,"nan","nan"
cwwdl8825,"nan",48,"nan","nan"
cwwdl8831,"nan",67,"nan","nan"
cwwdl8833,"nan",57,"nan","nan"
cwwdl8911,"nan",44,"nan","nan"
cwwdl8942,"nan",44,"nan","nan"
cwwdl8989,"nan",59,"nan","nan"
cwwdl9028,"nan",67,"nan","nan"
cwwdl909,"nan",113,"nan","nan"
cwwdl913,"nan",67,"nan","nan"
cwwdl919,"nan",129,"nan","nan"
cwwdl9197,"nan",46,"nan","nan"
cwwdl92,"nan",52,"nan","nan"
cwwdl9203,"nan",46,"nan","nan"
cwwdl928,"nan",68,"nan","nan"
cwwdl929,"nan",68,"nan","nan"
cwwdl9305,"nan",41,"nan","nan"
cwwdl932,"nan",72,"nan","nan"
cwwdl933,"nan",97,"nan","nan"
cwwdl939,"nan",160,"nan","nan"
cwwdl9421,"nan",51,"nan","nan"
cwwdl944,"nan",209,"nan","nan"
cwwdl9456,"nan",49,"nan","nan"
cwwdl952,"nan",60,"nan","nan"
cwwdl9603,"nan",49,"nan","nan"
cwwdl962,"nan",99,"nan","nan"
cwwdl9622,"nan",48,"nan","nan"
cwwdl9645,"nan",36,"nan","nan"
cwwdl969,"nan",64,"nan","nan"
cwwdl970,"nan",131,"nan","nan"
cwwdl9706,"nan",52,"nan","nan"
cwwdl9741,"nan",59,"nan","nan"
cwwdl980,"nan",409,"nan","nan"
cwwdl9918,"nan",91,"nan","nan"
cwwl1144,"nan",49,"nan","nan"
cwwl1161,"nan",113,"nan","nan"
cwwl1275,"nan",64,"nan","nan"
cwwl1382,"nan",104,"nan","nan"
cwwl1384,"nan",72,"nan","nan"
cwwl1428,"nan",129,"nan","nan"
cwwl1438,"nan",115,"nan","nan"
cwwl1460,"nan",86,"nan","nan"
cwwl1481,"nan",128,"nan","nan"
cwwl1500,"nan",72,"nan","nan"
cwwl1746,"nan",51,"nan","nan"
cwwl1991,"nan",78,"nan","nan"
cwwl2009,"nan",83,"nan","nan"
cwwl2060,"nan",89,"nan","nan"
cwwl2073,"nan",67,"nan","nan"
cwwl2075,"nan",105,"nan","nan"
cwwl2083,"nan",56,"nan","nan"
cwwl2084,"nan",88,"nan","nan"
cwwl2091,"nan",115,"nan","nan"
cwwl2100,"nan",72,"nan","nan"
cwwl2110,"nan",62,"nan","nan"
cwwl2130,"nan",80,"nan","nan"
cwwl2239,"nan",86,"nan","nan"
cwwl2324,"nan",107,"nan","nan"
cwwl2457,"nan",75,"nan","nan"
cwwl2761,"nan",94,"nan","nan"
cwwl2942,"nan",78,"nan","nan"
cwwl2944,"nan",120,"nan","nan"
cwwl2971,"nan",76,"nan","nan"
cwwl2972,"nan",97,"nan","nan"
cwwl2986,"nan",88,"nan","nan"
cwwl2987,"nan",129,"nan","nan"
cwwl2999,"nan",84,"nan","nan"
cwwl3012,"nan",123,"nan","nan"
cwwl3019,"nan",113,"nan","nan"
cwwl3078,"nan",60,"nan","nan"
cwwl3079,"nan",65,"nan","nan"
cwwl3082,"nan",83,"nan","nan"
cwwl3086,"nan",73,"nan","nan"
cwwl3093,"nan",84,"nan","nan"
cwwl3095,"nan",76,"nan","nan"
cwwl3512,"nan",216,"nan","nan"
cwwl3526,"nan",832,"nan","nan"
cwwl3567,"nan",80,"nan","nan"
cwwl3595,"nan",81,"nan","nan"
cwwl976,"nan",43,"nan","nan"
czernik29,"nan",75,"nan","nan"
danks1,"nan","nan","nan","r_305.37"
danks2,"nan","nan","nan","l_305.37"
db20,"nan",50,"nan","nan"
db200120,"nan",50,"nan","nan"
dbsb19,"nan","nan","nan","t_0.2"
dbsb34,"nan",50,"nan","nan"
dbsb66,"nan",50,"nan","nan"
dutrabica51,100,"nan","nan","nan"
dutrabica7,"nan",50,"nan","nan"
eso09218,"nan",300,"nan","nan"
eso12326,75,"nan","nan","nan"
eso22606,50,"nan","nan","nan"
eso26103,50,"nan","nan","nan"
eso33208,"nan",50,"nan","nan"
eso33213,"nan",200,"nan","nan"
eso43548,"nan",50,"nan","nan"
fof1036,"nan",68,"nan","nan"
fof1049,"nan",50,"nan","nan"
fof1086,"nan",198,"nan","nan"
fof1103,"nan",250,"nan","nan"
fof1115,"nan",186,"nan","nan"
fof1120,"nan",145,"nan","nan"
fof1142,"nan",172,"nan","nan"
fof1160,"nan",163,"nan","nan"
fof1174,"nan",141,"nan","nan"
fof1175,"nan",191,"nan","nan"
fof1180,"nan",192,"nan","nan"
fof1182,"nan",241,"nan","nan"
fof1199,"nan",171,"nan","nan"
fof1200,"nan",103,"nan","nan"
fof1209,"nan",223,"nan","nan"
fof1211,"nan",161,"nan","nan"
fof1218,"nan",168,"nan","nan"
fof1221,"nan",175,"nan","nan"
fof1235,"nan",232,"nan","nan"
fof1241,"nan",149,"nan","nan"
fof1281,"nan",86,"nan","nan"
fof1306,"nan",218,"nan","nan"
fof1328,"nan",251,"nan","nan"
fof1329,"nan",1000,"nan","nan"
fof1332,"nan",676,"nan","nan"
fof1334,"nan",156,"nan","nan"
fof1342,"nan",650,"nan","nan"
fof1352,"nan",235,"nan","nan"
fof1355,"nan",233,"nan","nan"
fof1367,"nan",377,"nan","nan"
fof1370,"nan",310,"nan","nan"
fof1372,"nan",398,"nan","nan"
fof1374,"nan",385,"nan","nan"
fof1375,"nan",142,"nan","nan"
fof1377,"nan",187,"nan","nan"
fof1381,"nan",577,"nan","nan"
fof1388,"nan",402,"nan","nan"
fof1390,"nan",648,"nan","nan"
fof1392,"nan",412,"nan","nan"
fof1393,"nan",245,"nan","nan"
fof1394,"nan",278,"nan","nan"
fof1398,"nan",234,"nan","nan"
fof1399,"nan",207,"nan","nan"
fof140,"nan",351,"nan","nan"
fof1401,"nan",1000,"nan","nan"
fof1402,"nan",380,"nan","nan"
fof1406,"nan",253,"nan","nan"
fof1407,"nan",241,"nan","nan"
fof1408,"nan",215,"nan","nan"
fof1414,"nan",301,"nan","nan"
fof1420,"nan",268,"nan","nan"
fof1422,"nan",259,"nan","nan"
fof1428,"nan",137,"nan","nan"
fof1429,"nan",301,"nan","nan"
fof1431,"nan",269,"nan","nan"
fof1437,"nan",651,"nan","nan"
fof1441,"nan",214,"nan","nan"
fof145,"nan",470,"nan","nan"
fof1454,"nan",496,"nan","nan"
fof1455,"nan",165,"nan","nan"
fof1457,"nan",196,"nan","nan"
fof1480,"nan",153,"nan","nan"
fof1482,"nan",74,"nan","nan"
fof1487,"nan",195,"nan","nan"
fof1490,"nan",127,"nan","nan"
fof1540,"nan",184,"nan","nan"
fof1578,"nan",102,"nan","nan"
fof1582,"nan",130,"nan","nan"
fof1595,"nan",190,"nan","nan"
fof1599,"nan",174,"nan","nan"
fof1600,"nan",145,"nan","nan"
fof1614,"nan",153,"nan","nan"
fof1620,"nan",175,"nan","nan"
fof1624,"nan",283,"nan","nan"
fof1625,"nan",391,"nan","nan"
fof1641,"nan",124,"nan","nan"
fof1692,"nan",152,"nan","nan"
fof1725,"nan",283,"nan","nan"
fof1728,"nan",292,"nan","nan"
fof1743,"nan",61,"nan","nan"
fof1759,"nan",143,"nan","nan"
fof1764,"nan",103,"nan","nan"
fof1768,"nan",245,"nan","nan"
fof1771,"nan",115,"nan","nan"
fof1775,"nan",188,"nan","nan"
fof1777,"nan",156,"nan","nan"
fof1780,"nan",233,"nan","nan"
fof1785,"nan",150,"nan","nan"
fof1787,"nan",213,"nan","nan"
fof1789,"nan",145,"nan","nan"
fof1798,"nan",278,"nan","nan"
fof1800,"nan",267,"nan","nan"
fof1807,"nan",164,"nan","nan"
fof1809,"nan",153,"nan","nan"
fof1816,"nan",717,"nan","nan"
fof1817,"nan",341,"nan","nan"
fof1821,"nan",250,"nan","nan"
fof1822,"nan",274,"nan","nan"
fof1825,"nan",365,"nan","nan"
fof1831,"nan",144,"nan","nan"
fof1836,"nan",146,"nan","nan"
fof1843,"nan",103,"nan","nan"
fof1864,"nan",238,"nan","nan"
fof1888,"nan",303,"nan","nan"
fof1925,"nan",226,"nan","nan"
fof1937,"nan",224,"nan","nan"
fof1956,"nan",129,"nan","nan"
fof1957,"nan",144,"nan","nan"
fof1960,"nan",277,"nan","nan"
fof1968,"nan",183,"nan","nan"
fof1970,"nan",416,"nan","nan"
fof1973,"nan",110,"nan","nan"
fof1975,"nan",293,"nan","nan"
fof1977,"nan",231,"nan","nan"
fof1979,"nan",531,"nan","nan"
fof198,"nan",235,"nan","nan"
fof1980,"nan",351,"nan","nan"
fof1981,"nan",328,"nan","nan"
fof1982,"nan",104,"nan","nan"
fof1984,"nan",228,"nan","nan"
fof1985,"nan",256,"nan","nan"
fof1987,"nan",324,"nan","nan"
fof1989,"nan",232,"nan","nan"
fof1992,"nan",77,"nan","nan"
fof1994,"nan",211,"nan","nan"
fof2000,"nan",169,"nan","nan"
fof201,"nan",219,"nan","nan"
fof2027,"nan",173,"nan","nan"
fof2028,"nan",385,"nan","nan"
fof2036,"nan",345,"nan","nan"
fof204,"nan",673,"nan","nan"
fof2042,"nan",136,"nan","nan"
fof2047,"nan",742,"nan","nan"
fof2048,"nan",586,"nan","nan"
fof2059,"nan",108,"nan","nan"
fof2068,"nan",148,"nan","nan"
fof2094,"nan",128,"nan","nan"
fof2100,"nan",148,"nan","nan"
fof2106,"nan",241,"nan","nan"
fof2113,"nan",57,"nan","nan"
fof2117,"nan",192,"nan","nan"
fof2118,"nan",257,"nan","nan"
fof2123,"nan",94,"nan","nan"
fof2134,"nan",403,"nan","nan"
fof2139,"nan",355,"nan","nan"
fof2143,"nan",97,"nan","nan"
fof2149,"nan",121,"nan","nan"
fof2172,"nan",54,"nan","nan"
fof2178,"nan",187,"nan","nan"
fof2179,"nan",147,"nan","nan"
fof2198,"nan",161,"nan","nan"
fof2210,"nan",105,"nan","nan"
fof2219,"nan",206,"nan","nan"
fof2220,"nan",123,"nan","nan"
fof2221,"nan",319,"nan","nan"
fof2230,"nan",134,"nan","nan"
fof2236,"nan",214,"nan","nan"
fof2238,"nan",105,"nan","nan"
fof2249,"nan",690,"nan","nan"
fof2253,"nan",102,"nan","nan"
fof2262,"nan",184,"nan","nan"
fof2270,"nan",280,"nan","nan"
fof2275,"nan",137,"nan","nan"
fof2287,"nan",97,"nan","nan"
fof2290,"nan",75,"nan","nan"
fof2293,"nan",28,"nan","nan"
fof2295,"nan",339,"nan","nan"
fof2302,"nan",164,"nan","nan"
fof2309,"nan",116,"nan","nan"
fof2311,"nan",203,"nan","nan"
fof2312,"nan",76,"nan","nan"
fof2339,"nan",132,"nan","nan"
fof2371,"nan",814,"nan","nan"
fof2379,"nan",659,"nan","nan"
fof2382,"nan",528,"nan","nan"
fof2383,"nan",867,"nan","nan"
fof2385,"nan",337,"nan","nan"
fof2387,"nan",1000,"nan","nan"
fof2417,"nan",113,"nan","nan"
fof2424,"nan",52,"nan","nan"
fof2428,"nan",217,"nan","nan"
fof2435,"nan",275,"nan","nan"
fof2439,"nan",651,"nan","nan"
fof2442,"nan",580,"nan","nan"
fof265,"nan",331,"nan","nan"
fof273,"nan",155,"nan","nan"
fof282,"nan",146,"nan","nan"
fof288,"nan",233,"nan","nan"
fof313,"nan",185,"nan","nan"
fof321,"nan",211,"nan","nan"
fof341,"nan",166,"nan","nan"
fof344,"nan",500,"nan","nan"
fof368,"nan",836,"nan","nan"
fof373,"nan",317,"nan","nan"
fof386,"nan",308,"nan","nan"
fof403,"nan",262,"nan","nan"
fof434,"nan",208,"nan","nan"
fof436,"nan",275,"nan","nan"
fof458,"nan",135,"nan","nan"
fof5,"nan",341,"nan","nan"
fof503,"nan",201,"nan","nan"
fof506,"nan",193,"nan","nan"
fof58,"nan",771,"nan","nan"
fof589,"nan",139,"nan","nan"
fof597,"nan",132,"nan","nan"
fof613,"nan",352,"nan","nan"
fof658,"nan",136,"nan","nan"
fof665,"nan",147,"nan","nan"
fof672,"nan",114,"nan","nan"
fof676,"nan",111,"nan","nan"
fof699,"nan",324,"nan","nan"
fof733,"nan",314,"nan","nan"
fof780,"nan",218,"nan","nan"
fof782,"nan",145,"nan","nan"
fof826,"nan",172,"nan","nan"
fof861,"nan",148,"nan","nan"
fof866,"nan",135,"nan","nan"
fof876,"nan",136,"nan","nan"
fof888,"nan",179,"nan","nan"
fof905,"nan",144,"nan","nan"
fof909,"nan",140,"nan","nan"
fof921,"nan",201,"nan","nan"
fof925,"nan",150,"nan","nan"
fof930,"nan",155,"nan","nan"
fof939,"nan",175,"nan","nan"
fof942,"nan",631,"nan","nan"
fof947,"nan",108,"nan","nan"
fof967,"nan",202,"nan","nan"
fsr0236,"nan",100,"nan",
fsr0251,"nan",50,"nan",
fsr0302,"nan",50,"nan",
fsr0416,"nan",100,"nan",
fsr0841,50,"nan","nan",
fsr0903,"nan",50,"nan",
fsr0904,"nan",100,"nan",
fsr0911,"nan",50,"nan",
fsr1178,100,"nan","nan",
fsr1197,100,"nan","nan",
fsr1308,"nan",50,"nan",
fsr1382,75,"nan","nan",
fsr1557,"nan",50,"nan",
fsr1686,"nan",250,"nan",
groupxb,75,"nan","nan",
gulliver16,"nan",100,"nan",
gulliver25,75,"nan","nan",
gulliver59,75,"nan","nan",
haffner18,"nan",150,"nan",
haffner19,"nan",150,"nan",
haffner2,"nan",750,"nan",
herbig1,25,"nan","nan",
hogg1,50,"nan","nan",
hogg8,50,"nan","nan",
hsc10,"nan",25,"nan","nan"
hsc100,"nan",76,"nan","nan"
hsc1000,"nan",29,"nan","nan"
hsc1001,"nan",71,"nan","nan"
hsc1002,"nan",32,"nan","nan"
hsc1003,"nan",51,"nan","nan"
hsc1004,"nan",25,"nan","nan"
hsc1005,"nan",44,"nan","nan"
hsc1006,"nan",25,"nan","nan"
hsc1007,"nan",29,"nan","nan"
hsc1008,"nan",25,"nan","nan"
hsc101,"nan",25,"nan","nan"
hsc1010,"nan",25,"nan","nan"
hsc1011,"nan",36,"nan","nan"
hsc1012,"nan",42,"nan","nan"
hsc1013,"nan",54,"nan","nan"
hsc1014,"nan",46,"nan","nan"
hsc1015,"nan",49,"nan","nan"
hsc1016,"nan",25,"nan","nan"
hsc1018,"nan",25,"nan","nan"
hsc1019,"nan",25,"nan","nan"
hsc1020,"nan",25,"nan","nan"
hsc1021,"nan",47,"nan","nan"
hsc1022,"nan",25,"nan","nan"
hsc1025,"nan",25,"nan","nan"
hsc1026,"nan",61,"nan","nan"
hsc1027,"nan",25,"nan","nan"
hsc1028,"nan",77,"nan","nan"
hsc1029,"nan",41,"nan","nan"
hsc103,"nan",25,"nan","nan"
hsc1031,"nan",46,"nan","nan"
hsc1032,"nan",25,"nan","nan"
hsc1034,"nan",25,"nan","nan"
hsc1036,"nan",32,"nan","nan"
hsc1037,"nan",25,"nan","nan"
hsc1039,"nan",25,"nan","nan"
hsc104,"nan",25,"nan","nan"
hsc1040,"nan",25,"nan","nan"
hsc1041,"nan",39,"nan","nan"
hsc1042,"nan",36,"nan","nan"
hsc1043,"nan",76,"nan","nan"
hsc1049,"nan",25,"nan","nan"
hsc105,"nan",25,"nan","nan"
hsc1052,"nan",29,"nan","nan"
hsc1053,"nan",54,"nan","nan"
hsc1054,"nan",29,"nan","nan"
hsc1055,"nan",65,"nan","nan"
hsc1056,"nan",35,"nan","nan"
hsc1057,"nan",74,"nan","nan"
hsc1059,"nan",25,"nan","nan"
hsc106,"nan",33,"nan","nan"
hsc1060,"nan",64,"nan","nan"
hsc1061,"nan",25,"nan","nan"
hsc1062,"nan",26,"nan","nan"
hsc1063,"nan",32,"nan","nan"
hsc1064,"nan",34,"nan","nan"
hsc1065,"nan",59,"nan","nan"
hsc1066,"nan",94,"nan","nan"
hsc1067,"nan",25,"nan","nan"
hsc1068,"nan",25,"nan","nan"
hsc1069,"nan",58,"nan","nan"
hsc1070,"nan",28,"nan","nan"
hsc1071,"nan",25,"nan","nan"
hsc1072,"nan",25,"nan","nan"
hsc1073,"nan",39,"nan","nan"
hsc1074,"nan",41,"nan","nan"
hsc1076,"nan",25,"nan","nan"
hsc1077,"nan",25,"nan","nan"
hsc1078,"nan",25,"nan","nan"
hsc108,"nan",158,"nan","nan"
hsc1080,"nan",25,"nan","nan"
hsc1081,"nan",27,"nan","nan"
hsc1082,"nan",57,"nan","nan"
hsc1083,"nan",43,"nan","nan"
hsc1084,"nan",49,"nan","nan"
hsc1085,"nan",54,"nan","nan"
hsc1086,"nan",33,"nan","nan"
hsc109,"nan",25,"nan","nan"
hsc1090,"nan",41,"nan","nan"
hsc1092,"nan",25,"nan","nan"
hsc1093,"nan",31,"nan","nan"
hsc1094,"nan",25,"nan","nan"
hsc1097,"nan",208,"nan","nan"
hsc1099,"nan",62,"nan","nan"
hsc11,"nan",25,"nan","nan"
hsc110,"nan",25,"nan","nan"
hsc1101,"nan",36,"nan","nan"
hsc1102,"nan",25,"nan","nan"
hsc1103,"nan",25,"nan","nan"
hsc1104,"nan",43,"nan","nan"
hsc1105,"nan",54,"nan","nan"
hsc1106,"nan",52,"nan","nan"
hsc1107,"nan",25,"nan","nan"
hsc1108,"nan",27,"nan","nan"
hsc1109,"nan",34,"nan","nan"
hsc1112,"nan",25,"nan","nan"
hsc1113,"nan",25,"nan","nan"
hsc1115,"nan",26,"nan","nan"
hsc1116,"nan",25,"nan","nan"
hsc1117,"nan",65,"nan","nan"
hsc1118,"nan",29,"nan","nan"
hsc1119,"nan",25,"nan","nan"
hsc1120,"nan",35,"nan","nan"
hsc1122,"nan",89,"nan","nan"
hsc1125,"nan",25,"nan","nan"
hsc1127,"nan",27,"nan","nan"
hsc1128,"nan",65,"nan","nan"
hsc1129,"nan",26,"nan","nan"
hsc113,"nan",25,"nan","nan"
hsc1130,"nan",44,"nan","nan"
hsc1131,"nan",91,"nan","nan"
hsc1133,"nan",25,"nan","nan"
hsc1134,"nan",32,"nan","nan"
hsc1136,"nan",59,"nan","nan"
hsc1137,"nan",58,"nan","nan"
hsc1138,"nan",186,"nan","nan"
hsc1139,"nan",45,"nan","nan"
hsc1140,"nan",40,"nan","nan"
hsc1146,"nan",25,"nan","nan"
hsc1147,"nan",25,"nan","nan"
hsc1149,"nan",51,"nan","nan"
hsc115,"nan",25,"nan","nan"
hsc1150,"nan",25,"nan","nan"
hsc1152,"nan",25,"nan","nan"
hsc1153,"nan",25,"nan","nan"
hsc1155,"nan",96,"nan","nan"
hsc1162,"nan",28,"nan","nan"
hsc1163,"nan",55,"nan","nan"
hsc1165,"nan",71,"nan","nan"
hsc1166,"nan",25,"nan","nan"
hsc1168,"nan",25,"nan","nan"
hsc1169,"nan",25,"nan","nan"
hsc1170,"nan",27,"nan","nan"
hsc1172,"nan",68,"nan","nan"
hsc1173,"nan",25,"nan","nan"
hsc1175,"nan",25,"nan","nan"
hsc1176,"nan",67,"nan","nan"
hsc1177,"nan",25,"nan","nan"
hsc1178,"nan",25,"nan","nan"
hsc1179,"nan",55,"nan","nan"
hsc118,"nan",51,"nan","nan"
hsc1180,"nan",54,"nan","nan"
hsc1181,"nan",491,"nan","nan"
hsc1184,"nan",32,"nan","nan"
hsc1185,"nan",42,"nan","nan"
hsc1186,"nan",25,"nan","nan"
hsc1188,"nan",25,"nan","nan"
hsc1189,"nan",37,"nan","nan"
hsc1190,"nan",32,"nan","nan"
hsc1192,"nan",25,"nan","nan"
hsc1193,"nan",25,"nan","nan"
hsc1194,"nan",26,"nan","nan"
hsc1195,"nan",35,"nan","nan"
hsc1196,"nan",25,"nan","nan"
hsc1197,"nan",25,"nan","nan"
hsc1198,"nan",89,"nan","nan"
hsc12,"nan",28,"nan","nan"
hsc120,"nan",25,"nan","nan"
hsc1201,"nan",36,"nan","nan"
hsc1202,"nan",25,"nan","nan"
hsc1203,"nan",44,"nan","nan"
hsc1204,"nan",25,"nan","nan"
hsc1205,"nan",28,"nan","nan"
hsc1206,"nan",25,"nan","nan"
hsc1210,"nan",25,"nan","nan"
hsc1213,"nan",68,"nan","nan"
hsc1217,"nan",25,"nan","nan"
hsc1219,"nan",58,"nan","nan"
hsc1220,"nan",25,"nan","nan"
hsc1222,"nan",25,"nan","nan"
hsc1223,"nan",25,"nan","nan"
hsc1225,"nan",33,"nan","nan"
hsc1226,"nan",25,"nan","nan"
hsc1228,"nan",25,"nan","nan"
hsc1229,"nan",47,"nan","nan"
hsc1230,"nan",31,"nan","nan"
hsc1231,"nan",31,"nan","nan"
hsc1232,"nan",31,"nan","nan"
hsc1233,"nan",25,"nan","nan"
hsc1234,"nan",25,"nan","nan"
hsc1235,"nan",25,"nan","nan"
hsc1238,"nan",25,"nan","nan"
hsc1239,"nan",25,"nan","nan"
hsc1240,"nan",25,"nan","nan"
hsc1242,"nan",25,"nan","nan"
hsc1243,"nan",37,"nan","nan"
hsc1245,"nan",25,"nan","nan"
hsc1246,"nan",60,"nan","nan"
hsc1248,"nan",40,"nan","nan"
hsc1249,"nan",25,"nan","nan"
hsc125,"nan",25,"nan","nan"
hsc1250,"nan",34,"nan","nan"
hsc1252,"nan",47,"nan","nan"
hsc1253,"nan",25,"nan","nan"
hsc1254,"nan",25,"nan","nan"
hsc1255,"nan",52,"nan","nan"
hsc1256,"nan",25,"nan","nan"
hsc1257,"nan",25,"nan","nan"
hsc1258,"nan",32,"nan","nan"
hsc1259,"nan",45,"nan","nan"
hsc1260,"nan",28,"nan","nan"
hsc1262,"nan",143,"nan","nan"
hsc1266,"nan",25,"nan","nan"
hsc1268,"nan",25,"nan","nan"
hsc127,"nan",25,"nan","nan"
hsc1270,"nan",34,"nan","nan"
hsc1271,"nan",26,"nan","nan"
hsc1272,"nan",25,"nan","nan"
hsc1273,"nan",25,"nan","nan"
hsc1274,"nan",50,"nan","nan"
hsc1279,"nan",25,"nan","nan"
hsc1282,"nan",72,"nan","nan"
hsc1283,"nan",28,"nan","nan"
hsc1284,"nan",105,"nan","nan"
hsc1286,"nan",35,"nan","nan"
hsc1289,"nan",46,"nan","nan"
hsc129,"nan",33,"nan","nan"
hsc1291,"nan",25,"nan","nan"
hsc1292,"nan",25,"nan","nan"
hsc1293,"nan",93,"nan","nan"
hsc1294,"nan",25,"nan","nan"
hsc1297,"nan",44,"nan","nan"
hsc1298,"nan",25,"nan","nan"
hsc1299,"nan",49,"nan","nan"
hsc13,"nan",25,"nan","nan"
hsc1300,"nan",102,"nan","nan"
hsc1304,"nan",25,"nan","nan"
hsc1306,"nan",25,"nan","nan"
hsc1308,"nan",49,"nan","nan"
hsc1309,"nan",198,"nan","nan"
hsc131,"nan",65,"nan","nan"
hsc1310,"nan",28,"nan","nan"
hsc1311,"nan",25,"nan","nan"
hsc1312,"nan",37,"nan","nan"
hsc1313,"nan",25,"nan","nan"
hsc1314,"nan",116,"nan","nan"
hsc1315,"nan",25,"nan","nan"
hsc1318,"nan",52,"nan","nan"
hsc1320,"nan",25,"nan","nan"
hsc1321,"nan",25,"nan","nan"
hsc1322,"nan",73,"nan","nan"
hsc1323,"nan",49,"nan","nan"
hsc1324,"nan",25,"nan","nan"
hsc1328,"nan",25,"nan","nan"
hsc1329,"nan",129,"nan","nan"
