"COCD","Name","GLON","GLAT","Dist","E(B-V)","logt","DM(B)","I(M.B)","DM(V)","I(M.V)","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
1,"Berkeley 58",116.73,-1.29,3715,0.55,8.2,15.106,-4.821,14.555,-4.669,13.331,-6.847,13.174,-7.659,13.055,-7.832,0.0032,60.961
2,"Berkeley 59",118.22,5.0,1000,1.22,6.8,15.004,-4.896,13.782,-4.73,11.067,-4.849,10.719,-4.972,10.454,-4.924,0.5539,67.4203
3,"Blanco 1",14.17,-79.02,269,0.01,8.32,7.19,-1.871,7.18,-1.911,7.158,-2.075,7.155,-2.148,7.153,-2.226,0.8223,-30.1429
4,"Alessi 20",117.64,-3.69,450,0.22,8.22,9.168,-2.784,8.948,-2.709,8.458,-2.914,8.396,-3.162,8.348,-3.135,2.6369,58.761
5,"Mayer 1",119.44,-0.93,1429,0.4,7.74,12.416,-3.873,12.015,-3.632,11.125,-3.592,11.011,-3.585,10.924,-3.556,5.4692,61.7412
6,"Stock 20",119.92,-0.1,909,0.2,8.53,10.613,-2.49,10.413,-2.606,9.968,-3.89,9.911,-4.379,9.867,-4.542,6.2994,62.6182
7,"Stock 21",120.05,-4.83,1100,0.4,8.72,11.848,-1.94,11.447,-2.279,10.557,-2.934,10.443,-3.103,10.356,-3.103,7.4466,57.9205
8,"NGC 129",120.27,-2.54,1625,0.55,7.87,13.31,-4.77,12.759,-5.209,11.535,-6.811,11.378,-7.24,11.259,-7.51,7.4992,60.2209
9,"NGC 146",120.87,0.5,3032,0.48,7.37,14.378,-5.133,13.897,-4.569,12.829,-4.583,12.692,-4.411,12.588,-4.298,8.267,63.2982
10,"NGC 225",122.01,-1.08,657,0.27,8.19,10.195,-2.146,9.925,-2.104,9.324,-2.221,9.247,-2.305,9.188,-2.293,10.91,61.7778
11,"Berkeley 4",122.28,1.53,3200,0.7,7.08,15.397,-6.851,14.696,-6.46,13.138,-6.341,12.938,-6.438,12.786,-6.332,11.3514,64.3941
12,"IC 1590",123.12,-6.24,2384,0.32,6.84,13.199,-5.537,12.879,-5.253,12.167,-5.657,12.075,-5.691,12.006,-5.467,13.1994,56.6313
13,"Alessi 1",123.26,-13.3,800,0.1,8.85,9.925,-2.605,9.825,-2.925,9.602,-5.292,9.574,-5.927,9.552,-6.571,13.3518,49.5705
14,"NGC 381",124.94,-1.21,1058,0.34,8.77,11.516,-1.807,11.176,-2.05,10.419,-2.33,10.322,-2.341,10.248,-2.299,17.0829,61.5959
15,"Platais 2",128.23,-30.57,201,0.05,8.54,6.721,-0.468,6.671,-0.556,6.56,-0.75,6.545,-0.835,6.535,-0.857,18.2435,32.0801
16,"NGC 433",125.88,-2.61,2000,0.55,7.65,13.761,-4.271,13.21,-4.537,11.986,-5.519,11.829,-5.752,11.71,-5.791,18.78,60.1261
17,"NGC 457",126.63,-4.37,2429,0.47,7.38,13.855,-8.555,13.384,-8.667,12.338,-9.059,12.204,-9.357,12.102,-9.622,19.8894,58.2997
18,"NGC 581",128.05,-1.81,2194,0.39,7.44,13.306,-6.29,12.915,-6.135,12.047,-6.042,11.936,-5.95,11.851,-5.92,23.339,60.6445
19,"NGC 637",128.54,1.73,2160,0.61,7.21,14.174,-5.373,13.563,-5.149,12.205,-4.754,12.031,-4.691,11.899,-4.604,25.7525,64.0388
20,"NGC 654",129.08,-0.37,2041,0.87,7.3,15.117,-6.967,14.246,-7.166,12.31,-7.365,12.061,-7.6,11.873,-7.848,25.9903,61.8732
21,"NGC 659",129.37,-1.54,1938,0.65,7.8,14.103,-4.787,13.452,-4.334,12.005,-4.433,11.82,-4.467,11.679,-4.314,26.087,60.6687
22,"NGC 663",129.46,-0.94,1952,0.78,7.14,14.651,-7.397,13.87,-7.062,12.134,-6.778,11.911,-6.864,11.742,-6.801,26.5241,61.2371
23,"Collinder 463",127.28,9.4,702,0.3,8.35,10.462,-3.981,10.162,-4.084,9.494,-4.458,9.409,-4.6,9.344,-4.624,26.7169,71.8023
24,"Stock 4",131.25,-4.81,1200,0.1,8.7,10.806,-2.866,10.706,-2.951,10.483,-3.273,10.455,-3.357,10.433,-3.568,28.2354,57.0651
25,"NGC 752",137.12,-23.26,458,0.04,9.14,8.468,-2.432,8.428,-3.075,8.339,-4.447,8.328,-4.865,8.319,-5.062,29.4131,37.7807
26,"NGC 744",132.4,-6.17,1207,0.38,8.41,11.967,-3.465,11.587,-3.574,10.741,-4.229,10.633,-4.543,10.55,-4.549,29.6264,55.464
27,"Stock 5",130.73,2.6,1100,0.4,7.73,11.848,-6.316,11.447,-6.332,10.557,-6.696,10.443,-6.889,10.356,-7.059,31.1143,64.3606
28,"Stock 2",133.36,-1.92,380,0.34,8.17,9.293,-3.973,8.953,-4.091,8.196,-4.433,8.099,-4.579,8.025,-4.605,33.5879,59.2627
29,"NGC 869",134.63,-3.72,2079,0.48,7.28,13.558,-9.949,13.077,-9.859,12.009,-10.609,11.872,-11.141,11.768,-11.439,34.7591,57.1488
30,"NGC 884",135.01,-3.6,2345,0.56,7.1,14.148,-10.433,13.587,-10.305,12.341,-10.958,12.181,-11.459,12.059,-11.738,35.4917,57.1336
31,"NGC 886",132.89,2.69,1700,0.4,8.48,12.793,-2.706,12.392,-3.423,11.502,-4.245,11.388,-4.674,11.301,-4.772,35.8642,63.7684
32,"Stock 7",134.66,0.09,698,0.56,7.13,11.516,-3.91,10.955,-3.644,9.709,-3.262,9.549,-3.207,9.427,-3.175,37.4062,60.7063
33,"IC 1805",134.72,0.91,1886,0.65,6.73,14.044,-6.86,13.393,-6.497,11.946,-6.44,11.761,-6.25,11.62,-6.446,38.1571,61.444
34,"NGC 957",136.28,-2.65,1815,0.84,6.84,14.739,-7.038,13.898,-6.744,12.028,-6.215,11.789,-6.11,11.606,-5.994,38.321,57.5582
35,"Trumpler 2",137.37,-3.97,649,0.32,7.93,10.373,-3.55,10.053,-3.812,9.341,-4.841,9.249,-5.512,9.18,-5.619,39.211,55.9186
36,"NGC 1039",143.65,-15.62,499,0.07,8.42,8.778,-2.969,8.708,-2.964,8.552,-3.156,8.532,-3.203,8.517,-3.205,40.5075,42.7589
37,"NGC 1027",135.74,1.55,772,0.33,8.55,10.791,-2.764,10.461,-3.108,9.726,-4.716,9.632,-5.363,9.561,-5.502,40.6544,61.6255
38,"IC 1848",137.19,0.91,2002,0.6,6.65,13.968,-6.784,13.367,-6.511,12.032,-6.271,11.86,-6.205,11.73,-6.101,42.789,60.4245
39,"Collinder 33",138.09,1.34,1000,0.4,8.36,11.641,-3.259,11.24,-3.557,10.35,-4.535,10.236,-4.937,10.149,-4.986,44.8078,60.395
40,"Trumpler 3",138.01,4.5,450,0.22,8.34,9.168,-1.962,8.948,-2.009,8.458,-2.148,8.396,-2.22,8.348,-2.362,47.9517,63.1859
41,"Stock 23",140.08,2.09,380,0.26,7.51,8.965,-1.624,8.705,-1.521,8.126,-1.411,8.052,-1.397,7.996,-1.359,49.0335,60.0531
42,"Melotte 20",147.2,-6.33,190,0.09,7.55,6.763,-3.721,6.673,-3.646,6.473,-3.616,6.447,-3.596,6.427,-3.607,51.4835,49.1234
43,"King 6",143.35,-0.08,450,0.58,8.41,10.645,-1.335,10.064,-1.306,8.773,-1.501,8.608,-1.463,8.482,-1.399,52.0055,56.4532
44,"Alessi 13",237.65,-55.71,110,0.04,8.72,5.371,0.643,5.331,0.488,5.242,0.185,5.231,0.104,5.222,0.043,52.0415,-35.9017
45,"NGC 1342",154.97,-15.38,665,0.32,8.21,10.426,-2.309,10.106,-2.306,9.394,-2.497,9.302,-2.518,9.233,-2.548,52.8979,37.3358
46,"IC 348",160.49,-17.81,394,0.82,7.79,11.34,-2.71,10.519,-2.625,8.694,-2.785,8.46,-3.072,8.282,-3.055,56.1358,32.1573
47,"Melotte 22",166.63,-23.47,130,0.02,8.08,5.652,-3.804,5.632,-3.76,5.587,-3.799,5.582,-3.815,5.577,-3.902,56.8318,24.1179
48,"Tombaugh 5",143.94,3.57,1000,0.25,8.73,11.025,-1.924,10.775,-2.078,10.219,-2.935,10.147,-2.898,10.093,-2.884,56.9435,59.0494
49,"NGC 1502",143.67,7.65,821,0.65,6.8,12.238,-5.516,11.587,-5.345,10.14,-4.695,9.955,-4.676,9.814,-4.565,61.9436,62.3277
50,"NGC 1528",152.05,0.25,776,0.24,8.43,10.433,-3.41,10.193,-3.447,9.659,-3.657,9.59,-3.733,9.538,-3.74,63.8294,51.2141
51,"NGC 1545",153.36,0.18,711,0.3,8.15,10.489,-2.746,10.189,-3.792,9.521,-5.95,9.436,-6.468,9.371,-6.74,65.234,50.2494
52,"NGC 1582",159.25,-3.02,600,0.22,8.6,9.793,-2.088,9.573,-2.239,9.083,-2.732,9.021,-3.098,8.973,-3.154,67.8823,43.7951
53,"Platais 3",138.74,15.98,200,0.1,8.7,6.915,-0.131,6.815,-0.357,6.592,-0.885,6.564,-1.097,6.542,-1.122,68.841,71.581
54,"NGC 1647",180.33,-16.78,539,0.32,7.96,9.97,-3.045,9.65,-3.064,8.938,-3.301,8.846,-3.581,8.777,-3.567,71.4682,19.115
55,"Alessi 2",152.29,6.36,501,0.18,8.6,9.237,-1.56,9.057,-1.775,8.656,-2.688,8.605,-3.109,8.566,-3.133,71.5478,55.2279
56,"NGC 1662",187.68,-21.12,437,0.3,8.68,9.432,-2.726,9.132,-2.911,8.464,-3.835,8.379,-4.101,8.314,-4.11,72.0996,10.9448
57,"NGC 1664",161.69,-0.45,1199,0.25,8.72,11.419,-3.064,11.169,-3.59,10.613,-4.467,10.541,-4.913,10.487,-4.976,72.7824,43.6623
58,"Berkeley 14A",162.88,0.74,1100,0.23,6.97,11.15,-7.647,10.92,-7.936,10.408,-8.539,10.342,-8.649,10.293,-8.766,75.0918,43.4815
59,"NGC 1708",155.74,6.85,600,0.32,8.76,10.203,-1.189,9.883,-1.398,9.171,-2.082,9.079,-2.147,9.01,-2.142,75.8374,52.8514
60,"NGC 1746",179.07,-10.65,760,0.25,8.19,10.429,-4.064,10.179,-4.475,9.623,-6.002,9.551,-6.532,9.497,-6.645,75.951,23.7711
61,"Platais 4",180.65,-10.9,276,0.25,8.24,8.23,-2.664,7.98,-2.638,7.424,-2.814,7.352,-2.978,7.298,-3.078,76.7187,22.3665
62,"NGC 1778",168.9,-2.03,1454,0.23,8.18,11.756,-3.269,11.526,-3.502,11.014,-3.854,10.948,-3.852,10.899,-3.764,76.9997,37.0171
63,"NGC 1802",179.64,-9.24,400,0.25,8.66,9.035,-0.033,8.785,-0.255,8.229,-1.462,8.157,-1.698,8.103,-1.737,77.562,24.1397
64,"NGC 1817",186.15,-13.1,1972,0.33,8.25,12.828,-4.043,12.498,-4.505,11.763,-5.405,11.669,-5.848,11.598,-5.893,78.0556,16.6927
65,"NGC 1901",279.03,-33.6,409,0.02,8.93,8.141,-0.547,8.121,-0.953,8.076,-1.834,8.071,-2.152,8.066,-2.33,79.5675,-68.4434
66,"NGC 1893",173.58,-1.69,3280,0.4,6.82,14.22,-6.125,13.819,-5.872,12.929,-5.871,12.815,-5.662,12.728,-5.638,80.6705,33.4104
67,"NGC 1896",177.34,-3.48,820,0.15,8.8,10.184,-1.107,10.034,-1.323,9.7,-2.527,9.657,-2.629,9.625,-2.72,81.4091,29.2977
68,"Collinder 65",188.86,-10.86,310,0.13,7.41,7.99,-2.629,7.86,-2.63,7.571,-2.929,7.534,-3.09,7.505,-3.147,81.5186,15.6998
69,"NGC 1907",172.61,0.3,1330,0.42,7.94,12.342,-4.35,11.921,-4.217,10.986,-4.337,10.866,-4.373,10.775,-4.315,82.0081,35.3293
70,"Stock 8",173.37,-0.19,1821,0.44,7.61,13.107,-6.151,12.666,-5.978,11.687,-5.755,11.561,-5.853,11.466,-5.803,82.0256,34.4251
71,"NGC 1912",172.27,0.69,1066,0.25,8.56,11.164,-4.508,10.914,-4.689,10.358,-5.54,10.286,-5.962,10.232,-6.051,82.1754,35.8285
72,"Collinder 69",195.26,-12.12,438,0.09,6.76,8.576,-5.693,8.486,-5.441,8.286,-5.002,8.26,-4.947,8.24,-4.871,83.7808,9.6954
73,"NGC 1981",208.06,-18.96,400,0.05,7.5,8.215,-3.459,8.165,-3.384,8.054,-3.415,8.039,-3.42,8.029,-3.352,83.7878,-4.3971
74,"NGC 1976",209.01,-19.39,399,0.05,7.71,8.21,-3.072,8.16,-2.952,8.049,-3.022,8.034,-3.154,8.024,-3.374,83.813,-5.3918
75,"NGC 1977",208.48,-19.1,500,0.05,7.08,8.7,-4.416,8.65,-4.224,8.539,-3.65,8.524,-3.939,8.514,-3.94,83.8445,-4.8143
76,"NGC 1980",209.51,-19.6,550,0.05,6.67,8.907,-6.459,8.857,-6.213,8.746,-5.462,8.731,-5.35,8.721,-5.282,83.8383,-5.9072
77,"Collinder 70",205.03,-17.35,391,0.04,6.71,8.125,-7.153,8.085,-6.955,7.996,-6.444,7.985,-6.252,7.976,-6.313,83.8759,-1.0997
78,"NGC 1960",174.53,1.07,1318,0.22,7.62,11.502,-5.018,11.282,-4.812,10.792,-4.618,10.73,-4.571,10.682,-4.718,84.07,34.1427
79,"NGC 1996",181.8,-3.11,1400,0.15,8.45,11.346,-1.84,11.196,-1.729,10.862,-2.888,10.819,-3.039,10.787,-3.063,84.4982,25.7673
80,"Sigma Ori",206.82,-17.36,399,0.05,6.82,8.21,-4.713,8.16,-4.454,8.049,-3.62,8.034,-3.76,8.024,-3.792,84.6669,-2.6143
81,"Stock 10",171.62,3.55,380,0.08,8.42,8.227,-2.534,8.147,-2.493,7.969,-2.585,7.946,-2.561,7.929,-2.581,84.7387,37.9257
82,"NGC 2099",177.64,3.09,1383,0.3,8.54,11.934,-4.619,11.634,-4.911,10.966,-6.019,10.881,-6.56,10.816,-6.701,88.0764,32.5487
83,"Basel 11B",187.44,-1.12,1500,0.1,8.82,11.29,-1.596,11.19,-2.44,10.967,-5.539,10.939,-6.226,10.917,-6.6,89.5432,21.9656
84,"NGC 2129",186.59,0.13,1515,0.74,7.08,13.937,-6.523,13.196,-6.327,11.549,-6.218,11.338,-6.181,11.177,-6.13,90.2597,23.3249
85,"NGC 2143",202.19,-8.02,800,0.0,9.15,9.515,-0.247,9.515,-1.281,9.515,-4.093,9.515,-4.859,9.515,-5.232,90.7728,5.776
86,"NGC 2169",195.6,-2.94,1032,0.2,6.89,10.888,-4.845,10.688,-4.6,10.243,-4.566,10.186,-4.516,10.142,-4.444,92.0914,13.969
87,"NGC 2168",186.6,2.24,830,0.26,8.18,10.661,-5.213,10.401,-5.282,9.822,-5.622,9.748,-5.855,9.692,-5.915,92.2766,24.349
88,"NGC 2180",203.84,-7.02,910,0.0,9.24,9.795,-0.542,9.795,-1.563,9.795,-3.618,9.795,-4.36,9.795,-4.517,92.436,4.81
89,"NGC 2184",211.41,-10.52,640,0.08,8.37,9.359,-0.7,9.279,-0.753,9.101,-0.892,9.078,-1.198,9.061,-1.195,92.7974,-3.4405
90,"NGC 2186",203.54,-6.2,1445,0.26,8.08,11.865,-2.806,11.605,-3.063,11.026,-3.766,10.952,-4.051,10.896,-4.078,93.0212,5.4593
91,"Platais 6",205.3,-6.19,348,0.0,7.79,7.708,-2.502,7.708,-2.473,7.708,-2.493,7.708,-2.523,7.708,-2.562,93.8536,3.9188
92,"NGC 2202",203.62,-4.9,900,0.0,8.74,9.771,-0.938,9.771,-1.827,9.771,-4.062,9.771,-4.751,9.771,-4.952,94.2119,6.0003
93,"Collinder 89",188.65,3.83,800,0.48,7.5,11.484,-4.908,11.003,-4.843,9.935,-4.88,9.798,-4.964,9.694,-4.941,94.8703,23.3051
94,"NGC 2215",215.99,-10.1,1293,0.3,8.43,11.788,-2.987,11.488,-3.033,10.82,-3.637,10.735,-3.888,10.67,-3.878,95.205,-7.2794
95,"NGC 2232",214.54,-7.42,325,0.03,7.49,7.682,-3.502,7.652,-3.344,7.585,-3.018,7.577,-2.936,7.57,-2.979,96.9703,-4.7986
96,"Collinder 95",201.81,0.03,556,0.1,8.36,9.135,-1.751,9.035,-1.78,8.812,-2.378,8.784,-2.709,8.762,-2.751,97.7641,9.8992
97,"Collinder 97",205.34,-1.74,500,0.07,8.32,8.782,-2.896,8.712,-2.851,8.556,-2.779,8.536,-2.737,8.521,-2.776,97.8275,5.9513
98,"NGC 2244",206.3,-2.08,1445,0.4,6.7,12.44,-6.871,12.039,-6.565,11.149,-6.141,11.035,-6.25,10.948,-6.213,97.9693,4.9432
99,"NGC 2240",179.21,11.84,450,0.17,9.5,8.963,-1.233,8.793,-2.229,8.415,-3.839,8.366,-4.308,8.329,-4.346,98.2836,35.2493
100,"Basel 8",203.84,-0.16,1328,0.37,7.68,12.133,-4.646,11.763,-4.71,10.939,-4.873,10.834,-5.12,10.754,-5.165,98.5425,8.0109
101,"NGC 2252",206.22,-1.31,900,0.1,8.84,10.181,-1.312,10.081,-1.466,9.858,-2.424,9.83,-2.952,9.808,-2.996,98.6185,5.3689
102,"NGC 2251",203.57,0.1,1329,0.19,8.43,11.397,-3.362,11.207,-3.538,10.784,-4.443,10.73,-4.789,10.689,-4.852,98.65,8.3703
103,"Ruprecht 1",223.99,-9.69,1100,0.15,8.76,10.822,-1.973,10.672,-1.848,10.338,-3.016,10.295,-3.424,10.263,-3.491,99.0989,-14.1829
104,"Collinder 106",206.03,-0.41,1600,0.23,6.74,11.964,-6.713,11.734,-6.476,11.222,-6.072,11.156,-5.997,11.107,-5.987,99.3339,5.9514
105,"Collinder 107",207.34,-0.76,1450,0.4,7.03,12.448,-5.891,12.047,-5.624,11.157,-5.136,11.043,-5.309,10.956,-5.11,99.6253,4.6269
106,"Collinder 110A",209.71,-1.85,450,0.32,8.19,9.578,-1.428,9.258,-1.437,8.546,-1.427,8.454,-1.415,8.385,-1.485,99.7422,2.0215
107,"NGC 2264",202.95,2.19,660,0.04,6.81,9.262,-5.182,9.222,-4.964,9.133,-4.515,9.122,-4.443,9.113,-4.418,100.2431,9.8797
108,"NGC 2269",207.88,0.27,1687,0.4,8.76,12.777,-2.796,12.376,-3.103,11.486,-3.848,11.372,-4.167,11.285,-4.173,100.792,4.6184
109,"NGC 2270",208.98,-0.07,1400,0.06,8.64,10.977,-3.107,10.917,-3.478,10.783,-5.017,10.766,-5.517,10.753,-5.739,100.9928,3.4846
110,"NGC 2287",231.02,-10.45,693,0.03,8.45,9.327,-3.986,9.297,-4.378,9.23,-5.648,9.222,-6.254,9.215,-6.395,101.4992,-20.7594
111,"NGC 2281",174.9,16.88,558,0.06,8.7,8.979,-2.277,8.919,-2.535,8.785,-3.071,8.768,-3.24,8.755,-3.492,102.0687,41.0791
112,"NGC 2301",212.56,0.28,858,0.03,8.31,9.79,-3.318,9.76,-3.497,9.693,-4.236,9.685,-4.585,9.678,-4.718,102.9391,0.4587
113,"NGC 2302",219.29,-3.12,1182,0.2,8.49,11.183,-2.42,10.983,-2.354,10.538,-2.407,10.481,-2.377,10.437,-2.315,102.9739,-7.0786
114,"NGC 2306",219.7,-2.62,1200,0.05,8.85,10.601,-1.367,10.551,-1.71,10.44,-2.623,10.425,-3.146,10.415,-3.207,103.6102,-7.2166
115,"Collinder 121",235.14,-10.14,1100,0.04,7.08,10.371,-5.367,10.331,-6.617,10.242,-9.004,10.231,-9.681,10.222,-9.912,103.6749,-24.2937
116,"NGC 2311",217.75,-0.7,2000,0.2,8.6,12.325,-2.849,12.125,-2.922,11.68,-3.373,11.623,-3.421,11.579,-3.418,104.436,-4.6068
117,"NGC 2319",211.28,3.44,1100,0.05,8.61,10.412,-1.685,10.362,-1.959,10.251,-4.177,10.236,-4.968,10.226,-5.313,105.1713,3.0364
118,"NGC 2323",221.66,-1.33,881,0.21,8.13,10.586,-4.005,10.376,-4.157,9.909,-5.293,9.849,-5.906,9.803,-6.012,105.6704,-8.372
119,"VDB 92, vdBergh 92",224.57,-2.49,1500,0.25,7.59,11.905,-4.437,11.655,-4.185,11.099,-4.269,11.027,-4.327,10.973,-4.291,105.9734,-11.4888
120,"NGC 2335",223.6,-1.18,1417,0.39,8.08,12.357,-3.056,11.966,-3.328,11.098,-4.387,10.987,-4.818,10.902,-4.933,106.7064,-10.0268
121,"Ruprecht 12",239.97,-9.29,900,0.05,7.56,9.976,-2.245,9.926,-2.139,9.815,-2.113,9.8,-2.372,9.79,-2.374,106.8221,-28.2212
122,"NGC 2343",224.27,-1.18,1056,0.12,8.23,10.61,-2.443,10.49,-2.766,10.223,-4.149,10.189,-4.598,10.163,-4.769,107.0195,-10.6217
123,"NGC 2345",226.57,-2.32,2251,0.68,7.74,14.551,-5.889,13.87,-6.015,12.356,-7.154,12.163,-7.494,12.015,-7.459,107.065,-13.1873
124,"Haffner 23",230.0,-3.81,1000,0.1,8.84,10.41,-1.732,10.31,-2.445,10.087,-4.567,10.059,-5.228,10.037,-5.461,107.3196,-16.9143
125,"Alessi 21",223.44,0.0,500,0.07,7.47,8.782,-2.496,8.712,-2.425,8.556,-2.308,8.536,-2.296,8.521,-2.333,107.6939,-9.3411
126,"Collinder 132",243.13,-9.3,411,0.02,7.51,8.151,-2.228,8.131,-2.109,8.086,-1.784,8.081,-1.719,8.076,-1.718,108.3853,-31.0282
127,"NGC 2354",238.36,-6.81,3794,0.29,8.1,14.084,-4.531,13.794,-5.274,13.149,-6.954,13.066,-7.556,13.003,-7.69,108.5195,-25.6908
128,"NGC 2353",224.69,0.38,1119,0.07,7.05,10.531,-4.805,10.461,-4.619,10.305,-4.226,10.285,-4.205,10.27,-4.15,108.6235,-10.2727
129,"Alessi 3",257.84,-15.37,288,0.11,8.87,7.748,-0.639,7.638,-1.037,7.393,-1.775,7.362,-2.041,7.338,-2.1,109.0858,-46.6099
130,"NGC 2358",231.05,-2.3,630,0.02,8.72,9.079,-1.317,9.059,-1.506,9.014,-1.945,9.009,-2.032,9.004,-2.083,109.2266,-17.148
131,"Basel 11A",228.25,-0.78,1500,0.18,7.42,11.618,-4.258,11.438,-4.088,11.037,-3.873,10.986,-3.814,10.947,-3.795,109.2689,-13.9633
132,"NGC 2360",229.8,-1.43,1887,0.11,8.59,11.83,-3.78,11.72,-4.142,11.475,-5.388,11.444,-5.784,11.42,-5.829,109.4222,-15.6373
133,"Collinder 135",249.12,-11.19,319,0.04,7.54,7.683,-4.652,7.643,-5.343,7.554,-7.624,7.543,-8.375,7.534,-8.539,109.4445,-37.1556
134,"NGC 2362",238.2,-5.57,1389,0.1,6.64,11.124,-6.99,11.024,-6.735,10.801,-6.166,10.773,-6.127,10.751,-6.09,109.6602,-24.9837
135,"NGC 2367",235.6,-3.84,2004,0.33,7.01,12.862,-5.05,12.532,-4.581,11.797,-4.384,11.703,-4.29,11.632,-4.185,110.0243,-21.886
136,"Collinder 140",245.0,-7.91,402,0.03,7.57,8.144,-3.962,8.114,-3.799,8.047,-3.517,8.039,-3.41,8.032,-3.401,110.8159,-32.0578
137,"NGC 2374",228.41,1.02,1468,0.09,8.68,11.203,-3.098,11.113,-3.345,10.913,-4.211,10.887,-4.456,10.867,-4.494,110.9813,-13.2592
138,"NGC 2383",235.27,-2.47,1655,0.21,8.64,11.955,-2.702,11.745,-3.223,11.278,-5.123,11.218,-5.825,11.172,-6.016,111.1582,-20.9526
139,"NGC 2384",235.38,-2.4,2116,0.26,7.13,12.694,-5.09,12.434,-4.844,11.855,-4.488,11.781,-4.472,11.725,-4.406,111.2799,-21.0164
140,"Trumpler 7",238.21,-3.34,1474,0.27,7.72,11.949,-3.595,11.679,-3.39,11.078,-3.368,11.001,-3.198,10.942,-3.348,111.8318,-23.9511
141,"NGC 2396",227.52,2.63,588,0.05,8.52,9.052,-1.597,9.002,-2.038,8.891,-3.887,8.876,-4.53,8.866,-4.8,112.001,-11.7125
142,"Bochum 5",232.45,0.77,2000,0.4,8.45,13.146,-4.419,12.745,-4.862,11.855,-5.735,11.741,-6.121,11.654,-6.184,112.7482,-16.9295
143,"Bochum 4",232.75,0.77,872,0.19,7.25,10.482,-2.853,10.292,-2.698,9.869,-2.319,9.815,-2.247,9.774,-2.252,112.8992,-17.1924
144,"NGC 2413",229.28,3.09,440,0.04,8.46,8.381,-0.206,8.341,-0.304,8.252,-0.352,8.241,-0.39,8.232,-0.417,113.2755,-13.036
145,"NGC 2414",231.41,1.95,2888,0.56,6.94,14.6,-6.401,14.039,-6.187,12.793,-5.969,12.633,-5.915,12.511,-5.905,113.3033,-15.4499
146,"NGC 2421",236.27,0.07,2181,0.45,7.41,13.539,-4.932,13.088,-4.657,12.086,-4.426,11.958,-4.377,11.86,-4.315,114.0548,-20.6107
147,"NGC 2422",230.95,3.13,491,0.07,8.12,8.742,-3.942,8.672,-3.897,8.516,-3.812,8.496,-3.799,8.481,-3.803,114.1416,-14.4764
148,"NGC 2423",230.48,3.53,766,0.1,8.98,9.831,-2.574,9.731,-3.008,9.508,-3.951,9.48,-4.273,9.458,-4.333,114.2671,-13.8719
149,"Ruprecht 26",232.05,2.69,1440,0.1,7.49,11.202,-3.747,11.102,-3.603,10.879,-3.568,10.851,-3.563,10.829,-3.594,114.2969,-15.6502
150,"Melotte 71",228.95,4.49,3154,0.11,8.37,12.945,-3.471,12.835,-4.521,12.59,-6.906,12.559,-7.639,12.535,-7.865,114.3686,-12.0716
151,"Ruprecht 27",241.58,-2.57,560,0.15,8.41,9.356,-0.156,9.206,-0.243,8.872,-0.742,8.829,-0.792,8.797,-0.801,114.3669,-26.5323
152,"NGC 2428",233.08,2.72,2100,0.05,8.68,11.816,-2.97,11.766,-3.146,11.655,-3.946,11.64,-4.287,11.63,-4.349,114.8475,-16.5332
153,"NGC 2430",232.94,2.85,650,0.17,8.68,9.762,-0.788,9.592,-1.008,9.214,-1.484,9.165,-1.57,9.128,-1.551,114.8942,-16.3475
154,"ESO 493-03",242.48,-2.51,1400,0.1,8.6,11.141,-2.018,11.041,-2.295,10.818,-4.908,10.79,-5.78,10.768,-6.13,114.919,-27.2871
155,"Haffner 13",245.0,-3.73,714,0.05,7.51,9.473,-3.699,9.423,-3.566,9.312,-3.349,9.297,-3.344,9.287,-3.336,115.1147,-30.0782
156,"NGC 2439",246.43,-4.47,3855,0.4,6.82,14.571,-6.381,14.17,-5.992,13.28,-5.772,13.166,-5.871,13.079,-5.828,115.1769,-31.6842
157,"NGC 2432",235.58,1.82,2030,0.12,8.18,12.029,-4.051,11.909,-4.137,11.642,-4.474,11.608,-4.496,11.582,-4.5,115.3161,-19.1506
158,"Ruprecht 151",233.09,3.23,2100,0.2,8.49,12.431,-4.269,12.231,-4.647,11.786,-5.691,11.729,-6.133,11.685,-6.267,115.3157,-16.2913
159,"NGC 2451A",252.5,-7.69,188,0.0,7.76,6.371,-2.824,6.371,-2.718,6.371,-2.543,6.371,-2.491,6.371,-2.522,115.3162,-38.5235
160,"NGC 2437",231.85,4.05,1375,0.15,8.16,11.307,-4.721,11.157,-4.667,10.823,-4.952,10.78,-5.053,10.748,-5.085,115.4248,-14.8105
161,"Ruprecht 31",250.09,-5.98,480,0.09,8.56,8.775,0.261,8.685,0.101,8.485,-0.506,8.459,-0.83,8.439,-0.866,115.7365,-35.6017
162,"NGC 2451B",252.05,-6.73,430,0.05,7.88,8.372,-2.322,8.322,-2.253,8.211,-2.164,8.196,-2.18,8.186,-2.221,116.1081,-37.6676
163,"NGC 2447",240.05,0.15,1037,0.05,8.76,10.284,-3.925,10.234,-4.278,10.123,-5.412,10.108,-5.888,10.098,-6.03,116.1458,-23.8588
164,"NGC 2448",240.76,-0.26,1040,0.02,7.19,10.167,-4.864,10.147,-4.678,10.102,-4.308,10.097,-4.235,10.092,-4.2,116.1455,-24.6787
