"RA_ICRS","DE_ICRS","Cluster","N","logAge","AV","MOD","r","Mass","Density","Nrelax","NBSS","NpBS","Reffcl","ReffBSS","_RA.icrs","_DE.icrs"
110.913,5.37,"Berkeley_78","*",9.59,0.22,13.08,2.74,1993.6,33.58,45.85,4,1,0.055,0.049,110.913,5.37
107.506,4.667,"FoF_2198, LP_2198","*",9.31,0.17,10.4,3.49,583.7,4.833,25.11,0,1,0.244,"nan",107.506,4.667
113.09,6.015,"UBC_440","nan",9.01,0.28,12.5,2.48,259.0,6.069,26.75,0,0,0.096,"nan",113.09,6.015
119.227,7.984,"UBC_624","nan",9.3,0.24,12.04,6.89,211.8,0.228,12.12,0,0,0.173,"nan",119.227,7.984
118.391,7.739,"UBC_623","nan",9.21,0.05,12.09,7.78,131.2,0.099,9.34,0,0,0.197,"nan",118.391,7.739
105.83,6.382,"Czernik_27","*",8.94,0.44,13.17,1.81,466.3,28.338,30.42,1,0,0.031,0.005,105.83,6.382
111.743,9.299,"UBC_622","nan",8.88,0.41,12.58,8.61,139.9,0.079,3.65,0,0,0.151,"nan",111.743,9.299
104.406,8.285,"Berkeley_31","*",9.45,0.35,14.28,3.88,3200.5,19.046,16.4,11,4,0.053,0.042,104.406,8.285
111.692,13.116,"UBC_619","nan",9.4,0.25,12.51,5.33,244.3,0.565,21.63,0,0,0.124,"nan",111.692,13.116
109.247,13.772,"NGC_2355","*",9.0,0.59,11.44,2.64,1643.6,31.855,12.89,0,1,0.086,"nan",109.247,13.772
88.452,0.403,"NGC_2112","*",9.32,1.71,10.3,3.47,4941.5,41.673,12.18,3,1,0.203,0.063,88.452,0.403
83.152,0.185,"Berkeley_20","*",9.68,0.37,14.7,2.28,5320.5,152.793,51.83,7,1,0.02,0.017,83.152,0.185
72.198,10.882,"NGC_1662","nan",8.89,0.44,8.16,4.5,590.3,2.33,6.38,0,0,0.773,"nan",72.198,10.882
67.447,16.948,"Melotte_25","*",8.9,0.0,3.39,4.44,373.2,1.527,7.72,0,1,6.301,"nan",67.447,16.948
92.291,4.573,"Dias_2","nan",9.24,0.47,13.02,3.57,545.5,4.239,21.04,0,0,0.068,"nan",92.291,4.573
89.618,7.763,"Berkeley_22","*",9.39,1.99,13.97,2.39,2365.0,60.567,32.91,1,1,0.026,0.014,89.618,7.763
97.416,6.834,"NGC_2236","*",9.06,1.05,11.93,2.97,3299.6,45.034,9.69,0,2,0.08,"nan",97.416,6.834
96.241,7.617,"UBC_618","nan",8.86,0.9,13.5,5.33,470.0,1.117,4.97,0,0,0.087,"nan",96.241,7.617
93.432,6.953,"Czernik_25","nan",8.87,1.01,11.68,2.12,715.9,27.065,17.68,0,0,0.058,"nan",93.432,6.953
98.383,7.478,"Gulliver_32","*",9.11,0.73,11.14,2.95,197.1,2.72,28.18,0,1,0.116,"nan",98.383,7.478
98.949,7.671,"NGC_2254","nan",8.54,1.35,12.09,1.78,1084.0,69.504,9.24,0,0,0.042,"nan",98.949,7.671
99.126,9.465,"Trumpler_5","*",9.63,1.2,12.42,7.13,43375.4,41.218,3.69,33,13,0.153,0.202,99.126,9.465
97.814,11.081,"FSR_0979","nan",8.75,2.25,12.36,2.38,762.0,20.287,10.97,0,0,0.056,"nan",97.814,11.081
94.739,10.121,"UBC_617","nan",9.3,0.6,11.89,2.38,105.2,2.747,72.44,0,0,0.062,"nan",94.739,10.121
94.541,10.752,"UBC_439","nan",8.55,0.81,12.43,5.01,253.6,0.729,3.21,0,0,0.104,"nan",94.541,10.752
97.974,11.865,"FSR_0977","nan",8.93,1.0,11.7,0.92,121.7,56.918,122.88,0,0,0.023,"nan",97.974,11.865
96.428,13.611,"Teutsch_12","nan",8.92,1.78,12.94,3.17,604.7,6.804,11.47,0,0,0.068,"nan",96.428,13.611
87.17,7.374,"Collinder_74","*",9.28,0.85,11.99,2.75,1034.7,17.589,27.61,3,1,0.07,0.013,87.17,7.374
90.734,10.451,"NGC_2141","*",9.27,0.97,13.57,6.6,15302.0,18.722,2.67,17,7,0.09,0.111,90.734,10.451
93.44,12.813,"NGC_2194","*",8.53,1.36,12.72,4.7,7552.1,26.363,1.04,2,1,0.094,0.133,93.44,12.813
94.762,14.15,"FSR_0953","nan",8.81,1.48,12.05,2.33,723.8,20.6,13.28,0,0,0.074,"nan",94.762,14.15
93.425,15.006,"FSR_0937","nan",9.08,1.59,14.43,8.73,364.6,0.195,4.3,0,0,0.058,"nan",93.425,15.006
91.487,13.667,"FSR_0942","nan",8.86,1.73,12.66,4.11,1691.1,8.781,4.76,0,0,0.079,"nan",91.487,13.667
85.76,13.743,"COIN-Gaia_27","nan",8.86,1.18,10.35,3.99,301.7,1.704,8.82,0,0,0.295,"nan",85.76,13.743
91.295,16.684,"FSR_0921","*",8.59,3.22,12.57,2.11,563.2,21.85,10.08,0,1,0.054,"nan",91.295,16.684
92.644,16.971,"FSR_0923","nan",8.99,1.84,11.11,1.11,385.7,102.082,75.88,0,0,0.047,"nan",92.644,16.971
96.352,13.878,"Teutsch_11","*",9.3,1.4,14.0,3.19,560.7,6.056,28.37,2,0,0.04,0.094,96.352,13.878
97.208,14.921,"UBC_90","nan",8.69,1.14,12.32,1.93,465.5,23.308,15.38,0,0,0.047,"nan",97.208,14.921
97.793,15.059,"UBC_203","*",9.04,1.21,12.45,4.53,817.8,3.135,8.03,0,1,0.094,"nan",97.793,15.059
103.268,16.93,"Berkeley_29","nan",9.49,0.24,15.5,3.08,2427.8,28.883,28.22,0,0,0.015,"nan",103.268,16.93
103.802,17.984,"NGC_2304","nan",8.96,0.11,12.92,2.55,930.3,20.122,15.12,0,0,0.048,"nan",103.802,17.984
106.99,19.939,"UBC_616","nan",8.91,0.22,12.25,3.29,170.6,1.712,15.65,0,0,0.092,"nan",106.99,19.939
95.573,14.65,"FSR_0951","nan",8.72,0.81,11.22,5.03,987.7,2.802,3.06,0,0,0.169,"nan",95.573,14.65
96.48,15.859,"FSR_0948","nan",8.73,1.24,13.06,2.15,409.4,14.946,15.03,0,0,0.042,"nan",96.48,15.859
95.445,15.776,"FSR_0941","nan",8.67,2.23,13.2,3.12,943.0,11.229,5.66,0,0,0.057,"nan",95.445,15.776
98.778,17.74,"FSR_0935","nan",8.53,1.15,12.06,2.11,306.3,11.759,10.58,0,0,0.044,"nan",98.778,17.74
98.318,20.535,"Berkeley_23","*",9.02,0.83,13.67,3.6,1403.9,10.772,8.99,4,0,0.043,0.087,98.318,20.535
91.691,20.276,"COIN-Gaia_25","nan",8.75,0.38,9.58,4.19,304.4,1.497,6.34,0,0,0.348,"nan",91.691,20.276
93.454,21.608,"FSR_0893","nan",8.75,2.2,11.84,4.06,1362.8,7.326,4.03,0,0,0.117,"nan",93.454,21.608
95.461,22.419,"UBC_74","nan",8.64,1.38,12.05,3.23,545.2,5.853,6.02,0,0,0.074,"nan",95.461,22.419
98.442,22.312,"FSR_0905","nan",8.59,0.5,10.77,1.39,143.7,19.289,28.42,0,0,0.055,"nan",98.442,22.312
100.832,26.976,"NGC_2266","*",8.91,0.26,12.56,2.61,1829.8,36.925,10.25,0,1,0.053,"nan",100.832,26.976
78.139,16.696,"NGC_1817","*",9.05,0.59,11.28,5.87,2574.0,4.538,3.72,1,0,0.198,0.116,78.139,16.696
76.912,17.585,"UBC_200","*",9.1,0.86,12.13,4.23,1119.7,5.271,9.2,1,2,0.129,0.035,76.912,17.585
71.481,19.079,"NGC_1647","nan",8.56,0.64,9.02,4.62,2007.8,7.37,1.86,0,0,0.518,"nan",71.481,19.079
88.848,20.876,"Czernik_24","*",9.43,1.63,13.0,3.13,2563.4,29.251,23.48,3,4,0.05,0.029,88.848,20.876
87.93,21.812,"Berkeley_21","*",9.33,1.96,14.04,3.47,2230.3,18.704,16.67,2,0,0.024,0.029,87.93,21.812
91.862,24.099,"NGC_2158","*",9.19,1.44,13.17,3.3,23474.7,231.625,5.28,30,9,0.052,0.056,91.862,24.099
92.197,24.281,"Kharchenko_1","*",8.85,0.93,11.89,2.7,221.5,4.034,16.98,0,1,0.069,"nan",92.197,24.281
92.499,24.567,"Koposov_63","*",9.29,1.06,12.89,2.84,692.1,10.666,30.87,4,0,0.05,0.093,92.499,24.567
86.257,24.74,"FSR_0850","nan",8.67,1.29,11.74,3.23,881.2,9.421,5.49,0,0,0.105,"nan",86.257,24.74
90.682,25.519,"UBC_435","*",8.58,0.5,12.57,5.3,193.9,0.47,3.43,0,1,0.105,"nan",90.682,25.519
90.986,26.651,"UBC_72","*",8.69,0.97,11.41,3.1,485.0,5.859,7.46,1,0,0.1,0.106,90.986,26.651
88.463,26.834,"Teutsch_51","*",8.83,2.62,13.35,2.77,1922.6,32.427,7.63,2,0,0.042,0.09,88.463,26.834
94.897,26.234,"UBC_436","nan",8.75,0.75,12.54,2.98,260.3,3.561,11.1,0,0,0.071,"nan",94.897,26.234
95.38,26.909,"Gulliver_56","nan",8.61,0.44,11.58,2.57,105.5,2.249,12.89,0,0,0.082,"nan",95.38,26.909
95.381,26.913,"UBC_73","nan",8.59,0.56,11.66,2.88,299.9,4.525,7.68,0,0,0.079,"nan",95.381,26.913
94.071,30.794,"UPK_379","nan",8.66,0.69,9.44,7.77,137.2,0.106,2.56,0,0,0.71,"nan",94.071,30.794
92.335,31.228,"DC_8","nan",8.93,2.51,13.31,1.52,672.3,68.305,34.07,0,0,0.021,"nan",92.335,31.228
87.696,28.724,"UBC_433","nan",9.3,1.0,13.4,4.01,351.9,1.92,23.41,0,0,0.055,"nan",87.696,28.724
86.096,28.828,"Teutsch_10","nan",8.79,1.81,12.69,2.65,836.2,16.192,9.95,0,0,0.065,"nan",86.096,28.828
88.079,29.901,"Koposov_43","*",9.45,1.41,13.34,2.69,336.9,6.064,61.62,0,1,0.057,"nan",88.079,29.901
81.014,29.575,"Berkeley_19","*",9.34,0.85,14.09,4.24,1401.5,6.443,14.92,1,3,0.044,0.006,81.014,29.575
80.099,30.241,"UBC_614","*",9.21,0.6,11.33,2.64,139.4,2.688,46.51,1,0,0.116,0.072,80.099,30.241
80.13,30.574,"Berkeley_17","*",9.86,1.63,12.62,4.14,13396.6,63.794,22.88,10,9,0.08,0.091,80.13,30.574
84.218,31.21,"Koposov_36","*",8.63,1.76,11.35,2.08,525.7,21.071,11.49,1,0,0.086,0.255,84.218,31.21
85.233,32.272,"Berkeley_71","*",8.94,2.53,12.78,2.26,1098.0,34.058,16.32,0,1,0.056,"nan",85.233,32.272
88.074,32.545,"NGC_2099","*",8.65,0.75,10.78,4.02,8332.5,46.216,1.67,1,0,0.207,0.044,88.074,32.545
90.245,35.287,"Koposov_12","nan",8.59,1.43,11.96,3.35,1031.7,9.931,4.09,0,0,0.088,"nan",90.245,35.287
94.105,36.377,"FSR_0811","nan",8.61,0.88,12.45,2.86,357.3,5.515,7.71,0,0,0.055,"nan",94.105,36.377
87.324,33.633,"King_8","nan",8.92,1.38,13.71,2.41,1516.7,38.988,12.66,0,0,0.031,"nan",87.324,33.633
186.014,25.652,"Melotte_111","nan",8.81,0.0,4.67,4.62,267.3,0.978,6.55,0,0,3.788,"nan",186.014,25.652
269.182,-35.298,"Trumpler_30","nan",8.64,0.81,10.65,2.26,617.4,19.463,9.9,0,0,0.098,"nan",269.182,-35.298
266.063,-34.879,"Ruprecht_128","nan",8.98,1.92,11.24,1.76,1411.6,92.219,23.83,0,0,0.06,"nan",266.063,-34.879
264.777,-34.874,"ASCC_90","nan",8.91,0.32,8.73,3.77,172.8,1.155,12.73,0,0,0.483,"nan",264.777,-34.874
266.733,-31.507,"NGC_6425","nan",8.67,0.87,9.95,1.94,557.6,27.517,13.74,0,0,0.12,"nan",266.733,-31.507
268.184,-29.537,"Ruprecht_134","*",9.22,1.15,11.76,2.16,717.9,25.17,38.8,1,2,0.056,0.048,268.184,-29.537
266.9,-30.098,"Ruprecht_130","nan",8.6,2.76,11.85,1.51,483.8,50.434,17.76,0,0,0.036,"nan",266.9,-30.098
268.32,-27.373,"Czernik_37","*",8.58,3.43,11.82,1.58,2791.3,258.645,8.71,1,1,0.045,0.08,268.32,-27.373
268.575,-25.399,"UBC_93","nan",8.91,2.69,11.93,1.4,690.0,90.091,36.53,0,0,0.049,"nan",268.575,-25.399
271.308,-23.308,"UBC_339","nan",9.0,1.65,11.85,1.51,188.3,19.369,60.16,0,0,0.048,"nan",271.308,-23.308
270.774,-22.649,"UBC_340","nan",8.63,1.79,10.71,1.96,167.9,8.128,17.92,0,0,0.093,"nan",270.774,-22.649
268.252,-22.171,"UBC_95","*",8.6,2.15,11.61,2.75,765.3,13.318,6.23,0,1,0.09,"nan",268.252,-22.171
280.417,-21.959,"UBC_572","*",9.28,1.1,10.92,1.6,166.9,14.382,110.72,1,0,0.071,0.092,280.417,-21.959
282.636,-18.27,"Ruprecht_145","*",8.91,0.55,9.0,3.62,747.7,5.642,8.55,1,0,0.406,0.049,282.636,-18.27
273.962,-22.143,"NGC_6583","*",9.08,1.52,11.56,1.65,1521.3,121.089,32.43,0,1,0.056,"nan",273.962,-22.143
273.192,-21.612,"NGC_6568","*",8.94,0.67,10.17,2.64,689.1,13.476,15.18,1,2,0.148,0.393,273.192,-21.612
278.158,-16.918,"NGC_6645","nan",8.71,0.97,11.29,3.82,1922.1,12.422,3.57,0,0,0.144,"nan",278.158,-16.918
282.17,-18.488,"ASCC_99","nan",8.55,0.47,7.28,3.2,120.6,1.335,7.8,0,0,0.726,"nan",282.17,-18.488
280.763,-15.325,"UPK_18","nan",8.86,1.04,9.47,2.25,177.1,5.57,24.39,0,0,0.194,"nan",280.763,-15.325
282.895,-15.15,"UPK_21","nan",9.06,0.81,8.81,2.36,179.3,4.861,36.09,0,0,0.279,"nan",282.895,-15.15
278.012,-16.062,"Ruprecht_171","*",9.44,0.68,10.91,3.0,5020.3,64.717,19.94,3,4,0.13,0.063,278.012,-16.062
279.741,-15.034,"UPK_17","nan",8.73,1.38,9.31,3.24,365.8,3.866,8.38,0,0,0.315,"nan",279.741,-15.034
281.145,-14.456,"UPK_20","*",9.33,0.96,8.47,3.46,231.1,1.963,35.66,3,1,0.463,0.379,281.145,-14.456
269.237,-18.987,"NGC_6494","nan",8.58,0.91,9.35,3.78,2715.0,18.18,2.36,0,0,0.306,"nan",269.237,-18.987
274.294,-13.349,"Trumpler_32","nan",9.13,1.32,11.03,1.6,890.6,77.386,45.91,0,0,0.058,"nan",274.294,-13.349
269.511,-11.646,"Ruprecht_135","nan",8.81,1.87,10.12,1.32,271.7,42.081,42.41,0,0,0.077,"nan",269.511,-11.646
277.617,-12.33,"Dias_6","*",9.04,1.85,12.01,2.16,2150.2,76.346,17.41,1,1,0.06,0.179,277.617,-12.33
278.174,-12.148,"Ruprecht_143","nan",8.6,2.38,12.21,2.17,930.4,32.921,8.32,0,0,0.053,"nan",278.174,-12.148
276.722,-10.968,"UBC_347","nan",8.93,2.3,10.8,1.56,162.2,15.272,50.96,0,0,0.075,"nan",276.722,-10.968
276.039,-10.623,"UBC_346","nan",9.02,1.66,10.94,2.5,228.6,5.199,28.02,0,0,0.102,"nan",276.039,-10.623
275.017,-9.46,"UBC_573","nan",8.64,1.95,11.19,2.23,129.8,4.223,16.16,0,0,0.094,"nan",275.017,-9.46
275.051,-5.167,"UPK_27","nan",9.21,2.27,9.83,2.53,458.0,10.0,34.66,0,0,0.183,"nan",275.051,-5.167
267.878,-2.779,"UPK_25","nan",8.55,1.38,8.89,6.15,78.4,0.122,3.27,0,0,0.668,"nan",267.878,-2.779
289.087,-16.333,"Ruprecht_147","*",9.48,0.06,7.55,3.68,351.5,2.462,40.75,2,1,0.754,0.407,289.087,-16.333
284.715,-8.953,"NGC_6728","nan",8.78,0.84,11.31,4.09,1157.5,6.111,4.54,0,0,0.151,"nan",284.715,-8.953
285.913,-8.51,"UPK_31","nan",8.7,0.61,8.65,2.02,88.7,3.914,23.91,0,0,0.228,"nan",285.913,-8.51
292.631,-6.882,"UPK_40","nan",8.73,0.69,9.12,7.86,121.9,0.091,3.07,0,0,0.843,"nan",292.631,-6.882
280.613,-6.904,"UBC_102","nan",8.52,1.16,11.37,2.98,269.7,3.692,6.42,0,0,0.101,"nan",280.613,-6.904
281.611,-5.181,"UBC_108","*",8.87,1.92,11.0,3.07,343.0,4.255,12.86,1,0,0.121,0.271,281.611,-5.181
281.846,-5.255,"FoF_1235, LP_1235","*",8.6,1.82,11.5,3.73,1333.9,9.295,3.26,0,1,0.124,"nan",281.846,-5.255
282.302,-4.466,"FoF_2117, LP_2117","nan",8.8,2.08,10.89,4.84,3953.9,12.556,2.37,0,0,0.206,"nan",282.302,-4.466
278.617,-5.47,"UPK_29","nan",8.91,1.9,9.17,2.15,289.5,10.434,25.36,0,0,0.189,"nan",278.617,-5.47
280.617,-5.249,"Teutsch_145","nan",8.62,4.15,12.75,1.18,1369.2,304.835,19.13,0,0,0.019,"nan",280.617,-5.249
285.138,-1.557,"UBC_113","nan",8.63,1.97,11.98,2.39,943.1,25.078,7.7,0,0,0.079,"nan",285.138,-1.557
285.419,-0.454,"Berkeley_81","*",9.06,2.75,12.6,2.54,2721.8,58.95,13.1,1,1,0.051,0.089,285.419,-0.454
279.649,5.435,"IC_4756","*",9.11,0.29,8.53,4.72,1352.5,4.591,7.49,1,2,0.653,0.203,279.649,5.435
282.104,8.714,"FoF_597, LP_597","nan",8.73,2.46,11.6,2.44,1332.5,33.062,8.34,0,0,0.085,"nan",282.104,8.714
290.628,8.41,"UBC_119","*",9.41,0.87,11.1,2.58,593.3,12.111,49.76,2,0,0.101,0.06,290.628,8.41
282.649,9.763,"UBC_118","nan",8.6,0.93,10.9,2.9,459.9,6.807,6.8,0,0,0.133,"nan",282.649,9.763
287.911,12.037,"FSR_0123","*",9.01,2.74,12.98,2.9,3016.5,44.359,9.23,4,0,0.055,0.156,287.911,12.037
294.337,15.589,"UBC_27","*",8.77,1.47,10.28,3.1,345.2,4.191,10.05,0,1,0.25,"nan",294.337,15.589
288.544,14.392,"UPK_53","*",8.66,0.98,8.97,3.74,371.0,2.565,5.73,0,1,0.373,"nan",288.544,14.392
289.778,15.716,"Berkeley_45","*",8.79,2.88,12.61,1.1,1648.4,441.627,29.25,1,0,0.022,0.011,289.778,15.716
293.559,18.059,"Gulliver_28","nan",8.53,0.97,9.01,6.14,198.0,0.31,2.43,0,0,0.708,"nan",293.559,18.059
267.018,1.525,"Collinder_350","nan",8.77,0.52,7.85,5.09,400.2,1.094,4.55,0,0,1.004,"nan",267.018,1.525
276.845,6.615,"NGC_6633","*",8.84,0.3,8.14,2.66,366.9,6.975,14.53,1,0,0.376,0.228,276.845,6.615
289.313,19.55,"Berkeley_44","nan",9.16,2.75,12.28,2.5,3672.8,83.674,15.23,0,0,0.078,"nan",289.313,19.55
284.026,21.597,"Alessi_62","nan",8.84,0.78,9.07,2.9,504.0,7.396,11.53,0,0,0.285,"nan",284.026,21.597
282.158,22.091,"UBC_577","*",9.44,0.0,10.25,0.96,43.7,17.231,479.9,0,1,0.08,"nan",282.158,22.091
79.561,-68.294,"NGC_1901","*",8.95,0.21,8.15,4.86,166.9,0.521,9.65,0,1,0.521,"nan",79.561,-68.294
158.561,-73.324,"UBC_514","nan",9.35,0.73,11.34,5.62,203.9,0.403,18.72,0,0,0.173,"nan",158.561,-73.324
156.138,-72.51,"FoF_5, LP_5","*",9.43,0.27,11.32,20.14,2458.7,0.105,1.46,5,1,0.454,0.355,156.138,-72.51
179.651,-68.683,"UBC_283","nan",8.5,0.48,10.68,1.24,119.9,22.825,28.81,0,0,0.081,"nan",179.651,-68.683
161.029,-67.524,"UPK_567","nan",8.53,0.47,9.05,6.5,284.5,0.376,2.01,0,0,0.723,"nan",161.029,-67.524
165.349,-63.655,"UBC_268","*",9.23,1.18,12.83,4.68,1317.3,4.543,10.12,3,0,0.088,0.144,165.349,-63.655
151.935,-70.747,"UBC_511","nan",8.73,0.39,10.53,2.42,161.0,4.088,16.61,0,0,0.133,"nan",151.935,-70.747
150.801,-64.755,"ESO_092_05","*",9.65,0.17,15.47,9.34,10869.8,4.584,4.45,2,0,0.045,0.012,150.801,-64.755
147.281,-65.259,"Ruprecht_84","nan",8.54,0.45,11.19,1.81,328.3,19.94,13.33,0,0,0.052,"nan",147.281,-65.259
156.274,-62.321,"UBC_503","*",9.19,0.54,11.62,2.35,151.5,4.117,51.46,0,1,0.07,"nan",156.274,-62.321
153.73,-64.611,"ESO_092_18","*",9.46,0.47,14.98,4.32,6194.8,26.683,11.17,3,1,0.025,0.01,153.73,-64.611
160.939,-60.107,"UBC_505","nan",8.78,0.28,12.73,3.62,279.4,2.13,8.7,0,0,0.083,"nan",160.939,-60.107
159.583,-59.54,"UBC_502","nan",8.6,0.51,11.24,2.13,151.5,5.692,15.16,0,0,0.079,"nan",159.583,-59.54
155.086,-59.657,"UBC_498","nan",8.61,0.84,12.33,2.5,249.4,5.773,10.54,0,0,0.076,"nan",155.086,-59.657
151.621,-60.29,"Trumpler_12","*",8.82,0.49,12.6,2.83,1316.3,20.932,8.28,0,1,0.046,"nan",151.621,-60.29
152.216,-57.288,"FSR_1530","*",9.03,3.9,13.67,3.88,4755.3,29.101,5.28,7,2,0.039,0.04,152.216,-57.288
148.852,-56.605,"FSR_1521","*",9.72,2.72,13.47,5.17,23612.5,58.534,9.43,4,0,0.054,0.069,148.852,-56.605
118.12,-60.373,"UBC_250","nan",8.52,0.31,9.92,1.9,95.2,5.055,16.93,0,0,0.132,"nan",118.12,-60.373
128.456,-61.463,"UBC_255","*",9.38,0.0,9.75,1.86,202.1,10.919,105.4,1,0,0.158,0.066,128.456,-61.463
144.977,-57.294,"UBC_495","nan",8.61,1.22,12.88,3.62,500.3,3.811,4.86,0,0,0.07,"nan",144.977,-57.294
143.863,-57.313,"UBC_494","nan",8.84,1.79,12.74,3.08,598.5,7.398,10.0,0,0,0.077,"nan",143.863,-57.313
141.18,-57.341,"UBC_493","nan",8.96,0.55,11.24,3.8,147.1,0.957,14.77,0,0,0.121,"nan",141.18,-57.341
140.486,-56.314,"Ruprecht_75","*",9.23,0.39,12.98,1.51,443.6,45.424,79.52,1,0,0.023,0.008,140.486,-56.314
141.746,-55.127,"Gulliver_7","nan",8.68,1.5,13.71,3.28,908.0,9.317,5.45,0,0,0.032,"nan",141.746,-55.127
147.145,-56.415,"NGC_3033","nan",8.83,0.76,11.26,3.18,503.9,5.658,9.85,0,0,0.095,"nan",147.145,-56.415
145.952,-56.574,"VDBH_78, BH_78","nan",8.53,3.15,13.66,1.23,1430.6,282.064,14.36,0,0,0.015,"nan",145.952,-56.574
149.424,-54.612,"Hogg_4","nan",9.17,1.04,13.02,5.41,3143.5,7.053,5.18,0,0,0.072,"nan",149.424,-54.612
146.088,-54.117,"Gulliver_27","nan",8.78,1.09,12.17,2.32,432.5,12.43,14.73,0,0,0.057,"nan",146.088,-54.117
146.421,-54.004,"Ruprecht_82","nan",8.66,0.95,11.71,2.42,634.3,16.174,9.25,0,0,0.064,"nan",146.421,-54.004
146.49,-52.49,"UPK_549","nan",8.97,0.8,10.03,3.45,787.2,6.858,10.39,0,0,0.246,"nan",146.49,-52.49
141.314,-54.719,"VDBH_66, BH_66","nan",8.86,1.38,14.0,2.53,538.9,11.965,14.54,0,0,0.023,"nan",141.314,-54.719
139.157,-54.145,"UBC_252","*",8.99,1.0,13.27,6.44,2713.4,3.626,2.76,1,0,0.106,0.218,139.157,-54.145
136.943,-52.945,"UBC_249","nan",8.5,0.48,11.44,5.21,363.1,0.932,2.42,0,0,0.166,"nan",136.943,-52.945
142.452,-50.697,"FSR_1484","nan",8.64,2.25,11.87,1.45,305.5,36.411,24.11,0,0,0.041,"nan",142.452,-50.697
142.981,-50.225,"VDBH_73, BH_73","nan",8.87,2.73,14.13,1.64,2474.5,201.841,16.83,0,0,0.015,"nan",142.981,-50.225
141.687,-51.273,"VDBH_67, BH_67","*",8.79,3.0,14.56,3.56,2918.1,23.222,4.1,3,0,0.022,0.041,141.687,-51.273
134.258,-54.303,"UPK_542","nan",8.8,0.49,9.54,7.67,125.1,0.1,3.71,0,0,0.62,"nan",134.258,-54.303
129.243,-50.045,"SAI_91","nan",8.72,1.18,12.68,2.94,628.3,8.952,7.98,0,0,0.051,"nan",129.243,-50.045
132.897,-50.253,"ESO_211_03","*",9.11,2.59,13.63,4.73,5000.3,16.831,4.64,1,2,0.058,0.16,132.897,-50.253
141.203,-48.075,"Gulliver_57","nan",8.64,2.21,10.74,2.69,657.2,12.161,7.43,0,0,0.131,"nan",141.203,-48.075
130.667,-47.201,"NGC_2660","*",8.97,1.19,12.23,1.7,3932.5,285.036,16.92,1,1,0.038,0.01,130.667,-47.201
129.88,-47.098,"FSR_1441","nan",8.85,1.39,13.19,2.95,528.0,7.372,11.34,0,0,0.052,"nan",129.88,-47.098
131.171,-46.292,"SAI_94","*",9.17,1.67,13.31,3.61,1056.8,7.999,14.04,2,2,0.054,0.1,131.171,-46.292
179.715,-64.581,"Ruprecht_98","nan",8.69,0.36,8.52,7.37,300.5,0.271,2.37,0,0,0.753,"nan",179.715,-64.581
176.771,-62.639,"FSR_1595","nan",8.84,2.45,13.66,2.82,1037.7,16.652,9.47,0,0,0.024,"nan",176.771,-62.639
172.616,-60.752,"Ruprecht_164","*",9.23,0.86,12.96,3.01,1677.0,21.83,18.06,2,2,0.049,0.032,172.616,-60.752
172.884,-60.766,"UBC_276","*",8.96,1.07,13.1,4.36,997.4,4.302,6.59,0,1,0.079,"nan",172.884,-60.766
169.373,-62.719,"IC_2714","nan",8.72,0.95,10.67,4.06,4669.5,25.2,2.41,0,0,0.161,"nan",169.373,-62.719
167.141,-60.741,"Teutsch_143a","*",9.04,1.47,12.8,2.09,1310.5,51.504,21.85,0,1,0.032,"nan",167.141,-60.741
168.369,-59.705,"UBC_660","nan",9.0,1.18,11.59,2.36,132.7,3.626,34.22,0,0,0.076,"nan",168.369,-59.705
164.064,-61.089,"UBC_509","nan",8.77,0.57,12.67,3.76,218.1,1.477,8.63,0,0,0.076,"nan",164.064,-61.089
164.877,-60.335,"NGC_3496","*",8.7,1.27,11.82,3.75,2927.3,20.053,3.08,0,2,0.092,"nan",164.877,-60.335
164.106,-60.489,"UBC_508","*",9.08,1.62,13.3,3.28,1176.1,11.9,12.65,2,1,0.055,0.06,164.106,-60.489
163.209,-59.463,"Teutsch_31","nan",9.22,2.35,13.84,2.04,741.4,30.731,41.74,0,0,0.018,"nan",163.209,-59.463
164.836,-59.557,"Teutsch_106","*",9.48,1.74,14.28,4.76,8125.0,26.123,9.13,3,0,0.032,0.046,164.836,-59.557
166.417,-58.707,"NGC_3532","*",8.6,0.0,8.49,4.66,4582.0,16.403,1.49,0,1,0.527,"nan",166.417,-58.707
163.697,-58.05,"Gulliver_39","nan",8.79,1.38,12.02,1.99,316.6,14.428,20.95,0,0,0.047,"nan",163.697,-58.05
170.219,-59.302,"FoF_1540, LP_1540","*",9.21,0.49,12.02,2.7,603.0,10.818,28.73,1,0,0.066,0.015,170.219,-59.302
170.765,-58.549,"VDBH_118, BH_118","*",9.28,1.07,14.72,3.54,3466.2,27.631,12.28,1,2,0.023,0.01,170.765,-58.549
168.623,-57.563,"Trumpler_19","*",9.69,0.37,12.0,4.6,7335.5,25.841,16.47,14,10,0.112,0.057,168.623,-57.563
177.644,-55.679,"NGC_3960","*",8.94,0.84,11.85,2.91,1856.8,27.118,9.31,1,0,0.066,0.035,177.644,-55.679
161.669,-59.508,"Gulliver_52","*",8.68,1.04,11.97,6.63,363.1,0.451,2.56,0,1,0.14,"nan",161.669,-59.508
161.582,-57.034,"Gulliver_1","*",9.14,0.3,12.18,4.24,636.9,2.967,12.18,1,1,0.086,0.038,161.582,-57.034
