"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"Berkeley 35",215,"Berkeley_35,FSR_1075,MWSC_1129,MWSC_1130,OCL_541","o",18.29324,276,16.26761,92,107.48017,2.73107,212.60308,5.356,0.03228,0.02465,0.14714,0.45134,2.62409,2.00356,11.96023,36.68797,-0.61133,0.06176,0.00644,-0.25466,0.05228,0.00545,0.1766,0.02986,0.00311,4576.48628,4657.25912,4740.93439,92,0,-12027.10557,-2498.44717,465.50971,84.12695,7.36486,2.22059,11,0.8583,0.9675,0.98309,0.9999,0.99996,"nan",8.71,8.918,9.142,0.046,0.231,0.333,0.281,0.728,1.059,13.622,13.871,14.111,10,0,0,1,"1:1",216
"Berkeley 36",216,"Berkeley_36,FSR_1214,MWSC_1156,OCL_577,OC_0387","o",34.62439,678,34.62439,678,109.10024,-13.19347,227.49248,-0.5661,0.06175,0.02722,0.4919,0.4919,4.1379,1.82432,32.96471,32.96471,-1.69272,0.15652,0.00601,0.95796,0.1166,0.00448,0.21242,0.11629,0.00447,3791.91599,3839.61981,3888.5392,677,0,-10716.31881,-2830.38379,-10.49898,62.66172,7.94517,1.6218,24,0.00372,0.00372,0.16911,0.26976,0.64268,"nan",8.828,9.018,9.193,1.718,1.946,2.166,2.1,2.382,2.744,12.818,12.944,13.081,80,0,0,2,"m:m",217
"Berkeley 37",217,"Berkeley_37,FSR_1119,MWSC_1180,OCL_551","o",19.36514,170,19.65149,142,110.06892,-0.99821,217.12484,5.954,0.04206,0.03152,0.19518,0.38015,3.33826,2.50202,15.49239,30.17535,-1.05195,0.06174,0.00518,0.71161,0.0655,0.0055,0.18251,0.04506,0.00378,4487.33858,4547.91156,4610.14221,142,0,-11727.34701,-2730.0986,501.7803,81.74684,10.72033,3.79021,8,0.9973,0.9997,0.99986,1.0,1.0,"TP ",8.829,9.008,9.214,0.0,0.073,0.12,0.002,0.335,0.501,13.301,13.508,13.746,20,0,0,1,"1:1",218
"Berkeley 39",218,"Berkeley_39,FSR_1174,MWSC_1336,OCL_561","o",99.0,1203,99.0,633,116.70733,-4.67271,223.54192,10.09,0.05261,0.05092,0.19732,0.65659,3.4976,3.38545,13.11912,43.65532,-1.73158,0.08672,0.00345,-1.63133,0.0755,0.003,0.23063,0.07186,0.00286,3779.36607,3809.33725,3839.78758,632,0,-10838.84642,-2583.62402,694.99433,59.87309,3.46784,0.63314,30,0.4559,0.8944,0.95333,0.99997,0.99997,"nan",9.358,9.495,9.658,0.086,0.248,0.348,0.75,1.097,1.519,12.776,12.958,13.14,80,0,0,1,"1:1",219
"Berkeley 43",219,"Berkeley_43,FSR_122,MWSC_3075,OCL_102,OC_0071","o",20.39321,472,22.33762,373,288.87999,11.26879,45.68904,-0.1399,0.05353,0.0691,0.16644,0.58507,3.20723,4.13972,9.97156,35.0539,-1.11923,0.16981,0.00879,-3.69628,0.15851,0.00821,0.23896,0.0939,0.00486,3394.90441,3432.70491,3471.35667,343,0,-5724.08412,2456.29385,6.2843,40.4577,62.34455,17.29127,13,0.0286,0.06396,0.24922,0.35327,0.62207,"nan",7.541,7.877,8.244,6.015,6.252,6.461,2.338,2.649,3.11,12.588,12.733,12.934,80,0,0,2,"1:m",220
"Berkeley 44",220,"Berkeley_44,FSR_138,MWSC_3082,OCL_110","o",27.16987,351,27.98821,306,289.31445,19.5482,53.21674,3.341,0.05072,0.02897,0.30665,0.53482,2.38134,1.36008,14.39877,25.11289,-0.05278,0.09003,0.00515,-2.87841,0.11678,0.00668,0.34336,0.07145,0.00408,2669.67981,2690.29231,2711.22559,303,0,-6513.3947,2151.00753,173.48926,-10.90043,18.75011,3.00242,39,0.2547,0.559,0.70798,0.93809,0.96173,"nan",8.855,9.004,9.22,3.697,3.923,4.165,1.582,1.963,2.356,12.041,12.173,12.331,80,0,0,1,"1:1",221
"Berkeley 45",221,"Berkeley_45,MWSC_3086,OCL_107","o",17.35939,196,19.35297,174,289.77526,15.7169,50.02933,1.167,0.03108,0.02448,0.13803,0.5957,1.92855,1.51887,8.56594,36.96808,-1.37841,0.09464,0.00717,-4.58708,0.10387,0.00787,0.25378,0.04822,0.00366,3510.96353,3555.55645,3601.29669,194,0,-5838.19366,2724.31682,87.3566,12.22157,26.47735,7.07637,14,0.7932,0.9322,0.95699,0.998,0.99894,"nan",8.158,8.359,8.549,3.419,3.632,3.828,1.367,1.795,2.15,12.718,12.843,13.017,10,0,0,1,"1:1",222
"Berkeley 47",222,"Berkeley_47,MWSC_3126,OCL_109","o",13.6371,99,13.88213,98,292.12645,17.36091,52.54385,-0.04178,0.04347,0.02596,0.25123,0.37126,1.75816,1.04996,10.16086,15.01559,-1.93971,0.09356,0.00945,-5.46567,0.11744,0.01186,0.4031,0.04041,0.00408,2299.33123,2317.27119,2335.4933,93,0,-6712.7229,1839.49201,15.50578,94.6817,92.69819,46.34909,4,0.8621,0.9379,0.95859,0.99584,0.99888,"nan",6.787,7.029,7.157,4.456,4.623,4.824,0.919,1.437,1.784,11.728,11.87,12.007,80,0,0,1,"1:1",223
"Berkeley 49",223,"Berkeley_49,FSR_191,OCL_144","o",14.86081,151,16.11656,142,299.86862,34.64271,70.97717,2.58,0.03443,0.02028,0.20188,0.37285,1.78022,1.04857,10.4395,19.28093,-3.02398,0.08835,0.00741,-6.08226,0.09022,0.00757,0.3032,0.05064,0.00425,2933.26198,2962.86904,2993.07987,144,0,-7156.87974,2798.22207,151.72162,-20.27064,7.76512,3.88256,4,0.02039,0.04453,0.17724,0.26294,0.4855,"nan",7.778,8.042,8.278,3.837,4.124,4.353,2.375,2.699,3.02,12.189,12.355,12.516,80,0,0,1,"1:1",224
"Berkeley 50",224,"Berkeley_50,UBC_138","o",17.91283,218,19.95101,145,302.50653,34.96822,72.41052,0.9236,0.02534,0.0129,0.17253,0.39348,1.67302,0.8516,11.3932,25.98397,-3.36931,0.07269,0.00604,-5.1297,0.07819,0.00649,0.23699,0.04294,0.00357,3742.95535,3783.51787,3824.96918,145,0,-6978.60672,3606.15425,78.86642,"nan","nan","nan",0,0.8262,0.9373,0.95975,0.99662,0.9984,"nan",7.548,7.72,7.947,2.771,3.002,3.183,1.903,2.322,2.587,12.761,12.892,13.041,10,0,0,2,"1:m",225
"Berkeley 51",225,"Berkeley_51,FSR_197,MWSC_3280,OCL_146","o",16.75236,159,16.96211,153,302.97176,34.40388,72.14749,0.2946,0.04056,0.03812,0.15561,0.21074,3.51757,3.30609,13.49631,18.2778,-3.06267,0.0831,0.00672,-4.86379,0.09195,0.00743,0.16954,0.06766,0.00547,4883.22381,4969.34132,5058.55079,140,0,-6598.48856,4729.99769,42.45848,-27.52361,6.22196,1.79613,12,0.00489,0.00653,0.04188,0.06106,0.14652,"nan",7.331,7.695,7.977,5.327,5.641,5.874,2.579,2.811,3.196,13.505,13.69,13.841,80,0,0,1,"1:1",226
"Berkeley 52",226,"Berkeley_52,FSR_179,MWSC_3288,OCL_140","o",18.26616,159,18.26616,159,303.62144,28.94699,67.8972,-3.175,0.02826,0.01201,0.23406,0.23406,2.60165,1.10531,21.54694,21.54694,-4.25978,0.13265,0.01052,-5.67113,0.14337,0.01137,0.13733,0.08899,0.00706,5059.13083,5274.48696,5508.99274,106,0,-6141.13955,4879.3658,-276.35235,-19.2727,2.95975,1.70881,3,0.2494,0.6506,0.77366,0.99783,0.99783,"nan",9.129,9.38,9.915,4.044,4.833,5.609,1.101,1.759,2.424,13.419,13.638,13.886,80,0,0,1,"m:1",227
"Berkeley 53",227,"Berkeley_53,FSR_289,MWSC_3435,OCL_207","o",99.0,1660,99.0,714,313.98152,51.05124,90.29575,3.753,0.05696,0.06512,0.19034,0.44571,3.38768,3.87302,11.31968,26.50708,-3.82954,0.11554,0.00432,-5.67893,0.11395,0.00426,0.25227,0.06825,0.00255,3378.91729,3407.40707,3436.38137,624,0,-8138.95016,3400.05462,243.87701,-34.45929,2.63775,0.68106,15,0.1141,0.3797,0.55715,0.94678,0.96367,"nan",8.509,8.752,9.026,5.263,5.46,5.827,2.074,2.442,2.878,12.436,12.61,12.768,20,0,0,1,"1:1",228
"Berkeley 54",228,"Berkeley_54,FSR_256,MWSC_3456,OCL_194","o",20.63796,298,23.25561,269,315.74246,40.42928,83.0718,-4.135,0.04082,0.02699,0.21315,0.57144,3.97757,2.63046,20.77006,55.68574,-3.07503,0.14199,0.00866,-3.30835,0.15205,0.00927,0.14935,0.06333,0.00386,5472.52303,5583.15572,5698.35381,296,0,-7451.28352,5527.96217,-383.47364,-48.87923,9.44209,2.8469,11,0.01387,0.01874,0.1754,0.27848,0.66511,"nan",8.583,8.895,9.258,2.756,3.226,3.636,1.634,2.058,2.586,13.566,13.748,13.913,20,0,0,1,"m:1",229
"Berkeley 55",229,"Berkeley_55","o",20.64364,196,21.37827,190,319.23479,51.76088,93.02519,1.802,0.03136,0.01452,0.23731,0.44229,1.55582,0.72023,11.77339,21.94281,-4.08582,0.13424,0.00974,-4.67986,0.12393,0.00899,0.32457,0.06931,0.00503,2814.14483,2842.50534,2871.4433,154,0,-8271.68027,2837.14001,110.58322,-32.00091,37.95285,13.41836,8,0.01019,0.01961,0.13342,0.20329,0.40786,"nan",7.556,7.8,8.083,5.336,5.556,5.771,2.856,3.067,3.332,12.139,12.272,12.417,20,0,0,1,"1:1",230
"Berkeley 56",230,"Berkeley_56,FSR_269,MWSC_3491,OCL_199","o",20.65252,291,23.41914,240,319.38484,41.82827,85.97111,-5.199,0.04185,0.03548,0.17446,0.47468,6.33072,5.36652,26.3892,71.80355,-1.89481,0.12519,0.00808,-1.86504,0.11592,0.00748,0.09543,0.09969,0.00643,8367.06437,8666.73654,8988.67202,243,0,-7517.562,8609.75653,-766.0302,-64.26565,22.79649,7.59883,9,0.00324,0.00758,0.053,0.0833,0.24382,"nan",9.027,9.287,9.697,1.526,2.059,2.483,1.016,1.571,2.05,14.631,14.783,14.983,20,0,0,1,"1:1",231
"Berkeley 58",231,"Berkeley_58,MWSC_1,OCL_277","o",18.85245,173,18.93449,172,0.05465,60.92974,116.74831,-1.326,0.05012,0.05959,0.16339,0.23677,2.63205,3.12948,8.58029,12.43433,-3.49403,0.05952,0.00454,-1.81256,0.06705,0.00511,0.30657,0.03413,0.0026,2988.58484,3008.89602,3029.48516,173,0,-9476.00209,2686.20313,-45.33771,4.01427,15.05413,8.6915,1,0.997,0.9996,0.99985,1.0,1.0,"nan",7.744,7.957,8.141,1.698,1.898,2.078,0.649,1.039,1.335,12.264,12.427,12.575,80,0,0,1,"m:1",232
"Berkeley 59",232,"Berkeley_59,Theia_670","o",99.0,992,31.18021,639,0.56967,67.42862,118.22755,5.007,0.22607,0.15104,1.16821,1.4358,4.00645,2.67677,20.70612,25.45086,-1.60986,0.25973,0.01027,-1.69909,0.32544,0.01287,0.96046,0.07075,0.0028,1014.21513,1015.40583,1016.59933,469,0,-8600.17258,891.23622,110.64719,-3.26398,41.34148,4.94125,70,0.0086,0.02234,0.09433,0.14752,0.26495,"nan",6.505,6.7,6.846,3.545,3.805,4.09,2.788,3.009,3.388,9.852,10.049,10.215,20,0,0,2,"1:m",233
"Berkeley 60",233,"Berkeley_60,MWSC_29,OCL_288,OC_0222","o",18.93727,182,19.05173,181,4.43697,60.94084,118.85056,-1.664,0.05671,0.05012,0.22822,0.31698,3.39019,2.99614,13.64246,18.94872,-0.69887,0.11453,0.00851,-0.73175,0.08141,0.00605,0.25449,0.05304,0.00394,3391.09246,3425.00479,3459.60225,179,0,-9774.17933,2998.63465,-74.40245,-64.87562,2.07626,1.19873,3,0.7013,0.8741,0.91503,0.98014,0.99646,"nan",8.321,8.506,8.687,2.448,2.622,2.836,1.279,1.652,1.961,12.514,12.646,12.794,80,0,0,2,"1:m",234
"Berkeley 61",234,"Berkeley_61,FSR_514,MWSC_75,OCL_308","o",10.07518,72,10.70631,64,12.04257,67.19773,122.61443,4.328,0.02896,0.01851,0.1564,0.36423,1.60724,1.02747,8.6798,20.21335,-2.49564,0.09944,0.01243,-0.13997,0.07636,0.00954,0.28791,0.04521,0.00565,3133.03721,3179.67413,3227.72046,72,0,-9830.25429,2670.65621,265.13428,-54.99119,8.68067,6.13816,2,0.7405,0.9301,0.96465,0.99995,0.99995,"nan",8.011,8.197,8.411,2.339,2.55,2.724,0.789,1.228,1.516,12.377,12.504,12.673,40,0,0,1,"1:1",235
"Berkeley 62",235,"Berkeley_62","o",17.70248,167,18.53363,153,15.31337,63.94147,124.00982,1.09,0.0573,0.04467,0.2566,0.57072,2.58146,2.0124,11.5602,25.71275,-2.1756,0.0793,0.00641,-0.41458,0.07514,0.00607,0.3552,0.0362,0.00293,2567.4131,2581.26416,2595.26548,164,0,-9565.37104,2139.33134,73.61319,-20.64826,35.72297,12.62998,1,0.9103,0.9655,0.97862,0.99791,0.9996,"TP ",7.094,7.283,7.451,2.44,2.597,2.799,1.627,2.004,2.363,11.866,12.02,12.153,80,0,0,1,"1:1",236
"Berkeley 63",236,"Berkeley_63,MWSC_177,OCL_346","o",12.74671,100,13.42016,97,34.85071,63.71936,132.48481,2.491,0.04144,0.02508,0.23617,0.32453,3.40359,2.05989,19.39684,26.65391,-1.00219,0.07309,0.00742,0.14976,0.09413,0.00956,0.18859,0.03858,0.00392,4635.77288,4705.69022,4777.74886,100,0,-11296.63115,3466.96462,233.46125,-44.94269,21.50177,15.20405,2,0.8697,0.9474,0.96588,0.99691,0.9982,"nan",7.33,7.524,7.735,2.446,2.644,2.853,1.394,1.764,2.142,13.206,13.344,13.48,80,0,0,1,"1:1",237
"Berkeley 64",237,"Berkeley_64,MWSC_182,OCL_344,OC_0241","o",17.3714,140,17.3714,140,35.43259,65.88846,131.9835,4.616,0.04674,0.03194,0.23655,0.23655,3.96203,2.70752,20.05159,20.05159,-0.56174,0.07795,0.00659,0.93883,0.08886,0.00751,0.16592,0.05525,0.00467,4747.49424,4856.7661,4971.18662,139,0,-11359.19186,3598.50789,419.96698,-35.38621,9.44673,3.85661,6,0.6286,0.9164,0.95896,0.99987,0.99987,"nan",8.474,8.633,8.846,2.835,3.065,3.268,1.116,1.514,1.884,13.362,13.483,13.65,20,0,0,2,"1:m",238
"Berkeley 65",238,"Berkeley_65","o",10.72419,56,11.00458,54,39.76647,60.40005,135.8485,0.2558,0.03517,0.0239,0.17891,0.25932,1.25996,0.85597,6.40851,9.28899,-0.7139,0.06986,0.00951,-0.42721,0.06306,0.00858,0.44917,0.02502,0.00341,2033.43267,2052.36587,2071.65496,56,0,-9594.50258,1429.57899,33.73358,-60.42846,28.93137,7.01689,1,0.7327,0.8871,0.92632,0.99069,0.9962,"nan",7.066,7.243,7.443,2.598,2.78,2.999,1.115,1.477,1.909,11.461,11.58,11.75,20,0,0,1,"1:1",239
"Berkeley 66",239,"Berkeley_66,FSR_624,MWSC_255,OCL_373","o",9.23705,160,13.84226,131,46.01924,58.742,139.42043,0.1828,0.07057,0.07927,0.23847,0.70883,5.00751,5.62443,16.92049,50.2966,-0.19836,0.13291,0.01161,0.03773,0.19661,0.01718,0.19633,0.06771,0.00592,3990.03574,4065.35667,4143.57602,146,0,-11209.56351,2644.51811,41.6785,-41.8447,10.07518,3.18605,10,0.04621,0.04923,0.37223,0.52622,0.84971,"nan",8.254,8.482,8.756,3.581,3.887,4.182,2.603,2.855,3.216,12.917,13.12,13.282,40,0,0,1,"1:1",240
"Berkeley 67",240,"Berkeley_67,FSR_677,MWSC_404,OCL_400,Theia_5855","o",22.06497,239,22.06497,239,69.45901,50.77597,154.83038,2.489,0.08855,0.05103,0.52982,0.52982,3.10319,1.78822,18.56807,18.56807,2.25461,0.16049,0.01038,-1.41117,0.10714,0.00693,0.46316,0.06741,0.00436,1996.59515,2007.94239,2019.41935,231,0,-9937.32212,853.17249,112.66001,-2.04944,24.74989,4.51869,30,0.01186,0.01748,0.10979,0.1614,0.35776,"nan",8.601,8.816,9.01,2.795,3.021,3.232,2.084,2.381,2.736,11.369,11.498,11.645,80,0,0,2,"1:m",241
"Berkeley 68",241,"Berkeley_68,FSR_713,MWSC_412,OCL_413,OC_0277","o",30.31852,415,27.3396,283,71.0495,42.16123,162.01674,-2.388,0.08083,0.07257,0.32129,0.52026,4.28681,3.84868,17.03939,27.59218,2.24345,0.10513,0.00625,-1.38738,0.07961,0.00473,0.29515,0.07236,0.0043,3013.59966,3038.62341,3064.06622,283,0,-11009.95352,937.32962,-98.4311,-19.20438,5.24061,0.97316,29,0.6798,0.9034,0.94198,0.99822,0.99901,"nan",8.998,9.142,9.315,1.542,1.767,1.958,0.936,1.319,1.648,12.326,12.475,12.6,20,0,0,2,"1:m",242
"Berkeley 69",242,"Berkeley_69,FSR_793,MWSC_532,OCL_444,OC_0294","o",19.68181,216,20.8636,202,81.09089,32.60815,174.44166,-1.851,0.0657,0.06179,0.25177,0.54159,3.64593,3.42867,13.97143,30.05507,0.73899,0.11512,0.0081,-1.95374,0.12906,0.00908,0.27327,0.06477,0.00456,3147.40966,3179.5065,3212.26473,216,0,-11285.13027,307.80691,-73.83048,31.67863,16.6384,3.72046,20,0.8371,0.9324,0.95279,0.99697,0.99697,"TP ",8.436,8.616,8.808,1.786,2.008,2.2,1.695,2.055,2.396,12.45,12.577,12.75,80,0,0,2,"1:m",243
"Berkeley 70",243,"Berkeley_70,FSR_743,MWSC_538,OCL_422","o",25.66208,291,25.66208,291,81.45436,41.95007,166.86493,3.626,0.0516,0.04519,0.20935,0.20935,3.59758,3.15058,14.59593,14.59593,0.83201,0.11966,0.00701,-1.8749,0.11338,0.00665,0.21474,0.08094,0.00474,3940.77713,3994.61023,4049.93447,291,0,-12003.62429,905.95043,283.38477,-10.82065,16.68717,3.21145,27,0.649,0.8997,0.94165,0.99966,0.99966,"nan",8.767,8.956,9.163,1.483,1.7,1.935,1.958,2.308,2.64,12.871,13.022,13.167,20,0,0,1,"1:1",244
"Berkeley 71",244,"Berkeley_71,FSR_810,MWSC_634,OCL_449,Theia_1857","o",17.42774,190,15.90512,117,85.24182,32.2727,176.6349,0.9006,0.03717,0.03678,0.13718,0.48073,2.27189,2.24769,8.38326,29.37952,0.63059,0.11599,0.01072,-1.65666,0.08537,0.00789,0.23781,0.06759,0.00625,3443.92166,3501.53494,3561.10863,135,0,-11616.88651,205.51179,84.78353,-8.45049,6.91349,2.08449,11,0.2427,0.6505,0.77297,0.9734,0.98928,"nan",8.386,8.568,8.778,2.794,3.024,3.264,1.965,2.255,2.648,12.581,12.733,12.884,20,0,0,2,"1:m",245
"Berkeley 72",245,"Berkeley_72,MWSC_679,OCL_464","o",14.14838,90,14.53654,88,87.55564,22.24914,186.26386,-2.565,0.03111,0.02164,0.15479,0.27419,2.75694,1.91715,13.71517,24.29501,0.71005,0.10873,0.01159,-0.24461,0.08661,0.00923,0.15347,0.08104,0.00864,4894.26648,5076.80007,5273.47644,90,0,-13163.97251,-553.35605,-193.53766,11.83485,8.14703,2.10355,1,0.8841,0.9851,0.99343,1.0,1.0,"TP ",8.229,8.474,8.642,1.635,1.888,2.105,0.556,0.937,1.255,13.732,13.896,14.078,80,0,0,1,"1:1",246
"Berkeley 73",246,"Berkeley_73,MWSC_847,OCL_546","o",15.63517,136,16.34532,119,95.52005,-6.31895,215.25891,-9.392,0.03464,0.02194,0.18832,0.53774,3.92854,2.48781,21.35683,60.98539,0.21394,0.11888,0.0109,1.01203,0.16788,0.01539,0.12183,0.08186,0.0075,6230.57423,6497.8069,6788.99033,136,0,-13359.34408,-3700.71334,-1026.17817,94.28924,6.24742,2.79393,5,0.8396,0.9706,0.98706,1.0,1.0,"nan",8.952,9.128,9.305,0.37,0.615,0.803,0.947,1.376,1.771,13.984,14.17,14.348,10,0,0,1,"1:1",247
"Berkeley 75",247,"Berkeley_75,ES0490SC50,MWSC_993,OCL_614","o",12.7233,103,12.7233,103,102.249,-23.99599,234.30419,-11.19,0.03462,0.00985,0.44887,0.44887,4.12716,1.17446,53.5061,53.5061,-0.24129,0.06952,0.00685,1.17898,0.10482,0.01033,0.10783,0.07297,0.00719,6551.00846,6829.59864,7132.93604,103,0,-12034.51933,-5441.00654,-1294.81751,125.06955,1.80733,1.04346,1,0.07374,0.459,0.65009,1.0,1.0,"nan",9.101,9.269,9.512,0.0,0.198,0.31,0.6,1.084,1.511,14.158,14.358,14.592,80,0,0,1,"1:1",248
"Berkeley 76",248,"Berkeley_76,MWSC_1099,OCL_568","o",7.52135,76,9.02422,65,106.65936,-11.72358,225.08673,-2.0,0.03684,0.02163,0.21651,0.44927,3.30464,1.9404,19.42204,40.30317,-0.58375,0.0769,0.00954,1.41798,0.08857,0.01099,0.15641,0.04371,0.00542,4966.12565,5139.75251,5325.95999,76,0,-11749.06156,-3637.63001,-149.30306,108.10902,5.16748,2.58374,4,0.4601,0.8847,0.94265,0.99973,0.99973,"nan",8.793,8.975,9.19,1.625,1.897,2.112,1.207,1.629,2.015,13.446,13.606,13.779,40,0,0,1,"1:1",249
"Berkeley 77",249,"Berkeley_77,FSR_1138,MWSC_1188,MWSC_1189,OCL_555","o",11.22293,105,13.07759,88,110.35872,-3.23882,219.25579,5.176,0.03928,0.03015,0.17848,0.54707,2.63603,2.02325,11.97914,36.71894,-0.97142,0.06655,0.00709,-0.11989,0.07653,0.00816,0.21016,0.05441,0.0058,3784.88189,3845.51954,3908.13178,104,0,-11086.63396,-2423.4587,375.27996,71.09955,0.0031,0.0022,2,0.9122,0.9727,0.98285,0.99885,0.99943,"nan",8.783,8.976,9.147,0.044,0.176,0.259,0.827,1.281,1.649,12.903,13.081,13.296,80,0,0,1,"1:1",250
"Berkeley 78",250,"Berkeley_78,FSR_1067,MWSC_1203,MWSC_1204,OCL_536","o",16.2674,191,19.4325,154,110.90882,5.37128,211.78466,9.599,0.04638,0.03863,0.19621,0.59484,3.52298,2.93451,14.9034,45.18274,-0.06312,0.1015,0.00818,-1.1972,0.10574,0.00852,0.18906,0.05708,0.0046,4286.08024,4351.89132,4419.75491,191,0,-11767.563,-2260.16467,755.84414,71.5394,4.84031,1.61344,9,0.00674,0.00537,0.36825,0.57583,0.93382,"nan",9.175,9.353,9.547,0.0,0.075,0.138,0.484,0.909,1.305,13.11,13.308,13.524,80,0,0,1,"1:1",251
"Berkeley 79",251,"Berkeley_79,MWSC_2986,OCL_86","o",19.296,245,21.06643,219,281.2485,-1.14077,31.18189,0.9132,0.06844,0.06983,0.24695,0.40884,2.8085,2.86587,10.13448,16.77868,-0.0645,0.093,0.00628,-1.56867,0.11533,0.00779,0.39946,0.06403,0.00433,2334.53037,2351.34106,2368.39561,233,0,-6110.50045,1217.26596,53.12744,61.93665,105.76399,52.882,4,0.3043,0.5973,0.73687,0.94401,0.98093,"nan",7.745,7.931,8.149,3.262,3.419,3.661,2.2,2.48,2.846,11.724,11.865,11.993,80,0,0,1,"1:1",252
"Berkeley 80",252,"Berkeley_80,MWSC_3019,OCL_87","o",12.7904,88,12.85871,87,283.58993,-1.21571,32.18284,-1.204,0.03408,0.02465,0.16343,0.18258,1.35648,0.98134,6.50539,7.26794,-0.76527,0.0764,0.00819,-2.71215,0.0937,0.01005,0.40067,0.03786,0.00406,2257.33086,2280.70876,2304.57594,87,0,-6192.24357,1214.48745,-32.07328,189.0749,51.40013,25.70007,4,0.9517,0.988,0.99389,1.0,1.0,"nan",7.655,7.86,8.031,4.054,4.203,4.421,1.444,1.839,2.308,11.695,11.837,11.97,80,0,0,1,"1:1",253
"Berkeley 81",253,"Berkeley_81,MWSC_3039,OCL_88,Theia_4178","o",21.05335,250,21.20642,249,285.41688,-0.45703,33.69162,-2.484,0.0508,0.02799,0.31811,0.3878,3.07558,1.69496,19.26035,23.47966,-1.14455,0.13238,0.00839,-1.96169,0.15551,0.00986,0.25173,0.06745,0.00427,3423.3657,3468.97947,3515.82518,249,0,-5238.76562,1922.51059,-136.94873,44.69637,15.98503,3.07632,27,0.3921,0.7054,0.81101,0.9666,0.98489,"nan",8.148,8.352,8.564,3.663,3.878,4.123,1.795,2.167,2.52,12.551,12.686,12.842,80,0,0,2,"1:m",254
"Berkeley 82",254,"Berkeley_82,MWSC_3065,OCL_103,Theia_2838","o",17.92428,132,17.92428,132,287.83794,13.11652,46.85396,1.619,0.08744,0.08437,0.32861,0.32861,2.03076,1.95941,7.63169,7.63169,0.02824,0.11444,0.00996,-3.19621,0.1263,0.01099,0.729,0.05225,0.00455,1326.25872,1330.63319,1335.03661,130,0,-7212.27548,970.45873,56.07429,7.3756,47.03143,19.2005,6,0.9332,0.9694,0.98023,0.99764,0.99914,"nan",7.787,7.967,8.182,2.585,2.78,2.969,1.195,1.502,1.94,10.5,10.627,10.792,80,0,0,2,"1:m",255
"Berkeley 83",255,"Berkeley_83,FSR_171,OCL_135","o",3.45718,34,5.44431,20,300.35618,28.64342,66.09398,-0.9311,0.0247,0.02292,0.0957,0.33441,2.06944,1.92014,8.01771,28.01801,-2.67733,0.09069,0.02028,-4.8038,0.10798,0.02414,0.15323,0.02438,0.00545,4499.70158,4800.37205,5144.10136,23,0,-6177.14074,4387.97357,-62.18083,"nan","nan","nan",0,0.07566,0.3374,0.50946,0.97385,0.99383,"nan",8.162,8.476,8.783,5.132,5.487,5.852,1.747,2.205,2.74,13.213,13.474,13.695,20,0,0,1,"1:1",256
"Berkeley 84",256,"Berkeley_84,UBC_1089","o",10.70862,103,12.54926,91,301.20042,33.98577,71.00198,1.299,0.10461,0.23446,0.26291,0.47381,4.64186,10.40349,11.66595,21.02409,-2.01162,0.06954,0.00729,-5.55539,0.09608,0.01007,0.35182,0.04292,0.0045,2524.31198,2542.30827,2560.563,96,0,-7294.42748,2403.20935,76.33341,54.16318,42.9483,30.36904,2,0.8193,0.9111,0.93908,0.98654,0.99373,"nan",7.374,7.672,7.876,1.722,1.979,2.194,2.603,2.859,3.133,11.845,11.984,12.127,40,0,0,2,"1:m",257
"Berkeley 85",257,"Berkeley_85,Dolidze_41,FSR_208,MWSC_3309,MWSC_3311,OCL_160,OCL_163","o",33.26723,569,33.231,530,304.69858,37.73114,75.68897,0.9854,0.05436,0.05077,0.20951,0.23573,3.47036,3.24086,13.37493,15.04916,-2.95277,0.0965,0.00419,-4.67293,0.09393,0.00408,0.24852,0.04417,0.00192,3638.57038,3657.71603,3677.06423,519,0,-7217.8109,3543.68528,81.39211,-26.03349,52.87666,10.57533,25,0.4839,0.6998,0.79658,0.94648,0.96777,"nan",7.701,7.901,8.096,3.609,3.827,4.007,2.235,2.476,2.881,12.738,12.845,13.007,40,0,0,2,"1:m",258
"Berkeley 86",258,"Berkeley_86,MWSC_3316,OCL_167","o",8.30307,36,8.93908,33,305.07717,38.67991,76.6401,1.276,0.04076,0.03586,0.16463,0.26512,1.19699,1.05306,4.83494,7.78612,-3.45343,0.08312,0.01447,-5.4686,0.0677,0.01179,0.56276,0.02061,0.00359,1674.21068,1682.66713,1691.20945,36,0,-7733.16475,1636.72426,57.27223,-42.4787,30.99226,21.91483,2,0.8424,0.9549,0.97236,0.99832,0.99907,"nan",6.454,6.575,6.686,2.395,2.548,2.81,0.669,1.124,1.55,10.993,11.159,11.309,10,0,0,1,"m:1",259
