"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"HSC 1093",2705,"nan","o",7.9126,31,8.20129,29,39.82608,64.61883,134.16966,4.127,0.02457,0.01521,0.13691,0.22639,2.58399,1.6001,14.40163,23.81379,-1.38508,0.06137,0.0114,0.49644,0.06086,0.0113,0.13039,0.03043,0.00565,5706.02074,6026.80597,6385.80797,31,0,-12309.34705,4311.69989,465.25001,"nan","nan","nan",0,0.9213,0.9895,0.99534,1.0,1.0,"nan",7.147,7.389,7.695,2.319,2.593,2.811,0.144,0.603,0.88,13.755,13.919,14.113,20,0,0,0,"nan",2706
"HSC 1094",2706,"nan","o",3.08524,17,4.67361,14,39.11405,63.845,134.19508,3.294,0.08333,0.16227,0.16227,0.23231,5.63542,10.97352,10.97352,15.71036,-1.04952,0.05582,0.01492,0.06903,0.04627,0.01237,0.21607,0.01671,0.00447,3752.38731,3874.6868,4005.22696,17,0,-10817.98776,2773.44884,250.33374,"nan","nan","nan",0,0.4114,0.7219,0.83215,0.99541,0.99935,"nan",8.235,8.467,8.747,1.993,2.252,2.512,0.343,0.824,1.113,12.943,13.103,13.276,10,0,0,0,"nan",2707
"HSC 1099",2708,"nan","o",8.33581,62,8.86814,40,37.12049,60.13688,134.73823,-0.4914,0.04442,0.07461,0.07461,0.26279,2.53982,4.26619,4.26619,15.02561,-1.25346,0.06336,0.01002,-0.79381,0.09085,0.01436,0.27107,0.04848,0.00767,3193.82149,3275.95532,3362.42503,60,0,-10427.79374,2326.92569,-1.39101,-32.53549,3.09328,1.54664,1,0.9222,0.9824,0.99016,0.99997,0.99997,"nan",8.099,8.312,8.505,3.575,3.772,3.998,1.245,1.665,2.057,12.405,12.553,12.693,40,0,0,0,"nan",2709
"HSC 1101",2709,"nan","o",6.21779,36,6.79298,33,36.3077,58.22114,135.03962,-2.429,0.06621,0.07438,0.22378,0.39039,4.73612,5.32066,16.0066,27.92467,-1.76348,0.09106,0.01585,0.72875,0.06303,0.01097,0.2143,0.03988,0.00694,3968.56057,4098.29217,4236.79223,36,0,-11019.73456,2893.32741,-145.43874,-36.23972,1.9564,1.38338,2,0.1095,0.4802,0.68165,0.99757,0.99827,"nan",8.938,9.159,9.435,1.699,2.036,2.325,1.407,1.811,2.311,12.963,13.159,13.364,20,0,0,0,"nan",2710
"HSC 1102",2710,"nan","o",3.72569,19,3.59951,12,36.39036,58.31434,135.04718,-2.326,0.04845,0.06234,0.06234,0.20988,2.36807,3.04701,3.04701,10.25785,-0.24199,0.07991,0.02307,-1.11932,0.03304,0.00954,0.33887,0.02477,0.00715,2747.00333,2800.24737,2855.59622,18,0,-10102.32699,1976.81457,-87.77727,"nan","nan","nan",0,0.799,0.9627,0.9796,0.99976,0.99991,"nan",6.625,6.866,7.056,2.07,2.3,2.552,1.066,1.557,1.992,12.125,12.335,12.474,10,0,0,0,"nan",2711
"HSC 1103",2711,"nan","o",4.03526,13,4.63447,11,39.82559,62.44005,135.05149,2.134,0.16533,0.14048,0.68753,0.98932,2.1095,1.79244,8.77309,12.62472,-3.43807,0.19347,0.05833,-1.04737,0.14406,0.04344,1.3438,0.0574,0.01731,727.83029,731.07587,734.35051,13,0,-8638.95575,516.12619,49.34638,-29.37668,14.58597,7.29299,4,0.396,0.8174,0.90555,0.99979,0.99979,"nan",7.544,7.796,8.032,1.179,1.433,1.61,0.001,0.372,0.566,9.12,9.274,9.442,10,0,0,0,"nan",2712
"HSC 1104",2712,"nan","o",8.11075,43,9.15049,39,35.91567,56.73617,135.3654,-3.893,0.04536,0.03442,0.20821,0.32517,2.93601,2.22755,13.47568,21.0454,-0.92016,0.05839,0.00935,-0.56932,0.06349,0.01017,0.25614,0.03856,0.00617,3626.62964,3708.17643,3793.47483,42,0,-10755.26407,2599.29378,-224.19869,-65.68581,2.74672,1.94222,1,0.9754,0.9959,0.99824,1.0,1.0,"nan",8.092,8.314,8.508,1.223,1.406,1.646,0.424,0.902,1.227,12.672,12.846,12.989,10,0,0,0,"nan",2713
"HSC 1105",2713,"nan","o",3.45058,54,3.71844,48,42.41601,64.19562,135.36554,4.216,0.64783,1.51007,1.51007,2.27105,12.625,29.4343,29.4343,44.28016,2.20848,0.21638,0.03123,-3.62504,0.17631,0.02545,0.86113,0.03622,0.00523,1110.78286,1116.54884,1122.37499,48,0,-8914.15001,782.34395,104.91552,-22.22987,10.16788,5.87043,3,0.01537,0.0131,0.50036,0.67742,0.93377,"nan",8.015,8.209,8.421,1.7,1.929,2.101,1.448,1.843,2.24,10.068,10.227,10.343,40,0,0,0,"nan",2714
"HSC 1106",2714,"nan","o",6.83157,52,8.22528,33,39.04666,60.30935,135.55792,0.03096,0.05795,0.13477,0.13477,0.51571,2.14245,4.98212,4.98212,19.06533,0.14358,0.08174,0.01423,-0.7775,0.06448,0.01122,0.4551,0.03191,0.00555,2098.67054,2118.13094,2137.95563,51,0,-9634.22168,1483.09089,25.81726,"nan","nan","nan",0,0.8307,0.933,0.95534,0.99425,0.99825,"nan",6.925,7.144,7.339,2.674,2.905,3.101,1.519,1.935,2.279,11.447,11.618,11.726,40,0,0,0,"nan",2715
"HSC 1107",2715,"nan","o",7.0658,25,7.0658,25,41.52504,62.78034,135.62163,2.768,0.07692,0.15242,0.15242,0.15242,9.65273,19.12671,19.12671,19.12671,-0.89877,0.05967,0.01193,0.40702,0.0581,0.01162,0.11605,0.02498,0.005,6846.31272,7189.86885,7569.72675,25,0,-13253.92901,5022.68374,381.20711,"nan","nan","nan",0,0.2354,0.599,0.7419,0.98791,0.99634,"nan",6.798,7.078,7.289,2.341,2.602,2.847,0.635,1.125,1.473,14.542,14.699,14.918,20,0,0,0,"nan",2716
"HSC 1108",2716,"nan","o",3.40873,27,3.94902,22,42.54324,62.41911,136.20124,2.647,0.04741,0.09525,0.09525,0.18957,4.22758,8.49432,8.49432,16.90585,-0.60349,0.08507,0.01814,0.30093,0.0689,0.01469,0.17203,0.02578,0.0055,4865.98155,5109.54319,5378.77203,27,0,-11805.36193,3532.68689,266.16438,-47.68791,0.39538,0.39538,1,0.00362,0.00462,0.13993,0.24336,0.70532,"nan",7.716,8.057,8.374,1.958,2.255,2.567,1.19,1.613,2.088,13.346,13.56,13.808,20,0,0,0,"nan",2717
"HSC 1109",2717,"nan","o",6.53147,34,7.79537,26,44.86042,64.27439,136.2775,4.772,0.01988,0.01136,0.12034,0.24425,1.67248,0.95522,10.12295,20.54657,0.2238,0.05477,0.01074,0.30611,0.08508,0.01669,0.16749,0.03134,0.00615,4579.20888,4819.75091,5086.96495,33,0,-11592.0746,3319.7072,430.60529,-24.47483,5.12157,1.54421,1,0.3221,0.7173,0.82095,0.99924,0.9996,"nan",8.363,8.662,8.935,3.01,3.333,3.635,1.339,1.741,2.256,13.306,13.494,13.668,20,0,0,0,"nan",2718
"HSC 1112",2718,"nan","o",3.17033,22,3.69672,20,40.85822,58.83272,136.99517,-0.9469,1.26346,2.26183,2.26183,3.19949,7.07044,12.66198,12.66198,17.92043,14.84237,0.75552,0.16894,-11.0104,0.57124,0.12773,3.14632,0.09242,0.02067,319.77424,320.58147,321.39279,16,0,-8356.39394,218.62618,16.10239,1.37582,7.5486,3.7743,4,0.00024,0.00024,0.0377,0.07476,0.35794,"nan",9.039,9.368,10.0,0.0,0.261,0.426,0.051,0.55,0.831,7.339,7.508,7.692,20,0,0,0,"nan",2719
"HSC 1113",2719,"nan","o",4.00058,18,4.00058,18,42.84121,60.41333,137.21807,0.9114,0.06991,0.07287,0.24848,0.24848,1.20709,1.25815,4.29008,4.29008,-0.23619,0.1593,0.03755,-0.40564,0.14061,0.03314,1.00094,0.02754,0.00649,903.29076,989.23573,1093.25514,8,0,-8847.88194,671.81432,38.39481,"nan","nan","nan",0,0.0,0.0,0.23499,0.66972,0.99763,"nan",9.13,9.602,10.0,3.774,4.746,7.0,0.0,0.768,1.217,9.642,10.019,10.561,10,0,0,1,"m:1",2720
"HSC 1115",2720,"nan","o",3.05346,26,4.0158,18,46.98087,62.95286,137.74836,4.076,0.50614,0.94916,0.94916,1.6987,6.65597,12.48275,12.48275,22.34479,6.04977,0.41783,0.09848,-3.33039,0.25304,0.05964,1.30275,0.02551,0.00601,749.65076,753.45203,757.29205,22,0,-8678.12757,505.33094,75.78286,-19.83165,4.26346,2.13173,4,0.00013,0.0002,0.01591,0.03337,0.20708,"nan",8.286,8.594,8.905,0.759,1.08,1.313,0.076,0.537,0.798,9.231,9.392,9.553,20,0,0,0,"nan",2721
"HSC 1116",2721,"nan","o",3.24457,22,4.14283,20,40.4644,56.4035,137.81304,-3.244,0.18149,0.3597,0.3597,0.47813,7.4779,14.82097,14.82097,19.70101,-0.09408,0.13179,0.02947,-2.04966,0.06553,0.01465,0.39823,0.01766,0.00395,2319.9759,2360.76137,2403.00652,22,0,-9868.72854,1582.83502,-108.32741,"nan","nan","nan",0,0.02616,0.06995,0.44149,0.65485,0.87889,"TP ",7.656,7.879,8.134,1.916,2.118,2.321,0.446,0.893,1.246,11.702,11.84,11.995,20,0,0,0,"nan",2722
"HSC 1117",2722,"nan","o",5.51552,65,8.19914,43,50.10748,65.05496,137.82197,6.584,0.0446,0.04255,0.16907,0.45383,4.19896,4.00542,15.91614,42.72341,-0.31656,0.06636,0.01012,0.17143,0.08249,0.01258,0.15534,0.06581,0.01004,5182.19367,5393.66463,5623.12894,65,0,-12091.05439,3597.62208,649.39313,"nan","nan","nan",0,0.01169,0.02241,0.15002,0.24994,0.63903,"nan",7.972,8.294,8.541,2.361,2.604,2.885,1.228,1.601,2.034,13.581,13.749,13.941,40,0,0,0,"nan",2723
"HSC 1118",2723,"nan","o",5.35515,29,5.72511,25,41.55312,57.26633,137.99097,-2.211,0.20134,0.38651,0.38651,0.54693,3.62922,6.96701,6.96701,9.85879,2.76187,0.13696,0.02739,-1.25787,0.0881,0.01762,0.91376,0.07223,0.01445,1026.5991,1032.7708,1039.01716,29,0,-8888.89023,690.66573,-17.08003,-26.73057,10.63861,7.52263,2,0.9874,0.9985,0.99943,1.0,1.0,"nan",8.405,8.6,8.805,1.543,1.741,1.918,0.222,0.579,0.823,9.92,10.035,10.176,20,0,0,0,"nan",2724
"HSC 1119",2724,"nan","o",6.28459,17,6.28459,17,47.97374,63.21464,138.00376,4.53,0.26467,0.26264,0.97443,0.97443,2.30625,2.28859,8.49159,8.49159,-3.58233,0.26582,0.06447,0.01005,0.23627,0.0573,2.00961,0.03325,0.00807,494.18384,499.25208,504.42535,6,0,-8491.75046,332.99741,61.17654,-64.53791,5.8901,3.40065,1,0.0,0.0,0.01876,0.96989,1.0,"nan",8.25,9.133,10.0,0.0,2.482,4.457,0.0,0.305,0.603,7.948,8.687,9.536,10,0,0,1,"m:m",2725
"HSC 1120",2725,"nan","o",5.58586,35,6.24981,29,44.50038,60.25758,138.02003,1.147,0.04823,0.11445,0.11445,0.18474,2.2157,5.25799,5.25799,8.48714,-0.12833,0.06091,0.01131,-0.25929,0.07172,0.01332,0.35159,0.03327,0.00618,2593.42239,2632.27501,2672.30944,35,0,-10078.21534,1760.30065,78.51184,-51.0345,0.0033,0.00234,2,0.229,0.5128,0.66533,0.91384,0.96507,"nan",7.662,7.913,8.119,2.094,2.333,2.581,1.758,2.1,2.548,11.957,12.094,12.265,20,0,0,0,"nan",2726
"HSC 1125",2727,"nan","o",3.50475,12,3.48128,10,49.11789,61.77124,139.2092,3.572,0.23973,0.31044,0.74404,1.33516,3.1315,4.05523,9.7196,17.44381,-1.72028,0.17728,0.05606,-1.60871,0.13619,0.04307,1.29655,0.01674,0.00529,744.4017,748.4318,752.50578,12,0,-8687.38837,488.00016,68.88206,-26.11187,1.64434,0.82217,4,0.7834,0.9675,0.98712,1.0,1.0,"nan",7.912,8.159,8.575,0.32,0.607,0.825,0.002,0.422,0.633,9.18,9.349,9.519,10,0,0,0,"nan",2728
"HSC 1127",2728,"nan","o",3.55358,27,6.38786,16,48.72767,61.16671,139.36804,2.96,0.10557,0.24011,0.24011,0.83747,1.80539,4.10628,4.10628,14.32301,1.90379,0.14177,0.03544,-3.6285,0.14,0.035,0.99365,0.05362,0.0134,972.41157,979.83828,987.37929,26,0,-8864.45607,637.21771,73.29823,-6.40531,13.87146,6.93573,4,0.7344,0.954,0.97934,0.99997,0.99997,"nan",7.575,7.845,8.057,1.094,1.307,1.487,0.109,0.692,0.961,9.808,9.96,10.089,20,0,0,0,"nan",2729
"HSC 1128",2729,"nan","o",5.40624,65,6.90622,53,47.19765,59.19079,139.72659,0.8733,0.0747,0.08128,0.25774,0.71714,3.45865,3.76359,11.9341,33.20776,0.85343,0.10344,0.01421,-0.76033,0.09369,0.01287,0.3318,0.05479,0.00753,2608.05487,2652.9793,2699.47852,64,0,-10145.76593,1714.78334,66.41685,-33.42478,11.29947,5.64973,4,0.05447,0.09955,0.43634,0.61372,0.83761,"nan",7.951,8.212,8.442,3.353,3.642,3.895,2.086,2.415,2.821,11.937,12.096,12.228,40,0,0,0,"nan",2730
"HSC 1129",2730,"nan","o",4.84038,26,4.9032,23,45.98966,57.77655,139.87665,-0.6682,0.05164,0.05866,0.17321,0.27425,2.49571,2.83519,8.37139,13.25496,-0.31336,0.06574,0.01371,-0.49641,0.10891,0.02271,0.32785,0.05162,0.01076,2698.5543,2769.12893,2843.49414,26,0,-10239.34222,1784.40526,-6.07077,"nan","nan","nan",0,0.9415,0.9899,0.99521,0.99999,1.0,"nan",7.665,7.865,8.114,2.739,2.958,3.155,0.263,0.649,0.964,12.18,12.311,12.476,20,0,0,0,"nan",2731
"HSC 1130",2731,"nan","o",5.87181,44,5.87181,44,47.28384,58.54687,140.08877,0.339,0.18565,0.29149,0.52459,0.52459,7.22182,11.33889,20.40685,20.40685,0.75975,0.10924,0.01647,-0.9167,0.11651,0.01756,0.41362,0.02781,0.00419,2206.7023,2228.76245,2251.26812,39,0,-9831.45146,1429.95041,38.36438,-22.13857,0.0,8.22297,1,0.1137,0.2765,0.49901,0.75073,0.87447,"nan",6.814,6.991,7.184,2.833,3.051,3.248,2.423,2.649,3.061,11.605,11.75,11.901,40,0,0,0,"nan",2732
"HSC 1131",2732,"nan","o",7.36159,91,9.54558,78,45.18016,56.37019,140.16791,-2.113,2.96596,6.76759,7.42221,12.20332,15.36458,35.19063,38.63131,64.13314,15.52089,0.88695,0.10043,-13.59923,1.81326,0.20531,3.34668,0.15081,0.01708,296.28902,296.54434,296.8001,65,0,-8349.56941,189.81958,10.45065,-2.70346,11.34162,2.07069,30,0.2909,0.772,0.88039,0.997,0.99931,"nan",7.719,7.987,8.206,0.43,0.638,0.817,0.476,1.086,1.421,7.162,7.326,7.466,80,0,0,0,"nan",2733
"HSC 1133",2733,"nan","o",5.48699,17,5.78731,16,57.24234,63.87959,141.02427,7.434,0.09764,0.22336,0.22336,0.27735,5.58517,12.77652,12.77652,15.86487,-0.16287,0.07356,0.01839,0.23926,0.08161,0.0204,0.27574,0.01366,0.00342,3196.86402,3277.40092,3362.10052,17,0,-10647.35382,2044.13063,451.31168,"nan","nan","nan",0,0.00305,0.00749,0.13584,0.24578,0.63993,"nan",8.117,8.342,8.557,1.666,1.93,2.127,0.848,1.232,1.639,12.476,12.666,12.797,10,0,0,0,"nan",2734
"HSC 1134",2734,"nan","o",6.24339,32,6.24339,32,50.87574,59.00097,141.4338,1.704,0.17099,0.23564,0.51347,0.51347,2.94847,4.06335,8.85439,8.85439,-0.42772,0.13155,0.02326,-1.12798,0.10394,0.01837,0.98098,0.0475,0.0084,983.15113,987.99349,992.88378,26,0,-8894.05398,615.6615,52.16211,-8.31982,4.68788,2.34394,4,0.00085,0.00298,0.05363,0.09879,0.38315,"nan",6.602,6.819,6.943,1.49,1.743,1.993,0.747,1.224,1.799,9.795,9.947,10.097,20,0,0,0,"nan",2735
"HSC 1136",2735,"nan","o",3.28552,59,4.06261,51,50.98221,58.94595,141.50991,1.688,0.15102,0.24313,0.24313,0.32704,9.63505,15.51159,15.51159,20.86491,-0.4162,0.11885,0.01664,-0.22603,0.0918,0.01285,0.24746,0.05977,0.00837,3563.52855,3655.35293,3752.03471,58,0,-10981.54644,2274.03059,135.82945,"nan","nan","nan",0,0.3647,0.7658,0.84614,0.97884,0.99189,"nan",7.704,7.932,8.152,3.141,3.332,3.559,1.961,2.311,2.699,12.621,12.765,12.932,10,0,0,0,"nan",2736
"HSC 1137",2736,"nan","o",4.64998,58,5.52048,41,181.59017,48.72241,141.95944,66.71,4.08959,6.83845,6.83845,12.77803,14.17242,23.77128,23.77128,44.95466,13.21171,1.34691,0.21035,0.89475,1.03239,0.16123,4.99405,0.2374,0.03708,198.05319,198.22051,198.3881,55,0,-8183.2399,48.30114,203.02179,-10.77425,11.89847,3.30004,13,0.5161,0.9307,0.97038,1.0,1.0,"nan",8.017,8.369,8.798,0.0,0.119,0.222,0.0,0.321,0.52,6.407,6.539,6.725,40,0,0,0,"nan",2737
"HSC 1138",2737,"nan","o",7.49834,186,9.59194,90,148.97789,69.11983,142.00847,40.89,0.09593,0.19299,0.19299,1.64906,5.75906,11.58527,11.58527,99.02248,0.19946,0.57359,0.06046,-0.16003,0.603,0.06356,0.0768,0.28778,0.03033,3364.74152,3439.52809,3517.71473,177,0,-10165.25546,1600.40732,2277.79982,"nan","nan","nan",0,0.00175,0.00213,0.03046,0.05523,0.20083,"nan",7.642,8.207,9.001,0.882,2.073,2.933,0.695,1.363,1.888,12.687,12.922,13.123,80,0,0,0,"nan",2738
"HSC 1139",2738,"nan","o",6.35859,45,6.50451,42,63.72903,65.50885,142.02128,10.49,1.66848,3.52987,3.52987,3.79695,12.31017,26.06939,26.06939,28.04739,-7.08923,0.47333,0.07304,-0.51617,0.47096,0.07267,2.357,0.08795,0.01357,421.77826,422.61437,423.45379,31,0,-8449.3254,255.71469,98.60453,-13.03301,7.79802,2.08411,14,0.05875,0.3935,0.61964,0.98141,0.97988,"nan",7.815,8.123,8.446,0.871,1.159,1.378,0.35,0.941,1.32,7.918,8.091,8.226,40,0,0,0,"nan",2739
"HSC 1140",2739,"nan","o",3.66345,40,6.74622,25,37.72754,41.73808,142.13018,-17.4,0.75995,1.14986,1.14986,2.92337,9.99718,15.12765,15.12765,38.48832,-2.52138,0.23558,0.04712,-3.3246,0.17614,0.03523,1.29303,0.03183,0.00637,750.61066,753.68759,756.78985,35,0,-8690.30258,441.50574,-203.07399,-11.57162,15.58457,4.69893,11,0.7846,0.9752,0.98897,0.99996,0.99996,"nan",8.045,8.336,8.579,0.055,0.192,0.292,0.055,0.533,0.753,9.177,9.332,9.502,40,0,0,0,"nan",2740
"HSC 1146",2741,"nan","o",4.48372,13,4.89821,12,51.32482,56.20621,143.17451,-0.4955,0.24086,0.48394,0.48394,0.49987,3.08603,6.20064,6.20064,6.40479,1.51713,0.24951,0.07203,-5.10663,0.10771,0.03109,1.3083,0.03977,0.01148,730.64072,734.10129,737.5948,12,0,-8709.58757,439.98954,15.95668,-7.98061,7.5771,3.38858,5,0.5629,0.8654,0.93425,0.99996,0.99996,"nan",8.049,8.32,8.548,1.863,2.108,2.375,0.02,0.512,0.735,9.205,9.349,9.533,10,0,0,0,"nan",2742
"HSC 1147",2742,"nan","o",4.30481,12,5.01827,11,33.67904,30.38466,143.48321,-29.14,0.78035,0.72618,3.0158,5.18593,4.08738,3.80363,15.81,27.23598,10.56846,0.35486,0.10699,-3.69889,0.31875,0.09611,3.30158,0.04638,0.01398,299.24576,300.08967,300.93835,11,0,-8332.99369,155.96665,-124.79752,-0.25484,2.77054,1.23902,5,0.9584,0.9962,0.99868,1.0,1.0,"nan",7.95,8.24,8.471,0.008,0.147,0.21,0.003,0.422,0.629,7.14,7.305,7.48,10,0,0,0,"nan",2743
"HSC 1149",2744,"nan","o",6.65737,51,6.65737,51,60.29551,61.60646,143.57642,6.596,1.6686,2.2427,5.07596,5.07596,16.88831,22.70414,51.49526,51.49526,-4.21858,0.29403,0.04117,0.48583,0.2596,0.03635,1.70411,0.04656,0.00652,578.63399,579.74062,580.8515,48,0,-8585.20154,341.94302,88.57775,-19.7899,7.02045,1.6106,19,0.9363,0.985,0.99144,0.99991,0.99997,"nan",7.915,8.155,8.355,0.713,0.884,1.075,1.175,1.587,2.027,8.58,8.75,8.881,40,0,0,0,"nan",2745
"HSC 1150",2745,"nan","o",5.52226,15,5.64869,13,51.92878,55.34277,143.93784,-1.023,0.05812,0.05807,0.21305,0.26977,1.68536,1.68371,6.17777,7.8222,1.08274,0.07543,0.02092,-0.47497,0.09087,0.0252,0.56752,0.02506,0.00695,1636.54985,1661.35612,1686.92598,13,0,-9464.83496,977.82371,-5.42402,"nan","nan","nan",0,0.8139,0.9714,0.98916,1.0,1.0,"nan",7.297,7.558,7.859,2.719,3.015,3.19,0.352,0.932,1.357,10.984,11.122,11.269,10,0,0,0,"nan",2746
"HSC 1152",2746,"nan","o",3.35012,11,3.35012,11,52.50727,55.58915,144.06948,-0.6345,2.12263,1.31274,11.83149,11.83149,2.1492,1.3288,12.14726,12.14726,-45.49121,2.63328,0.79396,-13.73428,4.62589,1.39476,17.42795,1.11571,0.3364,57.9592,57.98645,58.01373,10,0,-8168.92527,34.02462,20.27804,-9.83146,6.61972,2.20657,9,0.00106,0.00439,0.42162,0.65541,0.93726,"nan",7.754,8.117,8.525,0.0,0.04,0.107,0.0,0.306,0.547,3.748,3.822,3.925,10,0,0,0,"nan",2747
"HSC 1153",2747,"nan","o",4.6988,18,4.6988,18,56.91564,58.5412,144.24435,3.162,0.1778,0.26505,0.26505,0.26505,12.69116,18.91927,18.91927,18.91927,-0.52632,0.07721,0.0182,-0.01433,0.03342,0.00788,0.2113,0.01778,0.00419,3979.36727,4089.78394,4206.50301,18,0,-11435.25536,2386.14621,254.89687,"nan","nan","nan",0,0.7129,0.9278,0.95915,0.99991,0.99991,"nan",6.995,7.273,7.526,2.176,2.424,2.668,0.124,0.592,0.846,13.274,13.456,13.655,10,0,0,0,"nan",2748
"HSC 1155",2748,"nan","o",8.18252,96,9.58754,37,39.98412,40.55641,144.26385,-17.78,1.92102,4.05622,4.05622,14.47468,9.49844,20.08187,20.08187,73.10463,-3.86659,0.43589,0.07166,-12.66367,0.58919,0.09686,3.48782,0.10575,0.01739,282.89791,283.19089,283.48447,78,0,-8341.08671,157.50034,-65.10731,-8.05845,11.28145,3.56751,10,0.9728,0.9968,0.99873,1.0,1.0,"nan",8.053,8.307,8.601,0.022,0.161,0.251,0.167,0.671,0.972,7.05,7.219,7.365,20,0,0,0,"nan",2749
"HSC 1162",2749,"nan","o",7.3353,28,7.58222,27,56.65473,56.82782,145.19443,1.729,0.08618,0.14849,0.23467,0.37586,4.91439,8.46771,13.38199,21.43344,-1.9448,0.13873,0.0267,1.33554,0.11234,0.02162,0.27326,0.0391,0.00752,3142.20783,3267.21289,3402.57606,28,0,-10803.17717,1864.05651,126.24932,-51.02881,1.98911,1.14841,3,0.04566,0.1339,0.43724,0.64399,0.85362,"nan",8.671,8.857,9.049,3.387,3.619,3.854,1.619,1.952,2.43,12.421,12.594,12.727,20,0,0,0,"nan",2750
"HSC 1163",2750,"nan","o",3.30744,55,7.96365,30,52.3633,53.26384,145.32014,-2.597,0.03767,0.02695,0.18255,0.72645,2.02279,1.44716,9.80312,39.01358,0.46204,0.11469,0.02094,-0.84408,0.10046,0.01834,0.31081,0.04109,0.0075,2997.2151,3076.8855,3160.90708,53,0,-10649.98003,1748.92319,-112.14512,-104.37605,29.53983,20.88781,2,0.0127,0.0423,0.29195,0.46892,0.79178,"nan",7.969,8.226,8.49,3.404,3.679,3.917,1.688,2.083,2.556,12.274,12.461,12.598,40,0,0,0,"nan",2751
"HSC 1165",2751,"nan","o",9.58338,71,9.58338,71,57.43857,57.1013,145.35982,2.209,4.06145,4.84111,13.22418,13.22418,12.18614,14.53573,40.33061,40.33061,31.99629,3.03888,0.36065,-21.38122,4.94257,0.58658,5.76966,0.4119,0.04888,171.50677,171.62465,171.74269,53,0,-8263.05309,97.48266,27.77571,4.99991,15.26359,3.25421,22,0.05014,0.3325,0.56888,0.99644,0.99644,"nan",7.758,8.041,8.305,0.048,0.24,0.349,0.051,0.615,0.881,6.03,6.169,6.335,20,0,0,0,"nan",2752
"HSC 1166",2752,"nan","o",3.90351,16,4.47855,15,68.32161,62.76882,145.43985,10.05,0.36973,0.5222,0.5222,0.69178,5.93892,8.38816,8.38816,11.11238,3.13772,0.24124,0.06229,-8.4512,0.20085,0.05186,1.03923,0.05966,0.0154,912.86217,920.32186,927.90447,13,0,-8867.83643,514.05684,183.3613,-18.69261,4.64998,3.28803,2,0.00056,0.00056,0.0783,0.15122,0.57539,"TP?",8.532,8.872,9.251,1.762,2.13,2.46,1.046,1.725,2.098,9.708,9.838,10.051,10,0,0,0,"nan",2753
"HSC 1168",2753,"nan","o",3.45246,17,3.90605,10,51.07798,51.37258,145.72799,-4.604,0.08228,0.10014,0.10014,0.20305,6.19978,7.54556,7.54556,15.30015,0.0139,0.07547,0.02387,0.13612,0.07714,0.02439,0.20673,0.02106,0.00666,3958.67118,4317.31479,4747.41631,16,0,-11679.04862,2423.33565,-316.64172,"nan","nan","nan",0,0.00381,0.0061,0.06929,0.12027,0.38624,"nan",8.909,9.22,9.406,1.197,1.507,1.754,1.297,1.714,2.108,12.863,13.171,13.365,10,0,0,0,"nan",2754
"HSC 1169",2754,"nan","o",4.1998,22,4.1998,22,107.41953,69.67828,145.77064,26.88,3.09285,5.70883,5.70883,5.70883,12.01368,22.2271,22.2271,22.2271,-1.47922,1.32813,0.28316,-29.00352,0.65528,0.13971,4.45074,0.09931,0.02117,222.07625,222.34025,222.60487,18,0,-8285.678,111.55175,121.75634,1.17598,2.18693,0.7732,8,0.225,0.7766,0.88937,0.9976,0.99823,"nan",7.5,7.816,8.174,0.0,0.025,0.077,0.0,0.251,0.427,6.583,6.752,6.924,20,0,0,0,"nan",2755
"HSC 1170",2755,"nan","o",7.4009,27,7.4009,27,57.45629,56.40295,145.80422,1.67,0.07625,0.121,0.21445,0.21445,6.48035,10.28426,18.22657,18.22657,-0.19202,0.06934,0.01334,0.25301,0.05677,0.01093,0.17201,0.02484,0.00478,4733.68074,4869.70781,5013.78392,27,0,-12147.72664,2735.72638,173.00323,"nan","nan","nan",0,0.04181,0.07513,0.43822,0.62106,0.89615,"nan",7.345,7.608,7.837,2.448,2.653,2.903,0.766,1.231,1.637,13.344,13.517,13.673,20,0,0,0,"nan",2756
"HSC 1172",2756,"nan","o",10.58758,68,10.58758,68,61.55743,58.44067,146.16576,4.652,0.07858,0.06709,0.32553,0.32553,5.50112,4.69635,22.78905,22.78905,-0.17936,0.08329,0.0101,0.01631,0.07046,0.00854,0.21951,0.04228,0.00513,3949.59311,4011.02169,4074.39127,68,0,-11441.91562,2225.95129,354.59532,-82.75732,9.68089,2.9189,1,0.4237,0.7294,0.82997,0.98334,0.99485,"nan",7.348,7.582,7.817,2.1,2.306,2.553,1.364,1.719,2.162,12.875,13.033,13.202,10,0,0,0,"nan",2757
