"Cluster","logAge","Nmemb","RAJ2000","s_RAJ2000","DEJ2000","s_DEJ2000","plx","s_plx","pmRA","s_pmRA","pmDE","s_pmDE","dist","s_dist","[Fe/H]","e_[Fe/H]","o_[Fe/H]","[O/Fe]","e_[O/Fe]","o_[O/Fe]","[Na/Fe]","e_[Na/Fe]","o_[Na/Fe]","[Mg/Fe]","e_[Mg/Fe]","o_[Mg/Fe]","[Al/Fe]","e_[Al/Fe]","o_[Al/Fe]","[Si/Fe]","e_[Si/Fe]","o_[Si/Fe]","[Ca/Fe]","e_[Ca/Fe]","o_[Ca/Fe]","[Ti/Fe]","e_[Ti/Fe]","o_[Ti/Fe]","[V/Fe]","e_[V/Fe]","o_[V/Fe]","[Cr/Fe]","e_[Cr/Fe]","o_[Cr/Fe]","[Mn/Fe]","e_[Mn/Fe]","o_[Mn/Fe]","[Co/Fe]","e_[Co/Fe]","o_[Co/Fe]","[Ni/Fe]","e_[Ni/Fe]","o_[Ni/Fe]","[Cu/Fe]","e_[Cu/Fe]","o_[Cu/Fe]","[Zn/Fe]","e_[Zn/Fe]","o_[Zn/Fe]","[Y/Fe]","e_[Y/Fe]","o_[Y/Fe]","[Zr/Fe]","e_[Zr/Fe]","o_[Zr/Fe]","[Ba/Fe]","e_[Ba/Fe]","o_[Ba/Fe]","[La/Fe]","e_[La/Fe]","o_[La/Fe]","[Nd/Fe]","e_[Nd/Fe]","o_[Nd/Fe]","[Eu/Fe]","e_[Eu/Fe]","o_[Eu/Fe]"
"NGC_6253",9.51,437,254.780167,0.074914,-52.710419,0.045678,0.564,0.049,-4.525,0.17,-5.277,0.131,1.785,0.172,0.258,0.07,8.0,0.186,0.294,5.0,0.46,0.081,5.0,0.102,0.069,5.0,0.312,0.042,5.0,0.19,0.038,5.0,0.2,0.077,5.0,0.047,0.061,5.0,0.417,0.242,4.0,0.14,0.035,5.0,0.183,0.069,5.0,0.173,0.058,5.0,0.3,0.067,5.0,0.174,0.066,5.0,0.184,0.181,5.0,0.001,0.046,5.0,0.011,0.057,5.0,0.281,0.179,5.0,-0.153,0.047,5.0,-0.018,0.111,2.0,-0.071,0.039,3.0
"NGC_6405",7.54,616,265.072235,0.333922,-32.238403,0.272151,2.161,0.11,-1.344,0.395,-5.806,0.37,0.465,0.025,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6469",7.84,57,268.277344,0.067481,-22.297613,0.077821,0.591,0.053,0.661,0.131,0.811,0.1,1.707,0.165,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6475",8.35,1075,268.446472,0.895996,-34.831081,0.869186,3.568,0.128,3.104,0.491,-5.371,0.467,0.282,0.01,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6494",8.58,772,269.236694,0.265232,-18.985973,0.269839,1.355,0.067,0.278,0.217,-1.799,0.213,0.741,0.037,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6531",7.11,211,271.033813,0.151643,-22.50415,0.119632,0.802,0.056,0.532,0.177,-1.422,0.304,1.254,0.088,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6583",9.08,176,273.961212,0.052355,-22.143101,0.049086,0.416,0.049,1.297,0.112,0.106,0.095,2.408,0.286,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6649",7.85,498,278.359009,0.050374,-10.39998,0.052461,0.469,0.087,-0.015,0.184,-0.038,0.19,2.148,0.415,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6705",8.49,1326,282.766327,0.070986,-6.269885,0.071014,0.434,0.085,-1.573,0.165,-4.144,0.157,2.339,0.413,0.103,0.037,12.0,-0.069,0.051,12.0,0.275,0.05,12.0,-0.052,0.017,12.0,0.0,0.066,12.0,0.01,0.019,12.0,0.087,0.033,12.0,-0.034,0.026,12.0,0.178,0.077,8.0,"nan","nan","nan",0.129,0.023,12.0,-0.001,0.025,12.0,0.144,0.019,12.0,0.168,0.083,12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6791",9.8,1635,290.220978,0.086222,37.777603,0.0694,0.188,0.09,-0.42,0.182,-2.274,0.216,4.413,1.042,0.332,0.028,13.0,-0.007,0.055,7.0,0.139,0.063,7.0,0.062,0.043,7.0,0.325,0.041,7.0,0.071,0.031,7.0,0.004,0.029,7.0,0.02,0.023,7.0,0.647,0.101,7.0,"nan","nan","nan",0.003,0.032,7.0,0.02,0.042,7.0,0.223,0.025,7.0,0.189,0.04,7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6811",9.03,297,294.338165,0.283638,46.37751,0.205291,0.87,0.042,-3.385,0.147,-8.794,0.15,1.152,0.056,-0.048,0.02,7.0,-0.157,0.016,1.0,0.082,0.058,7.0,-0.044,0.012,7.0,-0.023,0.029,7.0,-0.045,0.01,7.0,0.043,0.016,7.0,-0.006,0.025,7.0,"nan","nan","nan","nan","nan","nan",0.039,0.013,7.0,-0.064,0.116,7.0,0.008,0.012,7.0,-0.028,0.077,7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6819",9.35,1525,295.326935,0.131033,40.189911,0.103684,0.357,0.051,-2.909,0.143,-3.857,0.155,2.799,0.392,0.058,0.031,45.0,-0.013,0.096,38.0,0.096,0.086,40.0,0.006,0.017,40.0,0.108,0.065,40.0,0.022,0.032,39.0,0.114,0.021,40.0,-0.012,0.028,40.0,0.297,0.134,30.0,"nan","nan","nan",0.05,0.02,40.0,-0.017,0.06,39.0,0.118,0.027,40.0,0.042,0.053,40.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_6866",8.81,111,300.982971,0.115482,44.171337,0.093421,0.685,0.03,-1.366,0.077,-5.733,0.076,1.464,0.063,0.002,0.018,2.0,"nan","nan","nan",0.094,0.012,2.0,-0.037,0.013,2.0,-0.032,0.001,2.0,-0.068,0.005,2.0,0.044,0.009,2.0,-0.011,0.005,2.0,"nan","nan","nan","nan","nan","nan",0.072,0.004,2.0,0.007,0.088,2.0,0.042,0.006,2.0,0.022,0.01,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_7058",7.61,42,320.452026,0.134486,50.821327,0.085469,2.729,0.044,7.423,0.209,2.889,0.255,0.366,0.006,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_7062",8.63,100,320.8573,0.074028,46.385368,0.0499,0.4,0.045,-1.919,0.126,-4.031,0.086,2.508,0.282,0.005,0.008,1.0,"nan","nan","nan",0.206,0.04,1.0,-0.067,0.011,1.0,-0.045,0.019,1.0,-0.06,0.011,1.0,0.064,0.012,1.0,-0.025,0.019,1.0,"nan","nan","nan","nan","nan","nan",0.039,0.014,1.0,0.144,0.041,1.0,0.048,0.012,1.0,-0.041,0.034,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_7086",8.29,598,322.623901,0.17701,51.59362,0.103192,0.589,0.05,-1.649,0.16,-1.621,0.143,1.707,0.154,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_7419",7.5,317,343.578064,0.089433,60.814781,0.043823,0.281,0.063,-2.761,0.152,-1.622,0.165,3.498,0.698,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_752",9.07,224,29.199253,0.74669,37.801239,0.347557,2.228,0.074,9.811,0.26,-11.709,0.296,0.45,0.015,-0.04,0.007,1.0,0.002,0.014,1.0,0.056,0.038,1.0,-0.093,0.01,1.0,0.047,0.018,1.0,-0.025,0.01,1.0,0.079,0.011,1.0,-0.065,0.017,1.0,"nan","nan","nan","nan","nan","nan",0.001,0.014,1.0,-0.142,0.037,1.0,-0.003,0.012,1.0,-0.102,0.032,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC_7789",9.19,2920,359.303497,75.648895,56.724556,0.186467,0.451,0.054,-0.926,0.146,-1.93,0.141,2.226,0.28,-0.013,0.023,17.0,-0.131,0.164,14.0,-0.096,0.135,15.0,-0.029,0.034,15.0,0.024,0.095,15.0,-0.04,0.051,15.0,0.071,0.03,15.0,-0.032,0.063,15.0,0.239,0.048,5.0,"nan","nan","nan",0.005,0.016,15.0,-0.05,0.052,14.0,0.029,0.031,15.0,0.039,0.031,14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Negueruela_1",7.23,58,356.85376,0.055589,63.218258,0.026837,0.286,0.067,-2.969,0.216,-1.337,0.158,3.425,0.622,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"RSG_7",7.59,194,344.276764,1.251187,59.283928,0.732375,2.311,0.109,5.029,0.402,-1.499,0.568,0.435,0.021,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"RSG_8",7.43,444,345.101654,1.355991,59.386086,0.748305,2.178,0.176,5.47,0.455,-1.643,0.461,0.462,0.038,0.009,0.01,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht_145",8.91,221,282.642334,0.30884,-18.263105,0.418993,1.649,0.074,8.324,0.321,-4.075,0.277,0.609,0.028,0.007,0.052,2.0,-0.11,0.087,2.0,0.129,0.046,2.0,-0.09,0.062,2.0,0.015,0.047,2.0,-0.038,0.051,2.0,0.19,0.043,2.0,-0.065,0.035,2.0,0.106,0.144,2.0,-0.048,0.009,2.0,0.024,0.061,2.0,-0.141,0.041,2.0,0.015,0.041,2.0,-0.112,0.062,2.0,-0.156,0.057,1.0,0.195,0.055,2.0,0.134,0.115,2.0,0.461,0.05,2.0,-0.07,0.059,2.0,0.074,0.087,1.0,-0.153,0.013,2.0
"Ruprecht_147",9.48,175,289.05722,0.543256,-16.337017,0.740169,3.252,0.118,-0.942,0.46,-26.605,0.637,0.309,0.011,0.11,0.049,42.0,0.008,0.152,16.0,0.115,0.057,39.0,-0.029,0.041,39.0,0.072,0.08,40.0,0.049,0.108,40.0,0.07,0.053,40.0,-0.012,0.06,40.0,0.086,0.214,23.0,-0.037,0.054,39.0,0.05,0.048,39.0,0.563,0.399,28.0,-0.042,0.072,40.0,0.013,0.064,39.0,0.042,0.109,37.0,0.029,0.12,39.0,-0.006,0.071,5.0,0.059,0.148,37.0,0.073,0.242,10.0,0.11,0.037,5.0,-0.029,0.042,4.0
"Ruprecht_82",8.66,99,146.420303,0.08814,-54.004566,0.052574,0.432,0.038,-6.432,0.089,4.363,0.105,2.316,0.205,-0.027,0.008,1.0,"nan","nan","nan",0.202,0.04,1.0,-0.038,0.011,1.0,-0.021,0.019,1.0,-0.028,0.011,1.0,0.057,0.012,1.0,-0.01,0.019,1.0,"nan","nan","nan","nan","nan","nan",0.052,0.015,1.0,0.071,0.041,1.0,0.02,0.012,1.0,0.075,0.034,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht_85",8.31,126,150.363373,0.059712,-55.110924,0.035257,0.177,0.057,-4.424,0.124,3.239,0.106,4.917,1.158,-0.238,0.008,1.0,0.127,0.015,1.0,0.048,0.043,1.0,0.039,0.011,1.0,0.031,0.018,1.0,0.055,0.01,1.0,0.108,0.013,1.0,-0.04,0.018,1.0,0.074,0.051,1.0,"nan","nan","nan",0.019,0.016,1.0,-0.098,0.04,1.0,-0.032,0.013,1.0,-0.065,0.036,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht_96",7.67,88,177.669922,0.091567,-62.138794,0.040266,0.288,0.049,-5.484,0.077,0.82,0.076,3.438,0.563,0.03,0.007,1.0,-0.077,0.012,1.0,0.309,0.034,1.0,-0.068,0.009,1.0,0.045,0.017,1.0,-0.039,0.009,1.0,0.083,0.01,1.0,0.003,0.014,1.0,0.118,0.041,1.0,"nan","nan","nan",0.038,0.012,1.0,-0.015,0.032,1.0,0.102,0.01,1.0,0.059,0.028,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht_97",8.25,31,179.372543,0.082748,-62.706703,0.026584,0.193,0.022,-6.495,0.051,0.443,0.059,4.989,0.46,0.097,0.006,1.0,-0.005,0.011,1.0,0.304,0.031,1.0,-0.046,0.009,1.0,0.097,0.016,1.0,0.056,0.009,1.0,0.086,0.009,1.0,-0.039,0.013,1.0,0.131,0.038,1.0,"nan","nan","nan",0.112,0.011,1.0,-0.034,0.029,1.0,0.189,0.01,1.0,0.267,0.026,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"SAI_116",8.1,163,177.321732,0.105607,-62.228951,0.043706,0.208,0.056,-7.737,0.128,1.341,0.091,4.503,0.93,0.161,0.008,2.0,-0.065,0.035,2.0,0.293,0.1,2.0,0.018,0.011,2.0,0.202,0.021,2.0,0.058,0.008,2.0,0.106,0.001,2.0,-0.054,0.001,2.0,0.27,0.027,2.0,"nan","nan","nan",0.121,0.026,2.0,-0.003,0.048,2.0,0.188,0.002,2.0,0.027,0.012,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"SAI_16",9.0,29,31.376696,0.085815,62.263447,0.026345,0.161,0.065,-0.741,0.071,-0.344,0.087,5.167,1.132,-0.191,0.011,1.0,"nan","nan","nan",0.082,0.06,1.0,0.019,0.015,1.0,-0.029,0.028,1.0,-0.051,0.015,1.0,0.108,0.02,1.0,0.046,0.03,1.0,"nan","nan","nan","nan","nan","nan",0.049,0.024,1.0,0.322,0.065,1.0,-0.028,0.019,1.0,0.007,0.054,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Sher_1",7.12,39,165.258667,0.029318,-60.232307,0.014417,0.094,0.056,-5.397,0.138,2.364,0.094,7.033,1.949,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Stock_2",8.6,1338,33.815437,2.028707,59.549225,0.794553,2.638,0.084,15.848,0.685,-13.682,0.629,0.378,0.012,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Stock_7",7.86,144,37.437737,0.491102,60.629448,0.21645,1.438,0.054,-3.51,0.228,0.544,0.248,0.696,0.028,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_10",8.79,73,86.096375,0.072405,28.827852,0.048526,0.333,0.076,0.856,0.169,-1.907,0.175,2.964,0.598,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_12",8.92,40,96.424629,0.080831,13.608242,0.049599,0.22,0.068,-0.697,0.18,-0.949,0.167,3.935,0.688,-0.172,0.004,2.0,"nan","nan","nan",0.411,0.015,2.0,-0.019,0.029,2.0,0.005,0.011,2.0,-0.062,0.003,2.0,0.067,0.003,2.0,-0.041,0.041,2.0,"nan","nan","nan","nan","nan","nan",-0.004,0.025,2.0,-0.048,0.308,2.0,-0.028,0.007,2.0,0.079,0.028,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_51",8.83,80,88.46109,0.036767,26.834419,0.039397,0.202,0.106,0.55,0.201,-0.379,0.244,3.929,1.039,-0.319,0.012,1.0,"nan","nan","nan",0.035,0.067,1.0,0.049,0.017,1.0,-0.014,0.029,1.0,-0.01,0.016,1.0,0.074,0.023,1.0,0.064,0.034,1.0,"nan","nan","nan","nan","nan","nan",0.018,0.027,1.0,0.202,0.073,1.0,-0.043,0.022,1.0,-0.229,0.061,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_7",8.65,22,296.928925,0.057079,24.273987,0.069086,0.134,0.053,-2.905,0.096,-4.884,0.132,4.809,0.549,0.068,0.044,3.0,"nan","nan","nan",0.068,0.038,1.0,-0.064,0.01,1.0,-0.067,0.02,1.0,-0.053,0.011,1.0,0.023,0.011,1.0,0.055,0.019,1.0,"nan","nan","nan","nan","nan","nan",0.108,0.014,1.0,0.042,0.04,1.0,0.077,0.012,1.0,0.204,0.033,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch_84",9.02,167,256.090271,0.046787,-42.068062,0.038343,0.401,0.163,-1.691,0.281,-1.106,0.251,2.505,0.801,0.194,0.081,3.0,-0.203,0.018,1.0,0.21,0.203,3.0,-0.021,0.033,3.0,0.021,0.073,3.0,-0.058,0.022,3.0,0.081,0.016,3.0,-0.011,0.047,3.0,"nan","nan","nan","nan","nan","nan",0.06,0.032,3.0,0.106,0.075,3.0,0.15,0.004,3.0,0.185,0.049,3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Tombaugh_4",9.2,174,37.30246,0.129887,61.789124,0.072733,0.258,0.1,-1.05,0.164,-0.157,0.204,3.587,1.087,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_20",9.27,809,189.882828,0.220875,-60.635357,0.093366,0.253,0.045,-7.087,0.091,0.179,0.079,3.87,0.622,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_26",8.4,91,262.125183,0.064678,-29.486423,0.059548,0.63,0.059,-0.887,0.146,-3.099,0.093,1.599,0.151,0.265,0.031,2.0,-0.136,0.097,2.0,0.398,0.066,2.0,-0.042,0.025,2.0,0.144,0.045,2.0,-0.031,0.033,2.0,0.194,0.129,2.0,-0.027,0.011,2.0,"nan","nan","nan",0.101,0.078,1.0,0.167,0.014,2.0,-0.02,0.024,2.0,0.2,0.01,2.0,-0.154,0.179,2.0,"nan","nan","nan",0.374,0.164,1.0,0.091,0.147,1.0,0.649,0.091,1.0,-0.127,0.1,1.0,"nan","nan","nan",-0.222,0.1,1.0
"Trumpler_3",7.67,219,48.00275,0.575231,63.219368,0.243645,1.458,0.061,-3.33,0.224,-0.114,0.19,0.687,0.029,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler_5",9.63,2129,99.129692,0.132159,9.467118,0.134405,0.284,0.094,-0.591,0.197,0.287,0.181,3.348,0.783,-0.434,0.016,8.0,0.146,0.055,7.0,0.002,0.195,7.0,0.023,0.029,7.0,0.086,0.073,7.0,0.029,0.027,7.0,0.117,0.011,7.0,0.061,0.018,7.0,0.302,0.087,4.0,"nan","nan","nan",-0.02,0.009,7.0,-0.082,0.095,6.0,-0.022,0.035,7.0,-0.013,0.088,7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Turner_5",8.51,26,142.998444,0.786345,-36.263382,0.444524,2.342,0.082,0.017,0.185,-3.033,0.21,0.428,0.015,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_1",7.84,57,287.884857,0.829094,56.800903,0.59175,3.049,0.039,-2.495,0.244,3.723,0.235,0.327,0.004,0.02,0.049,2.0,"nan","nan","nan","nan","nan","nan",-0.084,0.04,2.0,-0.103,0.016,2.0,-0.025,0.056,2.0,0.014,0.014,2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.052,0.011,2.0,0.569,0.121,2.0,-0.054,0.007,2.0,0.043,0.098,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"UBC_143",8.67,28,299.688538,0.159782,45.570274,0.141301,0.726,0.021,-3.183,0.1,-7.861,0.112,1.38,0.06,0.008,0.008,1.0,"nan","nan","nan",0.103,0.039,1.0,-0.065,0.01,1.0,-0.011,0.018,1.0,-0.054,0.01,1.0,0.08,0.011,1.0,-0.016,0.018,1.0,"nan","nan","nan","nan","nan","nan",0.059,0.014,1.0,0.058,0.039,1.0,0.018,0.012,1.0,0.018,0.033,1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
