"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","r50J","rJ","r50Jpc","rJpc","probJ","NJ","MassJ","e_MassJ","MassTot","e_MassTot","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","Note"
"NGC_5269",4651,"ESO_97-4,MWSC_2156,NGC_5269,Theia_1873,Theia_1948","o",20.84787528,242,20.27536042,202,206.16682,-62.90552,308.94999,-0.6574,0.07599,0.05491,0.36472,0.37021,2.55971,1.84957,12.28569,12.47063,-4.54071,0.0781,0.0055,-1.8982,0.08024,0.00565,0.4813,0.03792,0.00267,1923.13246,1930.00751,1936.9319,201,0,-6908.83196,-1500.85952,-4.45101,-37.77807,6.17478,2.52084,6,0.9646,0.9874,0.99246,0.99912,0.99981,"nan",8.18591,8.34891,8.5534,1.089,1.28916,1.44206,1.703,2.02799,2.36528,11.27951,11.40933,11.57866,0.08191,0.39152,2.75929,13.18851,1.0,242.0,1143.11842,100.60084,1143.11842,100.60084,20,0,0,3,"m:m","nan"
"NGC_5281",4653,"BH_152,Collinder_276,ESO_97-5,MWSC_2161,Melotte_120,NGC_5281,OCL_911,Theia_1873,Theia_1948","o",21.79666621,202,21.79666621,202,206.59837,-62.91611,309.14001,-0.7087,0.09056,0.11093,0.29005,0.29005,2.32643,2.84978,7.45111,7.45111,-4.70827,0.09454,0.00665,-2.35019,0.08164,0.00574,0.64472,0.029,0.00204,1468.43938,1471.88422,1475.34526,201,0,-7193.01591,-1141.51544,0.21634,-21.67853,12.50092,2.94649,18,0.9896,0.9976,0.99864,0.99993,0.99997,"nan",7.75184,7.99932,8.1675,0.5293,0.71641,0.87721,0.5807,0.94387,1.29833,10.70103,10.84739,11.03114,0.09056,0.47239,2.32643,12.13569,1.0,202.0,839.15796,93.61299,839.15796,93.61299,80,0,0,3,"m:m","nan"
"NGC_5288",4655,"BH_153,Collinder_278,ESO_97-7,MWSC_2168,NGC_5288,OCL_910","o",21.49651971,197,21.63444743,194,207.20033,-64.67058,309.02054,-2.479,0.04705,0.03403,0.22541,0.24632,1.96531,1.4218,9.41634,10.29008,-3.84966,0.10399,0.00747,-1.90229,0.08637,0.0062,0.38265,0.03586,0.00257,2382.87472,2393.52427,2404.26944,195,0,-6616.69511,-1857.83844,-86.5878,-17.80298,10.08753,3.36251,9,0.943,0.982,0.98921,0.99957,0.99972,"nan",8.37246,8.52748,8.7037,1.274,1.44468,1.63053,0.9335,1.28002,1.65833,11.69698,11.84788,12.00108,0.04749,0.31702,1.98372,13.24379,1.0,197.0,1224.11069,98.52487,1224.11069,98.52487,80,0,0,1,"1:1","nan"
"NGC_5316",4656,"BH_154,Collinder_279,ESO_133-6,MWSC_2175,Melotte_122,NGC_5316,OCL_913,OC_0603,Theia_2235","o",30.37928458,448,30.4671701,446,208.52747,-61.8662,310.24803,0.1121,0.13628,0.19225,0.40447,0.4681,3.36304,4.7443,9.98138,11.55154,-6.33356,0.11343,0.00537,-1.5068,0.10284,0.00487,0.6726,0.047,0.00223,1411.51882,1413.89588,1416.28095,438,0,-7208.45702,-1079.16137,21.22575,-18.41545,14.18072,2.11394,45,0.9976,0.9996,0.99983,1.0,1.0,"nan",8.20302,8.36102,8.60079,0.6982,0.87685,1.0327,0.2451,0.73289,0.95317,10.578,10.7259,10.88947,0.13715,0.61411,3.38438,15.15494,1.0,448.0,1631.61423,118.55183,1631.61423,118.55183,80,0,0,3,"1:m","nan"
"NGC_5381",4657,"BH_156,ESO_133-11,MWSC_2196,NGC_5381,OCL_915,Ruprecht_109","o",37.42983415,724,34.78847536,641,210.22027,-59.57792,311.6282,2.116,0.09847,0.10149,0.35279,0.64636,4.05659,4.18112,14.53433,26.62929,-6.07327,0.12392,0.00489,-2.91875,0.09637,0.00381,0.39015,0.05516,0.00218,2353.50132,2360.43401,2367.40766,637,0,-6554.80394,-1763.15481,103.94918,-29.41383,64.56457,12.91291,25,0.9569,0.9866,0.99159,0.99964,0.99975,"nan",8.22689,8.40343,8.5856,1.439,1.6302,1.78635,1.202,1.58237,1.90123,11.68099,11.82287,11.94676,0.10136,0.47857,4.17578,19.71643,1.0,722.0,4167.37871,226.84173,4175.06968,224.65178,80,0,0,1,"1:1","nan"
"NGC_5460",4658,"Collinder_280,ESO_221-24,MWSC_2202,Melotte_123,NGC_5460,OCL_925,Theia_266","o",22.60960966,267,23.43649248,255,211.81661,-48.3028,315.72871,12.68,0.28805,0.23811,1.2261,2.59512,3.57698,2.95679,15.22781,32.24762,-6.652,0.21994,0.01377,-3.39849,0.19096,0.01196,1.35747,0.07365,0.00461,710.54675,711.48576,712.42727,259,0,-7624.53858,-484.553,175.6516,-10.0966,14.51224,1.40295,107,0.9504,0.9925,0.99626,1.0,1.0,"nan",7.96464,8.18361,8.42005,0.05296,0.18347,0.26703,0.1193,0.51334,0.76676,8.99385,9.19338,9.32853,0.26479,0.81574,3.28807,10.13031,1.0,233.0,446.69719,49.44664,518.67758,49.6382,80,0,0,2,"1:m","nan"
"NGC_5593",4660,"ESO_175-8,MWSC_2217,NGC_5593,OCL_926,Theia_422","o",17.70955069,136,17.92446217,135,216.43921,-54.78318,316.33473,5.615,0.13206,0.14375,0.45565,0.47377,2.33588,2.54264,8.05951,8.37991,-5.82631,0.13785,0.01186,-2.04631,0.12198,0.0105,0.94805,0.04862,0.00418,1010.93755,1013.41638,1015.90739,134,0,-7392.14958,-696.35024,118.09519,-29.70773,22.78513,4.23109,29,0.9765,0.9947,0.997,0.99998,0.99998,"nan",7.75243,8.01479,8.21305,0.5379,0.72987,0.87705,0.146,0.5871,0.83088,9.81328,9.98995,10.11525,0.13358,0.53834,2.36277,9.52209,1.0,136.0,389.7342,39.60478,389.7342,39.60478,20,0,0,2,"1:m","nan"
"NGC_5606",4661,"NGC_5606,OC_0612","o",14.18121432,146,15.93178914,126,216.95582,-59.63018,314.84603,0.9934,0.07199,0.13345,0.19103,0.56778,2.88017,5.33921,7.64297,22.71728,-4.99242,0.22674,0.0202,-2.89201,0.09754,0.00869,0.38923,0.02999,0.00267,2281.89067,2292.38563,2302.97758,144,0,-6505.52193,-1625.06896,56.40223,-54.01375,40.5656,18.14149,5,0.8131,0.9399,0.96646,0.99952,0.9992,"nan",6.90443,7.08343,7.28769,1.579,1.75418,1.99193,1.172,1.6689,2.05937,11.63133,11.80654,11.94595,0.08006,0.31372,3.20303,12.55187,1.0,138.0,1103.61854,105.30739,1166.29649,108.34936,80,0,0,2,"1:m","nan"
"NGC_5617",4662,"BH_159,Collinder_282,ESO_134-4,MWSC_2223,Melotte_125,NGC_5617,OCL_919,OC_0609","o",29.19464424,404,29.19464424,404,217.44132,-60.71236,314.67372,-0.102,0.07481,0.09361,0.23676,0.23676,2.84887,3.56483,9.01566,9.01566,-5.68168,0.08827,0.00439,-3.17661,0.09022,0.00449,0.42138,0.02903,0.00144,2175.98203,2181.81164,2187.67257,401,0,-6588.02891,-1551.53325,12.98867,-37.29312,14.39875,3.59969,16,0.9953,0.9993,0.99967,1.0,1.0,"nan",7.63806,7.81898,8.03607,1.466,1.66391,1.84426,0.4874,0.93189,1.23731,11.54284,11.6889,11.84705,0.07481,0.43929,2.84887,16.72834,1.0,404.0,2542.29518,409.84988,2542.29518,409.84988,80,0,0,2,"1:m","nan"
"NGC_5662",4664,"BH_162,Collinder_284,ESO_175-10,MWSC_2234,Melotte_127,NGC_5662,OCL_928,Theia_353,Theia_60","o",30.22555584,439,26.06513226,340,218.92734,-56.57512,316.96572,3.429,0.32284,0.24391,1.48667,1.97321,4.2317,3.19708,19.49126,25.8745,-6.49461,0.18015,0.00977,-7.20447,0.18586,0.01008,1.299,0.05041,0.00273,750.26328,751.01643,751.7711,330,0,-7573.89121,-511.60374,64.31143,-25.12035,25.24178,2.38512,112,0.9964,0.9993,0.99965,1.0,1.0,"nan",7.70316,7.94354,8.13663,0.6308,0.82183,0.98236,0.2978,0.65298,0.99977,9.1809,9.30742,9.49171,0.3377,1.03075,4.42649,13.51224,1.0,426.0,1069.07029,80.51703,1103.93566,84.91269,80,0,0,3,"1:m","nan"
"NGC_5715",4666,"BH_163,Collinder_286,ESO_176-2,MWSC_2245,Melotte_128,NGC_5715,OCL_929,OC_0618,Theia_3842","o",24.57177047,291,24.57177047,291,220.87007,-57.57795,317.52558,2.084,0.07536,0.06262,0.31953,0.31953,2.66406,2.21372,11.29544,11.29544,-3.46055,0.11824,0.00693,-2.3006,0.10677,0.00626,0.45892,0.05541,0.00325,2018.57561,2025.37566,2032.22167,291,0,-6628.90499,-1366.75399,90.63492,-27.61311,22.55308,5.46993,17,0.9211,0.9704,0.98116,0.99876,0.99951,"nan",8.2559,8.43458,8.61937,1.859,2.08282,2.24482,0.7364,1.08941,1.42207,11.40829,11.52759,11.68729,0.07536,0.43285,2.66406,15.30141,1.0,291.0,1945.25857,178.41116,1945.25857,178.41116,80,0,0,3,"1:m","nan"
"NGC_5749",4667,"BH_165,Collinder_287,ESO_176-4,MWSC_2256,NGC_5749,OCL_930,Theia_1986","o",14.77196758,112,14.94979327,111,222.22105,-54.49089,319.53227,4.551,0.13631,0.13131,0.51306,0.5875,2.56398,2.47005,9.65109,11.05164,-2.77929,0.1362,0.01293,-3.0633,0.14346,0.01362,0.87962,0.0493,0.00468,1074.73175,1077.76299,1080.81137,110,0,-7304.41163,-697.28474,104.22571,-21.63809,18.31487,5.28705,12,0.9879,0.9977,0.99882,1.0,1.0,"nan",7.83377,8.06984,8.24802,0.86,1.03969,1.24527,0.2665,0.67093,0.98625,9.97076,10.13524,10.28155,0.13476,0.47891,2.53488,9.00877,1.0,110.0,338.18564,40.00968,345.6794,39.75649,80,0,0,2,"m:m","nan"
"NGC_5764",4668,"BH_167,Collinder_288,ESO_223-4,MWSC_2259,NGC_5764,OCL_934","o",18.28461237,135,18.28461237,135,223.38524,-52.66432,320.97167,5.877,0.07631,0.08954,0.25083,0.25083,2.49597,2.92868,8.20381,8.20381,-3.38136,0.11085,0.00954,-2.25547,0.11355,0.00977,0.50177,0.04563,0.00393,1863.98849,1873.94515,1884.00874,134,0,-6673.3952,-1173.83029,208.98643,-32.64444,9.83623,2.00781,24,0.8268,0.9615,0.97903,0.99996,0.99996,"nan",8.62811,8.80492,8.97262,1.648,1.85212,2.02511,0.3919,0.83517,1.07997,11.23746,11.35777,11.49976,0.07631,0.31646,2.49597,10.35055,1.0,135.0,600.35248,111.04556,600.35248,111.04556,80,0,0,1,"1:1","nan"
"NGC_5822",4669,"BH_168,Collinder_289,ESO_176-9,Loden_2104,MWSC_2269,Melotte_130,NGC_5822,OCL_937,Theia_1174,Theia_7059","o",99.0,804,33.21502522,653,226.07011,-54.3565,321.58398,3.633,0.27774,0.19855,1.34596,1.81567,3.91832,2.80109,18.99193,25.62354,-7.46152,0.18929,0.00741,-5.4787,0.17906,0.00701,1.19952,0.04845,0.0019,807.74919,808.31327,808.87813,645,0,-7489.78799,-501.2506,70.3966,-28.99773,8.75022,0.47525,339,0.9867,0.9978,0.99892,1.0,1.0,"nan",8.85143,9.01701,9.22604,0.07391,0.2015,0.27471,0.00025,0.23595,0.38513,9.24304,9.45396,9.60799,0.29621,1.08046,4.17889,15.24471,1.0,782.0,1556.2447,234.55667,1602.34226,230.29294,80,0,0,3,"m:m","nan"
"NGC_5823",4670,"BH_169,Collinder_290,ESO_176-11,MWSC_2273,Melotte_131,NGC_5823,OCL_936,Theia_2779","o",37.20834211,677,35.17871384,566,226.37573,-55.60465,321.12441,2.459,0.10144,0.10882,0.35343,0.77336,3.06995,3.29317,10.6959,23.40582,-3.71659,0.12453,0.00523,-2.4141,0.11159,0.00469,0.54158,0.04305,0.00181,1730.68598,1733.95049,1737.22734,559,0,-6773.13247,-1087.28132,91.73559,-45.34483,19.10916,3.43211,31,0.9972,0.9994,0.99967,1.0,1.0,"nan",7.80791,8.0076,8.1838,1.617,1.79852,1.95233,1.173,1.50092,1.89805,11.02337,11.17416,11.30572,0.11144,0.62886,3.37244,19.032,1.0,676.0,3661.17906,247.69896,3668.66691,243.6426,80,0,0,2,"1:m","nan"
"NGC_5925",4674,"BH_172,Collinder_291,ESO_177-6,MWSC_2293,NGC_5925,OCL_938,Theia_2978","o",30.40864851,473,30.40864851,473,231.83602,-54.51803,324.35612,1.736,0.13641,0.12302,0.54049,0.54049,3.2784,2.95647,12.99008,12.99008,-4.35135,0.13747,0.00632,-5.11553,0.14071,0.00647,0.68829,0.04991,0.00229,1374.58412,1376.99465,1379.41365,466,0,-7003.3634,-802.07032,59.64865,-23.13835,12.76155,2.01778,40,0.991,0.9979,0.99894,0.99998,0.99999,"nan",8.32986,8.49061,8.66145,1.284,1.45497,1.6169,0.6818,1.03775,1.36107,10.52722,10.65485,10.80058,0.13641,0.66538,3.2784,15.99192,1.0,473.0,2049.87154,184.14932,2049.87154,184.14932,80,0,0,2,"1:m","nan"
"NGC_5999",4678,"BH_178,Collinder_293,ESO_178-1,FSR_1706,MWSC_2326,Melotte_137,NGC_5999,OCL_946","o",32.2226888,490,31.10755364,415,238.04442,-56.47946,326.00914,-1.934,0.05323,0.04491,0.22272,0.22272,2.40438,2.02854,10.05942,10.05942,-3.42093,0.08799,0.00432,-4.21071,0.0891,0.00437,0.34878,0.03975,0.00195,2578.3907,2587.84142,2597.36167,413,0,-5977.7783,-1445.93838,-72.00599,-33.1519,22.90252,6.35202,13,0.9905,0.9981,0.99901,1.0,1.0,"nan",7.93094,8.13734,8.28963,1.578,1.78549,1.94624,1.032,1.38564,1.74564,11.86679,12.04228,12.16643,0.05736,0.41996,2.59087,18.96844,1.0,490.0,4447.77293,235.06871,4447.77293,235.06871,40,0,0,1,"1:1","nan"
"NGC_6005",4679,"BH_179,Collinder_294,ESO_178-3,FSR_1704,MWSC_2336,Melotte_138,NGC_6005,OCL_945","o",33.00555477,499,29.7031142,345,238.95068,-57.43536,325.78111,-2.985,0.04881,0.04412,0.19302,0.25831,2.03452,1.83881,8.04499,10.76647,-4.03581,0.07845,0.00422,-3.81399,0.07531,0.00405,0.38681,0.04147,0.00223,2378.64039,2388.1136,2397.66256,345,0,-6150.25938,-1341.14934,-108.61765,-20.29322,14.65606,2.03243,52,0.8067,0.9475,0.9678,0.99955,0.99955,"nan",8.75401,8.93336,9.09603,1.496,1.72565,1.90751,0.2607,0.61172,0.8798,11.76758,11.91519,12.04675,0.06381,0.46024,2.65956,19.18336,1.0,499.0,4404.54606,209.89756,4404.54606,209.89756,10,0,0,1,"1:1","nan"
"NGC_6025",4680,"BH_181,Collinder_296,ESO_136-14,MWSC_2347,Melotte_139,NGC_6025,OCL_939","o",32.32626965,555,27.46958554,429,240.79319,-60.43212,324.54028,-5.875,0.24924,0.16882,1.27065,1.71442,3.30555,2.23902,16.8548,22.74436,-2.95129,0.19179,0.00926,-3.03392,0.1927,0.0093,1.284,0.05566,0.00269,759.16785,759.88867,760.61086,419,0,-7506.47892,-438.51933,-58.56105,7.73317,18.50323,1.55825,141,0.9832,0.9971,0.99857,1.0,1.0,"TP",7.8523,8.0594,8.30383,0.2131,0.38424,0.51119,0.3823,0.81491,1.1533,9.19575,9.33587,9.54095,0.27498,1.05136,3.64702,13.94528,1.0,529.0,1200.75276,93.99244,1260.79054,97.73687,80,0,0,1,"1:1","nan"
"NGC_6031",4681,"BH_183,Collinder_297,ESO_178-9,MWSC_2352,NGC_6031,OCL_951,Theia_3333","o",15.48646612,125,16.47962179,120,241.89576,-54.014,329.28194,-1.497,0.04572,0.03784,0.19426,0.54437,1.38575,1.14692,5.88845,16.50142,-2.19587,0.14181,0.01295,-3.06187,0.09923,0.00906,0.54381,0.03577,0.00327,1728.59906,1736.7427,1744.96343,124,0,-6629.54255,-886.85085,-28.40382,-55.66252,50.8656,22.74779,1,0.9833,0.9965,0.99807,0.99999,0.99999,"nan",7.85457,8.03306,8.22744,1.184,1.39722,1.53858,0.3688,0.77556,1.08684,11.01751,11.17197,11.3021,0.04585,0.32608,1.38983,9.88418,1.0,121.0,538.39811,89.53096,546.49053,92.62965,80,0,0,2,"m:m","nan"
"NGC_6067",4682,"NGC_6067,Theia_2390,Theia_2993","o",99.0,1149,99.0,973,243.29515,-54.23183,329.73587,-2.214,0.08397,0.08327,0.30937,0.39097,2.86839,2.84452,10.56798,13.35519,-1.96083,0.11816,0.00379,-2.57849,0.11877,0.00381,0.4712,0.03765,0.00121,1953.78873,1957.1615,1960.54592,972,0,-6433.01326,-985.64867,-59.14741,-38.77841,22.0175,2.57695,73,0.9972,0.9996,0.99984,1.0,1.0,"nan",7.76624,7.94917,8.14201,0.78,0.98985,1.12609,0.2987,0.68028,0.9791,11.25874,11.45679,11.59103,0.08983,0.67966,3.06852,23.21744,1.0,1149.0,7331.57339,479.96678,7331.57339,479.96678,20,0,0,3,"1:m","nan"
"NGC_6087",4683,"BH_188,Collinder_300,ESO_137-15,MWSC_2382,Melotte_141,NGC_6087,OCL_948,Theia_299","o",27.47246836,360,27.47246836,360,244.68306,-57.91409,327.73098,-5.401,0.23438,0.22619,0.88109,0.88109,3.83761,3.7035,14.42739,14.42739,-1.60125,0.2017,0.01063,-2.42712,0.16266,0.00857,1.02857,0.05361,0.00283,936.8576,938.11215,939.37006,351,0,-7332.50321,-498.63026,-69.52799,1.38344,16.37179,1.56813,109,0.9934,0.9986,0.99928,0.99999,1.0,"nan",7.74903,7.95948,8.17025,0.3312,0.50431,0.64434,0.2226,0.63286,0.89409,9.64885,9.80808,9.95895,0.23412,0.81352,3.83323,13.32071,1.0,358.0,1088.14012,76.85339,1099.52939,78.49087,80,0,0,2,"1:m","nan"
"NGC_6124",4687,"Collinder_301,ESO_331-3,MWSC_2403,Melotte_145,NGC_6124,OCL_990,Theia_848","o",99.0,1671,99.0,1030,246.29577,-40.67281,340.70674,6.023,0.28631,0.22205,1.28815,2.9893,3.05893,2.37234,13.76468,31.96624,-0.22234,0.2741,0.00854,-2.11866,0.28017,0.00873,1.59674,0.04595,0.00143,611.8147,612.13953,612.46471,985,0,-7547.23882,-201.13707,83.56052,-21.33136,16.84146,0.87319,372,0.7595,0.8805,0.91217,0.97048,0.98432,"nan",7.70016,7.89042,8.11804,2.337,2.5331,2.74471,2.296,2.57811,2.93579,8.73304,8.86954,9.02126,0.35602,2.17798,3.80374,23.28047,1.0,1659.0,5510.04688,288.46881,5556.06065,291.27458,20,0,0,2,"1:m","nan"
"NGC_6134",4688,"BH_191,Collinder_303,ESO_226-9,MWSC_2412,Melotte_146,NGC_6134,OCL_968,Theia_4874","o",99.0,1128,24.74128205,627,246.94279,-49.15736,334.91344,-0.2021,0.12052,0.10949,0.4746,1.19395,2.30138,2.09086,9.06301,22.80246,2.14535,0.15366,0.00614,-4.44193,0.15042,0.00601,0.87679,0.04499,0.0018,1092.79685,1094.09388,1095.39399,624,0,-7131.10696,-463.87959,14.40368,-26.84571,13.20001,0.94527,195,0.9907,0.9982,0.9991,1.0,1.0,"nan",8.77304,8.94072,9.09274,0.8837,1.04998,1.22077,0.02121,0.33032,0.47608,10.04684,10.16898,10.34027,0.16199,1.02636,3.09334,19.60091,1.0,1122.0,3692.16859,284.80152,3668.50483,295.81105,20,0,0,2,"m:m","nan"
"NGC_6152",4691,"Collinder_304,ESO_179-9,MWSC_2423,NGC_6152,OCL_961,Theia_2642","o",25.90049407,303,25.90049407,303,248.15833,-52.6206,332.92255,-3.138,0.12964,0.10496,0.56153,0.56153,3.49158,2.82685,15.12406,15.12406,-2.58091,0.11912,0.00684,-4.99308,0.11023,0.00633,0.6076,0.04053,0.00233,1539.57491,1543.14544,1546.73257,302,0,-6750.25098,-701.37889,-67.19538,-34.36537,15.60024,2.35182,44,0.9987,0.9998,0.99991,1.0,1.0,"nan",8.0105,8.18869,8.40821,0.8318,1.01332,1.18084,0.509,0.84951,1.20078,10.79176,10.9407,11.11281,0.12963,0.5128,3.49136,13.81164,1.0,302.0,1427.35585,147.55811,1437.79337,148.15945,80,0,0,2,"m:m","nan"
"NGC_6167",4692,"BH_192,Collinder_305,ESO_226-16,Harvard_11,MWSC_2425,NGC_6167,OCL_971,OC_0661,Theia_2387","o",36.881155,2657,30.26535399,1905,248.67265,-49.78406,335.22674,-1.45,0.17773,0.33787,0.46778,0.83123,4.35775,8.28451,11.46994,20.38261,-0.74052,0.20252,0.00464,-2.80556,0.1874,0.00429,0.67655,0.04474,0.00102,1403.52584,1404.85936,1406.19542,1924,0,-6846.9032,-588.48844,-18.02316,-9.65591,44.11294,4.24477,108,0.117,0.1696,0.38499,0.50238,0.73808,"nan",7.16258,7.40197,7.6019,2.721,2.89348,3.1371,2.614,2.83575,3.16484,10.59678,10.72746,10.86845,0.20871,1.29332,5.1175,31.71689,1.0,2657.0,16817.96224,1124.68715,16817.96224,1124.68715,20,0,0,3,"1:m","nan"
"NGC_6178",4694,"Collinder_308,ESO_276-6,MWSC_2428,NGC_6178,OCL_980","o",19.00901118,211,19.00901118,211,248.92936,-45.65054,338.39169,1.214,0.31885,0.32351,1.15512,1.15512,4.88788,4.95937,17.70995,17.70995,0.51094,0.2309,0.0159,-3.27016,0.18786,0.01293,1.09537,0.07221,0.00497,876.40054,878.32276,880.25343,185,0,-7305.51517,-323.37879,37.32374,-7.49267,21.61875,3.70759,34,0.9621,0.9886,0.99316,0.9996,0.9996,"nan",6.69993,6.89415,7.04943,0.5509,0.78604,0.9964,1.349,1.8021,2.26955,9.52251,9.68646,9.85984,0.22348,0.62196,3.42589,9.53475,1.0,158.0,406.25504,53.94642,540.42859,65.29608,80,0,0,1,"1:1","nan"
"NGC_6192",4695,"BH_194,Collinder_309,ESO_277-3,MWSC_2440,Melotte_149,NGC_6192,OCL_988,Theia_3268","o",99.0,774,29.89041494,516,250.07484,-43.35646,340.64485,2.14,0.0664,0.05003,0.30661,0.59714,1.84986,1.39389,8.5422,16.63707,1.62913,0.13466,0.00593,-0.20883,0.12737,0.00561,0.59172,0.04879,0.00215,1593.19164,1596.26182,1599.34387,513,0,-6616.83204,-528.66971,76.56505,-7.45303,11.81741,2.12247,31,0.9808,0.9942,0.99638,0.99991,0.99997,"TP",7.97653,8.17886,8.34115,1.854,2.03292,2.20971,1.43,1.82321,2.12206,10.87289,10.99321,11.13529,0.08653,0.69772,2.41065,19.43943,1.0,774.0,4142.6253,391.97706,4142.6253,391.97706,80,0,0,2,"1:m","nan"
"NGC_6193",4696,"NGC_6193,Theia_1643","o",31.86663331,653,30.06434564,573,250.3557,-48.77152,336.71424,-1.59,0.12645,0.11058,0.5137,0.61629,2.51437,2.19864,10.21441,12.25448,1.31919,0.28156,0.01176,-4.01831,0.2581,0.01078,0.80851,0.11043,0.00461,1136.46074,1139.24625,1142.04544,295,0,-7076.01252,-450.1911,-13.49132,-33.86707,32.09266,5.42465,35,0.5621,0.7937,0.85057,0.95942,0.97297,"nan",6.49755,6.61319,6.70467,1.898,2.08719,2.32644,2.455,2.71427,3.07785,10.13209,10.27128,10.41332,0.14125,0.81799,2.80853,16.26565,1.0,653.0,2132.20941,267.32946,2132.20941,267.32946,-1,0,1,2,"m:m","nan"
"NGC_6200",4697,"BH_196,Collinder_311,ESO_277-8,MWSC_2450,NGC_6200,OCL_978,UBC_318","o",12.88173259,92,13.41753389,80,251.02316,-47.46641,337.99097,-1.068,0.0702,0.13892,0.1825,0.38254,3.07287,6.08099,7.98844,16.74477,-0.98274,0.07936,0.00887,-2.29171,0.06556,0.00733,0.36139,0.02807,0.00314,2492.13406,2507.97217,2524.01287,92,0,-5797.30224,-939.70837,-31.8949,-14.91178,76.75351,44.31366,3,0.9933,0.9988,0.99937,1.0,1.0,"nan",6.83194,7.09634,7.2434,1.572,1.76897,1.95846,0.7232,1.10134,1.49191,11.94208,12.15145,12.33969,0.07373,0.27551,3.22722,12.05962,1.0,85.0,1253.96421,132.20941,1353.67164,143.82036,40,0,0,2,"1:m","nan"
"NGC_6204",4698,"NGC_6204,Theia_2147","o",27.34742762,350,27.35214118,344,251.53556,-47.02564,338.55206,-1.044,0.08096,0.0649,0.35377,0.39824,1.63282,1.30887,7.13496,8.03189,-0.70996,0.18458,0.00995,-0.61401,0.15373,0.00829,0.82644,0.05553,0.00299,1153.42104,1155.54597,1157.67874,341,0,-7046.68521,-422.46267,-3.01486,9.25964,22.95078,3.82513,36,0.9906,0.9978,0.99881,0.99999,0.99999,"nan",7.71158,7.9046,8.10496,1.232,1.40492,1.60091,1.126,1.49681,1.91852,10.15421,10.27051,10.44299,0.08211,0.68079,1.65608,13.73097,1.0,350.0,1293.92851,142.61361,1293.92851,142.61361,80,0,0,2,"m:m","nan"
"NGC_6208",4700,"BH_198,Collinder_313,ESO_179-14,FSR_1724,MWSC_2470,NGC_6208,OCL_964,Theia_5118","o",29.96913478,423,26.7082558,335,252.34429,-53.71228,333.75847,-5.744,0.1204,0.12695,0.42448,0.88581,2.37001,2.49889,8.35584,17.43827,-1.01491,0.14225,0.00777,-1.52064,0.13947,0.00762,0.84604,0.03634,0.00199,1126.21949,1127.8435,1129.47221,331,0,-7115.74033,-496.17944,-94.6643,-32.72748,9.53983,0.79499,144,0.9764,0.9976,0.99891,1.0,1.0,"nan",9.06307,9.21161,9.3769,0.3402,0.52905,0.689,0.00348,0.21601,0.35859,10.08112,10.24449,10.42063,0.1408,0.67915,2.77154,13.36934,1.0,419.0,1169.39581,168.0608,1195.77717,180.89876,80,0,0,2,"1:m","nan"
"NGC_6216",4701,"BH_199,Collinder_314,ESO_277-14,MWSC_2469,Melotte_152,NGC_6216,OCL_989,Theia_2094","o",27.31819558,380,27.58022947,344,252.33348,-44.73101,340.66283,0.01337,0.06647,0.05888,0.26704,0.49758,2.6579,2.35429,10.6783,19.89742,-1.32642,0.12135,0.00654,-2.54299,0.11174,0.00602,0.39577,0.0471,0.00254,2282.1911,2291.12188,2300.12283,368,0,-5960.10852,-758.65332,15.80034,-42.92425,31.31081,10.43694,9,0.8574,0.9329,0.95396,0.99157,0.99759,"nan",7.8421,8.02649,8.25443,2.584,2.76442,2.9731,1.888,2.2033,2.57398,11.65162,11.8201,11.9396,0.07088,0.42973,2.83436,17.18414,1.0,374.0,3461.99659,346.7023,3505.75914,352.54117,20,0,0,2,"1:m","nan"
"NGC_6231",4704,"NGC_6231","o",30.75977896,646,31.25545589,634,253.57099,-41.83645,343.46924,1.16,0.08108,0.07155,0.32676,0.55663,2.19812,1.93974,8.85914,15.09156,-0.57579,0.14865,0.0059,-2.18369,0.1533,0.00609,0.60837,0.04204,0.00167,1551.02519,1553.38082,1555.74362,603,0,-6633.02817,-441.89432,48.43336,-30.79548,31.89537,4.22464,57,0.9442,0.9769,0.98424,0.998,0.99902,"nan",6.50844,6.64003,6.73402,1.343,1.53485,1.71407,1.323,1.6914,2.16424,10.8437,10.95874,11.13454,0.08202,0.72149,2.22377,19.5619,1.0,646.0,4209.69129,419.64112,4209.69129,419.64112,80,0,0,1,"1:1","nan"
