"Name","Rc","e_Rc","E_Rc","Rk","e_Rk","E_Rk","MassRk","e_MassRk","Mflag","Pflag","Rflag","RA_ICRS","DE_ICRS","logAge","e_logAge","Dist","e_Dist","AV","e_AV","c","e_c","E_c","n0","e_n0","E_n0","Sample"
"UBC_347",1.1,-0.35,0.8,4.62,-2.4,55.17,211.8,12.3,"X",3,3,276.7267,-10.9535,8.278,0.692,1376,34,3.1,0.215,0.2762,-0.1799,0.2334,8.81,-3.27,30.62,0
"UBC_352",3.23,-0.76,1.04,58.43,-29.86,27.88,1704.5,92.2,"2",2,4,281.2097,-5.8623,6.737,0.021,3866,228,2.21,0.024,0.0924,-0.0344,0.0332,0.87,-0.1,0.14,0
"UBC_354",4.46,-1.29,1.07,34.07,-23.26,42.49,958.9,40.5,"2",2,2,282.3536,-4.4128,7.152,0.769,1824,101,2.927,0.141,0.4701,-0.3201,0.482,2.84,-0.95,2.85,1
"UBC_356",2.67,-1.17,1.27,33.46,-26.57,43.77,138.3,6.6,"2",1,3,288.8588,-4.1712,8.165,0.29,1055,35,1.701,0.105,0.2737,-0.174,0.2291,1.23,-0.47,1.47,0
"UBC_36",1.51,-0.59,0.86,40.52,-32.47,39.43,211.3,9.8,"2",1,4,16.456,59.6345,8.432,0.237,1900,159,1.484,0.115,0.9931,-0.6189,0.6577,4.77,-1.12,2.2,0
"UBC_360",0.98,-0.21,0.35,40.35,-33.61,39.74,280.8,11.7,"1",1,4,292.5424,10.6641,8.779,0.655,2933,156,1.906,0.166,0.1564,-0.0834,0.1001,2.71,-0.35,0.84,0
"UBC_361",3.15,-0.79,0.54,4.09,-0.49,1.15,139.4,7.0,"2",2,2,290.0052,15.1601,7.51,0.353,1491,51,2.043,0.083,0.1061,-0.0601,0.0926,20.47,-11.53,9.16,1
"UBC_364",3.61,-1.06,0.77,5.29,-0.73,2.19,127.1,9.2,"2",1,2,306.2793,29.7325,8.581,0.397,1693,65,2.143,0.146,0.0633,-0.0293,0.0413,8.55,-5.05,5.98,1
"UBC_366",4.59,-0.59,0.39,5.26,-0.29,0.44,128.6,9.8,"2",1,3,299.8491,37.2112,8.485,0.411,1810,58,1.016,0.189,0.0799,-0.0284,0.0286,11.53,-3.82,2.58,0
"UBC_373",0.77,-0.11,0.11,47.49,-32.51,35.02,269.4,10.8,"2",2,4,306.8601,37.6658,7.236,0.169,1232,26,3.035,0.013,0.2428,-0.1498,0.2286,7.1,-0.56,0.75,0
"UBC_376",0.59,-0.08,0.69,18.15,-16.48,52.02,391.7,13.3,"1",2,3,307.5092,46.166,7.769,0.466,2272,133,2.621,0.102,0.1183,-0.0691,0.1075,10.14,-0.96,45.74,0
"UBC_377",6.77,-2.86,2.66,28.71,-17.93,44.97,237.0,20.2,"1",1,3,314.8538,45.8534,7.13,0.727,2984,195,1.828,0.261,0.0653,-0.0312,0.0417,0.22,-0.13,0.5,0
"UBC_378",3.2,-1.2,0.95,5.48,-1.08,21.03,152.6,8.5,"2",1,2,311.5449,48.8572,8.481,0.427,1454,22,2.171,0.1,0.1099,-0.0571,0.06,6.61,-4.71,7.18,1
"UBC_379",5.62,-2.04,2.17,12.19,-4.17,41.99,419.5,14.8,"2",2,3,313.269,48.5343,7.337,0.343,2456,113,2.663,0.088,0.0967,-0.0547,0.0879,1.96,-1.19,3.76,0
"UBC_380",3.01,-1.17,1.58,8.35,-3.43,49.06,186.1,12.1,"2",2,3,317.717,47.7154,8.315,0.548,2109,54,1.339,0.211,0.1302,-0.079,0.13,3.06,-1.62,7.77,0
"UBC_381",3.38,-1.5,2.47,14.18,-8.28,51.52,172.5,8.7,"2",2,3,316.2392,48.7354,8.23,0.45,2150,66,1.678,0.2,0.0868,-0.048,0.0818,1.18,-0.58,3.57,0
"UBC_382",0.44,-0.08,0.08,51.83,-31.84,32.2,250.0,6.3,"2",1,4,324.9869,49.3115,8.045,0.347,2161,67,1.134,0.174,0.1608,-0.0908,0.1213,10.23,-1.07,1.52,0
"UBC_384",1.63,-0.63,0.57,3.14,-0.66,23.6,248.0,9.5,"1",1,2,328.7114,52.8176,7.842,0.251,2240,102,1.578,0.104,0.2386,-0.1352,0.144,24.5,-16.44,34.5,1
"UBC_386",4.26,-1.63,1.39,8.4,-2.19,36.44,225.3,18.7,"1",1,2,319.7639,61.9436,6.854,0.029,1160,29,1.461,0.032,0.1331,-0.0813,0.1368,4.56,-2.97,6.45,1
"UBC_387",3.51,-1.54,2.32,17.52,-11.16,51.39,131.8,6.9,"2",1,3,326.0639,58.7582,8.54,0.327,1563,37,1.702,0.121,0.106,-0.0615,0.1016,1.06,-0.5,3.19,0
"UBC_389",3.03,-1.16,1.32,8.01,-3.24,50.31,208.3,14.2,"3",1,3,338.3416,58.3733,7.143,0.412,2257,104,1.686,0.113,0.1798,-0.1137,0.1905,3.48,-1.92,8.86,0
"UBC_390",9.22,-4.09,4.02,28.67,-14.66,42.74,753.9,40.2,"2",2,3,338.6963,58.2698,6.912,0.081,4165,249,2.113,0.061,0.0728,-0.0364,0.05,0.37,-0.2,0.83,0
"UBC_391",5.88,-2.18,2.29,11.26,-3.27,31.64,338.7,26.6,"2",2,3,338.8938,59.0074,7.063,0.464,2386,98,2.752,0.09,0.0562,-0.025,0.0372,1.73,-1.17,2.34,0
"UBC_393",17.01,-5.17,4.41,29.79,-8.03,29.63,1464.7,72.9,"2",2,3,345.4897,56.9513,6.833,0.161,3283,469,2.247,0.089,0.0608,-0.0289,0.0447,1.04,-0.61,1.32,0
"UBC_395",1.28,-0.11,0.14,43.88,-30.47,36.93,480.2,14.2,"2",2,2,345.624,57.1867,8.82,0.532,2339,107,1.811,0.257,0.1591,-0.072,0.0879,4.32,-0.27,0.57,1
"UBC_396",0.52,-0.11,0.15,41.12,-35.5,39.31,129.6,14.2,"1",2,2,337.2957,66.5205,7.119,0.425,1054,25,2.491,0.166,0.2442,-0.1143,0.1286,4.82,-0.54,1.5,1
"UBC_397",3.65,-1.24,0.86,5.44,-0.82,3.65,500.0,44.5,"2",2,2,347.7321,58.6112,6.81,0.108,3430,325,2.703,0.06,0.0671,-0.0334,0.0541,11.42,-7.54,8.41,1
"UBC_40",2.75,-0.85,0.82,31.95,-24.65,44.54,343.5,8.4,"1",1,2,22.6326,60.244,8.036,0.203,2228,63,1.38,0.085,0.5947,-0.4141,0.6849,3.86,-1.31,4.19,1
"UBC_407",3.39,-0.77,1.85,24.7,-17.56,48.62,1964.1,23.6,"2",1,3,4.5533,63.3454,7.818,0.422,2779,117,1.68,0.152,0.2679,-0.0558,0.051,1.55,-0.31,5.16,0
"UBC_409",11.82,-4.39,4.76,35.01,-16.59,38.29,1353.8,42.7,"2",2,4,6.7562,63.2336,7.134,0.503,2918,185,1.951,0.195,0.0922,-0.0449,0.0462,0.5,-0.2,0.83,0
"UBC_41",3.16,-0.99,1.25,30.66,-23.05,44.92,458.7,15.3,"1",1,2,23.2364,59.7856,7.972,0.179,2347,110,1.56,0.109,0.7961,-0.5339,0.6959,4.88,-1.34,6.78,1
"UBC_410",0.73,-0.12,0.15,54.62,-31.41,30.34,540.0,25.9,"2",1,4,6.9806,62.9078,7.344,0.399,2663,137,1.527,0.093,0.1871,-0.048,0.0473,2.7,-0.28,0.32,0
"UBC_413",0.35,-0.1,0.13,45.68,-35.24,36.32,177.9,19.3,"2",2,2,17.6488,60.4723,7.109,0.281,2746,89,2.283,0.163,0.333,-0.1082,0.1047,5.7,-1.05,1.97,1
"UBC_415",0.23,-0.02,0.04,49.46,-32.59,33.66,87.1,7.7,"2",1,4,42.5554,72.9012,7.227,0.105,893,26,1.58,0.132,0.1611,-0.0751,0.0828,13.58,-2.15,1.82,0
"UBC_417",5.11,-1.99,3.03,16.83,-8.45,47.61,267.1,10.2,"2",1,2,29.1818,54.4187,7.562,0.203,1926,113,0.59,0.083,0.079,-0.0408,0.0587,0.92,-0.42,2.44,1
"UBC_422",4.2,-2.42,3.72,19.71,-11.3,49.06,425.6,26.6,"2",1,3,40.569,58.1629,7.096,0.584,2494,221,2.203,0.092,0.0629,-0.0302,0.0474,0.86,-0.39,2.1,0
"UBC_423",1.39,-0.51,1.17,35.34,-29.28,42.87,183.8,27.7,"2",2,4,48.2951,58.9367,6.888,0.062,2623,157,2.616,0.024,0.1805,-0.1098,0.1564,2.54,-0.52,2.34,0
"UBC_424",3.67,-1.4,2.01,10.9,-4.82,48.62,422.1,15.9,"1",1,3,50.9916,51.2608,8.633,0.268,2083,80,1.905,0.126,0.1696,-0.1044,0.1575,3.28,-1.61,8.56,0
"UBC_425",4.44,-1.66,2.17,10.04,-2.67,26.99,224.2,18.1,"1",2,2,59.219,48.6086,7.031,0.471,2691,268,2.603,0.06,0.0304,-0.0076,0.0135,1.01,-0.58,1.63,1
"UBC_428",3.41,-0.67,1.97,26.72,-17.64,45.21,843.0,34.2,"2",2,2,66.8025,44.6853,7.054,0.805,2837,264,2.658,0.179,0.069,-0.0315,0.039,1.2,-0.21,2.34,1
"UBC_429",1.8,-0.5,1.2,14.94,-10.96,53.64,507.3,18.5,"1",1,2,72.5709,44.7681,8.856,0.048,2642,116,2.016,0.139,0.2243,-0.1328,0.1674,4.4,-1.12,15.4,1
"UBC_432",1.46,-0.16,0.31,39.23,-31.31,40.1,556.8,27.0,"2",2,2,79.0349,39.5289,7.148,0.518,2635,144,1.901,0.099,0.1364,-0.0599,0.0738,2.99,-0.26,1.15,1
"UBC_433",8.82,-3.19,2.86,30.34,-16.41,42.18,837.8,47.6,"1",2,3,87.7067,28.7143,9.082,0.132,4614,204,1.815,0.219,0.1287,-0.0736,0.0958,0.71,-0.33,1.32,0
"UBC_435",10.06,-3.22,2.48,35.36,-18.84,39.68,735.2,10.8,"2",1,3,90.7183,25.5052,7.888,0.741,3118,245,1.091,0.322,0.1095,-0.0608,0.0775,0.55,-0.23,0.79,0
"UBC_436",1.65,-0.4,0.65,44.16,-32.88,36.96,449.0,14.4,"1",1,4,94.9131,26.2321,8.794,0.709,3078,403,1.092,0.29,0.1202,-0.0606,0.0733,2.17,-0.31,0.75,0
"UBC_437",0.26,-0.04,0.25,19.74,-18.96,53.67,372.2,10.6,"1",1,4,89.5422,22.0599,7.904,0.274,1840,87,1.847,0.128,0.2884,-0.0809,0.0797,11.74,-2.52,35.96,0
"UBC_438",7.98,-3.39,5.3,20.78,-9.17,40.27,723.8,59.3,"X",3,3,94.8212,15.2945,6.701,0.046,4113,328,2.575,0.037,0.0351,-0.0107,0.0171,0.34,-0.19,0.74,0
"UBC_439",7.91,-3.1,2.88,27.43,-15.03,44.23,523.7,16.8,"2",1,2,94.5458,10.7662,8.447,0.051,2767,112,1.395,0.046,0.1125,-0.0639,0.0899,0.65,-0.33,1.42,1
"UBC_442",6.28,-2.56,3.17,16.85,-7.31,45.65,645.6,27.7,"1",2,3,100.5758,-4.616,8.879,0.082,4607,614,1.397,0.154,0.1175,-0.069,0.1094,1.63,-0.86,3.96,0
"UBC_443",5.29,-1.21,0.77,6.64,-0.64,1.43,231.2,13.5,"1",2,3,98.6313,-6.7953,8.893,0.64,2704,271,1.538,0.228,0.1129,-0.0298,0.0274,7.63,-3.96,2.92,0
"UBC_445",3.45,-1.12,1.8,10.41,-4.46,44.71,339.4,15.6,"1",1,2,108.4954,-6.5904,8.58,0.221,2656,114,1.071,0.126,0.0772,-0.0395,0.0571,2.28,-1.07,5.89,1
"UBC_448",3.28,-1.2,1.43,7.19,-2.28,42.65,348.0,10.3,"2",1,2,113.5194,-8.0798,8.582,0.172,2988,129,0.58,0.096,0.2256,-0.1333,0.1613,7.53,-4.81,13.02,1
"UBC_449",3.32,-1.01,0.68,4.72,-0.6,2.28,224.2,8.9,"1",1,3,115.2254,-12.8888,8.768,0.181,3032,204,0.545,0.284,0.1828,-0.088,0.0875,17.81,-11.13,11.37,0
"UBC_450",11.2,-4.13,3.09,37.94,-20.56,38.75,780.4,14.6,"2",1,4,110.1182,-19.3429,7.752,0.327,2924,102,1.087,0.053,0.1478,-0.0811,0.0868,0.52,-0.28,0.77,0
"UBC_451",4.74,-2.15,1.68,36.52,-26.75,41.65,91.5,6.4,"2",1,3,100.6915,-23.6856,8.001,0.281,1910,49,0.309,0.074,0.1174,-0.0648,0.0755,0.26,-0.17,0.35,0
"UBC_456",0.26,-0.04,0.06,52.93,-32.05,31.52,348.5,8.3,"1",2,4,110.2131,-20.7757,8.071,0.267,3200,96,1.329,0.061,0.1342,-0.0688,0.0826,14.89,-2.68,2.98,0
"UBC_458",3.27,-1.03,0.58,4.44,-0.51,2.24,196.6,14.3,"2",1,3,115.3284,-18.7065,8.271,0.057,3660,96,0.945,0.197,0.1805,-0.0959,0.0953,15.37,-9.92,8.44,0
"UBC_46",7.38,-3.0,2.01,42.2,-27.39,37.81,1102.9,21.3,"1",1,4,33.7429,57.31,7.613,0.14,2003,77,1.762,0.033,0.4275,-0.2335,0.2064,0.98,-0.5,0.9,0
"UBC_460",10.77,-3.08,3.02,29.58,-12.46,38.34,1105.2,15.8,"2",1,2,113.7703,-21.3106,7.627,0.288,2886,83,1.092,0.101,0.1391,-0.0807,0.096,1.41,-0.57,2.03,1
"UBC_461",2.22,-0.45,0.62,54.65,-32.2,30.32,1001.5,37.2,"2",1,4,119.1964,-23.8541,7.304,0.383,3047,155,0.912,0.119,0.0648,-0.0205,0.0209,0.97,-0.11,0.17,0
"UBC_462",5.22,-1.74,3.1,25.3,-14.81,46.18,469.9,27.5,"1",1,4,118.9372,-24.0268,7.063,0.539,3620,183,0.899,0.119,0.0736,-0.0336,0.0366,0.49,-0.15,1.16,0
"UBC_463",0.23,-0.02,0.04,49.53,-32.76,33.67,106.1,6.8,"2",1,4,116.547,-26.2077,7.863,0.587,2202,50,0.509,0.098,0.188,-0.0834,0.0877,16.59,-2.38,1.98,0
"UBC_466",5.5,-1.95,2.27,11.59,-3.63,32.93,707.1,32.1,"1",2,3,116.3763,-27.2198,8.606,0.46,4822,273,1.743,0.118,0.0759,-0.0385,0.0561,3.56,-2.25,5.61,0
"UBC_467",1.77,-0.19,0.23,55.65,-30.16,29.48,541.7,24.2,"1",1,4,123.1727,-25.6727,9.131,0.026,4751,175,0.64,0.14,0.0775,-0.023,0.0238,1.41,-0.1,0.13,0
"UBC_468",19.99,-8.05,4.83,51.92,-24.15,30.87,665.8,45.6,"1",2,4,116.5967,-30.7331,6.863,0.077,4229,215,1.613,0.055,0.2391,-0.0841,0.0675,0.62,-0.29,0.6,0
"UBC_469",12.75,-3.27,3.56,33.98,-11.05,33.1,444.1,41.5,"3",2,3,116.5525,-32.2518,6.741,0.053,3874,161,2.479,0.032,0.1001,-0.0566,0.0811,1.62,-0.65,1.65,0
"UBC_472",2.88,-0.99,1.94,9.98,-4.29,50.42,275.0,17.8,"1",2,2,120.7506,-35.0923,8.915,0.168,1932,57,2.362,0.226,0.1162,-0.0677,0.1027,2.77,-1.14,7.67,1
"UBC_473",0.77,-0.07,0.07,52.18,-29.21,31.65,578.5,36.5,"2",2,4,122.6463,-34.3001,6.862,0.657,4924,402,1.664,0.125,0.035,-0.0099,0.0138,3.28,-0.18,0.22,0
"UBC_474",0.38,-0.14,0.36,1.9,-1.28,58.61,0.0,0.0,"1",2,4,124.8387,-33.2228,7.105,0.674,5293,391,1.283,0.184,0.0372,-0.0067,0.0068,2.16,-1.29,46.64,0
"UBC_475",0.6,-0.05,0.05,51.28,-31.79,32.43,150.2,5.4,"2",1,4,123.8933,-33.9089,7.905,0.261,1919,48,0.782,0.067,0.22,-0.1224,0.1611,10.57,-0.53,0.67,0
"UBC_476",2.01,-0.25,0.45,38.38,-27.43,39.73,702.6,14.9,"2",2,2,126.572,-33.8392,7.745,0.782,3884,462,1.317,0.13,0.0589,-0.0244,0.0319,1.54,-0.15,0.55,1
"UBC_479",5.48,-2.09,2.26,15.97,-7.46,47.23,279.0,9.7,"2",1,3,124.4013,-42.5925,7.183,0.096,1480,49,1.365,0.408,0.1088,-0.0636,0.1012,1.22,-0.61,3.17,0
"UBC_482",10.72,-3.43,3.63,30.64,-13.74,39.55,1047.5,28.4,"2",1,4,131.1555,-45.9722,7.328,0.151,2001,105,1.142,0.06,0.1241,-0.0687,0.0785,1.02,-0.41,1.69,0
"UBC_483",1.34,-0.86,1.69,38.0,-31.84,41.27,128.7,12.3,"2",1,4,133.7364,-47.4392,7.515,0.542,1877,30,1.979,0.088,0.2397,-0.1392,0.1517,1.11,-0.48,1.12,0
"UBC_484",3.13,-1.21,1.61,8.8,-3.65,49.39,234.6,10.1,"1",1,3,138.0077,-44.8215,8.514,0.288,1991,67,1.365,0.152,0.1744,-0.1085,0.1672,3.67,-1.89,9.45,0
"UBC_485",4.41,-1.83,1.89,28.66,-20.47,45.77,327.0,10.0,"1",1,3,138.1999,-44.9021,8.57,0.15,1809,44,1.62,0.096,0.2615,-0.1672,0.2259,1.27,-0.61,2.58,0
"UBC_487",0.56,-0.18,0.22,53.04,-32.51,31.45,296.6,14.8,"2",1,4,139.7476,-51.603,7.282,0.325,1852,66,1.937,0.086,0.3006,-0.1222,0.1199,4.33,-0.71,1.07,0
"UBC_488",7.86,-3.18,4.48,18.62,-7.4,38.13,1076.9,54.4,"1",2,3,139.7827,-53.5603,6.732,0.033,7216,1198,2.285,0.113,0.0559,-0.0254,0.0399,1.0,-0.58,1.91,0
"UBC_490",2.48,-0.49,0.99,37.88,-29.13,40.74,827.4,25.7,"1",1,4,140.5859,-53.8663,7.98,0.577,2717,59,1.758,0.161,0.1023,-0.0495,0.0593,1.6,-0.24,1.43,0
"UBC_491",6.32,-2.32,2.53,12.45,-3.38,32.38,676.8,43.6,"1",2,3,142.8706,-53.0178,6.864,0.061,3868,325,2.396,0.057,0.0551,-0.0227,0.0286,1.88,-1.22,2.59,0
"UBC_492",3.64,-1.6,2.32,25.52,-18.41,47.73,212.3,12.0,"1",1,3,148.733,-50.9485,8.048,0.16,2252,90,1.407,0.099,0.1595,-0.096,0.1329,0.95,-0.44,2.29,0
"UBC_493",0.38,-0.11,0.12,52.14,-32.94,32.07,169.5,12.8,"2",1,4,141.2325,-57.3545,8.879,0.092,1735,36,1.123,0.137,0.2104,-0.0609,0.0595,3.51,-0.61,1.07,0
"UBC_495",2.45,-0.46,0.87,10.12,-3.9,24.74,542.0,21.8,"1",2,1,144.9671,-57.2927,8.739,0.744,3474,304,1.631,0.187,0.0692,-0.0316,0.0305,2.82,-0.88,2.79,1
"UBC_496",1.43,-1.1,2.89,37.8,-30.6,41.44,118.7,5.7,"2",1,4,159.6919,-54.2025,8.031,0.199,1679,47,0.445,0.09,0.2082,-0.1204,0.1247,0.99,-0.53,1.33,0
"UBC_499",4.17,-1.88,2.65,28.56,-20.45,46.2,314.0,14.6,"1",1,3,158.6371,-59.7493,7.545,0.202,2390,29,1.058,0.095,0.1702,-0.0995,0.1215,0.79,-0.37,1.67,0
"UBC_500",6.78,-2.42,2.23,33.93,-21.33,42.04,361.9,13.0,"1",1,3,162.7091,-55.8756,8.526,0.099,2420,70,1.239,0.106,0.1218,-0.0681,0.0812,0.5,-0.21,0.73,0
"UBC_502",0.77,-0.12,0.4,27.89,-25.27,47.32,199.3,8.5,"2",1,2,159.561,-59.5362,8.49,0.387,1788,61,0.798,0.333,0.1776,-0.1077,0.1646,6.22,-0.68,8.82,1
"UBC_503",1.53,-0.56,0.87,4.79,-2.11,53.71,119.3,8.4,"1",2,3,156.283,-62.3351,9.004,0.098,2118,93,1.018,0.226,0.1643,-0.1003,0.1515,6.02,-3.01,17.2,0
"UBC_504",7.15,-2.56,1.65,10.6,-1.72,15.97,631.8,31.9,"1",2,3,159.753,-61.088,7.031,0.101,5018,213,1.651,0.024,0.0673,-0.0274,0.0264,3.06,-2.23,2.25,0
"UBC_507",1.16,-0.19,0.21,52.11,-31.11,31.82,1164.4,61.4,"1",2,4,162.612,-61.4411,7.096,0.503,7698,1456,1.925,0.152,0.0468,-0.0168,0.0212,1.58,-0.16,0.21,0
"UBC_508",6.72,-2.32,1.82,10.73,-2.01,17.4,1885.6,60.1,"1",2,3,164.1107,-60.4953,8.777,0.035,5090,246,2.16,0.089,0.1528,-0.0789,0.0829,8.8,-6.21,7.78,0
"UBC_509",5.6,-2.05,2.32,13.93,-5.4,44.73,371.6,13.5,"2",1,3,164.0514,-61.0965,8.286,0.212,3244,170,0.907,0.18,0.0969,-0.0546,0.0852,1.57,-0.85,3.37,0
"UBC_51",2.53,-1.14,1.33,34.32,-27.73,43.34,210.9,15.3,"1",1,3,59.6893,52.5497,7.012,0.076,1111,42,1.387,0.163,0.4329,-0.2852,0.384,1.91,-0.86,2.28,0
"UBC_510",10.25,-3.31,4.36,24.49,-9.38,37.97,467.7,38.5,"2",2,4,163.2554,-62.7138,6.732,0.047,5207,279,1.82,0.05,0.1024,-0.0532,0.0601,1.31,-0.65,2.31,0
"UBC_513",0.35,-0.11,0.21,47.03,-34.4,35.37,157.3,7.5,"2",1,4,171.3373,-61.446,7.859,0.786,2814,91,1.372,0.247,0.4403,-0.183,0.1743,5.4,-1.39,2.18,0
"UBC_515",1.25,-0.07,0.08,52.58,-29.19,31.34,766.8,21.6,"1",2,2,179.3071,-62.9653,7.322,0.578,3818,171,1.494,0.128,0.0836,-0.0155,0.0168,2.27,-0.08,0.13,1
"UBC_516",0.88,-0.13,0.15,50.17,-31.89,33.18,497.2,22.8,"1",1,4,182.5173,-62.3297,8.417,0.558,3277,255,1.812,0.145,0.1634,-0.0921,0.1196,5.52,-0.5,0.6,0
"UBC_518",7.95,-2.75,1.9,39.94,-25.1,38.83,688.8,29.7,"1",1,4,184.5592,-62.989,7.062,0.129,3760,141,1.864,0.048,0.1464,-0.0804,0.0824,0.36,-0.21,0.41,0
"UBC_519",3.3,-1.57,2.45,25.34,-18.74,48.22,321.5,15.1,"1",2,3,185.485,-60.3942,8.846,0.108,2945,124,1.728,0.232,0.1897,-0.1185,0.1715,1.22,-0.62,3.0,0
"UBC_52",3.77,-1.02,1.02,6.42,-0.8,3.44,217.1,9.0,"2",1,2,64.7288,52.3699,8.794,0.353,2081,130,2.147,0.152,0.0742,-0.0224,0.0176,5.07,-2.67,4.62,1
"UBC_520",1.69,-0.54,1.19,6.51,-2.96,49.26,174.7,6.9,"2",1,2,186.1123,-66.6718,8.46,0.251,1967,65,1.614,0.133,0.0965,-0.0544,0.087,4.3,-1.63,12.41,1
"UBC_521",1.82,-0.32,0.56,39.71,-29.23,39.72,771.1,47.9,"2",2,4,187.5215,-64.1589,6.842,0.544,2954,135,2.688,0.109,0.0935,-0.0498,0.0695,2.4,-0.26,0.8,0
"UBC_523",3.97,-0.69,0.48,4.79,-0.39,0.63,333.1,15.1,"1",2,3,191.6641,-66.2,8.017,0.391,3135,76,2.014,0.058,0.0953,-0.049,0.0621,20.66,-8.69,6.67,0
"UBC_524",1.24,-0.09,0.1,58.7,-29.46,27.67,762.7,25.2,"1",2,4,192.6217,-60.9881,8.648,0.141,3090,130,1.725,0.086,0.0858,-0.0362,0.0422,4.18,-0.19,0.24,0
"UBC_527",3.43,-1.39,1.47,25.83,-19.56,48.06,175.2,7.8,"2",1,2,204.5382,-66.666,8.353,0.167,1773,42,0.948,0.079,0.2485,-0.1638,0.2597,1.45,-0.74,3.59,1
"UBC_528",1.99,-0.2,0.24,51.58,-29.84,32.13,748.4,35.9,"2",2,4,204.6275,-61.6031,8.668,0.795,3468,328,2.695,0.167,0.0638,-0.0237,0.0275,1.42,-0.09,0.16,0
"UBC_531",3.04,-1.39,2.38,19.82,-14.03,50.82,337.0,24.1,"1",1,3,211.814,-63.061,7.136,0.275,2601,115,2.013,0.085,0.1786,-0.1124,0.1807,1.72,-0.87,4.98,0
"UBC_532",1.19,-0.55,0.34,2.0,-0.25,28.85,157.4,13.3,"1",2,2,226.4586,-62.238,7.111,0.564,2036,25,2.642,0.119,0.6141,-0.3484,0.1947,44.58,-31.95,43.04,1
"UBC_533",0.54,-0.1,0.1,51.28,-32.82,32.61,125.0,5.6,"2",1,4,230.3104,-53.1796,8.328,0.139,1208,30,0.859,0.061,0.2661,-0.1381,0.1624,6.1,-0.59,0.81,0
"UBC_534",2.87,-1.31,1.85,34.84,-25.93,42.86,279.3,9.3,"2",1,4,238.6566,-57.8677,7.688,0.551,1710,61,1.399,0.092,0.1971,-0.1181,0.1379,1.1,-0.27,1.23,0
"UBC_535",5.7,-2.24,2.7,18.83,-9.66,47.67,603.5,40.9,"2",2,3,237.5187,-56.7813,6.983,0.198,3022,99,2.175,0.047,0.1298,-0.0767,0.1123,1.2,-0.55,3.15,0
"UBC_536",3.08,-1.65,2.09,33.28,-26.32,43.87,320.3,14.5,"X",3,3,237.6728,-55.6173,7.375,0.494,1975,64,2.973,0.14,0.2715,-0.171,0.2248,0.96,-0.58,1.5,0
"UBC_540",13.06,-4.66,4.21,29.42,-11.22,37.71,1585.4,55.9,"X",3,3,243.8467,-51.7065,7.036,0.71,2972,370,2.426,0.095,0.0905,-0.0493,0.0717,0.87,-0.46,1.61,0
"UBC_541",7.1,-2.49,3.19,15.64,-4.7,36.45,1151.1,55.8,"2",2,2,243.0548,-50.1722,6.959,0.102,2406,170,2.812,0.043,0.1017,-0.0561,0.0781,2.69,-1.54,4.45,1
"UBC_542",1.52,-0.19,0.3,36.57,-26.48,40.91,541.9,24.7,"2",2,4,244.5389,-49.5003,7.247,0.361,1789,106,2.455,0.206,0.1574,-0.0967,0.1576,5.95,-0.53,1.55,0
"UBC_545",3.13,-0.95,1.16,6.75,-1.23,8.45,283.1,49.2,"2",2,2,248.5212,-48.9182,6.769,0.159,3144,191,2.497,0.043,0.0515,-0.0178,0.0153,2.74,-1.42,3.17,1
"UBC_546",2.78,-1.38,1.61,37.66,-29.79,41.2,401.9,21.4,"1",2,4,253.6666,-48.4574,8.374,0.67,1942,43,2.543,0.164,0.527,-0.3123,0.301,1.47,-0.66,1.33,0
"UBC_548",5.25,-1.89,2.15,27.73,-17.99,45.39,980.7,36.7,"2",2,3,250.3953,-46.0997,7.138,0.521,2501,130,3.073,0.111,0.2567,-0.1609,0.2068,1.5,-0.58,2.85,0
"UBC_549",6.88,-2.66,2.89,14.12,-3.52,33.84,614.1,46.9,"2",2,3,252.1583,-46.9189,6.851,0.083,3131,160,2.424,0.076,0.0558,-0.025,0.0366,1.54,-0.92,2.28,0
"UBC_550",2.84,-1.11,1.83,10.01,-4.75,51.32,697.0,31.3,"1",2,3,252.6338,-45.0618,7.13,0.569,2491,100,2.623,0.123,0.1503,-0.0915,0.1399,3.88,-1.65,11.41,0
"UBC_552",5.83,-2.25,1.8,9.61,-1.99,16.59,690.2,59.0,"1",2,3,254.6885,-42.0353,6.768,0.059,2846,159,3.256,0.108,0.0678,-0.0338,0.0548,4.46,-3.15,4.23,0
"UBC_556",0.74,-0.04,0.05,27.83,-16.97,42.73,486.0,10.6,"2",1,2,259.278,-41.5224,8.269,0.399,1667,36,2.509,0.097,0.1167,-0.0725,0.1657,18.01,-0.69,1.44,1
"UBC_557",4.01,-1.96,1.64,34.1,-25.2,43.06,261.2,10.0,"1",1,2,256.1722,-38.9731,7.866,0.253,1489,48,1.694,0.103,0.2659,-0.1695,0.2194,1.01,-0.47,1.32,1
"UBC_559",6.3,-2.95,4.71,42.48,-23.94,37.49,2775.7,87.0,"1",2,4,259.1038,-39.6574,6.955,0.091,2302,189,3.175,0.046,0.1878,-0.0939,0.0868,1.08,-0.23,1.43,0
"UBC_560",1.82,-0.8,0.58,3.11,-0.64,35.37,110.3,8.4,"2",2,3,254.7966,-36.0649,7.891,0.946,1576,70,2.223,0.376,0.2353,-0.1471,0.2108,18.69,-13.96,20.44,0
