"Cluster","RA_ICRS","DE_ICRS","pmRA*","e_pmRA*","pmDE","e_pmDE","DMode","RV","e_RV","o_RV","f_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","f_[Fe/H]","GX","e_GX","GY","e_GY","GZ","e_GZ","U","e_U","V","e_V","W","e_W","Rap","Rperi","EC","Zmax","RGC","e_RGC","Ageref","Distref","E(B-V)ref","Ref","_RA.icrs","_DE.icrs"
"NGC_1912",82.167,35.824,1.58,0.175,-4.424,0.156,1107.4,-11.306847,1.8211964,43,"Y",-0.1839536,0.0696041,28,"Y",-9436.028,122.23552,148.77142,16.592022,13.147011,1.4662477,19.014221,1.8325173,227.01538,2.77174,1.1599278,1.1171588,9.707468824424256,8.508881777810723,0.0657973198246677,0.0454380252764863,9440.356,123.08124,8.706,1037.0508,0.20709679,"(3)",82.167,35.824
"NGC_1960",84.084,34.135,-0.155,0.202,-3.388,0.16,1156.9,-12.090671,5.2815223,35,"Y",-0.20098896,0.096810564,22,"Y",-9490.462,133.97026,109.925766,12.800709,21.68619,2.5253313,21.487728,5.2610493,235.97658,2.050705,-3.692728,1.6251138,10.125400859290272,8.998829234499494,0.0589080773064224,0.0778367236808232,9493.089,135.41647,7.565,1200.0,0.25,"(2)",84.084,34.135
"NGC_2099",88.074,32.545,1.924,0.201,-5.648,0.175,1438.1,-1.0662966,8.337289,119,"Y",-0.09085961,0.0663307,48,"Y",-9775.0,210.71976,59.091038,8.677071,77.43092,11.370162,10.082271,8.323171,212.41267,5.864043,-1.0252314,1.8329808,9.87070641632589,7.847200564651743,0.1142068221628339,0.1078851324259658,9778.328,208.83472,8.55,1400.0,0.35,"(2)",88.074,32.545
"NGC_2112",88.452,0.403,-2.713,0.2,4.27,0.172,1103.6,18.952839,2.7791743,28,"Y",-0.14941426,0.061395783,24,"Y",-9310.967,109.104195,-471.1852,52.94526,-241.34143,27.118654,-16.654573,2.6097677,268.10016,3.090891,1.1000166,1.3401561,12.651677458506278,9.380515469112124,0.1484719201643154,0.2683783115511092,9323.855,109.873604,9.315,977.0,0.625,"(2)",88.452,0.403
"NGC_2129",90.275,23.328,0.266,0.113,-2.216,0.106,1922.5,21.652323,13.128814,20,"Y",-1.4254999,1.2098596,2,"nan",-10251.477,374.98987,-220.96162,43.347916,4.8360524,0.9487303,-8.276241,13.048081,231.1319,4.006757,-0.5968399,1.8298331,10.345274831826336,9.959590902019762,0.0189946555107566,0.0367274261509065,10249.446,383.70566,7.48,1651.0,0.75,"(2)",90.275,23.328
"NGC_2141",90.734,10.451,-0.028,0.167,-0.767,0.167,4441.3,21.367699,8.759744,15,"Y",-0.16320941,0.13447006,9,"Y",-12529.724,2310.2478,-1364.7988,752.5619,-447.89575,246.97414,-4.0244436,8.675218,232.75983,7.1513267,-3.2126865,5.148003,13.887860705532534,12.031008568439493,0.071640939173134,0.4571387040463555,12645.29,2359.9678,9.245,4364.0,0.312,"(2)",90.734,10.451
"NGC_2158",91.862,24.099,-0.177,0.185,-2.002,0.173,4535.1,20.204567,6.7749405,22,"Y",-0.33288497,0.04437899,10,"Y",-12831.976,2531.388,-522.5184,294.45822,141.16972,79.55416,-5.5771236,6.931688,214.28731,16.604517,-16.342653,11.662681,12.927079314273184,11.302251987138378,0.0670603454516364,0.4754863315079888,12861.0205,2577.428,9.33,4770.0,0.333,"(2)",91.862,24.099
"NGC_2168",92.272,24.336,2.308,0.239,-2.905,0.235,862.4,-11.147627,5.1662846,224,"Y",-0.1007619,0.049609333,91,"Y",-9196.646,74.50085,-99.25419,8.631893,33.581608,2.9205074,23.984169,5.1313457,238.67581,1.706394,9.336327,1.0177768,10.13818828921226,8.580780111180657,0.0831994661628315,0.1630943770994688,9196.874,74.481865,8.25,912.0,0.2,"(1)",92.272,24.336
"NGC_2183",92.717,-6.213,-3.605,0.454,0.447,0.254,806.4,27.483042,27.958866,15,"nan",-0.132,0.29250896,5,"nan",-8994.684,52.537994,-439.90646,35.30138,-165.342,13.268267,-13.535448,22.720387,244.93192,15.311487,-9.715757,6.0208807,9.729662658059484,9.063547691954852,0.0354444479521363,0.2099083832114245,9008.101,55.031837,0.0,0.0,0.0,"nan",92.717,-6.213
"NGC_2184",91.69,-2.0,-0.648,0.198,-0.288,0.281,575.3,32.476837,5.514364,30,"Y",-0.12960485,0.079370365,24,"Y",-8831.615,28.596474,-279.18747,16.239782,-108.3398,6.3018947,-16.374727,4.726185,236.76468,2.7446532,-0.75866795,1.1956309,9.097855482967391,8.59563551353672,0.0283844476779568,0.0834923995856804,8836.581,28.949375,8.941,525.5329,0.10290323,"(3)",91.69,-2.0
"NGC_2186",93.031,5.453,0.415,0.119,-1.993,0.11,2260.8,8.016942,5.223771,5,"nan",-0.295,0.08768124,2,"nan",-10392.97,484.99057,-894.7968,211.38356,-243.09123,57.427006,12.766024,5.1191916,230.12794,4.921869,0.28136444,2.0440776,11.42182448525388,9.216468282831425,0.1068574919061513,0.226711413793461,10432.985,514.25824,8.2,1445.0,0.26,"(2)",93.031,5.453
"NGC_2192",93.819,39.846,0.193,0.131,-1.962,0.104,3963.1,12.425055,21.956644,5,"nan",-0.136,"nan",1,"nan",-12211.482,1824.3323,446.44214,210.37292,732.7822,345.30347,-7.424692,21.5904,219.55946,13.877186,-3.4741478,6.9625077,12.579806806907444,10.982361451594487,0.0677970438792935,0.7952106720239598,12240.343,1826.2942,9.25,3501.0,0.1,"(2)",93.819,39.846
"NGC_2194",93.44,12.813,0.535,0.15,-1.468,0.144,3424.6,23.440325,36.855007,40,"nan",-0.30209634,0.030006608,14,"Y",-11606.157,1246.1897,-1013.9201,386.85696,-139.98877,53.41204,-3.6838121,35.242405,221.38235,13.868006,2.5505872,3.2800176,11.976034934084238,10.39889546064586,0.0704868996513096,0.1186866979463767,11682.719,1306.764,8.8,2804.0,0.5,"(2)",93.44,12.813
"NGC_2232",96.888,-4.749,-4.745,0.291,-1.84,0.252,322.9,17.986958,3.570988,8,"Y",-0.09413369,0.09938627,6,"Y",-8604.095,8.499338,-181.23221,5.8322644,-42.004868,1.3517634,-3.202879,2.929285,243.34488,2.0304816,-2.77602,0.6775016,9.013244155099605,8.658513729806113,0.0200732959111261,0.0407978255361166,8606.165,8.607229,7.7,330.0,0.031,"(2)",96.888,-4.749
"NGC_2236",97.416,6.834,-0.752,0.129,0.01,0.135,2639.8,48.059998,"nan",1,"nan",-0.189,"nan",1,"nan",-10757.2295,680.8064,-1094.8431,308.3548,-78.48038,22.103445,-34.279785,"nan",236.59041,"nan",-2.4505768,"nan",11.657969381658612,10.697799574482737,0.0429495316873056,0.0646053876776825,10791.921,712.7566,8.75,2654.0,0.562,"(2)",97.416,6.834
"NGC_2244",98.045,4.914,-1.598,0.3,0.179,0.352,1548.8,31.757593,9.0614195,63,"Y",-0.17736958,0.059270896,11,"Y",-9724.115,221.01343,-685.908,109.524574,-54.645676,8.725727,-19.946236,8.197769,244.19298,4.7016897,-3.6725569,2.769756,10.702312180825832,9.803175848381487,0.0438485702541506,0.0651180349840866,9747.746,228.35533,0.0,0.0,0.0,"nan",98.045,4.914
"NGC_2259",99.633,10.885,-0.273,0.177,-1.032,0.153,2818.7,60.460644,26.936966,2,"nan",0.0,0.0,0,"nan",-10940.816,800.6188,-1039.1982,319.9009,103.43276,31.84018,-41.403244,25.038115,219.85396,10.550824,-0.06442976,3.6489327,11.454800529008136,9.755617219119545,0.0801107894274541,0.1403099871970475,11015.593,822.189,8.5,3311.0,0.59,"(1)",99.633,10.885
"NGC_2262",99.905,1.147,0.264,0.139,0.114,0.154,3969.7,53.640003,2.0506184,2,"nan",-0.096,0.076367535,2,"nan",-11758.197,1610.9314,-2018.5532,951.2992,-145.91043,68.76445,-35.04309,2.368683,224.5702,2.6267571,10.675106,3.3970082,12.041446459512144,11.606540475054407,0.0183908247945633,0.2624764460600325,11935.877,1753.2607,8.995,2511.0,0.625,"(2)",99.905,1.147
"NGC_2264",100.217,9.877,-1.69,0.508,-3.727,0.251,722.9,46.636154,25.550077,9,"nan",-0.051666673,0.34294364,3,"nan",-9005.157,48.652634,-281.5383,20.592716,27.318441,1.9981745,-28.800924,23.518923,225.88435,10.018743,-1.9637012,2.0219786,9.387099853358622,7.906934842479281,0.0855881832615709,0.0623075257864637,9009.532,48.884464,6.75,650.0,0.146,"(2)",100.217,9.877
"NGC_2266",100.832,26.976,-0.473,0.132,-1.272,0.126,3313.8,45.790947,8.782734,33,"Y",-0.26677504,0.06918132,25,"Y",-11569.659,1207.1731,-441.5514,165.0407,592.3337,221.39952,-34.22445,8.551106,231.01805,5.527478,0.42236233,5.612242,12.813023521080014,10.852414998536952,0.082846912847943,0.6806146620695543,11618.762,1222.3562,8.8,3000.0,0.2,"(1)",100.832,26.976
"NGC_2269",100.818,4.628,-1.143,0.098,-0.559,0.147,2142.0,64.37743,19.651033,2,"nan",0.0,0.0,0,"nan",-10228.681,425.68976,-999.2937,225.22952,11.076226,2.4964633,-45.98165,17.396997,222.32794,9.260261,-5.332882,2.939428,10.84378552624604,9.112835530895191,0.0867356247530415,0.1013730784792808,10283.091,438.22974,8.665,1585.0,0.312,"(2)",100.818,4.628
"NGC_2281",102.091,41.06,-2.946,0.274,-8.321,0.257,519.4,15.332669,6.749537,199,"Y",-0.08498815,0.11162162,73,"Y",-8835.487,25.720795,44.003536,2.2842126,151.03082,7.839915,-9.094551,6.4415035,237.58054,1.1959249,-1.9555941,2.1835039,9.156041520555506,8.584462566004108,0.0322188677256601,0.1835906477765874,8836.479,25.950087,8.779,493.1739,0.044193547,"(3)",102.091,41.06
"NGC_2286",101.916,-3.167,0.188,0.126,-1.468,0.115,2295.6,24.410002,"nan",1,"nan",-0.156,"nan",1,"nan",-10204.625,458.27313,-1321.2943,324.73984,-91.06795,22.382156,0.13990402,"nan",225.89609,"nan",0.8381176,"nan",10.983345869507495,8.894461242566932,0.1050862710943456,0.0647844930336941,10302.297,488.0606,8.64,1964.0,0.416,"(2)",101.916,-3.167
"NGC_2301",102.943,0.465,-1.367,0.208,-2.179,0.187,859.5,30.440706,14.337519,23,"nan",-0.059838824,0.05879767,12,"Y",-9066.148,62.925117,-463.6283,40.175854,4.3155756,0.373967,-11.709587,12.09772,231.31564,7.7506156,-1.6029472,1.1167939,9.136186208409532,8.617131463386075,0.0292370561164502,0.0382414836990572,9076.484,63.99191,8.35,805.0,0.062,"(2)",102.943,0.465
"NGC_2304",103.802,17.984,-0.024,0.108,-1.514,0.109,4041.7,47.033844,12.750377,6,"nan",-0.1422,0.06599773,5,"nan",-12160.884,1859.1932,-1183.7096,575.97943,626.3879,304.79373,-27.53689,12.2755995,213.12654,11.088309,1.6677933,5.922971,12.331077369622408,10.665653016692431,0.0724200495006479,0.664864108530863,12235.632,1908.5131,8.835,3896.0,0.146,"(2)",103.802,17.984
"NGC_2324",106.033,1.046,-0.309,0.106,-0.094,0.092,4541.7,48.07274,6.736864,3,"nan",-0.178,0.07353911,2,"nan",-12119.511,2187.5242,-2496.7527,1445.0942,261.26086,151.21487,-29.951845,5.7968736,226.59688,4.063863,3.1857066,3.792138,13.076983249665314,11.733601738811789,0.0541454992487054,0.3236401604803,12459.111,2397.512,8.68,3842.0,0.239,"(2)",106.033,1.046
"NGC_2355",109.247,13.772,-3.802,0.137,-1.086,0.133,1901.7,26.367886,2.754105,22,"Y",-0.20720032,0.055000246,15,"Y",-10041.901,333.26227,-735.42334,144.0086,387.75998,75.93015,-21.515364,3.1072085,244.50409,1.5629522,-21.771948,6.6654215,11.370748835595569,10.134598820585168,0.0574810523769943,0.695713473642348,10086.515,343.99573,8.9,2128.0,0.187,"(2)",109.247,13.772
"NGC_2420",114.602,21.575,-1.19,0.139,-2.125,0.126,2552.9,64.993774,4.718009,37,"Y",-0.29283455,0.046711255,35,"Y",-10624.665,623.24835,-747.0896,203.80525,857.8077,234.00883,-48.759155,4.1400194,213.38379,5.505096,7.3542376,6.0487037,11.431633201549149,8.785836505368971,0.1308668559683719,0.9516575080818068,10691.283,656.39734,9.271,2569.2126,0.060322583,"(3)",114.602,21.575
"NGC_2548",123.412,-5.726,-1.313,0.194,1.029,0.178,758.8,5.1163454,8.58524,124,"Y",-0.053222828,0.049720757,45,"Y",-8831.552,36.759308,-542.9107,40.59964,201.59384,15.075465,3.2612514,5.587658,251.88785,6.1580234,6.4667387,2.3806164,10.318227410738446,8.71311444631028,0.0843405040214583,0.2796543105264433,8849.304,40.34029,8.72,789.0,0.042,"(2)",123.412,-5.726
"NGC_2632",130.054,19.621,-36.09,1.115,-12.919,0.997,185.5,32.149376,7.0555897,284,"Y",0.2205276,0.08438267,104,"Y",-8480.75,2.5635095,-68.51295,1.2476463,99.462715,1.8112506,-29.708788,5.398927,232.77771,2.734981,-3.9605818,3.9069095,9.104529420407392,7.593891630641276,0.0904659060367415,0.1429957190601556,8481.596,2.64865,8.875,186.20871,0.027096774,"(3)",130.0542,19.6211
"NGC_2682",132.846,11.814,-10.986,0.193,-2.964,0.201,859.1,28.144823,3.1199687,107,"Y",-0.037696596,0.060510706,66,"Y",-8932.044,51.346436,-425.2961,36.88396,454.1197,39.3837,-32.45014,2.9902408,230.51509,1.8400172,-16.645657,3.8128598,9.454851302433324,8.240446782021436,0.068628655737579,0.6074160256757294,8953.584,54.81132,9.561,881.45465,0.037096776,"(3)",132.846,11.814
"NGC_6633",276.845,6.615,1.198,0.325,-1.811,0.297,391.6,-40.75001,3.3637323,7,"Y",-0.10445114,0.05157706,8,"Y",-8027.1313,12.250267,228.33916,8.940271,56.831345,2.2251368,-19.871197,2.7096896,227.14429,2.0198412,-2.1202755,0.7651105,8.424250945775764,6.853079855834611,0.1028432983709128,0.0877076296725044,8030.425,12.003694,8.888,374.2829,0.14548388,"(3)",276.845,6.615
"NGC_6791",290.221,37.778,-0.421,0.165,-2.269,0.193,4530.8,-52.756126,11.931998,22,"Y",0.2490833,0.07227217,12,"Y",-6810.2954,875.95123,4194.66,2401.9585,860.2861,492.61954,39.086792,20.88658,189.55725,10.059422,-15.718939,11.80686,8.783797473295419,4.642830515764284,0.3084145148659278,1.0603833600194408,8408.654,694.2666,9.927,4139.9956,0.09741935,"(3)",290.221,37.778
"NGC_6811",294.34,46.378,-3.399,0.116,-8.812,0.123,1112.5,-2.2210543,4.99659,106,"Y",-0.1028036,0.05788811,58,"Y",-8136.0254,23.104397,1069.9279,121.19806,231.49617,26.223063,59.566063,5.232311,241.85898,4.32533,1.8439512,3.2245464,9.412023150794376,7.830337006382614,0.091732577790599,0.2831022849941283,8210.327,6.46578,8.936,1136.057,0.06645162,"(3)",294.34,46.378
"NGC_6819",295.327,40.19,-2.916,0.128,-3.856,0.14,2599.5,-4.1908345,4.4502616,56,"Y",0.036735088,0.064273566,49,"Y",-7631.3384,199.31822,2468.4597,694.2813,382.94467,107.7075,66.21606,12.882827,230.74149,"nan",15.414902,11.041794,8.323085155808359,7.884886512232234,0.0270359951603432,0.4783055109860465,8061.612,52.960987,9.301,2706.4485,0.15193549,"(3)",295.327,40.19
"NGC_6866",300.983,44.158,-1.365,0.081,-5.743,0.092,1398.3,6.8584647,4.854237,26,"Y",-0.044826165,0.07606147,21,"Y",-8088.66,35.79182,1364.1969,194.28812,166.31648,23.686687,49.150864,4.8475595,253.6345,4.535328,-4.075588,3.1784708,9.781782126173,8.245823966731798,0.0852003394974176,0.2241155404051041,8207.186,4.287548,8.89,1342.765,0.12838711,"(3)",300.983,44.158
"NGC_6871",301.548,35.765,-3.129,0.126,-6.437,0.236,1841.0,6.1772237,17.924088,4,"nan",0.0,0.0,0,"nan",-7792.588,104.66887,1752.9982,335.18744,64.51629,12.336068,72.24792,10.575089,239.87468,16.81829,0.34036446,8.017383,8.974066892322007,7.836428086137992,0.0676743193845106,0.0941917037303801,7995.276,30.525555,6.99,1791.0,0.416,"(2)",301.548,35.765
"NGC_6910",305.797,40.771,-3.415,0.15,-5.359,0.164,1741.5,-78.14864,85.60334,7,"nan",-1.97,"nan",1,"nan",-7997.972,61.75327,1707.7212,308.34442,61.1539,11.041898,47.17283,18.240187,165.44289,83.84326,2.3157978,7.237442,8.2559706702673,4.35805111786275,0.3090148104922841,0.0901835866361864,8184.347,9.158538,7.127,1139.0,0.971,"(1)",305.797,40.771
"NGC_6913",305.943,38.487,-3.409,0.1,-5.771,0.125,1718.7,-34.62123,19.077484,5,"nan",0.0,0.0,0,"nan",-7949.0327,69.43646,1675.8083,297.63254,18.32133,3.2539563,56.26465,8.318491,206.20047,18.410637,2.6288872,6.753338,8.232627442694529,6.345253723839574,0.1294683155455903,0.0529607131364587,8129.4976,10.26951,0.0,0.0,0.0,"nan",305.943,38.487
"NGC_7063",321.122,36.507,1.524,0.131,-2.482,0.123,664.1,0.19677381,12.595648,9,"nan",-0.07224999,0.041987102,4,"nan",-8261.261,5.2250447,649.9528,43.13328,-114.122536,7.573613,13.084376,1.618723,250.6535,12.318883,-1.562293,2.228438,9.258602634893196,8.314303292712788,0.0537360949902413,0.0974371177643257,8287.816,1.7485101,8.274,660.99774,0.105161294,"(3)",321.122,36.507
"NGC_7086",322.624,51.593,-1.656,0.148,-1.629,0.143,1616.5,-31.475763,6.8120594,12,"Y",0.0175,0.019091882,2,"nan",-8464.246,20.635782,1612.3175,267.75772,5.9270134,0.98429877,31.261358,2.3795056,222.22649,6.816492,6.7113867,2.2455573,8.746351703481391,7.495284039175559,0.077028427686014,0.0953252700784845,8622.155,71.58743,8.065,1600.0,0.77,"(2)",322.624,51.593
"NGC_7092",322.889,48.247,-7.477,0.381,-19.738,0.393,297.1,-1.7200593,14.905745,2,"nan",-0.29,"nan",1,"nan",-8351.921,0.3403053,296.67914,8.676577,-12.184555,0.3563455,37.82927,0.9912984,251.02869,14.882467,-5.8155155,1.0385088,9.93761605638748,8.033951580106367,0.1059264564330742,0.0854430477475626,8357.098,0.65090024,8.491,277.71555,0.015806451,"(3)",322.889,48.2471
"NGC_7128",325.991,53.715,-4.026,0.152,-4.111,0.113,3452.2,-43.2591,83.59037,3,"nan",-0.141,0.2474874,2,"nan",-8778.562,174.20184,3402.8845,1351.6191,25.630281,10.180308,109.64529,25.403812,221.38759,83.33657,-1.4324875,21.544937,10.74293799269384,9.145185225992636,0.0803370307561243,0.0627233860337653,9492.303,638.7297,7.26,2301.0,1.099,"(2)",325.991,53.715
"NGC_7243",333.788,49.83,0.433,0.176,-2.857,0.162,873.3,-8.026695,23.16249,4,"nan",-0.059,0.016462078,3,"nan",-8473.249,11.620724,858.9307,74.892456,-84.95117,7.4070964,17.61003,3.6579523,244.10481,22.779696,-2.698388,2.5055351,9.077897412771204,8.503675987377918,0.0326604116892299,0.0717356707404083,8517.01,19.408422,8.006,888.3826,0.18483873,"(3)",333.788,49.83
"NGC_7380",341.817,58.125,-2.517,0.131,-2.144,0.131,2765.6,-48.137672,24.101147,4,"nan",0.0,0.0,0,"nan",-9157.876,245.23004,2653.9397,795.74884,-42.899075,12.862704,65.66634,11.063755,218.53165,23.557209,-1.8316603,7.268113,9.592205504862148,8.840536703303268,0.0407790003825855,0.0338460715582778,9555.156,453.5527,7.25,1800.0,0.6,"(2)",341.817,58.125
"NGC_7423",343.789,57.096,-1.247,0.151,-1.25,0.13,3733.2,4.628376,71.57107,2,"nan",-0.185,"nan",1,"nan",-9463.169,485.7289,3537.4543,1529.8218,-147.57668,63.821423,37.91188,23.044807,265.17203,68.33691,-3.317604,8.357159,14.705142787775747,9.321187825275398,0.2240856104583767,0.1698723467846794,10188.33,983.09375,9.15,4150.0,0.75,"(1)",343.789,57.096
"NGC_744",29.652,55.473,-1.864,0.1,-1.79,0.134,1319.0,-39.109997,4.079159,7,"Y",-0.1664,0.20176299,5,"nan",-9224.409,120.30185,968.1439,131.69194,-141.47934,19.244734,44.501205,2.9398882,228.07726,3.0834997,-2.3008776,2.0315692,9.751917576424011,8.492742059029748,0.0690161144441074,0.1240231612074869,9277.042,132.47844,8.375,1382.0,0.381,"(2)",29.652,55.473
"NGC_752",29.223,37.794,9.81,0.272,-11.713,0.266,441.0,-1.304186,5.266986,71,"Y",-0.082441896,0.07046319,49,"Y",-8635.927,13.0857115,276.3573,12.220164,-174.2882,7.706789,-0.86333275,3.6902218,227.27171,3.4606524,-8.729546,2.1835406,8.754351545809332,7.762238707359832,0.0600676545971185,0.1934744930018878,8642.288,13.652485,9.13,450.0,0.04,"(2)",29.2229,37.794
"NGC_7789",-0.666,56.726,-0.922,0.14,-1.933,0.138,2074.7,-59.6781,4.276181,62,"Y",-0.059410196,0.07067166,41,"Y",-9229.4,192.84846,1862.3828,403.8259,-193.856,42.03434,48.966072,2.6789224,202.74881,4.1430845,-3.7912598,4.096578,9.49891970718454,7.231636877614986,0.1355174777406678,0.1784998782360417,9424.331,269.68317,9.265,1800.0,0.221,"(2)",359.334,56.726
"NGC_869",34.741,57.134,-0.689,0.122,-1.082,0.122,2336.3,-52.582237,14.436183,43,"Y",-0.25433335,0.18236868,3,"nan",-9979.447,409.19757,1661.05,414.58987,-152.4374,38.04753,50.879837,10.230379,216.51176,10.286419,-3.13165,3.54979,10.337161537503404,8.85871694731209,0.077018855446538,0.1367742576532267,10122.163,464.682,7.069,2079.0,0.575,"(1)",34.741,57.134
"NGC_884",35.584,57.149,-0.628,0.117,-1.066,0.118,2341.8,-52.223328,9.754849,24,"Y",-0.1865,0.06858936,2,"nan",-9992.631,410.59042,1649.6438,409.8456,-145.6007,36.17379,50.32823,7.033461,216.57045,6.9200406,-2.9846802,3.3985841,10.34564286132346,8.87504216841295,0.0765113569383888,0.1294421877606083,10129.755,469.22693,7.2,2345.0,0.56,"(2)",35.584,57.149
"NGC_957",38.343,57.553,-0.252,0.089,-1.073,0.094,2302.2,-45.148144,15.006076,10,"nan",0.0,0.0,0,"nan",-10000.723,403.49,1587.421,385.6778,-106.3726,25.844162,42.752098,10.878224,219.2893,10.381935,-2.5195465,2.954904,10.241374752757368,9.070310775772384,0.0606401743263132,0.0886987273761726,10136.341,465.91672,7.25,1900.0,0.631,"(2)",38.343,57.553
"Patchick_3",79.12,45.584,-1.609,0.048,-1.288,0.082,1693.6,-33.28191,35.30243,6,"nan",-0.2195,0.024748735,2,"nan",-9954.35,278.7517,496.418,85.71781,126.932465,21.917814,41.34555,33.65567,241.89413,10.35254,-11.714546,3.850136,11.611282694860218,9.46338823072596,0.1019182919495344,0.2836691439191284,9972.256,286.52573,0.0,0.0,0.0,"nan",79.12,45.584
"Pismis_27",92.719,20.617,-0.14,0.256,-1.994,0.166,1876.4,-3.5046728,123.935074,13,"nan",-0.52833337,0.36937967,3,"nan",-10177.596,352.0824,-326.2366,62.506462,25.963085,4.974467,17.02995,122.016525,238.11905,21.900599,-2.437993,3.2728148,11.27811100187923,9.61415682598755,0.0796444976486585,0.0736226716703542,10193.716,362.29187,0.0,0.0,0.0,"nan",92.719,20.617
"RSG_1",75.508,37.475,0.77,0.34,-12.33,0.316,330.0,8.346612,7.784159,33,"Y",-0.012192348,0.09986687,20,"Y",-8662.268,10.600426,69.58174,2.288602,-15.543277,0.5112307,0.0723896,7.601759,238.25154,1.7916313,-3.969532,0.7280903,8.750604594192849,8.631021049358573,0.0068798826580781,0.0539317991686781,8662.407,10.441869,0.0,0.0,0.0,"nan",75.508,37.4751
"RSG_5",303.482,45.574,3.573,0.277,1.605,0.308,336.2,-13.003433,3.2877421,17,"Y",0.065194055,0.09421341,13,"Y",-8291.822,1.6173893,330.85883,11.112567,35.719307,1.1997094,4.0913544,0.6809326,240.55609,3.235498,2.5145698,0.59740996,8.521642959487718,8.233724273568894,0.0171836690843032,0.0694270844473208,8298.29,1.1704632,0.0,0.0,0.0,"nan",303.482,45.574
"RSG_7",344.19,59.363,4.927,0.428,-1.865,0.699,422.6,-20.259993,8.846773,6,"Y",0.008,0.060000002,4,"nan",-8476.068,5.76728,400.12524,16.95967,-2.3604143,0.10004883,10.696323,3.0174189,230.65886,8.381403,-0.22943497,1.3445368,8.545508742473702,7.888338945776782,0.0399887968516811,0.0232208794389977,8485.502,6.5720716,0.0,0.0,0.0,"nan",344.19,59.363
"RSG_8",344.983,59.371,5.343,0.483,-1.654,0.539,446.7,-26.516642,"nan",1,"nan",0.0,0.0,0,"nan",-8486.586,6.5785646,422.10114,18.94426,-3.7746112,0.16940777,11.478471,"nan",224.23189,"nan",-0.4188919,"nan",8.557025272164323,7.448986651673229,0.0692264022895612,0.0223250331315328,8497.056,7.4942546,0.0,0.0,0.0,"nan",344.983,59.371
"Riddle_4",31.862,60.26,-0.757,0.095,-0.451,0.126,2719.4,-59.186028,8.219715,3,"nan",0.0,0.0,0,"nan",-10160.47,532.40594,2005.6174,586.5456,-58.250942,17.035637,56.65898,5.9090652,213.43623,6.2596416,0.1319766,2.6711948,10.570238918627451,9.001269067732867,0.0801660174570107,0.0280509643579624,10371.746,637.7881,0.0,0.0,0.0,"nan",31.862,60.26
"Roslund_4",301.199,29.196,-2.166,0.261,-5.057,0.155,2211.6,-4.5448537,19.773127,3,"nan",0.0,0.0,0,"nan",-7474.371,202.06253,2034.746,474.96823,-48.712296,11.370878,61.64126,12.216223,225.58177,18.147776,-1.8122921,9.218178,7.804545221190281,7.266230503141156,0.0357191114708201,0.0348787615525707,7764.3086,74.0706,6.6,2000.0,0.91,"(1)",301.199,29.196
"Roslund_5",302.641,33.751,1.981,0.216,-1.164,0.147,537.7,-19.534475,"nan",1,"nan",0.0,0.0,0,"nan",-8169.019,9.2024555,509.6145,27.425285,1.5573869,0.083811805,4.6308737,"nan",233.82382,"nan",1.3431959,"nan",8.35135289624947,7.655301760510846,0.043485109828658,0.0312430174510313,8184.7607,7.475796,7.57,508.0,0.062,"(2)",302.641,33.751
"Roslund_6",307.185,39.798,5.875,0.34,2.155,0.274,352.3,-15.870237,3.8216586,39,"Y",-0.009849617,0.10486743,32,"Y",-8269.86,2.4600215,344.98633,12.085976,3.5947187,0.12593466,-0.53836155,0.93236136,238.47513,3.7451305,1.2364631,0.61452365,8.548414271647593,7.994552358033073,0.0334802049724748,0.03301678790417,8277.013,1.9626168,7.976,330.67404,0.046451613,"(3)",307.185,39.798
"Roslund_7",313.196,37.847,1.729,0.087,-0.36,0.105,1236.7,-21.887793,34.396355,16,"nan",0.305,"nan",1,"nan",-8122.421,27.463537,1211.3368,152.89616,-92.797905,11.713022,2.3579807,6.149302,230.93584,33.759453,-0.23227978,2.806024,8.796695975737999,7.048433278033929,0.1103343917051288,0.0714903665354711,8213.935,4.8362303,8.67,700.0,0.2,"(1)",313.196,37.847
"Ruprecht_148",71.638,44.711,-0.153,0.084,-1.076,0.081,3461.1,7.8491664,41.049057,5,"nan",0.0,0.0,0,"nan",-11596.371,1287.077,1162.1627,459.34583,-24.319592,9.612302,-0.17273712,38.693146,243.72507,14.373506,-6.1665134,4.796968,13.710687604957016,11.265290871820266,0.0979099471682554,0.1379786179208213,11659.345,1337.3357,7.724,3028.0,0.702,"(1)",71.638,44.711
"Ruprecht_174",310.856,37.031,-3.154,0.084,-4.675,0.097,2343.9,-4.5448537,"nan",1,"nan",0.0,0.0,0,"nan",-7855.2954,120.83669,2282.6685,569.0778,-137.69919,34.328865,71.24317,"nan",234.5638,"nan",3.0788383,"nan",8.614397786235527,8.226376736175032,0.0230405703457487,0.1240136582696141,8202.957,52.7531,8.9,2110.0,0.32,"(1)",310.856,37.031
"SAI_132",299.248,31.609,-2.378,0.093,-4.135,0.114,3263.5,-12.409159,44.45636,4,"nan",0.0,0.0,0,"nan",-7121.256,441.66074,3034.184,1099.5525,82.1964,29.78706,74.94941,24.461685,213.27553,40.70675,5.0881577,17.508461,7.898070618600726,6.664923044050716,0.084676791263912,0.1189779012834124,7831.548,127.492,8.75,2860.0,0.94,"(1)",299.248,31.609
