"Name","Type","u_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","n_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","DeltaH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Source","SType","[Fe/H]"
"Aveni-Hunter_1, MWSC_3747","nan","nan",354.292,48.55,110.457,-12.517,0.05,0.15,0.4,-0.05,-3.6,0.4,"nan","nan","nan",4,32,126,500.0,0.1,8.527,0.048,0.032,-0.03,8.186,0.173,2.0,2.96,1.45,4.91,1.1,12.92,12.73,"COCD","nan","nan"
"Berkeley_102, MWSC_3750","nan","nan",354.715,56.626,113.027,-4.847,0.02,0.042,0.09,-3.89,-1.87,0.44,"nan","nan","nan",6,20,58,4900.0,0.6,13.644,0.288,0.192,0.0,9.14,"nan","nan",1.31,0.42,15.23,5.36,1.73,0.47,"DIAS","nan",-0.38
"BDSB_46, MWSC_3751","nan","nan",354.942,61.927,114.603,0.217,0.02,0.03,0.07,-5.14,-5.18,1.01,"nan","nan","nan",6,8,23,2000.0,0.76,11.75,0.365,0.243,-0.01,7.25,"nan","nan",0.84,0.22,3.41,0.75,15.98,3.16,"BOPN","irc","nan"
"FSR_0441, MWSC_3752","nan","nan",355.503,58.545,113.958,-3.115,0.02,0.05,0.1,-0.03,-1.2,0.41,"nan","nan","nan",7,22,65,1998.0,0.521,11.67,0.25,0.167,0.0,8.65,"nan","nan",0.44,0.11,6.18,1.76,23.42,5.88,"DIAS","irc","nan"
"FSR_0443, MWSC_3753","nan","nan",355.9,59.076,114.297,-2.657,0.015,0.025,0.05,-1.37,-2.06,0.99,"nan","nan","nan",5,10,23,1250.0,0.999,10.806,0.48,0.32,-0.015,8.802,0.084,2.0,0.17,0.04,1.78,0.44,122.89,31.99,"DIAS","irc","nan"
"Stock_17, MWSC_3754","nan","nan",355.947,62.165,115.12,0.321,0.01,0.028,0.09,-2.05,-7.0,0.66,-44.8,0.0,1.0,3,13,81,2400.0,0.7,12.126,0.336,0.224,-0.02,7.0,"nan","nan",0.69,0.18,7.5,2.13,8.8,1.99,"DIAS","nan","nan"
"Berkeley_103, MWSC_3755","nan","nan",356.317,59.3,114.561,-2.495,0.02,0.04,0.115,1.02,-3.93,0.79,"nan","nan","nan",3,13,87,1800.0,0.999,11.598,0.48,0.32,0.0,8.7,"nan","nan",0.84,0.38,8.25,4.06,2.03,0.7,"DIAS","nan",-0.38
"FSR_0448, MWSC_3756","nan","nan",356.79,60.91,115.192,-0.995,0.015,0.085,0.16,0.7,-3.26,0.27,"nan","nan","nan",8,86,223,2012.0,1.249,11.92,0.6,0.4,0.0,8.55,"nan","nan",0.64,0.17,10.65,3.13,12.23,3.1,"DIAS","irc","nan"
"Negueruela_1, MWSC_3757","nan","nan",356.827,63.22,115.778,1.239,0.018,0.06,0.145,2.15,-6.98,0.4,-60.3,0.01,2.0,11,45,137,2800.0,1.249,12.638,0.6,0.4,-0.015,6.98,"nan","nan",0.56,0.22,13.32,5.7,5.28,2.43,"DIAS","nan","nan"
"King_11, MWSC_3759","nan","nan",356.94,68.648,117.159,6.49,0.03,0.1,0.3,-4.94,-4.76,0.2,-35.0,4.13,16.0,26,126,454,2850.0,0.949,12.58,0.456,0.304,-0.03,9.32,"nan","nan",1.91,0.15,26.43,2.4,19.59,1.33,"DIAS","nan",-0.27
"Teutsch_23, MWSC_3760","nan","nan",356.962,62.997,115.782,1.008,0.01,0.022,0.06,3.66,-5.83,0.74,"nan","nan","nan",6,12,40,2800.0,0.77,12.484,0.37,0.247,0.03,7.1,"nan","nan",0.34,0.09,5.66,1.52,24.41,7.28,"DIAS","nan","nan"
"King_21, MWSC_3762","nan","nan",357.465,62.7,115.933,0.665,0.015,0.037,0.1,-2.33,-4.11,0.45,"nan","nan","nan",7,28,109,2101.0,0.799,11.869,0.384,0.256,-0.015,7.8,"nan","nan",0.65,0.13,8.01,1.7,11.14,2.27,"DIAS","nan","nan"
"PTB_9, MWSC_3763","nan","nan",357.502,68.033,117.213,5.843,0.04,0.15,0.295,-2.8,0.04,0.17,"nan","nan","nan",33,155,343,850.0,0.7,9.872,0.336,0.224,0.0,9.07,0.02,29.0,0.51,0.11,6.88,1.57,48.83,8.44,"BIEM","irc","nan"
"Pfleiderer_4, MWSC_3764","nan","nan",357.79,62.315,115.989,0.255,0.04,0.052,0.125,1.52,-5.21,0.57,"nan","nan","nan",15,19,52,8001.0,0.799,14.773,0.384,0.256,0.0,9.8,"nan","nan",4.24,1.39,23.84,7.59,0.38,0.08,"DIAS","nan","nan"
"FSR_0465, MWSC_3765","nan","nan",357.754,66.188,116.873,4.026,0.025,0.03,0.11,-3.49,-1.56,0.45,"nan","nan","nan",16,18,117,4601.0,1.199,13.7,0.576,0.384,-0.035,9.08,0.028,8.0,1.64,0.36,10.92,2.36,4.06,0.62,"FPOS","nan","nan"
"FSR_0451, MWSC_3766","nan","nan",357.847,60.834,115.674,-1.192,0.01,0.045,0.09,-0.8,-2.25,0.53,"nan","nan","nan",3,27,109,1732.0,0.645,11.4,0.31,0.207,0.0,8.7,"nan","nan",0.27,0.1,6.81,2.82,16.42,7.62,"DIAS","irc","nan"
"ASCC_130, MWSC_3768","nan","nan",358.177,62.448,116.195,0.344,0.02,0.07,0.14,-1.48,-1.35,0.42,"nan","nan","nan",3,29,94,3500.0,0.6,12.913,0.288,0.192,0.0,7.241,0.148,2.0,3.28,1.26,11.62,2.8,0.31,0.09,"COCD","nan","nan"
"PTB_6, MWSC_3769","nan","nan",358.114,68.193,117.473,5.945,0.025,0.085,0.175,-3.59,-3.05,0.32,"nan","nan","nan",5,55,160,2750.0,1.241,12.596,0.596,0.398,0.02,8.932,0.034,34.0,1.45,0.43,15.11,4.9,2.43,0.53,"BIEM","irc","nan"
"BDSB_47, MWSC_3770","nan","nan",358.263,60.47,115.789,-1.593,0.012,0.025,0.05,1.88,-4.55,1.62,"nan","nan","nan",4,5,12,1800.0,0.999,11.598,0.48,0.32,-0.01,8.94,0.049,2.0,0.31,0.12,2.11,0.79,22.79,7.58,"BOPN","irc","nan"
"King_12, MWSC_3771","nan","nan",358.257,61.959,116.121,-0.141,0.02,0.035,0.1,-0.17,-3.21,0.5,-38.0,6.8,1.0,11,23,87,2400.0,0.589,12.091,0.283,0.189,0.0,7.146,"nan",1.0,0.55,0.2,7.89,3.18,5.83,2.18,"COCD","nan","nan"
"Kronberger_55, MWSC_3772","nan","nan",358.267,62.778,116.309,0.656,0.014,0.015,0.04,-1.47,-5.31,1.47,"nan","nan","nan",4,4,14,1600.0,0.899,11.31,0.432,0.288,0.0,7.792,"nan",1.0,0.45,0.13,1.36,0.28,57.89,16.36,"DIAS","nan","nan"
"Harvard_21, MWSC_3774","nan","nan",358.555,61.74,116.209,-0.386,0.02,0.03,0.06,0.05,-3.47,0.7,"nan","nan","nan",10,14,40,2501.0,1.099,12.344,0.528,0.352,0.025,8.175,"nan","nan",0.42,0.11,6.01,1.4,11.37,3.4,"DIAS","non","nan"
"FSR_0440, MWSC_3775","nan","nan",358.651,50.142,113.682,-11.709,0.015,0.043,0.093,-2.72,-2.74,0.48,"nan","nan","nan",5,20,46,6656.0,0.416,14.25,0.2,0.133,0.035,9.1,"nan","nan",2.75,0.86,16.41,4.65,0.55,0.13,"FPOS","nan","nan"
"Czernik_45, MWSC_3776","nan","nan",358.957,64.62,117.011,2.386,0.01,0.028,0.075,-6.03,-7.14,0.97,-79.8,0.0,1.0,2,7,29,2501.0,1.149,12.36,0.552,0.368,-0.01,7.706,"nan",1.0,0.96,0.19,6.49,1.18,7.31,1.13,"DIAS","dub","nan"
"NGC_7788, MWSC_3777","nan","nan",359.176,61.397,116.424,-0.784,0.013,0.04,0.12,0.19,-2.74,0.68,-24.0,5.2,1.0,3,16,104,2200.0,0.489,11.87,0.235,0.157,0.0,7.48,"nan","nan",0.98,0.18,5.47,0.95,19.96,2.45,"COCD","nan","nan"
"NGC_7789, MWSC_3779","nan","nan",359.355,56.73,115.534,-5.367,0.05,0.24,0.415,0.62,-2.87,0.08,-64.0,1.2,57.0,71,755,1430,1800.0,0.221,11.347,0.106,0.071,-0.03,9.265,0.009,133.0,3.81,0.33,18.97,1.49,15.12,0.64,"COCD","nan",-0.24
"Frolov_1, MWSC_3780","nan","nan",359.355,61.623,116.555,-0.581,0.017,0.04,0.1,-4.99,-1.35,0.84,16.4,3.0,1.0,3,9,43,2000.0,0.521,11.673,0.25,0.167,0.0,7.588,"nan",1.0,0.24,0.16,6.01,4.09,7.87,6.78,"COCD","nan","nan"
"NGC_7790, MWSC_3781","nan","nan",359.595,61.198,116.579,-1.021,0.025,0.06,0.145,-0.95,-0.4,0.33,-80.23,1.62,3.0,16,49,139,2900.0,0.531,12.483,0.255,0.17,-0.01,8.1,"nan","nan",1.58,0.31,14.7,3.1,4.29,0.58,"COCD","nan","nan"
"NGC_7795, MWSC_3782","nan","nan",359.409,60.083,116.261,-2.093,0.03,0.037,0.115,1.48,1.71,0.62,"nan","nan","nan",15,16,97,4901.0,0.899,13.741,0.432,0.288,0.0,9.0,"nan","nan",2.59,1.04,14.78,5.62,0.49,0.13,"DIAS","non","nan"
"FSR_0460, MWSC_3783","nan","nan",359.772,60.694,116.561,-1.532,0.02,0.045,0.085,1.71,-3.26,0.45,"nan","nan","nan",9,27,63,5875.0,1.103,14.2,0.53,0.354,0.03,8.705,0.025,11.0,1.73,0.6,16.5,5.97,0.89,0.24,"DIAS","irc","nan"
"NGC_7762, MWSC_3784","nan","nan",357.465,68.025,117.197,5.838,0.02,0.09,0.213,-2.98,0.02,0.21,"nan","nan","nan",11,105,281,780.0,0.55,9.637,0.264,0.176,-0.035,9.319,0.021,19.0,0.52,0.08,4.97,0.85,86.85,8.92,"DIAS","nan","nan"
