"Cluster","ra","dec","pm_ra","pm_dec","pm_ra_disp","pm_dec_disp","parallax","parallax_disp","r_50","n_r50","n_pm","n_parallax","n_parallax_near","n_pm_fs","log_age","log_age_50","log_age_16","log_age_84","Fe_H","Fe_H_50","Fe_H_16","Fe_H_84","dist_mod","dist_mod_50","dist_mod_16","dist_mod_84","A_V","A_V_50","A_V_16","A_V_84","alpha_mf","alpha_mf_50","alpha_mf_16","alpha_mf_84","prior_feh_mu","prior_feh_sig","mf_quality_flag"
"Alessi_21",107.69,-9.363,-5.475,2.602,0.194,0.162,1.72,0.07,0.467,3.0,6.0,6.0,99.0,8.0,7.769374462418103,7.77569090502717,7.768413335543697,7.812648496076637,0.2488627206237295,0.2516077747864414,0.2445267232338126,0.2586145847441463,8.991317108395299,8.975512777870989,8.956422610247413,8.984737943910616,0.2628670092071323,0.2460713364288263,0.2315101014548182,0.2582797146850899,-2.343438790670878,-2.3614041777551136,-2.46757713336746,-2.2582776421049617,-0.063,0.146,0.0
"Alessi_24",260.764,-62.693,-0.488,-8.999,0.22,0.186,2.059,0.067,0.466,3.0,8.0,6.0,99.0,8.0,7.928464591826945,7.971538413314235,7.925739576692343,7.980906906421825,-0.0342067134304244,0.0518179285183235,-0.0352227523185072,0.0621014681483938,8.365385626272344,8.420050075793826,8.37749332260477,8.434573823270298,0.2970954048527771,0.2817424911202208,0.2632417684460221,0.3097859724558012,-2.435798128003627,-2.4768315873932605,-2.610171294661212,-2.3534672084186123,0.0169618895275935,0.0271523708647589,1.0
"Alessi_3",109.275,-46.142,-9.875,11.958,0.447,0.515,3.566,0.134,1.541,3.0,6.0,6.0,99.0,8.0,8.975692335122881,8.97560193713133,8.96728338445517,8.982549243520438,0.0546914301618556,0.0543857328644568,0.0497285425394403,0.059088392405755,7.279516236511872,7.273127654779079,7.253960271442943,7.286949715596545,0.0584137683023193,0.054033548597356,0.0263578084493925,0.0665644473259364,-1.934478894702832,-1.8611185612217829,-1.9584613337057373,-1.7676396723228385,-0.063,0.146,0.0
"Alessi_37",341.961,46.342,0.351,-1.569,0.135,0.129,1.384,0.066,0.423,3.0,6.0,6.0,99.0,8.0,8.367796928645248,8.37282616196214,8.330998368566359,8.420972854562173,0.061789614526494,0.0687191350642584,0.0585253476162832,0.1372304573198272,9.249977257191816,9.25576875984941,9.236688379753192,9.269087735502428,0.543919922034541,0.5327050739379494,0.4907044558255724,0.5525605883722751,-2.408377580580449,-2.422868760688042,-2.5652042971740503,-2.291209038901921,0.0124774643596598,0.043795214718677,0.0
"Alessi_5",160.819,-61.081,-15.411,2.503,0.324,0.348,2.501,0.065,0.542,3.0,6.0,6.0,99.0,8.0,7.732174768304501,7.723960461552196,7.674914567783193,7.730995507035061,0.047851858868882,0.0484749806330454,0.0425218215452667,0.0549838081157351,8.201601475843107,8.214828179699847,8.198674428492938,8.303119706568966,0.5718305999847162,0.5889605873130866,0.5718676003207617,0.6205196822805625,-2.2312475925826982,-2.2688459509396384,-2.3412662480601867,-2.2071773901917138,-0.063,0.146,0.0
"Alessi_6",220.058,-66.127,-10.472,-5.559,0.15,0.163,1.1,0.057,0.294,3.0,6.0,6.0,99.0,8.0,8.774502929085514,8.776718363078084,8.770347333267367,8.782544179693609,0.2444218131568588,0.2468314389835293,0.2382519841407667,0.341264777483634,9.79743522661023,9.800228383362006,9.790374071852472,9.825240685837024,0.6832953406996174,0.6809109458535278,0.6122433529948554,0.6890489138911022,-2.188434671443112,-2.1903675570590617,-2.346661792882242,-2.0546513722910515,-0.063,0.146,1.0
"Alessi_60",105.619,-1.12,-0.83,-0.653,0.09,0.091,0.336,0.058,0.048,3.0,6.0,6.0,10.0,8.0,8.754036755490178,8.65010938740128,8.594619440341242,8.717054855285264,-0.1249562870195464,-0.1407495436745076,-0.2470317867835318,0.0400580802622211,12.130608252888669,12.146806051893074,12.054178133392508,12.298856583293365,0.6504489431015938,0.7497222875673653,0.6846485193063732,0.7994109141132403,-2.8104914872778246,-2.821589869591811,-3.147942871084565,-2.491815327065141,-0.063,0.146,0.0
"Alessi_62",284.026,21.597,0.245,-1.074,0.157,0.178,1.591,0.064,0.256,3.0,6.0,6.0,99.0,8.0,9.02532467089235,9.024453050743436,9.014487939655709,9.034172465909808,0.0465471518386501,0.0501378550162849,0.0400070943180342,0.0598198751201103,8.79585294362077,8.806492941823382,8.794838676005792,8.816699660626973,0.6537326682401758,0.65101525272778,0.6427232672273454,0.6619028422764505,-1.96140532583034,-1.8919741971042656,-2.070051582546665,-1.7247582654513012,-0.063,0.146,1.0
"Alessi_8",232.408,-51.227,-5.899,-5.729,0.22,0.173,1.479,0.046,0.224,3.0,6.0,6.0,99.0,8.0,8.149706923127546,8.236765674485094,8.161402000406635,8.298239175455329,0.1625953455014885,0.2531783966439141,0.1601450795049429,0.2729009148789517,9.207736393147746,9.246660322339038,9.203333566199063,9.268036981567487,0.2994695026091873,0.2532513474766598,0.2215770470012159,0.3031706951944547,-2.254945493034247,-2.308431420619278,-2.4996344965787745,-2.1140818221444686,-0.063,0.146,0.0
"Alessi_9",265.974,-47.028,9.916,-9.157,0.711,0.624,4.822,0.259,1.73,3.0,6.0,3.0,99.0,8.0,8.178959848021941,8.187977795920803,8.172952582105854,8.234312121891728,0.0481353161112834,0.0510950204942251,0.044284180285836,0.0570520284402186,6.777822851470178,6.745978917120441,6.698134048693615,6.779745482313171,0.2935197045462535,0.2911757392986911,0.2660033959693081,0.3072001924669896,-1.8636896970771983,-1.8546056138077385,-1.9179575932380424,-1.771004997861858,-0.03965600207448,0.0563848589507436,1.0
"Alessi_Teutsch_11",304.127,52.051,-0.139,-1.295,0.163,0.151,1.52,0.051,0.257,3.0,6.0,6.0,99.0,8.0,8.40925334294825,8.426278966363704,8.399208893154889,8.468352564983968,0.2462563523889712,0.2424175109992754,0.2338918539470525,0.2518828754093585,9.094663956591036,9.098742899789473,9.088946358964783,9.108678322097418,0.0897448975331627,0.0848500035112697,0.0636138286167614,0.0992052865070572,-2.3332568626341548,-2.291673642108951,-2.463278813974093,-2.1300822267004555,-0.063,0.146,1.0
"Alessi_Teutsch_12",255.421,-58.981,-2.134,-8.952,0.168,0.124,1.632,0.057,0.489,3.0,6.0,6.0,99.0,8.0,7.892147934607725,7.88643778936513,7.871116668311275,7.9187096497621265,0.2319201293394193,0.2491939291654853,0.2318977778734698,0.2715817752887706,9.066206009257368,9.07346859182881,9.048341590157262,9.111531553264594,0.3220326485479972,0.3147926184387599,0.2970626782106346,0.3317258806170906,-2.4076695255793243,-2.499058656874954,-2.682833483966771,-2.317195529486469,-0.063,0.146,0.0
"Alessi_Teutsch_3",118.228,-53.022,-5.378,8.926,0.161,0.18,1.417,0.046,0.491,3.0,6.0,6.0,99.0,8.0,8.01838502305068,8.020760961667929,8.007099497544553,8.036017014132913,0.0595081144472913,0.0530519649842397,0.0424978526491619,0.06691993141871,9.222804995956794,9.22038625888234,9.208610381275928,9.237828350144916,0.6044795652210759,0.6053539517395717,0.5907042802461916,0.6237022994274874,-2.7194342468551964,-2.66652782991498,-2.8171219164964145,-2.509497893801083,-0.063,0.146,0.0
"Alessi_Teutsch_8",180.649,-60.935,-6.625,1.63,0.136,0.136,0.967,0.049,0.298,3.0,6.0,6.0,10.0,8.0,8.484604099225376,8.478219793462285,8.431307051097537,8.489432437274944,0.049643197891046,0.0618336837425922,-0.0323710219066523,0.1546514171905532,9.89233242986171,9.921957378862247,9.856052650795014,9.957486315561932,0.492260051995785,0.488583667625202,0.447085039497684,0.5227028484090097,-2.5749443692836502,-2.6038098990136898,-2.693108913550472,-2.502400356108962,-0.063,0.146,0.0
"BH_164",222.311,-66.465,-7.368,-10.714,0.335,0.281,2.364,0.078,0.639,3.0,6.0,6.0,99.0,8.0,7.58129885927367,7.580201989947686,7.574863898807782,7.584314437220406,0.0418488582529406,0.0455542573663341,0.0403825202380681,0.0516684044796819,8.032329015921208,8.045382406134705,8.027621406735525,8.063015386928067,0.3794666445346275,0.3839790972746876,0.3727231806699304,0.3967621942874655,-1.9620683864722124,-2.030791393248569,-2.117190939551312,-1.942948862548508,-0.063,0.146,1.0
"BH_202",253.779,-40.947,-1.869,-3.802,0.125,0.11,0.551,0.052,0.064,3.0,6.0,6.0,10.0,8.0,8.673995167262113,8.68123342478737,8.673824329694856,8.728857255115177,0.3405359210634154,0.3377437171376904,0.248604480162028,0.3506992687053975,11.366135259033392,11.349492107640357,11.249237903858946,11.36994134493963,1.95215765953584,1.9530967369254932,1.922533058114033,1.970269047109016,-1.9357476299775864,-2.0721806284728648,-2.24642059728869,-1.860409121811322,-0.063,0.146,0.0
"BH_23",123.449,-36.329,-7.101,7.35,0.258,0.154,2.257,0.103,0.372,3.0,6.0,6.0,99.0,8.0,7.323082383058027,7.325747616074469,7.319892155127175,7.331698490277334,-0.0272225020249094,-0.0316146943326424,-0.0416225491139398,-0.0219701281387879,8.060481717582235,8.057754564234136,8.051093498869115,8.065521655645254,0.1662697546333078,0.1700925457198971,0.1622281851423297,0.1779571724801086,-2.0305064595885405,-2.0187617548669383,-2.136545810700338,-1.9046629591109956,-0.063,0.146,0.0
