"ID","Flag","RAICRS","DEICRS","pmRA","pmDE","plx","[Fe/H]","e_[Fe/H]","logAge","e_logAge","m-M","e_m-M","E(BP-RP)","e_E(BP-RP)","AVmag","e_AVmag","Rc","e_Rc","Rt","e_Rt","R50Mem","R50Mass","RJ","e_RJ","Mass","e_Mass","fbin","Trlx","e_Trlx"
"ubc195","nan",67.68985326,46.30556821,0.270731095,-4.273067851,0.894482034,-0.249999398,0.125,8.041392685,0.20907621,10.34,0.23782,0.67,0.0402,1.630445,0.0978267,5.407706253,0.195860392,9.800890868,0.375160487,3.288682491,3.915070144,8.81325238,0.586453983,550.0,110.0,0.43,10.74479469,0.089744879
"ubc226","nan",118.743399,-17.7326863,-4.327155197,1.114505705,0.61497007,0.0,0.125,9.06069784,0.235578144,11.52613287,0.265101056,0.21221703,0.012733022,0.516430141,0.030985808,4.382595585,0.263209057,19.1655375,2.96656029,4.307859078,2.539228073,9.613947444,0.639952802,322.0,64.0,0.44,7.894844522,0.071083835
"ubc331","nan",265.9824888,-32.36937401,-1.968062832,-2.347862714,0.930319107,-0.249999398,0.125,8.829946696,0.229578614,10.19469174,0.23447791,0.362950141,0.021777008,0.883239169,0.05299435,4.909929348,0.11138966,14.21480652,0.479608148,3.84485796,4.158298564,11.33613308,0.752584508,779.0,155.0,0.35,16.61890949,0.097631834
"ubc334","nan",265.57607,-30.72788097,-0.743035199,-1.315026606,0.620097831,0.249999244,0.125,7.819999995,0.20332,10.94,0.25162,1.338237107,0.080294226,3.2566,0.195396,5.135951433,0.215023374,12.58864911,0.862454609,4.398794845,4.687958173,17.01228621,1.133634772,2191.0,438.0,0.26,13.51321175,0.074594987
"ubc530","nan",209.9225943,-63.58433798,-6.149752823,-1.714042963,1.022216907,0.499999815,0.125,8.760422483,0.227770985,10.65477214,0.245059759,0.362919214,0.021775153,0.883163907,0.052989834,2.590857085,0.096845953,11.07483733,1.417177032,2.776352227,3.967831311,8.329889609,0.548137288,305.0,61.0,0.51,12.32768767,0.116682744
"ubc54","nan",64.7509718,46.44494535,3.259072577,-3.812615674,0.909615644,0.249999244,0.125,8.459392488,0.219944205,11.22821489,0.258248942,0.505677351,0.030340641,1.230565835,0.07383395,7.644190069,0.69489703,11.15646116,0.779065314,4.274848393,4.96156415,8.341845242,0.554889927,430.0,86.0,0.36,16.62549576,0.144551097
"ubc7","nan",106.7163579,-37.72953166,-9.670661522,7.034694757,3.603352079,0.499999815,0.125,7.130333768,0.185388678,7.347824077,0.168999954,0.208411904,0.012504714,0.507170368,0.030430222,2.451495461,0.011339909,"nan","nan",3.258493217,3.386223842,7.193027497,0.471337984,159.0,31.0,0.27,19.92733534,0.151490463
"ubc8","nan",84.48051226,57.1492492,-3.243620583,-3.981047803,2.086233487,0.249999244,0.125,8.220108088,0.21372281,9.164707221,0.210788266,0.461270008,0.027676201,1.122500565,0.067350034,4.105067544,0.228469645,13.40102835,2.072780128,3.788955366,5.146036253,8.320088814,0.554672588,390.0,78.0,0.34,27.75299063,0.183387799
"ubc94","nan",269.687924,-24.61073816,-1.399310942,-4.188776167,0.729308203,-0.249999398,0.125,7.954242509,0.206810305,10.34,0.23782,0.57,0.0342,1.387095,0.0832257,7.427821809,0.360329067,37.190972,4.92186208,7.50385413,4.670478995,17.51211019,1.16654078,887.0,177.0,0.36,18.394792,0.134447318
"upk19","nan",278.9949527,-13.94645171,-1.854556828,-9.24213192,3.537741576,-0.249999398,0.125,7.829946696,0.203578614,8.308143458,0.1910873,0.635747119,0.038144827,1.547090615,0.092825437,3.338508582,0.070338236,59.33482645,25.31536952,3.983191545,4.229973671,6.996707958,0.457071374,199.0,39.0,0.51,20.91538578,0.167085676
"upk5","nan",273.2641392,-18.35767749,0.690908247,-8.458962835,1.773445466,0.0,0.125,7.829946696,0.203578614,9.366214677,0.215422938,0.391521475,0.023491289,0.95276751,0.057166051,5.641437788,0.639317801,54.89258158,35.00158219,5.664944991,5.644677315,7.052790607,0.465288269,192.0,38.0,0.27,25.54032994,0.243767053
"upk535","nan",127.5027971,-50.59696989,-12.74964691,3.166363297,3.060169605,-0.249999398,0.125,6.749736316,0.175493144,7.55265968,0.173711173,0.249816487,0.014988989,0.607928421,0.036475705,11.93526824,4.09560393,21.41130347,9.419184595,6.446240538,6.579781212,5.858134761,0.377944178,124.0,24.0,0.66,39.99675653,0.372905472
"upk549","nan",146.4942979,-52.49071621,-1.652365089,-0.414419015,0.98159817,0.499999815,0.125,8.959994838,0.232959866,10.6129553,0.244097972,0.422819072,0.025369144,1.028930211,0.061735813,4.653076946,0.223517547,12.78226458,1.183294402,4.00018831,4.585308295,10.78308521,0.716934686,742.0,148.0,0.64,15.81880574,0.108846329
"vdbh164","nan",222.3844617,-66.45590919,-7.400729528,-10.72942681,2.393208919,0.0,0.125,7.609594409,0.197849455,8.096290729,0.186214687,0.164468358,0.009868101,0.400233748,0.024014025,3.863562846,0.194932598,11.38294258,0.864282073,2.922358619,5.209097225,7.137501658,0.475833444,210.0,42.0,0.33,35.62439707,0.247507548
"vdbh5","nan",115.3357899,-30.12355977,-6.239944342,5.888564044,1.78780481,0.0,0.125,7.609594409,0.197849455,8.506641898,0.195652764,0.04651796,0.002791077,0.113201455,0.006792087,7.269328857,0.776013286,10.30548632,0.817953597,4.953686672,5.20965352,9.844969136,0.654203784,617.0,123.0,0.49,41.7016817,0.186418412
