"[Fe/H]","Cluster","RA_ICRS","DE_ICRS","RV-LRS","e_RV-LRS","RV-HRS","e_RV-HRS","RV-GaiaDR3","e_RV-GaiaDR3","Rgc","Lz","Rguiding","Rbirth","[Fe/H]ANN","e_[Fe/H]ANN","[Fe/H]MCMC","e_[Fe/H]MCMC","Nmemb"
"*","HSC_655",309.38967,45.19027,-27.89,5.43058007951269,"nan","nan","nan","nan",9.945,1618.76589146238,7.29409141510027,10.02264772,-0.013590190559626,0.066558697713272,0.022410369453984,0.05561031324221,1.0
"*","HSC_658",310.21496,45.15303,-35.54,"nan","nan","nan","nan","nan",8.085,1468.83166534601,6.56469089349726,11.41084554,-0.0907197073102,0.074232966,-0.05110052217827,0.027140177142259,1.0
"*","HSC_689",321.57025,42.48322,-24.52,"nan","nan","nan","nan","nan",8.12,1588.37633099578,7.14447801285024,9.393932891,0.024609161540866,0.090968251,0.055949641104025,0.060541684777832,1.0
"*","HSC_691",324.40671,40.39469,-13.33,11.9929145748646,"nan","nan",-8.57,11.9929145748646,8.127,1823.04241118438,8.32020195365996,9.468861637,0.030571271354953,0.116250386492055,0.062179281349105,0.089919183923826,1.0
"*","HSC_696",322.82304,42.54471,-14.5533333333333,4.48065099436827,"nan","nan",-6.4,4.48065099436827,8.138,1722.38600986274,7.81038833062375,12.05138823,-0.13310765226682,0.289141843917941,-0.11476109877766,0.252741606766343,1.0
"*","HSC_699",324.53917,41.83171,-10.004,4.76631199146678,"nan","nan",-0.216,4.76631199146678,8.138,1832.58876551146,8.36893976691089,11.76469585,-0.14793993383646,0.123365644586615,-0.11682815466302,0.126550890103854,1.0
"*","HSC_705",325.99058,41.96761,-9.85666666666667,3.73130897496665,"nan","nan",-6.7425,3.73130897496665,8.152,1809.45373902369,8.25093771195847,11.41102774,-0.121339159707228,0.098604060588037,-0.098196442397318,0.098674910014378,1.0
"*","HSC_731",324.51508,47.57621,-13.96,3.39411254969543,"nan","nan","nan","nan",8.244,1845.29991208959,8.43393353260193,13.17223483,-0.171933382749558,0.006142608323896,-0.145725311856695,0.026235067642686,2.0
"*","HSC_734",327.73125,45.47908,-20.82,"nan","nan","nan","nan","nan",8.272,1730.05964695359,7.84898041569352,9.677696692,0.012420674785972,0.089455247,0.044589892923092,0.031794195724938,1.0
"*","HSC_747",345.79712,28.694,-9.95333333333333,4.73835766203158,"nan","nan",-4.88,4.73835766203158,8.147,1822.23124549317,8.31606359465038,10.67782539,-0.036816783526283,0.088455516565357,0.01995269806609,0.14370646372065,1.0
"*","HSC_749",358.47029,3.4555,9.217,4.1762557659011,"nan","nan",12.9166666666667,4.1762557659011,8.211,1851.0546244551,8.46339466511237,9.544366477,0.03359999287187,0.097112330529656,-0.128315981278393,0.175541369777637,1.0
"*","HSC_759",225.14667,59.38615,-9.98952380952381,6.57663247885305,"nan","nan",-4.38923076923077,6.57663247885305,8.128,1776.67554407613,8.0844113050409,7.553186839,0.156446988502977,0.077579358184846,0.063827086301096,0.095349480924328,1.0
"*","HSC_778",349.39767,29.79495,-8.235,4.48857438392191,"nan","nan",-4.41,4.48857438392191,8.145,1806.92489223668,8.23806223778021,9.19911572,0.039043196942657,0.041331611911453,0.069177862778537,0.03971940019595,1.0
"*","HSC_817",341.07742,53.91624,-30.47,"nan","nan","nan","nan","nan",8.353,1662.11374408381,7.50895179451968,9.961405956,0.010204462334514,0.109830156,0.043063217974553,0.015974115441809,1.0
"*","HSC_833",342.53558,57.17243,-80.78,"nan","nan","nan","nan","nan",9.993,2467.98860913134,11.7232439614144,6.883026535,0.19303597509861,0.096368656,0.20819956036288,0.021667861421944,1.0
"*","HSC_839",344.38467,56.82018,-57.73,"nan","nan","nan","nan","nan",9.783,1862.01709838004,8.5195790099003,11.45407219,-0.11739993095398,0.073729418,-0.08924910708704,0.029881066269736,1.0
"*","HSC_842",349.04796,50.88593,-18.7983333333333,8.33351886460135,"nan","nan",-10.9516666666667,8.33351886460135,8.416,1851.59409445153,8.46615762822558,11.49282471,-0.126268482767046,0.218657733030886,-0.102192119509852,0.209464602571149,2.0
"*","HSC_854",346.83117,56.82685,-11.955,0.459619407771255,"nan","nan",-6.425,0.459619407771255,8.533,2001.66770056425,9.24197223332827,13.83539291,-0.132502108812332,0.050986686111964,-0.103150824937249,0.044808945976966,1.0
"*","HSC_878",348.3135,60.35966,-21.5925,3.98159411124071,"nan","nan",-15.085,3.98159411124071,8.237,1679.30492586982,7.59461825587968,9.069631432,0.044219356030226,0.08223885450627,0.073457151529746,0.067070783136693,1.0
"*","HSC_906",200.95108,55.70817,-15.46,"nan","nan","nan","nan","nan",8.128,1892.22941456292,8.67483513309027,8.702087371,0.066937548040985,0.023,-0.195311367505919,0.032181148192642,1.0
"*","HSC_921",5.51358,30.87952,1.99333333333333,6.36251713101224,"nan","nan",6.279,6.36251713101224,8.276,1834.6618155002,8.37953190807814,9.750721865,-0.006929757248037,0.090439382290298,-0.063473326529459,0.109468389531791,1.0
"*","HSC_924",0.28567,58.61733,-9.98,"nan","nan","nan",-8.83,0.0,8.66,1931.47136775047,8.87736701545162,12.09287329,-0.128017112612724,0.079096317,-0.100130700334532,0.020589717635875,1.0
"*","HSC_973",11.10483,55.20408,-47.265,1.08187337521542,"nan","nan","nan","nan",9.956,2328.41377248825,10.9714996808651,14.28573085,-0.323376968502998,0.127469623963655,-0.325408922721789,0.091876792388643,2.0
"*","HSC_985",13.83642,59.3805,-37.7433333333333,2.02139390850307,"nan","nan","nan","nan",9.338,2104.28428534703,9.77983214855609,12.59424077,-0.139506372312705,0.14803764320834,-0.12160269044047,0.133099383288529,3.0
"*","HSC_986",14.03629,47.37038,-16.79,"nan","nan","nan",-8.11,0.0,8.341,1760.05800039592,8.00029323024573,11.63987535,-0.138634338974953,0.091888487,-0.11048990865165,0.027965415484095,1.0
"*","HSC_991",15.65608,59.79768,-57.83,"nan","nan","nan","nan","nan",10.719,2229.24986594502,10.4416703720335,9.165264085,0.045662775635719,0.109412819,0.074541199158598,0.026027352583948,1.0
"*","HSC_998",15.84608,45.86565,-20.46,4.87903679018718,"nan","nan","nan","nan",8.462,1897.73082714705,8.70316993698707,11.49255081,-0.097308021038771,0.255470746153603,-0.079126424026856,0.189090903461336,1.0
"*","HSC_999",17.06796,57.48536,-48.9333333333333,1.41761536861496,"nan","nan","nan","nan",8.944,1879.39421603258,8.60880396894665,15.41309926,-0.366529683272044,0.065318170031454,-0.363093827373056,0.067049423112515,2.0
"*","HXHWL_12",92.82804,6.5838,42.84,"nan","nan","nan","nan","nan",9.154,1992.51149729485,9.19425326741525,8.289088491,0.115471243858337,0.104075924,0.137858094465093,0.030031577067573,1.0
"*","HXHWL_18",74.3165,39.79569,-17.3916666666667,7.1543872320882,"nan","nan",5.55,7.1543872320882,9.098,1980.48568585553,9.13165063391032,11.77713332,-0.141658102472623,0.142105060761745,-0.116292819350557,0.14428384573512,1.0
"*","HXHWL_2",107.65725,-0.42971,14.72,"nan","nan","nan",8.39,0.0,9.678,2021.08783351805,9.34333672238254,8.877675314,0.073364391922951,0.090276852,0.100950205816907,0.022297218240819,1.0
"*","HXHWL_35",72.01425,43.96728,0.31,5.65870126442455,"nan","nan","nan","nan",10.057,2060.91259206594,9.55183718690257,11.86614166,-0.150434628129005,0.066149316392018,-0.127984643028059,0.081868160486927,3.0
"*","HXHWL_45",350.36667,58.36683,-33.8733333333333,5.78221699120098,"nan","nan","nan","nan",8.556,1807.48692391316,8.24092339090052,11.50643834,-0.124149632329742,0.132559390752927,-0.100646551980541,0.122287513443442,3.0
"*","HXHWL_49",77.70267,36.36498,-24.41,6.86587940470847,"nan","nan","nan","nan",9.671,1933.52937197905,8.8880149862829,12.87282011,-0.214873276650905,0.106453129856411,0.123498895105996,0.456245450191454,1.0
"*","HXHWL_52",106.82783,-6.2972,24.11,"nan","nan","nan","nan","nan",9.429,2002.6877856129,9.24729145835615,12.97370898,-0.183997973799706,0.084664419,-0.157833966204628,0.044194855919707,1.0
"*","HXHWL_53",81.95392,32.66185,-24.4225,14.1337477337046,"nan","nan","nan","nan",9.549,1955.90620053952,9.00395613559918,10.69624147,-0.056530933827162,0.33257616742304,-0.036944337905767,0.283614758438711,1.0
"*","HXHWL_60",106.84104,4.29752,27.2266666666667,17.5225721095201,"nan","nan",19.19,17.5225721095201,9.886,2001.54058936243,9.24130945351494,8.949342129,0.072068102657795,0.362132118249966,-0.328260018893755,0.632432752971387,2.0
"*","HXWHB_10",81.93038,33.28342,-3.79,18.3805304602452,"nan","nan",-6.87,18.3805304602452,10.435,2054.63038566189,9.51889182344944,15.44183769,-0.333551406860352,0.10238530299214,-0.331344743736424,0.093610225866813,1.0
"*","HXWHB_8",80.57254,33.78284,-9.70083333333334,12.7538710403999,"nan","nan",12.76,12.7538710403999,9.211,1999.20351694165,9.22912515505707,13.00283749,-0.231958594173193,0.254124550624243,-0.155821235681472,0.177663710375577,3.0
"*","Herschel_1",116.70783,0.0772,-11.235,15.2075794333688,"nan","nan",-6.325,15.2075794333688,8.354,1921.49960616223,8.82581057499326,10.06452988,-0.019726579108441,0.098490240932724,-0.089098973437204,0.098927127120652,1.0
"*","IC_2156",91.22754,24.14584,9.7,1.86577955110815,"nan","nan","nan","nan",10.901,2120.39667690796,9.86476627081905,11.96470443,-0.158235743641853,0.27692537377364,-0.140135325986892,0.245833326777203,1.0
"*","IC_2157",91.20079,24.08679,10.8675,14.9535132438278,"nan","nan","nan","nan",10.107,2019.8899633689,9.3370784082922,12.84763568,-0.203694904223084,0.137303823758661,-0.181582512488088,0.134494811667685,2.0
"*","IC_348",56.13725,32.17713,11.16,7.9588558641721,16.5459692307692,0.0,9.29375,7.9588558641721,8.455,1864.81924246151,8.53395339870688,11.83704654,-0.154097290011123,0.229357240289341,-0.137221022062011,0.23999767085877,3.0
"*","IC_4665",266.53246,5.63474,-19.53,4.65544670251953,-13.0978947368421,0.0,-12.4923529411765,4.65544670251953,7.823,1647.13048339668,7.43449643925384,9.933245204,-0.019270378881349,0.169602295233286,0.022605365850054,0.150277663842664,2.0
"*","IC_4756",279.62746,5.43709,-30.7555555555555,5.79898695232215,-24.84175,0.813312758326796,"nan","nan",7.753,1608.91661031521,7.2455078450349,9.108331726,0.08943354176773,0.13116487169941,-0.129818606290145,0.096897993698054,3.0
"*","IC_4996",304.14025,37.64846,-19.525,6.42760064098572,"nan","nan","nan","nan",7.862,1651.60541546137,7.45671284832871,12.34727704,-0.189201090484858,0.133178683906803,-0.165712300211344,0.109254205680598,1.0
"*","IRAS_02130+5509",34.13746,55.41235,-27.16,"nan","nan","nan","nan","nan",9.357,2166.44084323972,10.1081513398784,12.14628983,-0.173380747437477,0.027,-0.147016085370273,0.02005587508119,1.0
"*","IRAS_05100+3723",78.35808,37.44057,-19.4,"nan","nan","nan",-15.03,0.0,11.259,2385.11473529412,11.2760931928328,12.36483127,-0.139599546790123,0.101928428,-0.11141074605855,0.032753846199418,1.0
"*","IRAS_06117+1901",93.70167,19.00585,17.7184615384615,30.6605299601279,"nan","nan","nan","nan",10.02,2192.00350791737,10.2436856238737,12.27829788,-0.183565639145672,0.216739845296275,0.02681484956438,0.405390150247078,2.0
"*","Juchert_20",62.70304,46.87368,-14.0475,11.3846662225996,"nan","nan","nan","nan",10.881,2092.97638835551,9.72029916922907,12.54999826,-0.165908152858416,0.313530135555129,0.06197622208841,0.439310992550295,2.0
"*","Juchert_23",76.923,17.58889,-5.62809523809524,10.1017481749683,"nan","nan","nan","nan",10.439,2133.59403572988,9.9344260711533,14.17634682,-0.148541772738099,0.198725623283418,-0.157552755771604,0.172404609201838,9.0
"*","Kharchenko_1",92.19804,24.28647,34.9885714285714,8.92679567103342,"nan","nan","nan","nan",10.452,2089.37794768605,9.70136750931581,13.158371,-0.161358749227864,0.160673279405611,-0.141712488588684,0.158845025025644,1.0
"*","King_17",77.09438,39.07115,13.875,17.5998877837332,"nan","nan","nan","nan",11.272,2493.09178391602,11.8591212620086,12.34021235,-0.156818006187678,0.106764115418776,-0.137759865830792,0.10306903292043,1.0
"*","King_23",110.46217,-0.98996,48.0733333333333,2.96985409293678,54.774,1.95161804664745,52.9966666666667,2.96985409293678,10.465,2122.40287982479,9.87535035039886,13.56730744,-0.112358912825585,0.026699341861586,-0.079914286757402,0.036182889064011,1.0
"*","King_5",48.67721,52.70313,-48.1675,4.00068639944031,-44.2002352941177,0.0,"nan","nan",10.038,2062.17187865628,9.55844362338544,14.22904118,-0.211698412895202,0.081084212560568,-0.190804686710365,0.084754410916608,1.0
"*","King_6",52.00225,56.44921,-28.9488,13.2191465685195,"nan","nan","nan","nan",8.748,1788.58118808637,8.14480534907833,12.04079623,-0.14852511651814,0.164147258401175,-0.107802326618095,0.157611215581418,12.0
"*","King_7",59.78617,51.78727,-19.42,2.40416305603426,-10.3703571428571,0.0,-10.44,2.40416305603426,11.123,2288.03368038782,10.7552918391556,11.38769838,-0.105703577399254,0.419347718604005,-0.098661856678485,0.307374352477572,1.0
"*","Koposov_10",86.86458,35.42136,-17.06,"nan","nan","nan","nan","nan",10.762,2249.46549874516,10.5493686546688,11.60310104,-0.12415623664856,0.106589489,-0.096396526474997,0.036750140619581,1.0
"*","Koposov_12",90.24654,35.26562,8.61666666666667,8.69206464994295,"nan","nan",18.64,8.69206464994295,10.536,2191.38335061661,10.2403941447433,14.39314056,-0.274584519592199,0.195807172880097,-0.267765811522788,0.214176375535213,1.0
"*","Koposov_53",92.23029,26.2604,-3.6,"nan","nan","nan","nan","nan",12.033,2655.00780619435,12.739930684299,12.84759597,-0.183997973799706,0.092780769,-0.157667853534896,0.02822686702192,1.0
"*","Kronberger_36",301.13917,35.23565,-4.84,"nan","nan","nan","nan","nan",7.73,1707.65916961108,7.73645746640417,5.807948368,0.276789903640747,0.082364604,0.302362681520976,0.038023188564657,1.0
"*","Kronberger_92",83.85196,44.19484,-26.3233333333333,6.5976233094451,"nan","nan","nan","nan",9.307,1910.67085573676,8.76989303059478,12.34681335,-0.155699246252576,0.180925115571777,-0.135170164618159,0.162733496556994,1.0
"*","LISC_3534",12.08771,49.90561,-16.095,10.2548949287645,"nan","nan",-7.91,10.2548949287645,8.378,1793.95843467323,8.17211705316105,11.05735865,-0.092943054358735,0.160058315121269,-0.150116932244739,0.160088136255683,1.0
"*","Mamajek_2",264.35996,-8.0157,-32.482,14.1899566595533,"nan","nan","nan","nan",7.929,1618.74052328177,7.29396616728839,10.83639318,-0.076902773603797,0.050893433525566,-0.04237293672994,0.055162632576327,1.0
"*","Melotte_111",186.01721,26.42268,-6.94466666666667,11.9129904286195,0.457090909090909,0.0,-5.33888888888889,11.9129904286195,8.128,1815.307097562,8.28075734616871,9.109628347,0.061570796242277,0.08766688232212,-0.02355842036069,0.109665073608131,1.0
"*","Melotte_186",270.31775,3.19264,-12.8814285714286,5.50641982967693,"nan","nan",-7.30333333333333,5.50641982967693,7.644,1603.76716877806,7.22014276118081,10.21099108,-0.040070963890425,0.373623468676431,-0.103111393270567,0.207856059465288,1.0
"*","Melotte_20",51.33196,49.11866,-5.39176470588235,4.86678469600936,0.63953216374269,0.0,-1.6571875,4.86678469600936,8.267,1697.17652226918,7.68394111083604,9.256421791,0.029531003604011,0.086485869040085,0.060575856664238,0.096421711941775,1.0
"*","Melotte_22",56.67979,24.10845,1.38788461538462,4.67685508650295,5.96503394255875,0.0,5.468,4.67685508650295,8.245,1656.64669710763,7.48176202232809,9.747817015,-0.000205941535937,0.094153654310681,-0.025391916523853,0.152232574716966,43.0
"*","Melotte_25",66.70867,16.0808,36.5447169811321,14.9911460540718,38.6363858921162,0.0,37.3315789473684,14.9911460540718,8.167,1710.555531199,7.75098368811365,7.444594247,0.165815661788767,0.100000567304574,0.040823797462123,0.14809464501318,1.0
"*","MonOB_1-D",100.27358,9.57259,19.19,"nan","nan","nan",9.33,0.0,8.94,1875.96876200966,8.59119975545072,6.751852422,0.203008741140366,0.097161263,0.217565716957026,0.028866888372818,1.0
"*","NGC_1039",40.54817,42.72208,-13.6098076923077,10.3132781771256,"nan","nan",-7.33285714285714,10.3132781771256,8.52,1852.98885371211,8.47330197886173,9.723954683,0.00468274454301,0.137617028600082,-0.022885134369885,0.122492389238107,1.0
"*","NGC_1245",48.71133,47.23508,-39.7905084745763,7.76925026865501,-28.6422368421053,0.0,"nan","nan",10.549,2123.59747829298,9.88165357132025,12.69845984,-0.106215451165276,0.166537579366471,-0.108775375619255,0.127874947798233,6.0
"*","NGC_1342",52.95279,37.3869,-18.980243902439,6.00324765764535,"nan","nan",-11.8353333333333,6.00324765764535,8.706,1923.08879986164,8.83402299265947,13.01368844,-0.199952195771039,0.10853740033457,-0.193108206129931,0.090304271694338,5.0
"*","NGC_1348",53.54525,51.40025,-31.84,"nan","nan","nan","nan","nan",10.335,2060.0601667884,9.54736567744081,9.668154428,0.00023184530437,0.090261996,0.033533310502788,0.045687185654032,1.0
"*","NGC_1444",57.35825,52.65542,-16.1566666666667,6.7893288819048,"nan","nan","nan","nan",9.14,2016.64633493362,9.32013586819629,11.8935276,-0.157501903673013,0.076288584443344,-0.134094046234195,0.084570354559034,2.0
"*","NGC_1496",61.11896,52.65941,-35.0,5.62189469840907,"nan","nan","nan","nan",9.559,1959.57003420452,9.02296800076479,15.39792873,-0.348002115885417,0.111463595785578,-0.344011664597018,0.107578868566384,3.0
"*","NGC_1502",61.96096,62.32567,-16.225,1.96255785477354,"nan","nan",-10.2375,1.96255785477354,9.007,2005.2381195386,9.26059267794284,9.592586594,0.003125259652734,0.073780751484607,0.036535140193595,0.065962170749649,4.0
"*","NGC_1513",62.47154,49.50155,-20.07,17.1059178356497,"nan","nan","nan","nan",9.611,1902.23844146353,8.72640064551424,11.06160854,-0.073309886993634,0.113146838203521,-0.044369340112456,0.117507977995173,1.0
"*","NGC_1528",63.90558,51.19496,-16.6720930232558,7.97154270728055,"nan","nan",-13.8954545454545,7.97154270728055,9.06,1902.67498184141,8.72865111263716,12.22870581,-0.131006092352923,0.316123149510474,-0.152701308607208,0.19765241371467,3.0
"*","NGC_1545",65.27708,50.24751,-15.4011764705882,6.47058718582879,"nan","nan","nan","nan",8.782,1993.01093560868,9.19685495647671,11.5663789,-0.121014984872411,0.17658457941283,-0.097301020643517,0.181868874415068,1.0
"*","NGC_1579",67.52296,35.28215,18.832,18.4437352507566,"nan","nan",2.396,18.4437352507566,8.897,1881.64051335667,8.6203523933579,6.61452452,0.211531103029847,0.241076654582555,0.233258130210278,0.201545249294568,3.0
"*","NGC_1582",67.911,43.80078,-25.53125,7.62217711212298,"nan","nan","nan","nan",9.09,1915.2448281885,8.79350320545332,11.44389559,-0.116630060831085,0.067413346766577,-0.085598771017598,0.070961066549619,2.0
"*","NGC_1605",68.75312,45.27095,-13.4066666666667,8.62853599015113,"nan","nan","nan","nan",10.745,2175.64078790263,10.1568967027418,12.22072944,-0.149238054951032,0.06403599257605,-0.118191363151546,0.07164989956038,3.0
"*","NGC_1647",71.48796,19.16254,-12.0232,7.21219308189299,-4.332,0.0,-8.95127659574468,7.21219308189299,8.702,1973.77684603281,9.09676234310164,9.890821439,-0.005228183793578,0.183945550720914,-0.021968812442218,0.109572510811063,2.0
"*","NGC_1662",72.114,10.90376,-17.927,6.03847623307332,"nan","nan",-13.8588235294118,6.03847623307332,8.508,1943.96479115139,8.94204667189082,10.73470754,-0.034495904228108,0.129511390458013,-0.132371025712135,0.112472043835926,4.0
"*","NGC_1664",72.7665,43.67478,2.53774193548387,5.30905937034513,2.7772,0.0,3.57,5.30905937034513,9.436,1858.45034714204,8.50128996924429,12.02500264,-0.09212093920477,0.193912433062918,-0.092161583154411,0.149073864176325,4.0
"*","NGC_1708",75.88496,52.92246,-10.7785714285714,8.63151190708776,"nan","nan",-4.81875,8.63151190708776,9.041,1987.02628436783,9.16568878502672,11.0667633,-0.077553083321878,0.277176803215464,-0.11132587807447,0.19605782925133,2.0
"*","NGC_1758",76.17492,23.81256,-1.11142857142857,13.2422166897066,"nan","nan",-3.58375,13.2422166897066,9.015,1886.74637093316,8.64661432484437,11.80414492,-0.080365749519496,0.194353758257885,-0.100847481859578,0.139226146530356,3.0
"*","NGC_1778",77.02592,37.01842,-22.4025,40.4069089595661,"nan","nan","nan","nan",9.77,2016.29818561815,9.31831770963398,11.7244145,-0.129805770236999,0.178333268451024,-0.101553962011995,0.17286207590953,1.0
"*","NGC_1798",77.90788,47.68911,-10.6866666666667,11.554779674807,3.2502,0.0,2.38,11.554779674807,11.867,2608.89618841903,12.4883467001013,18.25927904,-0.363158516585827,0.38927209697821,-0.008256551669788,0.560616618577084,1.0
"*","NGC_1817",78.14104,16.69318,59.8008955223881,6.23217281321431,61.5809318181818,0.0,68.0247058823529,6.23217281321431,9.717,2093.36589755376,9.72234878812839,14.42850666,-0.170218040749653,0.177366227045136,-0.200690494767192,0.108364095019661,23.0
"*","NGC_1857",80.02875,39.32884,-1.13944444444444,20.5582362118882,10.6615,0.0,0.01,20.5582362118882,10.796,2284.87255996322,10.7383921748542,11.1468069,-0.078462866299293,0.291741576236123,-0.112046472972594,0.19268149675064,3.0
"*","NGC_1883",81.47567,46.4888,-35.61,9.72289668771606,"nan","nan","nan","nan",11.721,2483.18074738595,11.8054521177011,14.19562797,-0.230116799473762,0.058880276181653,-0.215628458911891,0.072736196271281,1.0
"*","NGC_1907",82.029,35.32409,-5.46125,5.62531646452775,2.57133333333333,0.0,26.0233333333333,5.62531646452775,9.778,2020.48519745346,9.34018813222308,12.64641408,-0.133967522221307,0.289106466055806,-0.159957546216856,0.207182014296339,2.0
"*","NGC_1912",82.16675,35.82083,-7.44763157894737,9.55725284543421,1.01833333333333,0.0,0.991739130434783,9.55725284543421,9.261,1894.70020795479,8.68755845313298,13.09564312,-0.197259591614599,0.195328940923887,-0.169757938480666,0.153725009458661,6.0
"*","NGC_1960",84.08533,34.13422,-5.83333333333333,15.7562077943257,"nan","nan",-13.54625,15.7562077943257,9.297,1981.60865293469,9.1374929719946,12.4004269,-0.191093347345789,0.116239940163159,-0.157860327781705,0.119712922826449,1.0
"*","NGC_1980",83.80062,-5.92125,21.854,2.00181917265271,27.3145739130435,0.0,23.238,2.00181917265271,8.449,1836.70479494179,8.38997332814627,9.55761461,0.005872565507889,0.13904069705456,0.033520045882805,0.121229737587657,2.0
"*","NGC_2099",88.08008,32.54084,-1.43285714285714,11.4523372235959,8.43636363636364,0.672703541350464,6.23263157894737,11.4523372235959,9.618,1823.66092916477,8.32335778567202,12.5115079,-0.144311953222425,0.226886274793404,-0.136172133743479,0.187192680475326,1.0
"*","NGC_2112",88.4355,0.4021,22.944,4.33415371451598,30.9475,0.0,32.2857894736842,4.33415371451598,9.125,2168.89319901326,10.1211413253734,14.00841962,-0.130313029512763,0.127273569621565,-0.127510096014791,0.080793415537607,11.0
"*","NGC_2126",90.6495,49.87189,-18.2863157894737,4.23389918859451,"nan",0.0,-12.49375,4.23389918859451,9.335,1963.44891967531,9.04310438475944,15.8712738,-0.221097234538511,0.131278746015778,-0.228358821375575,0.114494468316469,6.0
"nan","NGC_2129",90.2775,23.32465,18.6209090909091,31.4180656484595,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"*","NGC_2141",90.74446,10.45551,19.875,0.289913780286482,"nan","nan","nan","nan",11.376,2533.64103367624,12.0790065414551,8.317678225,0.062457472085953,0.229787168392512,0.087310158552061,0.163440675714548,2.0
"*","NGC_2158",91.8595,24.09771,17.9822222222222,14.5421231064946,27.5049615384615,0.0,23.6755555555556,14.5421231064946,11.446,2348.52659889894,11.0794140176111,15.30367049,-0.322457167837355,0.041935947957131,-0.32830634887579,0.037667904719119,2.0
"*","NGC_2168",92.28379,24.32622,-10.6835813953488,8.61331552907419,-9.42545454545454,0.0,-9.51360902255639,8.61331552907419,8.983,1932.26757937536,8.88148625266736,11.7611685,-0.12513231198455,0.147014539338142,-0.106218352726889,0.118654572179281,1.0
"*","NGC_2169",92.11771,13.96663,13.19,9.96682210421872,"nan","nan",14.58,9.96682210421872,9.023,1993.93809036524,9.20168509056269,12.83584191,-0.224122770130634,0.107549786042338,-0.204008598837829,0.112124255364327,2.0
"*","NGC_2183",92.69937,-6.21851,26.574,5.48154722683295,25.6426666666667,0.0,19.4675,5.48154722683295,9.08,1957.80089150074,9.01378681916488,12.10082487,-0.172147192060947,0.229845497940784,-0.158535220888151,0.2306622700615,2.0
"*","NGC_2184",92.85192,-3.37203,14.385,5.78852024844577,"nan","nan",21.49,5.78852024844577,8.705,1856.33404319853,8.49044235772577,10.93311283,-0.087027916684747,0.337457810197029,-0.074035308252574,0.314693492756514,1.0
"*","NGC_2186",93.02833,5.45062,7.0625,6.17674334365071,20.82,0.0,"nan","nan",10.116,1983.66442962033,9.14819020101452,14.4046731,-0.297148954123259,0.132985879312472,-0.290570613265037,0.129407996764377,4.0
"*","NGC_2192",93.82246,39.84275,5.48,19.9262118828442,"nan","nan","nan","nan",11.214,2355.3404658975,11.1160063406699,12.03762522,-0.022610709071159,0.171336442447298,0.00141747454972,0.155538325116837,5.0
"*","NGC_2194",93.43021,12.80969,3.04869565217391,10.3502386025847,"nan","nan",5.86,10.3502386025847,10.947,2280.8518928872,10.7169028442898,14.57299237,-0.246925477748332,0.230851882786671,-0.221486512745359,0.158206140266777,2.0
"*","NGC_2202",94.20658,5.98452,13.87,6.02454977570938,"nan","nan","nan","nan",8.915,1893.74270156489,8.68262732021866,9.331972574,0.025325961410999,0.185465257849651,0.048989674359822,0.128675373247148,1.0
"*","NGC_2232",96.97754,-4.7717,21.396,6.84493827583566,23.9858461538462,0.0,21.155,6.84493827583566,8.39,1824.0481362454,8.32533354950388,10.20551128,-0.039268662035465,0.137464589866623,-0.009044836786353,0.118659623075657,1.0
"*","NGC_2244",97.98529,4.92671,19.898,5.17174728694278,"nan","nan",44.5366666666667,5.17174728694278,9.245,2092.64238930634,9.71854170721392,11.4495194,-0.127020129561424,0.037846450880667,-0.097220780945734,0.050807443388252,1.0
"*","NGC_2259",99.63908,10.88076,58.69,"nan","nan","nan",27.8,0.0,10.561,2086.90511946968,9.68836148623334,6.752406603,0.23674388229847,0.103155605,0.264268387636909,0.024938387353073,1.0
"*","NGC_2262",99.90788,1.14348,52.0366666666667,11.5756655676178,"nan","nan",61.7033333333333,11.5756655676178,10.895,2240.47659030806,10.5014599426969,12.84676473,-0.141842851415277,0.161705840298342,-0.11131730701937,0.143702009900497,3.0
"*","NGC_2264",100.22708,9.87544,19.6071428571429,5.04009164693697,23.1129661016949,0.0,20.4842857142857,5.04009164693697,8.848,1870.42476839737,8.56272424351828,10.30964647,-0.047192955123527,0.173678357857911,-0.022569866832516,0.167075227205086,1.0
"*","NGC_2266",100.83079,26.97837,45.519696969697,8.3777963558625,53.1215,2.69941088017367,48.6122222222222,8.3777963558625,10.926,2388.90801997839,11.2965104577839,15.62585669,-0.247697824330041,0.190672166701554,-0.249621190555635,0.126394377528553,1.0
"*","NGC_2281",102.08996,41.09397,14.3456140350877,10.97362792319,19.44,0.0,17.9662745098039,10.97362792319,8.613,1852.41859844713,8.47038081079315,9.770182004,0.022846654162833,0.131660678387899,-0.035808852478597,0.110419093310032,29.0
"*","NGC_2286",101.91833,-3.15288,21.3716666666667,2.65449367425629,"nan","nan","nan","nan",10.086,1985.08831054251,9.15560077257113,14.46398497,-0.230569697916508,0.091225883207712,-0.169721134644089,0.03444032522937,1.0
"*","NGC_2301",102.93746,0.46207,23.8382051282051,6.59223301828306,"nan","nan",25.3435294117647,6.59223301828306,8.862,1866.13661019741,8.54071302158874,11.30941655,-0.102411469540153,0.175279472701706,-0.073296465907705,0.158581514591498,1.0
