"Name","Type","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","dataSource","Family","Age","RVcomb","Xhelio","Yhelio","Zhelio","U","V","W","e_Xhelio","e_Yhelio","e_Zhelio","e_U","e_V","e_W","nRVcomb","Mass16","Mass50","Mass84","nSNe16","nSNe50","nSNe84","nsg8M16","nsg8M50","nsg8M84","Weightsc","NameBoth","dist"
"Trumpler_10","o",131.93673,-42.5338,-12.37983,6.57073,2.29536,"hunt","m6",36.75319,19.69983,-53.37461,-424.7733,4.47881,-28.50797,-17.76849,-11.22212,0.04371,0.34788,0.00367,0.07195,0.27954,0.03781,299.0,1848.5753,2039.62564,2184.35956,16.0,20.0,25.0,16.0,20.0,26.0,0.78483,"Trumpler_10",428.13697
"UBC_26","o",285.42635,22.1134,1.96802,-5.26379,1.67014,"hunt","alphaPer",25.16241,-12.47562,346.83963,474.94758,79.96178,2.81744,-14.66892,-13.05039,0.57611,0.7889,0.13282,0.43113,0.56162,0.13868,54.0,817.2535,929.01772,1053.97113,4.0,7.0,9.0,7.0,9.0,12.0,0.26232,"UBC_26",593.5207
"UBC_159","o",338.99712,39.63533,-2.01778,-4.67597,2.01835,"hunt","none",4.81255,-14.31883,-52.11205,464.86895,-135.52095,11.80818,-15.41088,-3.04102,0.10602,0.94579,0.27572,0.48512,4.41055,1.30768,25.0,232.94822,267.48378,316.15037,0.0,0.0,1.0,1.0,2.0,4.0,1.0,"UBC_159",487.01616
"UBC_17a","o",84.77578,-1.93244,1.80063,-1.29855,2.77091,"hunt","none",4.62267,22.03584,-306.10148,-150.89513,-103.98866,-18.26308,-12.70013,-4.94009,0.64818,0.31953,0.2202,0.49319,0.27904,0.18032,23.0,79.45997,103.58854,134.62837,0.0,0.0,0.0,0.0,1.0,2.0,0.24812,"UBC_17a",356.76477
"UPK_33","o",280.11741,-4.36041,-0.07471,-10.8457,1.96244,"hunt","none",57.0797,-8.93021,445.27979,234.7864,3.91907,3.65305,-25.35877,-12.3679,1.5965,0.8418,0.01405,2.80655,1.5163,0.11958,11.0,155.41324,192.81184,275.93256,1.0,2.0,3.0,1.0,2.0,3.0,1.0,"UPK_33",503.40253
"UPK_41","o",279.462,0.46069,2.65653,-8.2687,2.09246,"hunt","none",6.45133,-5.03567,396.31274,245.6458,26.34292,2.64927,-14.59086,-13.8253,1.01863,0.63138,0.06771,1.54122,0.95735,0.22454,11.0,466.89318,519.03938,626.39461,0.0,1.0,2.0,4.0,6.0,8.0,0.80224,"UPK_41",467.01135
"UPK_113","o",317.52659,34.27845,2.12097,-2.40214,1.42578,"hunt","alphaPer",47.85776,-14.44967,123.74462,661.7485,-110.16234,-1.94016,-16.1403,-8.45674,0.50151,2.68193,0.44647,0.4574,1.54871,0.29469,14.0,159.6951,198.18843,255.91121,1.0,2.0,4.0,1.0,2.0,4.0,0.55469,"UPK_113",682.17267
"UPK_116","o",312.27865,39.74573,3.28186,-3.07146,2.33988,"hunt","alphaPer",44.30083,-19.10644,67.68047,419.42179,-18.95784,-2.5009,-19.31525,-8.37339,0.17042,1.05608,0.04773,0.34103,1.15075,0.14632,13.0,125.39799,152.14044,211.66902,1.0,2.0,3.0,1.0,2.0,3.0,0.44955,"UPK_116",425.27013
"UPK_166","o",339.20254,47.00797,-0.93734,-3.30228,1.52136,"hunt","none",16.31275,-10.73175,-115.35683,630.11862,-111.59422,9.91751,-9.51902,-5.73791,0.22772,1.24391,0.2203,0.21542,1.06801,0.20525,52.0,695.78539,783.4123,880.95555,2.0,4.0,6.0,6.0,8.0,11.0,1.0,"UPK_166",650.23837
"UPK_168","o",344.0376,43.24641,-0.57477,-4.05616,1.67036,"hunt","none",28.23413,-10.01692,-114.73807,557.29286,-150.404,9.14384,-10.5178,-6.80201,0.23236,1.1286,0.30459,0.17947,0.86181,0.24505,64.0,551.59815,632.93395,785.31972,3.0,5.0,7.0,5.0,7.0,9.0,1.0,"UPK_168",588.52487
"UPK_237","o",5.20252,65.48299,-0.58543,-3.79937,1.35149,"hunt","none",54.5848,-4.79576,-361.79031,632.7811,35.65099,7.26355,-5.34987,-13.47668,1.0927,1.91116,0.10768,1.9374,3.27324,0.23071,8.0,401.01648,472.67928,575.24837,3.0,5.0,7.0,3.0,5.0,7.0,1.0,"UPK_237",729.77746
"UPK_292","o",56.61694,64.60487,0.20614,-8.1211,2.26565,"hunt","none",56.84401,-5.35325,-331.83729,274.97758,59.2697,-4.32703,-10.44464,-13.77359,0.92244,0.76438,0.16476,0.69658,0.58008,0.15059,20.0,78.55973,102.62173,142.4029,0.0,1.0,2.0,0.0,1.0,2.0,1.0,"UPK_292",435.01903
"UPK_398","o",85.95598,7.05923,-3.257,-1.74802,2.25128,"hunt","cr135",11.67873,27.92868,-405.18824,-137.09584,-87.66664,-27.57502,-9.18615,-13.87207,1.91205,0.64694,0.41369,2.11289,0.54008,0.41345,9.0,112.73089,144.23424,186.93264,0.0,1.0,2.0,0.0,2.0,3.0,0.18826,"UPK_398",436.64427
"UPK_422","o",87.96384,-7.39008,0.17106,-0.60893,3.36682,"hunt","none",14.85503,15.11132,-234.9562,-151.5714,-83.30312,-12.13679,-8.90685,-4.95404,0.30324,0.19562,0.10751,1.46414,0.94142,0.57178,46.0,187.79517,225.68233,267.64657,0.0,1.0,2.0,1.0,2.0,4.0,0.18525,"UPK_422",291.74941
"UPK_445","o",92.35372,-15.03936,-2.53807,1.43535,1.47644,"hunt","none",7.35245,25.60605,-473.09522,-425.17734,-181.96242,-22.46084,-9.32506,-11.57423,1.99637,1.79417,0.76785,3.2338,2.88015,1.11384,8.0,175.83276,212.94548,309.34915,0.0,0.0,2.0,2.0,2.0,4.0,0.99985,"UPK_445",661.59291
"UPK_456","o",104.82234,-16.77151,-7.75015,0.18032,1.99377,"hunt","none",69.65105,20.34222,-321.76558,-367.37842,-50.26775,-18.35357,-8.67001,-18.3133,1.80852,2.06489,0.28254,2.09538,2.46068,0.42639,8.0,31.32105,50.40659,91.68639,0.0,0.0,2.0,0.0,0.0,2.0,0.98949,"UPK_456",490.94485
"UPK_470","o",108.35207,-19.46935,-4.72569,4.2698,0.94376,"hunt","none",30.2271,33.96238,-594.12493,-780.66124,-70.48622,-40.74215,-6.85407,-13.22972,2.47232,3.24855,0.29331,2.6052,3.83806,0.34295,8.0,474.74981,541.93031,608.34901,3.0,4.0,7.0,3.0,6.0,8.0,0.98841,"UPK_470",983.55717
"UPK_526","o",115.9464,-52.83554,-7.77433,7.80392,1.74988,"hunt","none",29.21478,17.23194,-41.41299,-538.62981,-134.5234,-29.16456,-12.9585,-14.70134,0.08932,1.16172,0.29014,0.28728,1.25891,0.36616,28.0,232.19813,299.81407,379.51428,1.0,3.0,4.0,2.0,3.0,5.0,0.97635,"UPK_526",556.71685
"UPK_535","o",126.56812,-50.08336,-13.02473,3.34535,3.14971,"hunt","cr135",22.00793,9.55654,-18.33842,-313.01106,-37.93369,-15.67126,-7.91286,-14.39134,0.02693,0.45959,0.0557,0.06417,0.88912,0.13235,15.0,73.23438,96.36982,133.629,0.0,1.0,1.0,0.0,1.0,2.0,0.54706,"UPK_535",315.83411
"UPK_537","o",125.64578,-51.56926,-6.4919,7.7164,1.63712,"hunt","m6",61.52465,20.28775,-25.25157,-590.49698,-85.36686,-29.52574,-19.37791,-5.8835,0.05454,1.2754,0.18438,0.22939,2.24,0.34243,19.0,237.61752,287.58506,351.70667,1.0,3.0,4.0,1.0,3.0,4.0,0.88733,"UPK_537",597.16985
"UPK_540","o",115.51642,-58.66152,-4.84095,7.68922,2.71778,"hunt","cr135",20.0468,8.69893,5.67742,-348.8533,-104.94392,-15.56855,-7.86672,-4.5049,0.01013,0.62257,0.18728,0.06749,0.8197,0.25509,20.0,77.37359,102.6771,145.31223,0.0,1.0,1.0,0.0,1.0,2.0,0.46903,"UPK_540",364.34061
"UPK_569","o",170.37996,-72.11396,-25.42416,-1.04915,4.02694,"hunt","m6",27.18006,1.6309,106.1607,-216.95169,-44.54755,-24.1731,-12.97527,-12.70083,0.10449,0.21354,0.04385,0.84995,1.73349,0.35273,26.0,124.17892,158.56379,204.16302,0.0,1.0,2.0,0.0,1.0,3.0,0.53647,"UPK_569",245.60662
"UPK_599","o",206.0892,-38.7698,-10.02167,0.28401,1.46264,"hunt","none",13.09916,-8.485,425.60876,-439.11964,258.96365,-29.27945,-14.28078,3.96189,2.22567,2.29633,1.35422,0.65668,0.83001,0.47317,9.0,202.41885,244.35586,321.86002,0.0,1.0,2.0,1.0,2.0,5.0,1.0,"UPK_599",664.10169
"UPK_604","o",224.52008,-59.66739,-4.57601,-3.69455,1.31971,"hunt","none",7.85062,-2.87239,549.12088,-489.17251,-8.08616,-15.75407,-13.10771,-4.14422,2.84804,2.53712,0.04194,4.50807,3.80088,0.18239,5.0,139.43766,170.44881,229.6243,0.0,0.0,1.0,0.0,2.0,3.0,0.9798,"UPK_604",735.45148
"UPK_606","o",215.89082,-46.42379,-20.06022,-16.89068,5.89776,"hunt","alphaPer",9.57045,8.01583,122.1565,-106.04981,38.97755,-5.79541,-21.58656,-4.64776,0.13934,0.12097,0.04446,1.81655,1.53431,0.59167,13.0,60.33124,77.38201,104.17246,0.0,0.0,1.0,0.0,1.0,2.0,0.36146,"UPK_606",166.39718
"UPK_624","o",254.37713,-60.51875,-1.71528,-14.38442,3.10927,"hunt","none",25.28611,2.91246,264.42663,-158.4861,-59.03106,-9.23163,-15.70611,-11.32224,0.6216,0.37256,0.13877,1.52692,0.91702,0.36507,14.0,48.18527,70.14099,118.04733,0.0,1.0,1.0,0.0,1.0,2.0,0.85357,"UPK_624",313.88526
"UPK_640","o",249.69239,-39.50714,-11.88245,-21.39054,5.70601,"hunt","alphaPer",9.61976,0.78815,165.95296,-49.66322,14.87877,-4.32589,-19.36043,-4.22181,0.08816,0.02638,0.0079,0.47821,0.15578,0.05264,119.0,491.11014,538.87914,602.37621,0.0,1.0,3.0,2.0,5.0,9.0,0.36429,"V1062-Sco / UPK_640",173.86258
"ZHBJZ_1","o",103.94661,-5.79122,-7.31802,-2.44479,3.49083,"hunt","none",13.49585,20.9702,-221.64366,-176.82175,-8.2859,-17.93881,-12.29446,-10.97949,0.22786,0.18178,0.00852,0.9138,0.71731,0.07074,43.0,342.37606,400.17475,478.50267,0.0,2.0,3.0,3.0,4.0,6.0,0.24704,"ZHBJZ_1",283.6556
"VDB_83, vdBergh_83","o",99.99174,-27.18196,-2.85123,3.29425,1.04329,"hunt","none",6.284,30.5655,-484.10359,-729.45819,-224.03454,-32.45343,-13.93954,-14.26509,3.02565,4.55912,1.40022,2.78386,3.97909,1.40024,5.0,132.89959,168.72115,238.86653,0.0,0.0,1.0,0.0,2.0,3.0,0.98825,"vdBergh_83",903.69078
"VDB_92, vdBergh_92","o",106.0365,-11.44234,-4.38547,1.58268,0.87527,"hunt","none",4.39639,24.51701,-786.78758,-774.71148,-46.54382,-32.0756,-6.80163,-16.79459,3.25703,3.20704,0.19268,1.63665,1.56552,0.77751,5.0,743.82225,806.52228,894.23161,0.0,1.0,2.0,6.0,9.0,12.0,1.0,"vdBergh_92",1105.16013
"VDB_152, vdBergh_152","o",333.36283,70.17629,5.26545,0.94265,2.67479,"hunt","none",3.99655,-28.24691,-125.86355,341.62827,72.79362,-1.04268,-24.33427,-8.10994,0.43313,1.17563,0.2505,1.12359,3.02176,0.63171,5.0,16.13235,22.82287,39.92971,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"vdBergh_152",371.28213
