"Cluster","Fe","Fe_err","Reference","X_XYZ_low","X_XYZ_med","X_XYZ_up","Y_XYZ_low","Y_XYZ_med","Y_XYZ_up","Z_XYZ_low","Z_XYZ_med","Z_XYZ_up","U_LSR_low","U_LSR_med","U_LSR_up","V_LSR_low","V_LSR_med","V_LSR_up","W_LSR_low","W_LSR_med","W_LSR_up","R_Rzphi_low","R_Rzphi_med","R_Rzphi_up","phi_Rzphi_low","phi_Rzphi_med","phi_Rzphi_up","z_Rzphi_low","z_Rzphi_med","z_Rzphi_up","vR_Rzphi_low","vR_Rzphi_med","vR_Rzphi_up","vphi_Rzphi_low","vphi_Rzphi_med","vphi_Rzphi_up","vz_Rzphi_low","vz_Rzphi_med","vz_Rzphi_up","vT_Rzphi_low","vT_Rzphi_med","vT_Rzphi_up","J_R_low","J_R_med","J_R_up","L_Z_low","L_Z_med","L_Z_up","J_Z_low","J_Z_med","J_Z_up","ecc_low","ecc_med","ecc_up","zmax_low","zmax_med","zmax_up","R_peri_low","R_peri_med","R_peri_up","R_ap_low","R_ap_med","R_ap_up","Energy_low","Energy_med","Energy_up","Rguid_low","Rguid_med","Rguid_up"
"FSR_0542",-0.23,0.01,"APOGEE",10.26392,10.40127,10.55496,2.7849,2.96828,3.17347,0.05573,0.05775,0.06002,72.5287,74.42826,76.56385,-38.056,-36.61935,-35.02776,-9.91866,-9.18146,-8.51817,10.63502,10.81652,11.02171,0.26495,0.27799,0.29206,0.05573,0.05775,0.06002,-27.55331,-26.07609,-24.47952,217.98859,220.2282,222.69308,-2.90108,-2.15895,-1.49185,217.98859,220.2282,222.69308,11.57501,12.60364,14.17271,2318.42344,2381.86106,2454.06877,0.1017,0.12731,0.16721,0.08398,0.08893,0.09553,0.06607,0.07507,0.08763,9.48575,9.84112,10.22718,11.48576,11.75934,12.10312,-34483.33431,-33204.37274,-31776.80061,10.40016,10.72406,11.09453
"FSR_0546",-0.13,0.01,"APOGEE","nan",9.70066,"nan","nan",1.97818,"nan","nan",0.17769,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.9003,"nan","nan",0.20116,"nan","nan",0.17769,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0656",-0.32,0.01,"APOGEE","nan",9.37244,"nan","nan",0.73017,"nan","nan",0.0376,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.40084,"nan","nan",0.07775,"nan","nan",0.0376,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0667",-0.02,0.01,"APOGEE",9.20684,9.21602,9.2252,0.56669,0.57175,0.57681,0.01391,0.01401,0.01411,-11.96955,-11.33707,-10.69761,-15.08734,-14.68843,-14.2998,-12.9665,-12.76316,-12.55928,9.22426,9.23374,9.24321,0.06147,0.06196,0.06244,0.01391,0.01401,0.01411,13.62424,14.30224,14.97874,225.73003,226.1005,226.46078,-5.68152,-5.47799,-5.27463,225.73003,226.1005,226.46078,2.84677,3.14404,3.45906,2084.50642,2087.69941,2090.94054,0.22223,0.23941,0.25718,0.04523,0.04749,0.04978,0.08646,0.08986,0.09322,8.80821,8.81818,8.8279,9.65939,9.69765,9.73678,-40143.28126,-40056.34122,-39968.19308,9.22068,9.2366,9.25277
"FSR_0687",-0.15,0.02,"APOGEE","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0716",-0.4,0.01,"APOGEE",11.83395,11.95292,12.0773,1.17034,1.20843,1.24824,0.27898,0.28725,0.29589,-15.37109,-15.09837,-14.8368,-18.78355,-18.07188,-17.41488,-22.35825,-21.58387,-20.84646,11.89168,12.01385,12.14163,0.09858,0.10076,0.10299,0.27898,0.28725,0.29589,25.81826,26.48619,27.17911,220.83827,221.6263,222.36124,-15.06147,-14.28781,-13.55081,220.83827,221.6263,222.36124,14.31616,15.03826,15.82465,2643.55704,2662.43685,2681.84526,4.17171,4.58309,5.04859,0.08997,0.09186,0.09386,0.51391,0.54622,0.58192,11.10731,11.18123,11.25651,13.30469,13.44334,13.58751,-27974.72864,-27609.83956,-27234.39357,12.07478,12.17303,12.27413
"FSR_0816",-0.1,0.02,"APOGEE","nan",10.24529,"nan","nan",0.10504,"nan","nan",0.03868,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.24583,"nan","nan",0.01025,"nan","nan",0.03868,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0823",-0.2,0.01,"APOGEE","nan",9.27787,"nan","nan",0.01667,"nan","nan",0.02367,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",9.27789,"nan","nan",0.0018,"nan","nan",0.02367,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0852",-0.31,0.01,"APOGEE",11.17843,11.29224,11.41263,-0.23238,-0.22374,-0.21556,0.0105,0.01104,0.01155,-25.18278,-24.96957,-24.76007,-30.76803,-29.62972,-28.58645,-9.60581,-9.12565,-8.65303,11.18051,11.29446,11.415,-0.02036,-0.01981,-0.01928,0.0105,0.01104,0.01155,9.44116,9.70332,9.96329,210.71135,211.84521,212.88279,-2.2796,-1.79915,-1.32684,210.71135,211.84521,212.88279,4.51459,5.07328,5.74507,2378.73296,2392.41415,2406.58349,0.02103,0.03588,0.05607,0.05338,0.05645,0.05995,0.02923,0.03836,0.04822,10.14906,10.1974,10.24918,11.31664,11.41945,11.52965,-33488.95483,-33196.42882,-32892.4514,10.70805,10.77808,10.85069
"FSR_0940",-0.23,0.01,"APOGEE","nan",10.50988,"nan","nan",-0.64908,"nan","nan",-0.02244,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",10.52991,"nan","nan",-0.06168,"nan","nan",-0.02244,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR_0941",-0.27696,0.01,"GALAH",12.65709,13.04987,13.50727,-1.48373,-1.35638,-1.24703,0.10122,0.1079,0.11569,-18.23643,-18.02796,-17.791,-11.62024,-10.81934,-10.11459,16.36796,17.8911,19.67411,12.71837,13.12017,13.58852,-0.10941,-0.10357,-0.09821,0.10122,0.1079,0.11569,-18.43934,-16.97697,-15.65707,229.00172,229.89575,230.67204,23.67308,25.19548,26.97872,229.00172,229.89575,230.67204,16.05488,18.60551,21.77981,2929.45199,3015.85376,3115.30758,8.28693,9.99084,12.33809,0.09036,0.09584,0.10198,0.83591,0.95913,1.12204,12.50532,12.87139,13.29888,14.99673,15.60349,16.30749,-23041.17411,-21619.70116,-20042.4667,13.57215,14.02836,14.55538
"FSR_0942",-0.28,0.01,"APOGEE",11.56152,11.65224,11.74612,-0.99469,-0.96852,-0.94323,-0.19709,-0.19124,-0.1856,-29.21826,-29.15293,-29.09139,-3.37709,-3.14429,-2.89719,-7.51438,-7.23547,-6.95061,11.59994,11.69242,11.78816,-0.08448,-0.08293,-0.0814,-0.19709,-0.19124,-0.1856,-2.06808,-1.70792,-1.36436,238.54001,238.77463,239.02325,-0.17533,0.10362,0.38826,238.54001,238.77463,239.02325,17.16148,18.0878,19.09753,2768.16126,2791.7912,2816.34649,0.80498,0.84321,0.88367,0.09626,0.09842,0.10068,0.22204,0.22958,0.23754,11.60012,11.69189,11.78691,14.07362,14.24433,14.41903,-25873.21973,-25453.06733,-25024.22275,12.72494,12.84868,12.97741
"FSR_1083",-0.25569,0.008,"GALAH",12.31298,12.50789,12.71791,-2.97697,-2.83925,-2.71144,0.7699,0.80501,0.84284,-91.6569,-91.29732,-90.96788,-49.37115,-48.9108,-48.3965,10.21933,10.64669,11.07385,12.60799,12.82609,13.06168,-0.22994,-0.22321,-0.21675,0.7699,0.80501,0.84284,34.39494,35.60549,36.75544,204.58885,205.29628,206.0714,17.74844,18.17558,18.60251,204.58885,205.29628,206.0714,31.60631,33.69394,35.74268,2580.19157,2633.17727,2690.15936,13.76062,14.35725,15.00551,0.13167,0.13732,0.14278,1.06018,1.09922,1.14229,10.36495,10.66203,10.98216,13.81709,14.05587,14.31389,-28282.84946,-27374.43293,-26420.28702,11.74578,12.02081,12.31747
"FSR_1113",-0.3,0.01,"APOGEE",11.22009,11.35092,11.4909,-2.43393,-2.33108,-2.23496,0.24958,0.25924,0.26957,-77.85024,-76.87131,-75.95751,-12.28453,-11.01398,-9.66044,10.47636,10.9036,11.37112,11.44052,11.58781,11.74585,-0.20873,-0.20255,-0.19662,0.24958,0.25924,0.26957,17.24601,18.09403,18.87963,237.2048,238.7419,240.37635,17.95953,18.38786,18.85773,237.2048,238.7419,240.37635,23.00997,26.39463,30.5751,2714.04091,2766.56923,2822.83336,5.13928,5.46953,5.84324,0.11232,0.11905,0.12674,0.60863,0.64494,0.68645,11.21435,11.39271,11.57862,14.05222,14.47327,14.93639,-26506.99419,-25530.97727,-24504.02526,12.44205,12.7166,13.01144
"FSR_1595",0.1332,0.009,"GALAH",5.64105,5.76442,5.87834,-5.29216,-5.03481,-4.79716,-0.05294,-0.04915,-0.04565,-175.08976,-166.64291,-158.8395,-79.38305,-75.33924,-71.60708,-9.67186,-8.98587,-8.34382,7.58734,7.65361,7.73488,-0.7535,-0.71794,-0.68447,-0.05294,-0.04915,-0.04565,7.10967,8.06261,9.03926,224.85444,227.28354,230.25388,-1.89651,-1.22525,-0.59823,224.85444,227.28354,230.25388,0.95687,1.15344,1.58018,1706.12878,1739.56743,1780.76319,0.09095,0.10874,0.13277,0.02837,0.03127,0.03687,0.0471,0.05202,0.05852,7.12268,7.31931,7.52104,7.65318,7.77023,7.96496,-50663.60825,-49646.85623,-48405.03479,7.37894,7.53756,7.73421
"Gulliver_18",-0.09244,0.05,"SPA-Zhang",7.49955,7.50412,7.50858,1.47144,1.48123,1.49129,-0.0908,-0.09002,-0.08926,43.65512,44.0048,44.34813,-24.59952,-24.23353,-23.86397,-2.89769,-2.83435,-2.77295,7.64638,7.64892,7.6514,0.19352,0.19488,0.19629,-0.0908,-0.09002,-0.08926,-12.12648,-12.02478,-11.91908,223.19546,223.56663,223.93954,4.21731,4.28114,4.34291,223.19546,223.56663,223.93954,2.84389,2.94564,3.05534,1707.10652,1710.04038,1713.02071,0.43211,0.43764,0.44327,0.0495,0.05041,0.05138,0.10473,0.10537,0.10602,7.02534,7.04496,7.06458,7.78589,7.793,7.80073,-50537.39023,-50450.69742,-50362.70061,7.38357,7.39745,7.41156
"Gulliver_24",-0.09244,0.05,"SPA-Zhang",8.90038,8.90704,8.9137,1.38067,1.39341,1.40615,0.03936,0.03949,0.03963,36.74891,36.97995,37.21536,-15.04573,-14.86348,-14.67615,-7.48734,-7.38719,-7.28901,9.00683,9.01537,9.02393,0.1539,0.15518,0.15646,0.03936,0.03949,0.03963,-12.65016,-12.49365,-12.33511,230.87253,231.08576,231.29529,-0.35066,-0.25021,-0.15171,230.87253,231.08576,231.29529,3.02722,3.07431,3.12111,2079.6935,2083.36211,2086.93795,0.05241,0.05288,0.05349,0.04667,0.04701,0.04735,0.04184,0.04209,0.04238,8.78313,8.79963,8.81545,9.64683,9.66754,9.68838,-40267.12969,-40176.7746,-40088.03328,9.19669,9.21497,9.2328
"Gulliver_37",0.10756,0.05,"SPA-Zhang",7.38282,7.38979,7.39676,1.32826,1.34011,1.35196,0.1251,0.126,0.12689,21.01282,21.25161,21.4872,-17.37688,-17.18878,-16.99521,-8.45453,-8.34447,-8.23578,7.50559,7.51032,7.51508,0.17768,0.1794,0.18112,0.1251,0.126,0.12689,7.97405,8.16881,8.36784,226.0427,226.22384,226.41049,-1.27001,-1.15941,-1.05028,226.0427,226.22384,226.41049,1.22931,1.30004,1.37253,1696.91218,1699.02055,1701.14922,0.65448,0.66506,0.67591,0.03267,0.03361,0.03455,0.12724,0.12826,0.12931,7.09632,7.11238,7.12841,7.60343,7.60717,7.61098,-50908.35667,-50845.67823,-50782.38892,7.33539,7.34535,7.3554
"Gulliver_51",-0.02244,0.08,"SPA-Casali",9.17581,9.18223,9.18885,1.16621,1.17372,1.18145,0.08081,0.08117,0.08154,62.83374,63.05721,63.27859,-21.22645,-21.01093,-20.79611,-12.71736,-12.60145,-12.48606,9.24962,9.25694,9.26449,0.12642,0.12714,0.12787,0.08081,0.08117,0.08154,-45.746,-45.59512,-45.44352,227.5988,227.84924,228.09981,-5.66032,-5.54418,-5.4287,227.5988,227.84924,228.09981,32.74311,32.96024,33.17949,2105.38082,2109.23256,2112.97853,0.41336,0.42385,0.43453,0.15114,0.15161,0.15209,0.13216,0.13401,0.13589,8.07918,8.09634,8.11306,10.96631,10.98978,11.01285,-38670.84936,-38578.04257,-38486.86147,9.32487,9.34412,9.36285
"Gulliver_6",-0.09568,0.058,"GALAH",8.5406,8.54163,8.5424,-0.17164,-0.17128,-0.17079,-0.10572,-0.10544,-0.10507,-26.60464,-26.26303,-25.91694,-12.94724,-12.78062,-12.614,-9.91601,-9.78331,-9.65253,8.5423,8.54335,8.54413,-0.02009,-0.02005,-0.01999,-0.10572,-0.10544,-0.10507,10.25943,10.61155,10.95777,228.55767,228.71815,228.87826,-2.58466,-2.45302,-2.32326,228.55767,228.71815,228.87826,1.5246,1.61833,1.71483,1952.60089,1953.99812,1955.40005,0.4284,0.43317,0.43817,0.03413,0.03517,0.03622,0.11371,0.11438,0.11509,8.27218,8.28704,8.30177,8.88748,8.89111,8.89491,-43528.95141,-43495.29036,-43461.67491,8.56791,8.57477,8.58165
"Haffner_10",-0.14026,0.03,"GES",10.55228,10.61949,10.68932,-3.07981,-2.99418,-2.91176,0.09922,0.10132,0.1035,-83.53068,-82.7208,-81.91498,-46.58977,-45.93597,-45.24887,-3.45643,-3.2148,-2.96952,10.94664,11.03353,11.12415,-0.28052,-0.27482,-0.26924,0.09922,0.10132,0.1035,15.27816,15.93602,16.57028,206.49599,207.40505,208.35987,4.04677,4.28761,4.53201,206.49599,207.40505,208.35987,10.7721,12.22441,13.66633,2260.56855,2288.43498,2317.41912,0.41543,0.43196,0.44963,0.08341,0.08936,0.095,0.13118,0.13391,0.1367,9.22417,9.40222,9.59092,11.16022,11.24759,11.33965,-35725.9634,-35164.14283,-34583.2529,10.10615,10.24759,10.39504
"Haffner_4",-0.16,0.01,"APOGEE",11.05203,11.18041,11.31822,-3.47922,-3.32654,-3.18429,-0.26249,-0.24988,-0.23812,-56.29617,-55.52936,-54.81914,-30.59332,-29.95132,-29.26467,-3.1949,-2.88685,-2.58013,11.50161,11.6648,11.8409,-0.29823,-0.28919,-0.28052,-0.26249,-0.24988,-0.23812,-19.10294,-17.6499,-16.27415,214.51442,215.18713,215.90643,4.22493,4.5334,4.84008,214.51442,215.18713,215.90643,6.39579,7.02988,7.90981,2467.54012,2510.14714,2555.90634,1.47705,1.58174,1.69694,0.06235,0.06487,0.06817,0.26536,0.2799,0.29622,10.51664,10.70178,10.89268,11.92213,12.18649,12.48202,-31581.11254,-30733.17033,-29837.64949,11.16385,11.38347,11.61999
"IC_1369",-0.08,0.03,"APOGEE",8.15137,8.15182,8.15226,3.75347,3.81786,3.88315,-0.00204,-0.00158,-0.00114,128.96807,131.1737,133.42738,-49.57559,-49.49318,-49.41009,-8.37739,-8.16377,-7.96044,8.97485,9.00157,9.02905,0.43149,0.438,0.44457,-0.00204,-0.00158,-0.00114,-48.02531,-47.50357,-46.98791,232.7477,233.9743,235.2384,-1.53258,-1.3147,-1.10608,232.7477,233.9743,235.2384,35.64506,37.39104,39.36368,2088.88331,2106.0952,2123.91954,0.00916,0.01298,0.0177,0.15825,0.16139,0.16485,0.01962,0.02352,0.02769,7.9562,8.00784,8.05983,10.94859,11.08995,11.24085,-38999.20087,-38538.18169,-38060.57749,9.24251,9.32844,9.41759
"IC_166",-0.1,0.03,"APOGEE",11.79099,11.85459,11.91915,4.29789,4.37355,4.45035,0.01924,0.01934,0.01944,59.75929,60.39758,61.06003,-2.45601,-1.86933,-1.2905,20.26737,20.65453,21.05444,12.54987,12.63563,12.72288,0.34954,0.35344,0.35735,0.01924,0.01934,0.01944,15.04385,15.7166,16.38178,248.68697,249.34726,249.99971,27.33415,27.71993,28.11779,248.68697,249.34726,249.99971,64.65563,69.18155,73.85082,3121.26208,3150.40465,3180.33397,10.40359,10.84165,11.30342,0.17388,0.17888,0.18379,1.1019,1.14345,1.18719,12.45714,12.53759,12.61945,17.70343,17.99841,18.29777,-19193.68771,-18696.32057,-18191.91831,14.587,14.74183,14.90101
"IC_1848",-0.01871,0.083,"GALAH",9.93211,9.94661,9.9609,1.62321,1.63663,1.64985,0.06872,0.06909,0.06944,32.07651,38.56324,45.1286,-38.74588,-32.6749,-26.66327,-6.11214,-5.92012,-5.73885,10.06387,10.08036,10.09661,0.162,0.16308,0.16414,0.06872,0.06909,0.06944,-22.59992,-15.13148,-7.7144,208.9363,213.85016,218.74131,1.00656,1.21332,1.40839,208.9363,213.85016,218.74131,1.95465,7.27381,15.94748,2105.75563,2155.60271,2204.88825,0.14821,0.15204,0.15617,0.03644,0.07106,0.10612,0.07353,0.07422,0.07496,8.4238,8.93817,9.48189,10.19933,10.3081,10.42597,-39212.86533,-38304.19867,-37337.36218,9.32674,9.57646,9.82454
"IC_2391",-0.04953,0.02,"GESY-Spina",8.17704,8.17704,8.17704,-0.15108,-0.15078,-0.15078,0.00715,0.00718,0.00718,-24.06637,-24.01406,-23.96436,-15.09032,-14.8834,-14.67525,-5.75418,-5.70608,-5.65835,8.17843,8.17843,8.17843,-0.01847,-0.01844,-0.01844,0.00715,0.00718,0.00718,8.70686,8.75337,8.80191,226.34996,226.55676,226.76452,1.56925,1.61734,1.66495,226.34996,226.55676,226.76452,1.15251,1.18231,1.21415,1851.1868,1852.87844,1854.57723,0.01799,0.019,0.02002,0.03042,0.03082,0.03124,0.02208,0.0227,0.02331,7.82834,7.83933,7.85024,8.33264,8.33784,8.34329,-46360.10141,-46313.31465,-46266.25488,8.07337,8.08156,8.08979
"IC_2602",-0.03187,0.136,"GALAH",8.12709,8.12719,8.12729,-0.14337,-0.14309,-0.14281,0.01165,0.01168,0.0117,-8.10584,-7.98263,-7.85916,-22.21826,-21.88965,-21.55767,-0.85958,-0.81296,-0.76309,8.12835,8.12845,8.12854,-0.01764,-0.0176,-0.01757,0.01165,0.01168,0.0117,-7.09237,-6.97556,-6.85882,218.93086,219.2617,219.59555,6.4147,6.46145,6.5115,218.93086,219.2617,219.59555,3.12348,3.32098,3.52103,1779.57384,1782.25456,1784.97334,0.2768,0.28076,0.28504,0.05091,0.05253,0.05412,0.08593,0.08655,0.08721,7.33224,7.3557,7.37959,8.17088,8.17138,8.17188,-48327.02894,-48255.46039,-48182.58893,7.72851,7.74135,7.75438
"IC_348",-0.11,0.02,"APOGEE",8.46856,8.4699,8.47098,0.10286,0.10334,0.10372,-0.07386,-0.0735,-0.07305,-17.16512,-17.04928,-16.93142,-6.42238,-6.32957,-6.23369,-7.92701,-7.84201,-7.75491,8.46918,8.47053,8.47161,0.01215,0.0122,0.01224,-0.07386,-0.0735,-0.07305,8.71738,8.83757,8.9551,234.72746,234.82028,234.91599,-0.62478,-0.53979,-0.45305,234.72746,234.82028,234.91599,2.50359,2.55748,2.61095,1988.33432,1989.01876,1989.74444,0.1952,0.19751,0.19981,0.04338,0.04383,0.04428,0.07829,0.07876,0.07921,8.37812,8.38015,8.38219,9.14094,9.14843,9.1562,-42579.84384,-42560.63384,-42540.20495,8.74374,8.74711,8.75069
"IC_4665",-0.03086,0.078,"GALAH",7.88958,7.89057,7.89156,0.16864,0.16922,0.1698,0.12602,0.12636,0.12671,-4.56072,-3.87332,-3.19444,-18.07572,-17.67067,-17.27139,-9.23029,-8.98656,-8.74548,7.89141,7.89239,7.89336,0.02137,0.02144,0.02152,0.12602,0.12636,0.12671,-3.07382,-2.40231,-1.72602,223.25306,223.67226,224.08594,-1.9662,-1.72465,-1.48568,223.25306,223.67226,224.08594,0.97209,1.05731,1.16307,1761.97219,1765.2876,1768.59129,0.63191,0.63822,0.64502,0.02855,0.0298,0.03128,0.12785,0.12845,0.12911,7.41845,7.44446,7.46881,7.8975,7.90178,7.90796,-48918.25991,-48823.35764,-48728.35811,7.64434,7.66018,7.67596
"IC_4756",-0.031,0.032,"OCCASO",7.79393,7.79465,7.79513,0.28137,0.28172,0.28225,0.06811,0.06816,0.06824,-14.28161,-14.14405,-14.00825,-21.26303,-21.15976,-21.05982,-9.87773,-9.8453,-9.81172,7.79904,7.79974,7.80021,0.03608,0.03613,0.0362,0.06811,0.06816,0.06824,10.89163,11.02336,11.15722,219.71765,219.82585,219.92993,-2.5843,-2.55202,-2.51857,219.71765,219.82585,219.92993,4.1212,4.20939,4.30037,1713.7063,1714.56377,1715.41324,0.22793,0.22923,0.23053,0.05952,0.06016,0.06082,0.0763,0.07652,0.07674,6.98932,6.99747,7.00553,7.89181,7.89333,7.89485,-50297.7115,-50274.77572,-50252.16146,7.41481,7.41887,7.42289
"King_1",-0.05719,0.007,"GALAH",9.12893,9.13384,9.13859,1.66357,1.67215,1.68046,0.08454,0.08484,0.08514,66.13637,66.42352,66.70484,-23.41008,-23.06162,-22.7079,-8.02625,-7.97015,-7.91424,9.27927,9.28564,9.29181,0.18025,0.18107,0.18185,0.08454,0.08484,0.08514,-37.19462,-36.94275,-36.70019,228.22237,228.56563,228.91842,-0.9796,-0.92319,-0.86658,228.22237,228.56563,228.91842,21.64491,21.86026,22.07989,2118.18649,2122.3849,2126.53241,0.23251,0.23431,0.23617,0.1229,0.12353,0.12418,0.09641,0.09692,0.09745,8.34134,8.36272,8.38426,10.69874,10.72027,10.74155,-38725.20093,-38628.01959,-38532.71966,9.3889,9.40991,9.43067
"King_12",0.39,0.01,"APOGEE",9.64465,9.66615,9.68791,2.99013,3.03396,3.07832,0.02094,0.021,0.02105,87.09005,87.87583,88.66397,-46.86097,-46.47593,-46.08965,-9.91774,-9.69069,-9.46817,10.09753,10.13111,10.16522,0.30063,0.30414,0.30766,0.02094,0.021,0.02105,-36.26131,-36.07858,-35.88886,214.73111,215.45427,216.18514,-2.93705,-2.70914,-2.48502,214.73111,215.45427,216.18514,23.4078,23.86796,24.35681,2168.32956,2182.76338,2197.43957,0.06355,0.07345,0.08459,0.1257,0.12731,0.12897,0.05097,0.05491,0.05915,8.52319,8.60057,8.67822,11.04641,11.1096,11.17548,-37494.74472,-37180.41324,-36860.57104,9.64041,9.71303,9.78698
"King_15",-0.02884,0.055,"GALAH",9.81302,9.85086,9.88962,2.74637,2.80993,2.87503,-0.02468,-0.02356,-0.02246,64.65084,65.47921,66.32048,-38.57008,-37.80919,-37.0227,-9.99913,-9.67177,-9.36081,10.19009,10.24379,10.29905,0.27289,0.27787,0.28291,-0.02468,-0.02356,-0.02246,-18.54576,-17.80927,-17.0484,215.75072,216.63353,217.51103,-2.95019,-2.62163,-2.30926,215.75072,216.63353,217.51103,6.15764,6.98803,7.88286,2199.56743,2219.26019,2239.17807,0.06295,0.07818,0.09602,0.06422,0.06868,0.07321,0.04852,0.05427,0.06038,9.12581,9.2574,9.38837,10.5584,10.62095,10.68789,-37284.97518,-36860.45001,-36437.73688,9.79771,9.8971,9.99781
"King_2",-0.36,0.01,"APOGEE",11.26818,11.43334,11.6134,4.78014,5.03562,5.31416,-0.48286,-0.45624,-0.43183,56.75352,81.93572,107.12733,-94.14464,-55.15089,-16.5177,-20.15322,-16.12723,-12.1129,12.24016,12.49314,12.77151,0.40121,0.41487,0.42915,-0.48286,-0.45624,-0.43183,-48.7539,-9.96096,28.44366,182.25478,207.79631,233.07339,-13.0862,-9.12434,-5.18669,182.25478,207.79631,233.07339,3.12369,31.20717,133.28454,2273.82654,2600.94316,2928.39009,4.18512,5.05247,6.19074,0.0419,0.13222,0.27579,0.51064,0.57087,0.72735,8.1705,11.15808,12.14545,12.63946,13.35275,15.64521,-32946.66632,-28864.9046,-22792.63887,10.1734,11.8534,13.56655
"King_5",-0.14,0.01,"APOGEE",10.34804,10.37081,10.39358,1.58962,1.6063,1.62298,-0.17379,-0.17175,-0.16971,32.5044,32.90358,33.30989,-30.60325,-30.29924,-29.9918,-12.03242,-11.83699,-11.6421,10.46942,10.49447,10.51953,0.15242,0.15367,0.1549,-0.17379,-0.17175,-0.16971,-11.68704,-11.1687,-10.63109,214.93262,215.18564,215.4373,-4.88295,-4.6876,-4.49328,214.93262,215.18564,215.4373,3.87847,4.19025,4.51035,2252.53588,2258.31867,2263.96581,0.97141,1.0037,1.03713,0.05073,0.05278,0.05479,0.19558,0.19913,0.20278,9.55252,9.59624,9.64013,10.64518,10.66565,10.6863,-36143.67729,-36020.80811,-35902.22094,10.06544,10.09475,10.12338
"King_7",-0.13,0.05,"APOGEE",11.15319,11.20056,11.24844,1.73153,1.75909,1.78696,-0.02869,-0.02786,-0.02703,-5.71137,-5.16151,-4.61063,-28.74353,-28.25328,-27.77302,-2.9901,-2.80835,-2.62449,11.2868,11.33785,11.3895,0.15402,0.15578,0.15755,-0.02869,-0.02786,-0.02703,26.4319,27.18105,27.94616,210.81269,211.33187,211.83182,4.27582,4.45812,4.64099,210.81269,211.33187,211.83182,16.36589,17.29079,18.26299,2389.40578,2396.06355,2402.64076,0.21094,0.22735,0.24401,0.10111,0.10379,0.10652,0.09807,0.10186,0.10559,9.7559,9.77067,9.78609,11.96341,12.03485,12.1051,-32939.19073,-32780.17907,-32625.3615,10.76268,10.79678,10.83048
"King_8",-0.16,0.01,"APOGEE",15.24508,15.72528,16.26303,0.44669,0.47704,0.51103,0.43024,0.45777,0.48861,-4.22998,-3.88112,-3.56954,-67.71167,-63.16361,-59.18266,-17.38891,-16.0568,-14.84351,15.25162,15.73251,16.27106,0.02929,0.03033,0.03141,0.43024,0.45777,0.48861,-2.15122,-1.77005,-1.36576,173.6582,178.21177,182.20016,-10.12614,-8.79457,-7.58253,173.6582,178.21177,182.20016,50.03986,62.36924,78.55767,2776.62896,2802.60037,2828.00018,3.64469,4.28398,5.13775,0.16268,0.18031,0.20087,0.53046,0.59648,0.68072,10.81016,10.92414,11.02029,15.26137,15.74171,16.2802,-24880.51677,-24175.00274,-23439.58456,12.76926,12.90532,13.03855
"Koposov_62",-0.27,0.01,"APOGEE","nan",11.57554,"nan","nan",-0.43318,"nan","nan",0.28639,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",11.58364,"nan","nan",-0.0374,"nan","nan",0.28639,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
