"Cluster","Fe","Fe_err","Reference","X_XYZ_low","X_XYZ_med","X_XYZ_up","Y_XYZ_low","Y_XYZ_med","Y_XYZ_up","Z_XYZ_low","Z_XYZ_med","Z_XYZ_up","U_LSR_low","U_LSR_med","U_LSR_up","V_LSR_low","V_LSR_med","V_LSR_up","W_LSR_low","W_LSR_med","W_LSR_up","R_Rzphi_low","R_Rzphi_med","R_Rzphi_up","phi_Rzphi_low","phi_Rzphi_med","phi_Rzphi_up","z_Rzphi_low","z_Rzphi_med","z_Rzphi_up","vR_Rzphi_low","vR_Rzphi_med","vR_Rzphi_up","vphi_Rzphi_low","vphi_Rzphi_med","vphi_Rzphi_up","vz_Rzphi_low","vz_Rzphi_med","vz_Rzphi_up","vT_Rzphi_low","vT_Rzphi_med","vT_Rzphi_up","J_R_low","J_R_med","J_R_up","L_Z_low","L_Z_med","L_Z_up","J_Z_low","J_Z_med","J_Z_up","ecc_low","ecc_med","ecc_up","zmax_low","zmax_med","zmax_up","R_peri_low","R_peri_med","R_peri_up","R_ap_low","R_ap_med","R_ap_up","Energy_low","Energy_med","Energy_up","Rguid_low","Rguid_med","Rguid_up"
"ASCC_11",-0.13244,0.05,"SPA-Zhang",8.92905,8.93162,8.9342,0.42389,0.42534,0.4268,-0.11363,-0.11316,-0.11269,8.10502,8.37802,8.65445,-16.89811,-16.73805,-16.57699,-5.65202,-5.58224,-5.50988,8.9391,8.94175,8.94439,0.04744,0.04759,0.04773,-0.11363,-0.11316,-0.11269,-9.04496,-8.75777,-8.47619,225.026,225.17363,225.32175,1.57276,1.64211,1.71394,225.026,225.17363,225.32175,1.12656,1.21086,1.29988,2012.12665,2013.46588,2014.82458,0.44213,0.44519,0.44829,0.02893,0.03,0.0311,0.11742,0.11785,0.11829,8.59824,8.61362,8.629,9.14238,9.14644,9.15056,-41991.89948,-41960.57259,-41928.74669,8.86124,8.86786,8.87458
"ASCC_116",-0.13,0.01,"APOGEE","nan",8.42524,"nan","nan",1.47947,"nan","nan",0.01759,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.55415,"nan","nan",0.17383,"nan","nan",0.01759,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC_16",-0.10175,0.06,"GALAH",8.48929,8.49035,8.49115,-0.12095,-0.12064,-0.12023,-0.08544,-0.08516,-0.08478,-18.90422,-18.78697,-18.66605,-8.53157,-8.4766,-8.42217,-4.82209,-4.76883,-4.71518,8.49014,8.49121,8.49201,-0.01424,-0.01421,-0.01416,-0.08544,-0.08516,-0.08478,4.27241,4.39423,4.51213,232.79572,232.84945,232.90221,2.48572,2.53858,2.59197,232.79572,232.84945,232.90221,0.9969,1.00726,1.0181,1976.65568,1977.14635,1977.63326,0.30464,0.30733,0.31016,0.02746,0.0276,0.02775,0.09609,0.09653,0.09699,8.45557,8.45786,8.46001,8.93476,8.93802,8.94129,-42929.2258,-42916.08844,-42903.03904,8.68619,8.6886,8.691
"ASCC_18",-0.14,0.01,"APOGEE","nan",8.45359,"nan","nan",-0.11134,"nan","nan",-0.07308,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.45433,"nan","nan",-0.01317,"nan","nan",-0.07308,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC_19",-0.05618,0.049,"GALAH",8.4865,8.48727,8.48804,-0.14383,-0.14348,-0.14312,-0.09455,-0.09425,-0.09396,-18.65186,-18.37982,-18.10461,-11.74825,-11.61721,-11.48621,-6.93214,-6.8204,-6.71021,8.48771,8.48848,8.48926,-0.01694,-0.0169,-0.01686,-0.09455,-0.09425,-0.09396,3.13935,3.4186,3.6934,229.58699,229.71326,229.83985,0.37478,0.48574,0.59523,229.58699,229.71326,229.83985,0.23811,0.25086,0.26634,1948.85164,1949.93497,1951.02876,0.31896,0.32116,0.32343,0.01351,0.01387,0.0143,0.09601,0.09635,0.0967,8.4326,8.44123,8.44918,8.67591,8.67874,8.68184,-43688.08795,-43659.69146,-43630.99093,8.54951,8.55482,8.56019
"ASCC_20",0.02,0.01,"APOGEE","nan",8.52756,"nan","nan",-0.13869,"nan","nan",-0.09252,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",8.52868,"nan","nan",-0.01626,"nan","nan",-0.09252,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC_21",-0.18,0.01,"APOGEE",8.49101,8.49263,8.49425,-0.11461,-0.11402,-0.11343,-0.07421,-0.07371,-0.0732,-18.07783,-17.71823,-17.35495,-8.75374,-8.61638,-8.47826,-4.39756,-4.27353,-4.15105,8.49177,8.49339,8.49502,-0.01349,-0.01342,-0.01336,-0.07421,-0.07371,-0.0732,3.14105,3.5092,3.86991,232.55881,232.69149,232.82522,2.90764,3.03044,3.15209,232.55881,232.69149,232.82522,0.84726,0.861,0.87546,1975.17176,1976.34783,1977.52053,0.25546,0.26121,0.26715,0.02532,0.02553,0.02574,0.08767,0.08871,0.08976,8.46543,8.47101,8.47598,8.90782,8.91433,8.92131,-42976.58042,-42945.33777,-42914.1123,8.67888,8.68467,8.69045
"Alessi_1",0.00756,0.08,"SPA-Zhang",8.56011,8.56235,8.56475,0.58195,0.58537,0.58902,-0.14077,-0.13974,-0.13878,-14.35543,-14.11748,-13.88159,-19.75223,-19.42636,-19.09424,-19.88174,-19.69549,-19.51068,8.57987,8.58234,8.58498,0.06788,0.06826,0.06866,-0.14077,-0.13974,-0.13878,17.90505,18.19965,18.50073,220.77217,221.0865,221.41366,-12.58789,-12.40232,-12.21761,220.77217,221.0865,221.41366,5.7053,5.83914,5.97559,1894.85824,1897.46113,1900.0837,1.73541,1.77625,1.81761,0.06683,0.06761,0.06841,0.23558,0.23874,0.24187,7.77258,7.78679,7.80095,8.90132,8.91589,8.93088,-44842.56175,-44770.41756,-44699.02131,8.28549,8.29817,8.31096
"Alessi_24",0.08358,0.013,"GALAH",7.77445,7.77544,7.77668,-0.24285,-0.24226,-0.24151,-0.09875,-0.09845,-0.09807,-1.81212,-1.31322,-0.81963,-20.79625,-20.49424,-20.19158,-12.82558,-12.67091,-12.51292,7.77824,7.77922,7.78043,-0.03123,-0.03115,-0.03105,-0.09875,-0.09845,-0.09807,-17.09939,-16.61609,-16.12884,220.01881,220.33535,220.65288,-5.5731,-5.41655,-5.25748,220.01881,220.33535,220.65288,5.40392,5.74616,6.08978,1711.53299,1714.05119,1716.55065,0.57109,0.58333,0.59574,0.0681,0.07026,0.07236,0.12269,0.12409,0.1255,6.90699,6.93181,6.95675,7.97341,7.97935,7.9854,-50259.0011,-50196.4564,-50133.72957,7.40452,7.41644,7.42828
"Alessi_9",-0.03694,0.051,"GALAH",7.98026,7.98083,7.98168,-0.05573,-0.05557,-0.05533,-0.00837,-0.00828,-0.00813,-9.0236,-8.85264,-8.68401,-0.51076,-0.44459,-0.37447,-11.86584,-11.78841,-11.7145,7.98045,7.98102,7.98187,-0.00698,-0.00696,-0.00693,-0.00837,-0.00828,-0.00813,-4.05444,-3.88702,-3.71597,240.70747,240.77427,240.84501,-4.58871,-4.51136,-4.43731,240.70747,240.77427,240.84501,3.98281,4.02026,4.05869,1921.06588,1921.66017,1922.26955,0.12768,0.13195,0.1365,0.05557,0.05582,0.05608,0.0625,0.06353,0.06461,7.96865,7.96996,7.97122,8.90711,8.91233,8.9178,-44313.59366,-44296.52722,-44278.83069,8.4134,8.41631,8.41929
"Alessi_Teutsch_11",-0.18244,0.05,"SPA-Zhang",8.14852,8.14861,8.14871,0.64668,0.64875,0.65082,0.13054,0.13088,0.13122,2.41112,2.46027,2.50866,-26.37228,-26.16506,-25.96108,-6.1534,-6.09745,-6.03839,8.17433,8.1744,8.17447,0.07919,0.07945,0.0797,0.13054,0.13088,0.13122,3.50489,3.56806,3.63239,215.26406,215.47102,215.67622,1.08906,1.14506,1.20408,215.26406,215.47102,215.67622,5.03326,5.18117,5.33397,1759.64915,1761.34741,1763.02197,0.63714,0.64045,0.64365,0.06495,0.06592,0.06691,0.13151,0.13186,0.1322,7.15764,7.17193,7.18609,8.18382,8.18421,8.18462,-48819.02152,-48774.2519,-48729.94104,7.63325,7.64136,7.64935
"VDBH_211, BH_211",0.21,0.02,"APOGEE",6.28936,6.33275,6.37468,-0.5078,-0.49614,-0.48486,0.03436,0.03458,0.0348,-52.14397,-51.85078,-51.56019,-4.75666,-4.3228,-3.89586,-6.57519,-6.35812,-6.15011,6.30983,6.35215,6.3931,-0.08057,-0.07819,-0.07591,0.03436,0.03458,0.0348,21.62638,22.1369,22.6368,238.9982,239.37745,239.75685,0.83299,1.0503,1.25804,238.9982,239.37745,239.75685,5.33936,5.71354,6.10465,1508.37863,1520.60467,1532.57287,0.06516,0.06653,0.06819,0.07162,0.07384,0.07606,0.03824,0.03871,0.03929,6.02492,6.06552,6.10467,6.95742,7.0328,7.10784,-57118.75096,-56663.12134,-56220.94419,6.46123,6.51689,6.57152
"VDBH_99, BH_99",-0.09669,0.006,"GALAH",8.04954,8.04971,8.04996,-0.43139,-0.43081,-0.42995,0.01996,0.01997,0.01998,-23.91892,-23.85447,-23.79039,-17.73439,-17.64139,-17.5485,-13.52937,-13.48894,-13.44772,8.06109,8.06123,8.06144,-0.05354,-0.05347,-0.05336,0.01996,0.01997,0.01998,0.78293,0.83046,0.87807,223.87023,223.96327,224.05709,-6.2064,-6.16597,-6.12489,223.87023,223.96327,224.05709,0.77842,0.80578,0.83352,1804.65618,1805.42093,1806.1859,0.25936,0.26266,0.26592,0.0253,0.02575,0.02619,0.08227,0.0828,0.08332,7.65077,7.65766,7.66459,8.0623,8.06247,8.06263,-47695.9828,-47674.78457,-47653.6046,7.84886,7.85254,7.85622
"Basel_11b",0.0,0.01,"APOGEE",10.00238,10.03623,10.07068,-0.24722,-0.24272,-0.2383,-0.00644,-0.00587,-0.00531,1.29982,1.54191,1.77981,-37.27014,-36.58768,-35.92511,-10.61384,-10.37757,-10.14076,10.00522,10.03917,10.07371,-0.02454,-0.02418,-0.02382,-0.00644,-0.00587,-0.00531,-17.81998,-17.55398,-17.28268,203.59599,204.28725,204.95974,-3.36918,-3.1322,-2.89538,203.59599,204.28725,204.95974,17.33594,18.22496,19.19366,2049.31728,2050.80462,2052.30719,0.07351,0.08643,0.10045,0.11196,0.11476,0.11774,0.05113,0.05559,0.06007,8.08636,8.10965,8.13169,10.17958,10.21288,10.24714,-40524.5734,-40476.93089,-40427.38034,9.04556,9.05295,9.06042
"Berkeley_17",-0.16,0.02,"APOGEE",11.63906,11.72252,11.80837,0.26275,0.26909,0.27561,-0.19783,-0.19256,-0.18744,68.53138,68.70268,68.8698,-36.05126,-35.29294,-34.57565,36.82408,37.64329,38.49168,11.64202,11.72561,11.81159,0.02257,0.02295,0.02334,-0.19783,-0.19256,-0.18744,-75.37995,-75.16996,-74.95661,206.99342,207.72644,208.41847,43.86376,44.68333,45.53247,206.99342,207.72644,208.41847,117.29349,117.97228,118.66863,2425.56548,2435.59841,2445.71002,28.90524,30.57968,32.38886,0.25977,0.2602,0.26063,1.78346,1.85022,1.92168,8.80305,8.8524,8.90268,14.99569,15.07922,15.16493,-28664.20937,-28428.2769,-28190.08726,10.94807,10.99959,11.05155
"Berkeley_18",-0.62534,0.013,"GALAH",14.23186,14.45503,14.69078,1.78351,1.84926,1.91871,0.59909,0.62025,0.64261,-1.60692,-0.95728,-0.30322,-17.45403,-16.76261,-16.12143,19.80467,20.60434,21.45171,14.34318,14.57284,14.81555,0.12467,0.12724,0.12987,0.59909,0.62025,0.64261,17.45995,18.35526,19.27445,223.22058,223.9605,224.63242,27.05707,27.85778,28.70582,223.22058,223.9605,224.63242,18.11675,19.33647,20.69975,3220.69394,3263.44611,3308.2959,19.19888,20.7041,22.40449,0.09115,0.09379,0.09653,1.47783,1.56298,1.65684,13.97375,14.17277,14.38258,16.81331,17.1103,17.41635,-18480.3339,-17849.73478,-17201.82835,15.11593,15.34391,15.58343
"Berkeley_19",-0.32,0.01,"APOGEE",14.64564,15.40217,16.32582,0.34831,0.38905,0.4388,-0.4648,-0.40927,-0.36379,-20.33911,-20.03105,-19.77949,-26.06971,-22.89486,-20.31697,12.18667,14.03616,16.29139,14.64978,15.40708,16.33172,0.02378,0.02525,0.02687,-0.4648,-0.40927,-0.36379,13.89979,14.39598,14.9601,214.84719,218.05604,220.64861,19.49735,21.34708,23.60347,214.84719,218.05604,220.64861,7.68947,8.34257,9.10032,3230.07676,3358.5001,3510.29112,9.45682,12.19531,16.31621,0.0578,0.06093,0.06413,0.95588,1.13954,1.39258,14.34956,15.03996,15.86421,16.26136,16.99543,17.85742,-18731.20158,-16946.23106,-14930.15399,15.16593,15.85198,16.66655
"Berkeley_20",-0.4,0.01,"APOGEE",18.79894,20.70649,23.0987,-6.4764,-5.43805,-4.61007,-5.01496,-4.20691,-3.56257,-64.05949,-62.26202,-60.34556,-79.77867,-71.45073,-64.82525,9.01485,15.25067,23.19165,19.35595,21.40866,23.98945,-0.27336,-0.25683,-0.24048,-5.01496,-4.20691,-3.56257,4.05954,6.46741,9.09591,169.00346,177.23165,183.72156,16.45665,22.68855,30.62892,169.00346,177.23165,183.72156,30.78298,46.17623,73.60132,3544.41706,3791.16289,4063.98895,88.86207,116.80222,163.50679,0.11161,0.13238,0.161,3.93082,4.89259,6.36265,15.61463,16.68751,17.88593,19.72432,21.83073,24.51842,-12976.5855,-9690.79356,-6118.06532,16.85022,18.18391,19.66992
"Berkeley_21",-0.25367,0.04,"GES",13.64982,14.34221,15.20304,-0.83974,-0.73684,-0.65407,-0.26117,-0.22611,-0.1979,2.80528,3.34908,3.98821,-39.82368,-34.89253,-31.01566,-2.44176,-1.5377,-0.67815,13.66549,14.36113,15.22621,-0.05518,-0.05133,-0.04788,-0.26117,-0.22611,-0.1979,-26.15636,-24.99376,-23.98694,200.28403,205.33449,209.31484,4.79794,5.70175,6.56277,200.28403,205.33449,209.31484,15.4719,19.51425,26.36315,2859.6673,2947.80645,3050.40288,1.10861,1.29642,1.53902,0.08994,0.09942,0.11336,0.26562,0.29683,0.33716,12.10544,12.42897,12.7649,14.51158,15.1801,16.01407,-24380.31624,-22885.73509,-21188.72216,13.20486,13.66893,14.21122
"Berkeley_22",-0.33306,0.08,"GES",17.80491,19.31204,21.20828,-4.70795,-4.02282,-3.47829,-1.89902,-1.61902,-1.39648,-76.82497,-74.5115,-71.99854,-77.7419,-70.7786,-65.21299,2.97795,5.96667,9.79656,18.14148,19.72658,21.72455,-0.21844,-0.20537,-0.19293,-1.89902,-1.61902,-1.39648,24.11094,27.35677,30.56523,172.91561,179.85434,185.22424,10.46217,13.44287,17.26739,172.91561,179.85434,185.22424,57.18286,68.64176,88.98819,3350.7926,3544.9702,3762.7622,21.11453,27.39086,37.79546,0.15664,0.16817,0.18609,1.73662,2.13044,2.72584,13.72121,14.55449,15.455,18.98884,20.44451,22.31031,-15985.31648,-13319.54121,-10425.66432,15.81072,16.8532,18.0299
"Berkeley_25",-0.35574,0.12,"GES",15.76533,16.50171,17.36472,-9.71171,-8.79938,-8.02092,-2.21415,-2.0038,-1.82432,-132.3565,-128.17861,-124.56313,-69.92805,-66.89787,-63.30021,-9.75998,-7.6988,-5.30798,17.68843,18.70121,19.896,-0.50994,-0.48988,-0.47064,-2.21415,-2.0038,-1.82432,18.67563,21.31658,23.79573,204.1966,208.91799,214.38413,-2.12437,-0.06037,2.34257,204.1966,208.91799,214.38413,15.44126,18.07607,23.15136,3614.56544,3907.58976,4258.57947,26.79765,30.07451,34.27307,0.07644,0.08322,0.09424,1.95909,2.20319,2.5503,16.03837,17.6507,19.34768,19.08866,20.64334,22.914,-13318.78156,-10003.04847,-6305.67508,17.22837,18.81661,20.73701
"Berkeley_29",-0.49,0.03,"APOGEE",21.38531,23.73889,26.64095,-5.98287,-5.04247,-4.2798,2.01279,2.36703,2.80381,-7.2129,-4.13337,-0.217,-95.37927,-81.40789,-70.29919,-25.04557,-20.17921,-16.22487,21.80936,24.26853,27.30449,-0.22091,-0.2093,-0.19752,2.01279,2.36703,2.80381,-42.50715,-39.93649,-37.30438,139.9287,154.93368,166.81675,-17.79221,-12.91326,-8.95746,139.9287,154.93368,166.81675,152.47827,238.96415,385.0018,3619.97421,3736.3672,3838.91146,23.93564,29.90947,41.09994,0.24302,0.29553,0.36377,2.20344,2.74035,3.6512,13.28881,13.81712,14.1987,23.01205,25.60697,28.79575,-11090.78594,-8434.58146,-5686.97133,17.25756,17.88688,18.44313
"Berkeley_30",-0.10623,0.13,"GES",13.14265,13.40141,13.68278,-3.27884,-3.11125,-2.95713,0.33044,0.34636,0.36367,-39.1544,-38.14251,-37.1296,-29.49914,-28.74609,-28.01888,-9.21385,-8.43727,-7.68951,13.47123,13.75782,14.07015,-0.2352,-0.22812,-0.22132,0.33044,0.34636,0.36367,-23.59672,-21.70836,-19.85216,212.39642,213.1118,213.78221,-1.84763,-1.07046,-0.32152,212.39642,213.1118,213.78221,9.54097,11.52965,13.8597,2875.3788,2931.61706,2992.67506,1.91271,2.02983,2.16748,0.07046,0.07675,0.0833,0.35023,0.36989,0.39258,12.40907,12.62922,12.86462,14.32275,14.72531,15.17731,-24221.63004,-23282.13,-22282.55815,13.28745,13.58356,13.90582
"Berkeley_31",-0.45,0.01,"APOGEE",13.96249,14.45291,15.01983,-3.37355,-3.09401,-2.85219,0.6222,0.67284,0.73137,-39.25767,-38.24697,-37.04611,-54.90021,-52.37612,-50.21387,-4.71783,-3.70995,-2.79064,14.25083,14.78038,15.39403,-0.22094,-0.21089,-0.2015,0.6222,0.67284,0.73137,-15.48552,-12.96758,-10.66539,187.5148,190.36722,192.79094,2.64647,3.65725,4.57787,187.5148,190.36722,192.79094,25.92273,31.61214,39.36599,2745.77274,2813.32245,2887.43649,5.77262,6.1878,6.65231,0.11838,0.129,0.1419,0.65448,0.70268,0.75984,11.29646,11.50968,11.73504,14.3546,14.92659,15.59058,-25868.83705,-24616.23323,-23256.02756,12.60782,12.96154,13.35088
"Berkeley_32",-0.37823,0.064,"GALAH",11.27807,11.3233,11.36879,-1.69378,-1.66963,-1.64563,0.30513,0.30921,0.31332,-84.79441,-84.55333,-84.31306,-69.81284,-69.47446,-69.14596,-9.43355,-9.13908,-8.84285,11.3975,11.44573,11.49427,-0.1479,-0.1464,-0.14489,0.30513,0.30921,0.31332,47.22164,47.63665,48.04998,180.35808,180.64904,180.92427,-1.92546,-1.63099,-1.33449,180.35808,180.64904,180.92427,95.40817,96.0361,96.67148,2061.11752,2067.53915,2074.16886,2.08445,2.13967,2.19776,0.2552,0.25605,0.25692,0.33067,0.3362,0.34195,7.20857,7.23671,7.26521,12.17816,12.21854,12.25875,-37637.11917,-37484.40084,-37332.17467,9.10421,9.13616,9.16917
"Berkeley_33",-0.3,0.01,"APOGEE",12.82192,13.02515,13.24242,-5.14234,-4.92173,-4.71537,-0.54012,-0.51587,-0.49319,-96.15389,-94.31009,-92.52827,-17.25263,-15.54797,-13.7145,-4.9944,-4.62989,-4.25895,13.66149,13.92401,14.20582,-0.3704,-0.36128,-0.35241,-0.54012,-0.51587,-0.49319,-3.18549,-1.94205,-0.74409,238.35816,240.52665,242.83932,2.54258,2.90881,3.28028,238.35816,240.52665,242.83932,31.9198,41.07591,52.43108,3256.4193,3349.12092,3449.19653,4.08188,4.32542,4.59385,0.1206,0.13468,0.14963,0.63125,0.67877,0.7326,13.66893,13.93032,14.20913,17.42076,18.26638,19.20814,-18080.05562,-16674.23903,-15191.43507,15.30642,15.80177,16.33822
"Berkeley_36",-0.26501,0.11,"GES",11.34904,11.45892,11.57446,-3.70603,-3.57996,-3.46006,-0.01404,-0.01271,-0.01145,-70.34736,-69.32634,-68.31039,-23.25969,-22.31037,-21.33165,-27.49051,-26.53149,-25.61487,11.86477,12.00512,12.15331,-0.30988,-0.30281,-0.29593,-0.01404,-0.01271,-0.01145,-10.74069,-9.65292,-8.58092,225.28887,226.34569,227.46918,-20.02643,-19.07046,-18.15434,225.28887,226.34569,227.46918,3.66061,5.13757,7.01934,2673.58493,2717.21055,2763.60886,3.94358,4.46439,5.06017,0.04536,0.05327,0.06174,0.48175,0.52797,0.58008,11.73495,11.86972,12.01066,12.85466,13.20426,13.58486,-27701.59415,-26887.57876,-26028.984,12.23109,12.4586,12.70111
"Berkeley_39",-0.17428,0.05,"GES",11.64821,11.72682,11.80756,-3.45084,-3.37407,-3.29933,0.88774,0.90729,0.92736,-39.99956,-39.66725,-39.33327,-58.1937,-57.6907,-57.19506,-44.32135,-43.0766,-41.87681,12.10646,12.20256,12.3015,-0.28434,-0.28016,-0.27602,0.88774,0.90729,0.92736,-24.00294,-23.17911,-22.3643,183.78945,184.32778,184.8596,-36.94987,-35.70535,-34.50581,183.78945,184.32778,184.8596,49.21095,50.62143,52.08985,2236.99605,2249.28412,2262.00222,32.66262,34.87841,37.3194,0.17817,0.18015,0.1822,1.63676,1.71395,1.79675,8.66969,8.72315,8.77771,12.43694,12.55646,12.6808,-33960.72463,-33603.9929,-33232.91893,9.98677,10.04897,10.11342
"Berkeley_43",0.03,0.01,"APOGEE",4.26248,4.42213,4.57216,3.69277,3.84642,4.00992,-0.00014,0.00089,0.00185,83.02674,85.65761,88.45487,-45.7391,-42.95728,-40.42145,-19.13437,-18.27899,-17.49352,5.85268,5.86101,5.87723,0.6794,0.71588,0.75488,-0.00014,0.00089,0.00185,52.9519,57.13653,61.56948,210.53121,213.06732,215.37262,-12.15362,-11.2909,-10.49792,210.53121,213.06732,215.37262,29.52982,34.54826,40.36438,1232.11398,1248.81791,1265.74271,0.49535,0.57189,0.66234,0.17933,0.19458,0.21085,0.10249,0.1107,0.1199,4.31647,4.43637,4.55799,6.54843,6.58145,6.62501,-65933.64063,-65578.30429,-65170.4541,5.24657,5.31756,5.38981
"Berkeley_44",0.0,0.01,"APOGEE",6.17246,6.20398,6.23496,2.59822,2.63965,2.68179,0.20858,0.21151,0.21449,36.14222,36.71251,37.27798,-16.90499,-16.43558,-15.96198,-20.55385,-20.19308,-19.84658,6.72988,6.74219,6.75466,0.39483,0.40227,0.40987,0.20858,0.21151,0.21449,42.98245,44.08273,45.19025,224.9652,225.55296,226.13262,-13.41768,-13.05499,-12.70738,224.9652,225.55296,226.13262,19.7655,20.78593,21.85795,1514.27117,1520.76296,1527.03887,3.04177,3.15793,3.28039,0.1363,0.13994,0.1437,0.28889,0.29501,0.30128,5.68748,5.73157,5.77464,7.58764,7.59693,7.6061,-55806.37844,-55642.13188,-55477.85061,6.48804,6.51761,6.54624
"Berkeley_53",-0.08,0.02,"APOGEE",8.19793,8.19833,8.19874,3.96159,4.04108,4.12237,0.28554,0.29077,0.29611,127.96496,130.51098,133.14045,-34.49911,-34.16947,-33.84534,-17.47814,-17.12321,-16.79003,9.10496,9.14018,9.17678,0.45015,0.45796,0.46589,0.28554,0.29077,0.29611,-35.84275,-35.42641,-35.01075,246.86169,248.34298,249.82824,-10.63363,-10.27148,-9.9311,246.86169,248.34298,249.82824,38.11539,41.66142,45.57074,2247.73219,2269.81072,2292.43102,3.17284,3.29794,3.42885,0.15785,0.1641,0.17062,0.41435,0.42956,0.44596,8.67452,8.7228,8.77157,11.92807,12.1481,12.37917,-35161.28849,-34582.84437,-33991.32898,10.04111,10.15303,10.2679
"Berkeley_66",-0.19,0.03,"APOGEE",12.47844,12.94293,13.50293,3.68201,4.07969,4.55916,0.05553,0.05883,0.0628,37.16518,38.05589,38.94866,-33.13287,-32.1246,-31.08157,-8.63271,-6.84371,-5.17628,13.01033,13.57068,14.25184,0.28693,0.30535,0.32562,0.05553,0.05883,0.0628,12.04862,15.99749,20.3833,212.91867,214.18756,215.42305,-1.49821,0.2888,1.95754,212.91867,214.18756,215.42305,3.61296,6.2646,10.55692,2788.11745,2906.47565,3048.56698,0.06898,0.08557,0.14795,0.0441,0.05702,0.07209,0.06149,0.07056,0.09299,12.27041,12.72664,13.25426,13.42921,14.2558,15.2863,-25863.60729,-23864.73664,-21580.0939,12.82943,13.4511,14.2015
"Berkeley_71",-0.23,0.04,"APOGEE",12.45453,12.59742,12.74718,0.25173,0.26014,0.26895,0.10491,0.10758,0.11038,7.02369,7.17035,7.31311,-37.70675,-36.44486,-35.26286,-6.97507,-6.5126,-6.04423,12.45707,12.6001,12.75002,0.02021,0.02065,0.0211,0.10491,0.10758,0.11038,-14.20462,-14.01844,-13.82941,203.87371,205.1288,206.30662,0.25279,0.71541,1.18355,203.87371,205.1288,206.30662,10.51331,11.5466,12.77793,2568.74455,2584.52823,2600.62029,0.24517,0.2537,0.2638,0.07829,0.08184,0.08584,0.10912,0.11159,0.11432,10.81996,10.87019,10.92169,12.68024,12.8107,12.94835,-29590.61234,-29273.04719,-28954.61661,11.68647,11.76826,11.85172
"Berkeley_73",-0.31037,0.04,"GES",13.29854,14.13873,15.23411,-4.98568,-4.21171,-3.61805,-1.3821,-1.16366,-0.99611,-103.49456,-99.5136,-96.35269,-35.46292,-32.07868,-27.67356,4.81789,8.34084,12.98878,13.78193,14.7527,16.0292,-0.31628,-0.28951,-0.26563,-1.3821,-1.16366,-0.99611,21.16881,24.95987,28.32212,220.9566,225.68561,231.60888,12.36147,15.89615,20.55529,220.9566,225.68561,231.60888,22.22676,28.04161,47.57402,3046.10299,3329.08717,3710.88791,17.2031,22.97111,32.43662,0.10404,0.112,0.13702,1.33929,1.71876,2.34507,12.97735,14.27407,15.8004,15.97207,17.85426,20.79111,-20930.52698,-16780.13123,-11683.58129,14.18845,15.69459,17.74893
"Berkeley_75",-0.41244,0.05,"GES",13.49647,14.18364,15.02916,-9.52741,-8.3516,-7.39601,-2.27492,-1.99108,-1.7604,-123.07971,-116.50078,-111.09653,-72.23722,-68.70107,-64.34541,-14.9873,-13.42063,-11.50994,15.39011,16.45979,17.79458,-0.56499,-0.53216,-0.5013,-2.27492,-1.99108,-1.7604,-0.28996,3.33309,6.65795,196.30549,202.16316,209.26921,-7.39202,-5.81566,-3.88955,196.30549,202.16316,209.26921,0.57047,4.88308,14.60098,3021.43662,3327.27989,3722.85017,30.22388,34.63627,40.28679,0.01547,0.04642,0.08393,1.80626,2.02681,2.34215,13.22208,15.34055,17.91844,15.56259,16.62602,18.33103,-21179.62545,-17023.1155,-12139.13411,14.05789,15.68493,17.81368
"Berkeley_79",0.32,0.01,"APOGEE",6.01419,6.04878,6.08286,1.26769,1.28831,1.30924,0.05747,0.058,0.05854,20.14288,20.33372,20.52058,-7.78011,-7.50418,-7.23015,-7.1238,-6.91509,-6.71249,6.15505,6.18446,6.21355,0.20546,0.20985,0.21435,0.05747,0.058,0.05854,17.10957,17.96563,18.84199,234.8374,235.15102,235.4557,0.06371,0.27298,0.47564,234.8374,235.15102,235.4557,2.8943,3.14881,3.42188,1445.62334,1454.27843,1462.79346,0.1752,0.17913,0.18331,0.0535,0.05593,0.05845,0.06027,0.06084,0.06143,5.83664,5.88722,5.93681,6.55981,6.58486,6.6095,-59513.74106,-59201.09749,-58897.76854,6.17797,6.21679,6.25506
