"Cluster","Comment"
"Harvard_16","Tidal & Core radii: r_t=16+/-1.6 [pc], r_c=0.45+/-0.01 [pc]; stars within r_t: N~365"
"Harvard_20","Tidal & Core radii: r_t=107+/-81.2 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~87"
"Hogg_15","Tidal & Core radii: r_t=114+/-68.1 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~154"
"Hogg_17","Tidal & Core radii: r_t=61+/-79.8 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~140"
"Hogg_19","Tidal & Core radii: r_t=25+/-39.8 [pc], r_c=0.48+/-0.02 [pc]; stars within r_t: N~83"
"Hogg_21","Tidal & Core radii: r_t=38+/-60.0 [pc], r_c=0.6+/-0.03 [pc]; stars within r_t: N~167"
"Hogg_4","Tidal & Core radii: r_t=24+/-5.3 [pc], r_c=1.04+/-0.01 [pc]; stars within r_t: N~349"
"IC_1311","Tidal & Core radii: r_t=31+/-20.4 [pc], r_c=0.89+/-0.02 [pc]; stars within r_t: N~355"
"IC_1369","Tidal & Core radii: r_t=17+/-4.5 [pc], r_c=0.71+/-0.05 [pc]; stars within r_t: N~190"
"IC_1396","Tidal & Core radii: r_t=22+/-5.2 [pc], r_c=0.59+/-0.03 [pc]; stars within r_t: N~704"
"IC_1434","Tidal & Core radii: r_t=37+/-21.5 [pc], r_c=0.83+/-0.0 [pc]; stars within r_t: N~367"
"IC_1590","Tidal & Core radii: r_t=26+/-25.0 [pc], r_c=0.43+/-0.03 [pc]; stars within r_t: N~107"
"IC_166","Tidal & Core radii: r_t=26+/-18.0 [pc], r_c=0.98+/-0.01 [pc]; stars within r_t: N~573"
"IC_1805","Tidal & Core radii: r_t=83+/-56.1 [pc], r_c=0.62+/-0.0 [pc]; stars within r_t: N~227"
"IC_1848","Tidal & Core radii: r_t=103+/-63.0 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~450"
"IC_2157","Tidal & Core radii: r_t=24+/-30.8 [pc], r_c=0.44+/-0.01 [pc]; stars within r_t: N~61"
"IC_2391","Tidal & Core radii: r_t=8+/-0.4 [pc], r_c=0.91+/-0.01 [pc]; stars within r_t: N~241"
"IC_2395","Tidal & Core radii: r_t=14+/-2.0 [pc], r_c=0.45+/-0.04 [pc]; stars within r_t: N~424"
"IC_2488","Tidal & Core radii: r_t=38+/-10.5 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~539"
"IC_2581","Tidal & Core radii: r_t=194+/-28.3 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~394"
"IC_2602","Tidal & Core radii: r_t=17+/-1.8 [pc], r_c=0.7+/-0.01 [pc]; stars within r_t: N~380"
"IC_2714","Tidal & Core radii: r_t=20+/-1.6 [pc], r_c=0.98+/-0.01 [pc]; stars within r_t: N~963"
"IC_2948","Tidal & Core radii: r_t=14+/-0.6 [pc], r_c=0.61+/-0.02 [pc]; stars within r_t: N~452"
"IC_348","Tidal & Core radii: r_t=27+/-13.9 [pc], r_c=0.38+/-0.02 [pc]; stars within r_t: N~408"
"IC_361","Tidal & Core radii: r_t=20+/-5.3 [pc], r_c=1.01+/-0.01 [pc]; stars within r_t: N~356"
"IC_4651","Tidal & Core radii: r_t=31+/-4.8 [pc], r_c=0.9+/-0.01 [pc]; stars within r_t: N~826"
"IC_4665","Tidal & Core radii: r_t=14+/-2.2 [pc], r_c=0.74+/-0.0 [pc]; stars within r_t: N~182"
"IC_4725","Tidal & Core radii: r_t=27+/-5.1 [pc], r_c=0.97+/-0.01 [pc]; stars within r_t: N~701"
"IC_4756","Tidal & Core radii: r_t=27+/-2.5 [pc], r_c=0.8+/-0.01 [pc]; stars within r_t: N~483"
"IC_4996","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~536"
"Juchert_13","Tidal & Core radii: r_t=24+/-18.9 [pc], r_c=0.67+/-0.03 [pc]; stars within r_t: N~277"
"Juchert_20","Tidal & Core radii: r_t=88+/-84.2 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~67"
"Kharchenko_1","Tidal & Core radii: r_t=52+/-69.3 [pc], r_c=0.39+/-0.0 [pc]; stars within r_t: N~61"
"King_1","Tidal & Core radii: r_t=23+/-3.8 [pc], r_c=0.84+/-0.01 [pc]; stars within r_t: N~571"
"King_10","Tidal & Core radii: r_t=19+/-4.8 [pc], r_c=0.85+/-0.02 [pc]; stars within r_t: N~230"
"King_11","Tidal & Core radii: r_t=22+/-9.1 [pc], r_c=0.95+/-0.04 [pc]; stars within r_t: N~304"
"King_12","Tidal & Core radii: r_t=176+/-55.6 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~186"
"King_13","Tidal & Core radii: r_t=24+/-6.6 [pc], r_c=0.83+/-0.01 [pc]; stars within r_t: N~324"
"King_14","Tidal & Core radii: r_t=17+/-5.2 [pc], r_c=0.63+/-0.11 [pc]; stars within r_t: N~155"
"King_15","Tidal & Core radii: r_t=51+/-55.2 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~101"
"King_16","Tidal & Core radii: r_t=172+/-47.8 [pc], r_c=0.47+/-0.0 [pc]; stars within r_t: N~214"
"King_17","Tidal & Core radii: r_t=59+/-75.2 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~64"
"King_18","Tidal & Core radii: r_t=17+/-9.7 [pc], r_c=0.5+/-0.01 [pc]; stars within r_t: N~111"
"King_19","Tidal & Core radii: r_t=29+/-10.2 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~170"
"King_2","Tidal & Core radii: r_t=118+/-78.0 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~61"
"King_20","Tidal & Core radii: r_t=18+/-9.3 [pc], r_c=0.59+/-0.0 [pc]; stars within r_t: N~99"
"King_21","Tidal & Core radii: r_t=20+/-26.4 [pc], r_c=0.58+/-0.01 [pc]; stars within r_t: N~146"
"King_23","Tidal & Core radii: r_t=85+/-69.0 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~106"
"King_25","Tidal & Core radii: r_t=24+/-26.4 [pc], r_c=0.51+/-0.02 [pc]; stars within r_t: N~172"
"King_26","Tidal & Core radii: r_t=22+/-27.8 [pc], r_c=0.39+/-0.03 [pc]; stars within r_t: N~93"
"King_4","Tidal & Core radii: r_t=12+/-4.7 [pc], r_c=0.44+/-0.04 [pc]; stars within r_t: N~116"
"King_5","Tidal & Core radii: r_t=16+/-3.3 [pc], r_c=0.72+/-0.02 [pc]; stars within r_t: N~238"
"King_6","Tidal & Core radii: r_t=17+/-3.4 [pc], r_c=0.8+/-0.03 [pc]; stars within r_t: N~262"
"King_7","Tidal & Core radii: r_t=15+/-4.7 [pc], r_c=0.79+/-0.03 [pc]; stars within r_t: N~243"
"King_8","Tidal & Core radii: r_t=60+/-72.7 [pc], r_c=0.27+/-0.0 [pc]; stars within r_t: N~55"
"King_9","Tidal & Core radii: r_t=155+/-66.3 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~81"
"Koposov_10","Tidal & Core radii: r_t=56+/-70.8 [pc], r_c=0.18+/-0.0 [pc]; stars within r_t: N~51"
"Koposov_12","Tidal & Core radii: r_t=23+/-21.2 [pc], r_c=0.69+/-0.02 [pc]; stars within r_t: N~144"
"Koposov_43","Tidal & Core radii: r_t=85+/-74.1 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~73"
"Kronberger_4","Tidal & Core radii: r_t=140+/-64.8 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~131"
"Kronberger_52","Tidal & Core radii: r_t=87+/-65.3 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~150"
"Kronberger_69","Tidal & Core radii: r_t=162+/-60.9 [pc], r_c=0.34+/-0.0 [pc]; stars within r_t: N~117"
"Kronberger_84","Tidal & Core radii: r_t=168+/-62.6 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~73"
"Loden_1194","Tidal & Core radii: r_t=26+/-16.6 [pc], r_c=0.33+/-0.05 [pc]; stars within r_t: N~78"
"Loden_372","Tidal & Core radii: r_t=102+/-70.0 [pc], r_c=0.54+/-0.0 [pc]; stars within r_t: N~122"
"Loden_46","Tidal & Core radii: r_t=192+/-32.9 [pc], r_c=0.38+/-0.0 [pc]; stars within r_t: N~69"
"LP_1218","Tidal & Core radii: r_t=18+/-11.6 [pc], r_c=0.63+/-0.06 [pc]; stars within r_t: N~139"
"LP_1235","Tidal & Core radii: r_t=21+/-5.2 [pc], r_c=0.49+/-0.03 [pc]; stars within r_t: N~212"
"LP_145","Tidal & Core radii: r_t=18+/-5.8 [pc], r_c=0.7+/-0.02 [pc]; stars within r_t: N~447"
"LP_1540","Tidal & Core radii: r_t=26+/-18.3 [pc], r_c=0.61+/-0.03 [pc]; stars within r_t: N~147"
"LP_1624","Tidal & Core radii: r_t=24+/-6.6 [pc], r_c=0.71+/-0.03 [pc]; stars within r_t: N~281"
"LP_1800","Tidal & Core radii: r_t=18+/-2.8 [pc], r_c=0.81+/-0.03 [pc]; stars within r_t: N~212"
"LP_198","Tidal & Core radii: r_t=29+/-28.2 [pc], r_c=0.43+/-0.02 [pc]; stars within r_t: N~136"
"LP_1994","Tidal & Core radii: r_t=31+/-10.6 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~208"
"LP_2068","Tidal & Core radii: r_t=29+/-29.1 [pc], r_c=0.6+/-0.01 [pc]; stars within r_t: N~120"
"LP_2094","Tidal & Core radii: r_t=13+/-2.6 [pc], r_c=0.71+/-0.04 [pc]; stars within r_t: N~149"
"LP_2100","Tidal & Core radii: r_t=21+/-19.3 [pc], r_c=0.68+/-0.15 [pc]; stars within r_t: N~146"
"LP_2117","Tidal & Core radii: r_t=23+/-3.2 [pc], r_c=0.83+/-0.01 [pc]; stars within r_t: N~584"
"LP_2123","Tidal & Core radii: r_t=71+/-74.1 [pc], r_c=0.72+/-0.0 [pc]; stars within r_t: N~92"
"LP_2139","Tidal & Core radii: r_t=15+/-2.0 [pc], r_c=0.82+/-0.04 [pc]; stars within r_t: N~185"
"LP_2198","Tidal & Core radii: r_t=35+/-32.4 [pc], r_c=0.41+/-0.0 [pc]; stars within r_t: N~109"
"LP_2210","Tidal & Core radii: r_t=18+/-6.7 [pc], r_c=0.56+/-0.05 [pc]; stars within r_t: N~134"
"LP_2220","Tidal & Core radii: r_t=25+/-31.3 [pc], r_c=0.22+/-0.02 [pc]; stars within r_t: N~134"
"LP_2238","Tidal & Core radii: r_t=35+/-43.7 [pc], r_c=0.57+/-0.04 [pc]; stars within r_t: N~112"
"LP_2253","Tidal & Core radii: r_t=22+/-19.6 [pc], r_c=0.52+/-0.04 [pc]; stars within r_t: N~122"
"LP_273","Tidal & Core radii: r_t=95+/-57.7 [pc], r_c=0.67+/-0.0 [pc]; stars within r_t: N~172"
"LP_321","Tidal & Core radii: r_t=23+/-22.9 [pc], r_c=0.58+/-0.04 [pc]; stars within r_t: N~211"
"LP_403","Tidal & Core radii: r_t=128+/-72.5 [pc], r_c=0.65+/-0.0 [pc]; stars within r_t: N~340"
"LP_5","Tidal & Core radii: r_t=186+/-24.9 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~469"
"LP_589","Tidal & Core radii: r_t=43+/-49.2 [pc], r_c=0.45+/-0.03 [pc]; stars within r_t: N~96"
"LP_597","Tidal & Core radii: r_t=21+/-20.4 [pc], r_c=0.63+/-0.02 [pc]; stars within r_t: N~144"
"LP_658","Tidal & Core radii: r_t=49+/-49.4 [pc], r_c=0.73+/-0.0 [pc]; stars within r_t: N~113"
"LP_861","Tidal & Core radii: r_t=52+/-64.1 [pc], r_c=0.49+/-0.0 [pc]; stars within r_t: N~182"
"LP_866","Tidal & Core radii: r_t=17+/-9.7 [pc], r_c=0.54+/-0.02 [pc]; stars within r_t: N~155"
"LP_876","Tidal & Core radii: r_t=11+/-6.8 [pc], r_c=0.41+/-0.01 [pc]; stars within r_t: N~76"
"LP_947","Tidal & Core radii: r_t=53+/-55.9 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~110"
"Lynga_1","Tidal & Core radii: r_t=196+/-19.4 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~106"
"Lynga_2","Tidal & Core radii: r_t=20+/-8.6 [pc], r_c=0.61+/-0.01 [pc]; stars within r_t: N~178"
"Lynga_5","Tidal & Core radii: r_t=17+/-4.2 [pc], r_c=0.69+/-0.04 [pc]; stars within r_t: N~241"
"Lynga_6","Tidal & Core radii: r_t=77+/-60.5 [pc], r_c=0.76+/-0.0 [pc]; stars within r_t: N~295"
"Lynga_9","Tidal & Core radii: r_t=17+/-2.8 [pc], r_c=0.91+/-0.01 [pc]; stars within r_t: N~403"
"Mamajek_4","Tidal & Core radii: r_t=200+/-0.0 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~215"
"Markarian_38","Tidal & Core radii: r_t=200+/-0.3 [pc], r_c=0.75+/-0.0 [pc]; stars within r_t: N~224"
"Markarian_50","Tidal & Core radii: r_t=149+/-78.4 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~71"
"Mayer_1","Tidal & Core radii: r_t=192+/-28.5 [pc], r_c=0.7+/-0.0 [pc]; stars within r_t: N~205"
"Melotte_101","Tidal & Core radii: r_t=17+/-1.9 [pc], r_c=0.89+/-0.03 [pc]; stars within r_t: N~527"
"Melotte_105","Tidal & Core radii: r_t=17+/-1.7 [pc], r_c=0.89+/-0.01 [pc]; stars within r_t: N~576"
"Melotte_20","Tidal & Core radii: r_t=20+/-0.9 [pc], r_c=0.83+/-0.0 [pc]; stars within r_t: N~756"
"Melotte_22","Tidal & Core radii: r_t=16+/-0.5 [pc], r_c=0.8+/-0.0 [pc]; stars within r_t: N~1108"
"Melotte_66","Tidal & Core radii: r_t=29+/-4.2 [pc], r_c=0.92+/-0.0 [pc]; stars within r_t: N~592"
"Melotte_71","Tidal & Core radii: r_t=23+/-3.5 [pc], r_c=0.93+/-0.01 [pc]; stars within r_t: N~556"
"Melotte_72","Tidal & Core radii: r_t=19+/-6.4 [pc], r_c=0.79+/-0.02 [pc]; stars within r_t: N~179"
"Moffat_1","Tidal & Core radii: r_t=183+/-50.5 [pc], r_c=0.37+/-0.0 [pc]; stars within r_t: N~81"
"Muzzio_1","Tidal & Core radii: r_t=145+/-64.0 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~314"
"Negueruela_1","Tidal & Core radii: r_t=189+/-38.6 [pc], r_c=0.07+/-0.0 [pc]; stars within r_t: N~143"
"NGC_1027","Tidal & Core radii: r_t=18+/-3.2 [pc], r_c=0.76+/-0.02 [pc]; stars within r_t: N~381"
"NGC_103","Tidal & Core radii: r_t=22+/-7.7 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~209"
"NGC_1039","Tidal & Core radii: r_t=17+/-1.5 [pc], r_c=0.77+/-0.01 [pc]; stars within r_t: N~520"
"NGC_1220","Tidal & Core radii: r_t=52+/-64.6 [pc], r_c=0.26+/-0.0 [pc]; stars within r_t: N~67"
"NGC_1245","Tidal & Core radii: r_t=20+/-3.4 [pc], r_c=0.78+/-0.01 [pc]; stars within r_t: N~464"
"NGC_129","Tidal & Core radii: r_t=36+/-16.6 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~449"
"NGC_1342","Tidal & Core radii: r_t=23+/-2.5 [pc], r_c=0.76+/-0.01 [pc]; stars within r_t: N~374"
"NGC_1348","Tidal & Core radii: r_t=67+/-70.9 [pc], r_c=0.4+/-0.0 [pc]; stars within r_t: N~82"
"NGC_136","Tidal & Core radii: r_t=58+/-71.3 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~74"
"NGC_1444","Tidal & Core radii: r_t=193+/-33.3 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~92"
"NGC_146","Tidal & Core radii: r_t=138+/-68.6 [pc], r_c=0.45+/-0.0 [pc]; stars within r_t: N~203"
"NGC_1496","Tidal & Core radii: r_t=36+/-46.2 [pc], r_c=0.44+/-0.02 [pc]; stars within r_t: N~88"
"NGC_1502","Tidal & Core radii: r_t=15+/-6.8 [pc], r_c=0.69+/-0.02 [pc]; stars within r_t: N~257"
"NGC_1513","Tidal & Core radii: r_t=14+/-1.6 [pc], r_c=0.78+/-0.02 [pc]; stars within r_t: N~302"
"NGC_1528","Tidal & Core radii: r_t=34+/-10.0 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~350"
"NGC_1545","Tidal & Core radii: r_t=33+/-21.6 [pc], r_c=0.57+/-0.0 [pc]; stars within r_t: N~164"
"NGC_1582","Tidal & Core radii: r_t=21+/-3.3 [pc], r_c=0.68+/-0.02 [pc]; stars within r_t: N~157"
"NGC_1605","Tidal & Core radii: r_t=15+/-7.9 [pc], r_c=0.66+/-0.07 [pc]; stars within r_t: N~86"
"NGC_1647","Tidal & Core radii: r_t=20+/-2.1 [pc], r_c=0.74+/-0.01 [pc]; stars within r_t: N~554"
"NGC_1662","Tidal & Core radii: r_t=188+/-30.9 [pc], r_c=0.56+/-0.0 [pc]; stars within r_t: N~245"
"NGC_1664","Tidal & Core radii: r_t=17+/-2.4 [pc], r_c=0.83+/-0.02 [pc]; stars within r_t: N~299"
"NGC_1708","Tidal & Core radii: r_t=16+/-3.3 [pc], r_c=0.64+/-0.02 [pc]; stars within r_t: N~119"
"NGC_1758","Tidal & Core radii: r_t=13+/-2.0 [pc], r_c=0.53+/-0.05 [pc]; stars within r_t: N~167"
"NGC_1778","Tidal & Core radii: r_t=39+/-44.2 [pc], r_c=0.66+/-0.02 [pc]; stars within r_t: N~183"
"NGC_1798","Tidal & Core radii: r_t=19+/-9.0 [pc], r_c=0.65+/-0.05 [pc]; stars within r_t: N~160"
"NGC_1817","Tidal & Core radii: r_t=28+/-6.0 [pc], r_c=0.91+/-0.01 [pc]; stars within r_t: N~435"
"NGC_1857","Tidal & Core radii: r_t=19+/-5.2 [pc], r_c=0.8+/-0.01 [pc]; stars within r_t: N~202"
"NGC_188","Tidal & Core radii: r_t=28+/-4.1 [pc], r_c=0.93+/-0.0 [pc]; stars within r_t: N~784"
"NGC_1883","Tidal & Core radii: r_t=69+/-72.5 [pc], r_c=0.46+/-0.0 [pc]; stars within r_t: N~81"
"NGC_189","Tidal & Core radii: r_t=50+/-44.3 [pc], r_c=0.6+/-0.0 [pc]; stars within r_t: N~121"
"NGC_1893","Tidal & Core radii: r_t=14+/-5.2 [pc], r_c=0.28+/-0.01 [pc]; stars within r_t: N~135"
"NGC_1901","Tidal & Core radii: r_t=19+/-3.8 [pc], r_c=0.48+/-0.01 [pc]; stars within r_t: N~113"
"NGC_1907","Tidal & Core radii: r_t=26+/-7.5 [pc], r_c=0.73+/-0.01 [pc]; stars within r_t: N~293"
"NGC_1912","Tidal & Core radii: r_t=30+/-4.7 [pc], r_c=0.88+/-0.0 [pc]; stars within r_t: N~714"
"NGC_1960","Tidal & Core radii: r_t=14+/-5.8 [pc], r_c=0.82+/-0.1 [pc]; stars within r_t: N~360"
"NGC_1980","Tidal & Core radii: r_t=27+/-2.2 [pc], r_c=0.32+/-0.02 [pc]; stars within r_t: N~1346"
"NGC_2099","Tidal & Core radii: r_t=25+/-2.3 [pc], r_c=1.15+/-0.0 [pc]; stars within r_t: N~1335"
"NGC_2112","Tidal & Core radii: r_t=27+/-4.4 [pc], r_c=0.78+/-0.01 [pc]; stars within r_t: N~589"
"NGC_2126","Tidal & Core radii: r_t=63+/-55.7 [pc], r_c=0.48+/-0.0 [pc]; stars within r_t: N~161"
"NGC_2129","Tidal & Core radii: r_t=23+/-41.5 [pc], r_c=0.38+/-0.07 [pc]; stars within r_t: N~115"
"NGC_2141","Tidal & Core radii: r_t=28+/-7.1 [pc], r_c=0.95+/-0.01 [pc]; stars within r_t: N~351"
"NGC_2158","Tidal & Core radii: r_t=21+/-3.0 [pc], r_c=0.96+/-0.04 [pc]; stars within r_t: N~693"
"NGC_2168","Tidal & Core radii: r_t=27+/-3.9 [pc], r_c=1.01+/-0.0 [pc]; stars within r_t: N~1226"
"NGC_2169","Tidal & Core radii: r_t=44+/-55.1 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~108"
"NGC_2183","Tidal & Core radii: r_t=200+/-0.3 [pc], r_c=0.14+/-0.0 [pc]; stars within r_t: N~284"
"NGC_2186","Tidal & Core radii: r_t=39+/-38.9 [pc], r_c=0.64+/-0.0 [pc]; stars within r_t: N~108"
"NGC_2192","Tidal & Core radii: r_t=25+/-22.1 [pc], r_c=0.45+/-0.04 [pc]; stars within r_t: N~124"
"NGC_2194","Tidal & Core radii: r_t=24+/-5.5 [pc], r_c=0.84+/-0.0 [pc]; stars within r_t: N~507"
"NGC_2204","Tidal & Core radii: r_t=49+/-25.9 [pc], r_c=0.89+/-0.0 [pc]; stars within r_t: N~434"
"NGC_2215","Tidal & Core radii: r_t=83+/-59.4 [pc], r_c=0.71+/-0.0 [pc]; stars within r_t: N~125"
"NGC_2225","Tidal & Core radii: r_t=50+/-59.4 [pc], r_c=0.74+/-0.0 [pc]; stars within r_t: N~75"
"NGC_2232","Tidal & Core radii: r_t=31+/-11.5 [pc], r_c=0.5+/-0.01 [pc]; stars within r_t: N~260"
"NGC_2236","Tidal & Core radii: r_t=23+/-9.3 [pc], r_c=0.7+/-0.01 [pc]; stars within r_t: N~309"
"NGC_2243","Tidal & Core radii: r_t=30+/-9.1 [pc], r_c=0.84+/-0.01 [pc]; stars within r_t: N~437"
"NGC_2244","Tidal & Core radii: r_t=43+/-15.5 [pc], r_c=0.44+/-0.0 [pc]; stars within r_t: N~473"
"NGC_225","Tidal & Core radii: r_t=133+/-71.7 [pc], r_c=0.28+/-0.0 [pc]; stars within r_t: N~125"
"NGC_2251","Tidal & Core radii: r_t=33+/-26.4 [pc], r_c=0.63+/-0.0 [pc]; stars within r_t: N~144"
"NGC_2254","Tidal & Core radii: r_t=14+/-19.1 [pc], r_c=0.65+/-0.05 [pc]; stars within r_t: N~104"
"NGC_2259","Tidal & Core radii: r_t=16+/-20.4 [pc], r_c=0.52+/-0.03 [pc]; stars within r_t: N~90"
"NGC_2262","Tidal & Core radii: r_t=38+/-43.2 [pc], r_c=0.32+/-0.02 [pc]; stars within r_t: N~135"
"NGC_2264","Tidal & Core radii: r_t=17+/-2.1 [pc], r_c=0.51+/-0.0 [pc]; stars within r_t: N~458"
"NGC_2266","Tidal & Core radii: r_t=28+/-22.6 [pc], r_c=0.66+/-0.03 [pc]; stars within r_t: N~200"
"NGC_2269","Tidal & Core radii: r_t=135+/-80.0 [pc], r_c=0.31+/-0.0 [pc]; stars within r_t: N~103"
"NGC_2281","Tidal & Core radii: r_t=33+/-6.8 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~358"
"NGC_2286","Tidal & Core radii: r_t=31+/-34.5 [pc], r_c=0.42+/-0.0 [pc]; stars within r_t: N~145"
"NGC_2287","Tidal & Core radii: r_t=24+/-3.3 [pc], r_c=0.82+/-0.01 [pc]; stars within r_t: N~620"
"NGC_2301","Tidal & Core radii: r_t=44+/-12.0 [pc], r_c=0.77+/-0.0 [pc]; stars within r_t: N~613"
"NGC_2302","Tidal & Core radii: r_t=26+/-29.4 [pc], r_c=0.45+/-0.02 [pc]; stars within r_t: N~112"
"NGC_2304","Tidal & Core radii: r_t=35+/-40.2 [pc], r_c=0.52+/-0.01 [pc]; stars within r_t: N~104"
"NGC_2309","Tidal & Core radii: r_t=19+/-4.2 [pc], r_c=0.56+/-0.05 [pc]; stars within r_t: N~208"
"NGC_2311","Tidal & Core radii: r_t=54+/-60.9 [pc], r_c=0.58+/-0.0 [pc]; stars within r_t: N~103"
"NGC_2318","Tidal & Core radii: r_t=23+/-19.3 [pc], r_c=0.61+/-0.06 [pc]; stars within r_t: N~138"
"NGC_2323","Tidal & Core radii: r_t=38+/-7.9 [pc], r_c=0.86+/-0.0 [pc]; stars within r_t: N~919"
"NGC_2324","Tidal & Core radii: r_t=25+/-7.9 [pc], r_c=0.76+/-0.0 [pc]; stars within r_t: N~282"
"NGC_2335","Tidal & Core radii: r_t=16+/-5.7 [pc], r_c=0.7+/-0.05 [pc]; stars within r_t: N~158"
"NGC_2343","Tidal & Core radii: r_t=26+/-12.2 [pc], r_c=0.61+/-0.02 [pc]; stars within r_t: N~221"
"NGC_2345","Tidal & Core radii: r_t=22+/-6.1 [pc], r_c=0.68+/-0.02 [pc]; stars within r_t: N~397"
"NGC_2353","Tidal & Core radii: r_t=14+/-3.0 [pc], r_c=0.6+/-0.02 [pc]; stars within r_t: N~225"
"NGC_2354","Tidal & Core radii: r_t=18+/-2.8 [pc], r_c=0.48+/-0.05 [pc]; stars within r_t: N~287"
"NGC_2355","Tidal & Core radii: r_t=25+/-18.3 [pc], r_c=0.71+/-0.01 [pc]; stars within r_t: N~265"
"NGC_2358","Tidal & Core radii: r_t=123+/-67.7 [pc], r_c=0.55+/-0.0 [pc]; stars within r_t: N~123"
"NGC_2360","Tidal & Core radii: r_t=31+/-4.5 [pc], r_c=0.99+/-0.0 [pc]; stars within r_t: N~610"
"NGC_2362","Tidal & Core radii: r_t=183+/-35.3 [pc], r_c=0.36+/-0.0 [pc]; stars within r_t: N~379"
"NGC_2367","Tidal & Core radii: r_t=159+/-70.6 [pc], r_c=0.23+/-0.0 [pc]; stars within r_t: N~76"
"NGC_2374","Tidal & Core radii: r_t=198+/-12.1 [pc], r_c=0.68+/-0.0 [pc]; stars within r_t: N~117"
"NGC_2383","Tidal & Core radii: r_t=14+/-3.4 [pc], r_c=0.67+/-0.04 [pc]; stars within r_t: N~239"
"NGC_2396","Tidal & Core radii: r_t=20+/-5.3 [pc], r_c=0.78+/-0.03 [pc]; stars within r_t: N~198"
"NGC_2401","Tidal & Core radii: r_t=60+/-73.1 [pc], r_c=0.3+/-0.0 [pc]; stars within r_t: N~105"
"NGC_2414","Tidal & Core radii: r_t=37+/-32.3 [pc], r_c=0.5+/-0.0 [pc]; stars within r_t: N~152"
"NGC_2420","Tidal & Core radii: r_t=17+/-2.8 [pc], r_c=0.79+/-0.01 [pc]; stars within r_t: N~363"
"NGC_2421","Tidal & Core radii: r_t=20+/-2.4 [pc], r_c=0.62+/-0.01 [pc]; stars within r_t: N~383"
"NGC_2422","Tidal & Core radii: r_t=18+/-1.4 [pc], r_c=0.98+/-0.04 [pc]; stars within r_t: N~590"
"NGC_2423","Tidal & Core radii: r_t=31+/-7.4 [pc], r_c=0.74+/-0.01 [pc]; stars within r_t: N~401"
"NGC_2425","Tidal & Core radii: r_t=23+/-16.1 [pc], r_c=0.55+/-0.02 [pc]; stars within r_t: N~222"
"NGC_2428","Tidal & Core radii: r_t=21+/-6.6 [pc], r_c=0.74+/-0.03 [pc]; stars within r_t: N~205"
"NGC_2432","Tidal & Core radii: r_t=18+/-6.2 [pc], r_c=0.77+/-0.03 [pc]; stars within r_t: N~221"
"NGC_2437","Tidal & Core radii: r_t=29+/-2.8 [pc], r_c=1.02+/-0.0 [pc]; stars within r_t: N~1444"
"NGC_2439","Tidal & Core radii: r_t=18+/-3.0 [pc], r_c=0.73+/-0.02 [pc]; stars within r_t: N~541"
"NGC_2447","Tidal & Core radii: r_t=43+/-11.6 [pc], r_c=0.82+/-0.0 [pc]; stars within r_t: N~668"
"NGC_2448","Tidal & Core radii: r_t=26+/-6.6 [pc], r_c=0.74+/-0.0 [pc]; stars within r_t: N~204"
"NGC_2451A","Tidal & Core radii: r_t=13+/-0.4 [pc], r_c=0.85+/-0.0 [pc]; stars within r_t: N~382"
"NGC_2451B","Tidal & Core radii: r_t=38+/-15.2 [pc], r_c=0.42+/-0.02 [pc]; stars within r_t: N~585"
