"Cluster","Comment"
"NGC 2632","= Praesepe. References (1985ApJ...294L.103A) and (1982A&A...109...37M) cite star 265 = HD 73666 = 40 Cancri as a blue straggler. Star 265 is a Si star (spectrum A1IIIp(Si)s) according to (1986PASP...98..307A), but this is not confirmed by (1998A&A...334..139A). Star 300=HD 73731=Epsilon Cnc has an spectrum Am(K/H/M= A5/A6/F0) (1986PASP...98..307A), and is a binary (1999ApJ...521..682A). Both stars are cluster members (1927PGro...41....1K). A spectroscopic study of the four straggler candidates listed in (1995A&AS..109..375A) is presented in (1998A&A...334..139A): besides star 265, the other three stars are not included in the present catalogue, since they rather seem located on the `blue hook.'  According to (1998A&A...334..139A), stars 224 = HD 73618 and 265 are Am, star 348 = HD 73819 is Ba-deficient, and star 50 = HD 73210 es metal-deficient. Internal mixing does not seem to be here a plausible mechanism to explain the stragglers (1998A&A...334..139A)."
"NGC 2658","All the cluster parameters except the apparent diameter are from (2003RMxAA..39...41A)."
"NGC 2669","Star 24 = HD 75067 (sp. B8/9IV/V(n)) (1975MSS...C01....0H). Adopted cluster centre: star 8 (1973A&AS....9...97V). Star 2 appears as a straggler but is a non-member according to (1979, Sydney Obs.Pap., No.86)."
"NGC 2682","= M67. This cluster has a number of well-known blue stragglers, a detailed spectral analysis of which can be found in (1991A&A...245..467M). The photometry listed in (1989RMxAA..17...31S) was used; it includes all the stars with a membership probability greater than 50% according to the proper motion study (1977A&AS...27...89S). The adopted cluster centre is star 1023 of (1977A&AS...27...89S). All the stars with probability greater than 80% are listed in our catalogue. Note that the WEBDA numbers are the often-quoted Fagerholm numbers (e.g.: star 1284 = F190). The following are the membership probabilities: star 145(94%), 277(93%), 740(87%), 751(96%), 752(95%), 821(89%), 856(90%), 968(95%), 975(90%), 977(93%), 984(95%), 997(93%), 1005(95%), 1031(91%), 1036(91%), 1066(90%), 1072(95%), 1082(99%), 1165 (93%), 1183(95%), 1195(96%), 1263(89%), 1267(93%), 1273(91%), 1280(93%), 1284(95%), 1434(91%), 1440(94%), 1947(86%), 2204 (83%). Most of these stars are also catalogued as stragglers by (1994AJ....108.1828M). A possible relation between the blue stragglers and the `clump' stars is discussed in (1981ApJ...247..503E). In the IR study (1984ApJ...279..237P) of the five bluest stragglers, two of them (1284 and 1434) are found to show infrared excesses that are interpreted as signs of the presence of evolved companions (i.e. they may be Algol-type binaries). In the case of 1284, the binary character has received support from the discovery of radial velocity variations, which have been interpreted (1992PASP..104.1268M) as manifestations of a binary of period 4.18 days and eccentricity 0.205. This star is a good example in support of the mass transfer theory to explain some stragglers (1992PASP..104.1268M). However, star 977 is above the magnitude limit that the same theory predicts, although its membership is under discussion (1991A&A...245..467M). Stars 1280 and 1284 are small-amplitude pulsating variables of Delta Sct type (1992AJ....103.1945G). In (1986AJ.....92.1364M) it is shown that the spatial distribution of the blue stragglers (strong central concentration) is similar to that of the cluster binaries;an evolutionary relation between the two populations is suggested (1986AJ.....92.1364M). Stars 997 (2004A&A...418..509V) and 1082 (1993A&A...269..175B) are X-ray sources; star 1082 is also a triple star, two components of which would be blue stragglers (2003AJ....125..810S). Several `red stragglers' are pointed out in (1989AJ.....97..431E), and in (1986AJ.....92.1364M) star F136 is associated with an evolutionary stage related to the blue strag- glers (it is a binary star).Through the determination of lithium abundances on some stragglers, a form of mixing affecting their external layers has been proposed (1981ApJ...247..503E). Star 984 would not be an unresolved pair,but a single, `genuine' blue straggler (2000AJ....120.1913S). These authors analyse high-resolution spectra of stragglers and main-sequence turnoff stars, and find that their metallicities and abundance ratios are not significantly different. Based on arguments from hydrodynamical models of stellar collisions, they claim that the upper limits for the lithium abundances of all blue stragglers are consistent with a formation process without mixing. In reference (1997ApJ...481L..93L) is made a detailed analysis of the spectroscopic binary and `red straggler' 1040 (ref. 352), and it is proposed that it originated as a short-period binary and evolved through a blue straggler phase to its present state. According to (1998AJ....116..789L), stars 975 and 1082 have hot subluminous companions; this is confirmed for star 1082 in (1999A&A...347..866V)."
"NGC 2849","All cluster parameters are from (2003RMxAA..39...41A). Only stars up to 2' from the cluster centre were considered. From their colour-colour diagrams, (2004AJ....128.2331K) conclude that stars 4 and 19 must be foreground stars."
"NGC 3105","The dereddened colour-magnitude diagram of suspected members in (1977A&A....59..141F) was examined."
"NGC 3114","The apparent cluster diameter was taken from (1988A&AS...75..353S). In the ubvy-beta photometric study (1982PASP...94..232S) stars 8 (= 108 WEBDA), 9 (= 23), 14 (= 210), 15 (= 196), 16 (= 25), 18 (= 211), 61 (= 234), and 124 (= 256) are considered to be blue straggler candidates according to their position in the beta-c diagram: five of them show peculiarities. The following spectra and membership probabilities are from (2001AJ....121.2657G): star 23, B3V, 99%; star 33, B2.5V, 96%; star 149, B3III, 81%; star 180, B2Ve, 93%; star 196, B6V, 95%. Star 108, which also appears as a straggler, is not a cluster member (2001AJ....121.2657G)."
"NGC 3247","All the cluster parameters are from (2003RMxAA..39...41A)."
"NGC 3293","The dereddened colour-magnitude diagram in (1980AJ.....85.1193T) was examined. The adopted apparent diameter is from (1980AJ.....85.1193T), and the adopted centre is star 31. Star 1=HD 91824 (O7V(f)) is a probable member of the Car OB1 association (1980AJ.....85.1193T)."
"NGC 3324","The dereddened colour-magnitude diagram in (1977A&AS...27..145C) was examined. The apparent cluster diameter is also from (1977A&AS...27..145C)."
"NGC 3496","Reference (2000A&A...356..517A) observes spectroscopically three of the straggler candidates listed in the earlier version of the catalogue (1995A&AS..109..375A): stars 43, 115, and 117. They show low projected rotational velocities and no specific spectral peculiarities."
