"fname","plot_used","process","N_clust","N_clust_max","N_box","frame_limit","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","e_Plx_m","pmRA_m","e_pmRA_m","pmDE_m","e_pmDE_m","Rv_m","e_Rv_m","N_Rv","X_GC","Y_GC","Z_GC","R_GC","shared_members","shared_members_p","C_N","C_dens","C_C3","C_lit","C_dup","C_dup_same_db","UTI","bad_oc"
"lp20","y","n","nan","nan","nan","nan",6.1,0.3,0.27,"CC",21.0,103.70569,-5.2151,340.08275,52.7095,0.1867,0.0707,-2.9568,0.0778,-1.4704,0.0742,-77.2407,2.5723,3.0,-9.2644,4.6809,-0.4145,10.3881,"nan","nan",0.0,0.05,0.25,0.0,1.0,1.0,0.06,"y"
"lp21","y","n","nan","nan","nan","nan",6.9,0.32,0.42,"DC",17.0,105.99846,-0.84548,339.91083,57.62581,0.1906,0.0748,-4.0581,0.0867,-2.3204,0.0753,-89.5121,4.6884,2.0,-9.4307,4.5639,-0.046,10.4771,"nan","nan",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"lp22","y","n","nan","nan","nan","nan",8.4,0.18,0.31,"CC",16.0,104.59962,0.39433,336.47977,57.94358,0.2613,0.0468,-3.6119,0.0537,-2.7163,0.0478,-56.3226,2.84375,2.0,-9.0169,3.4403,0.045,9.6511,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"lp23","y","n","nan","nan","nan","nan",5.8,0.18,0.46,"CC",17.0,105.6587,2.429,336.15793,60.26551,0.2578,0.1103,-2.8848,0.1272,-1.1224,0.1181,"nan","nan",0.0,-9.0932,3.4628,0.1746,9.7318,"nan","nan",0.0,0.08,0.25,0.0,1.0,1.0,0.07,"y"
"lp24","y","n","nan","nan","nan","nan",4.0,0.84,0.4,"CC",31.0,102.82195,1.41499,332.6141,57.85509,0.1993,0.1015,-2.8537,0.1125,-1.7872,0.1096,"nan","nan",0.0,-9.1332,4.4449,0.1358,10.1583,"cwnu3072;hsc796;fsr0354","16.1;12.9;6.5",0.31,0.18,0.25,0.0,0.94,1.0,0.14,"y"
"lp25","y","n","nan","nan","nan","nan",6.6,0.59,0.41,"CC",13.0,179.79232,-0.09034,86.17633,29.07947,0.3029,0.1986,0.6717,0.2081,-1.1016,0.1319,"nan","nan",0.0,-11.2189,0.0123,0.0235,11.2189,"nan","nan",0.0,0.06,0.25,0.0,1.0,1.0,0.06,"y"
"lp26","y","n","nan","nan","nan","nan",9.6,0.55,0.39,"BC",8.0,202.1635,-7.47624,91.21086,6.10534,0.1523,0.0648,0.1745,0.0705,0.0751,0.0563,55.8163,2.43405,4.0,-13.4553,-2.1657,-0.7211,13.6475,"nan","nan",0.0,0.0,0.38,0.0,1.0,1.0,0.08,"y"
"lp27","y","n","nan","nan","nan","nan",4.0,0.25,0.34,"CC",20.0,185.94213,1.46024,91.18655,24.55879,0.1621,0.11,0.0356,0.0951,-0.8444,0.0768,41.9135,2.7852,3.0,-13.5819,-0.5675,0.1761,13.5948,"nan","nan",0.0,0.08,0.25,0.0,1.0,1.0,0.07,"y"
"lp28","y","n","nan","nan","nan","nan",8.0,0.07,0.3,"DC",14.0,195.45451,-3.82752,91.21025,13.66786,0.3209,0.1107,0.66,0.1474,-0.255,0.1082,43.1684,16.2658,1.0,-10.9436,-0.7796,-0.1681,10.9726,"nan","nan",0.0,0.05,0.12,0.0,1.0,1.0,0.04,"y"
"lp29","y","n","nan","nan","nan","nan",8.3,0.23,0.49,"DC",18.0,184.48164,3.1555,92.022,26.68939,0.2408,0.0935,0.1926,0.0862,-2.2145,0.0701,15.1563,1.623,1.0,-11.9384,-0.2962,0.2426,11.9446,"nan","nan",0.0,0.04,0.12,0.0,1.0,1.0,0.03,"y"
"lp30","y","n","nan","nan","nan","nan",9.4,0.42,0.36,"AC",83.0,189.25039,0.17852,91.72477,21.03667,0.4153,0.1206,0.2321,0.125,-2.1658,0.0907,1.7455,5.6184,1.0,-10.3893,-0.3692,0.0341,10.3959,"nan","nan",0.66,0.38,0.62,0.0,1.0,1.0,0.33,"n"
"lp31","y","n","nan","nan","nan","nan",7.6,0.21,0.29,"DC",19.0,193.6961,-0.90177,92.9507,16.62391,0.2676,0.1316,0.7224,0.1365,-0.473,0.1117,11.815,3.0572,1.0,-11.5002,-0.8218,-0.0272,11.5295,"nan","nan",0.0,0.06,0.12,0.0,1.0,1.0,0.04,"y"
"lp32","y","n","nan","nan","nan","nan",1.4,0.18,0.25,"DA",33.0,197.32914,-2.08761,93.71459,12.85944,0.263,0.055,0.9245,0.0648,-1.9809,0.0515,45.6402,1.353,3.0,-11.4932,-1.052,-0.0993,11.5416,"skiffj0614p129","97.0",0.33,1.0,0.5,0.0,0.03,1.0,0.01,"n"
"lp33","y","n","nan","nan","nan","nan",6.1,0.45,0.4,"DC",18.0,196.67923,-2.276,93.22846,13.35574,0.3286,0.1213,0.6823,0.1243,0.2964,0.1015,39.3633,14.6471,1.0,-10.8682,-0.8222,-0.0856,10.8996,"nan","nan",0.0,0.12,0.12,0.0,1.0,1.0,0.05,"y"
"lp34","y","n","nan","nan","nan","nan",9.1,0.16,0.33,"BC",26.0,192.79783,2.08129,95.30756,18.82807,1.0242,0.03515,-1.8116,0.0371,-2.8529,0.0295,-10.3021,7.7988,5.0,-9.0551,-0.212,0.0581,9.0578,"cwnu10","80.8",0.26,0.78,0.38,0.0,1.0,1.0,0.28,"n"
"lp35","y","n","nan","nan","nan","nan",7.4,0.21,0.28,"DC",12.0,192.53334,2.11694,95.16703,19.06128,0.1737,0.0542,0.3134,0.0641,-0.9847,0.0503,21.8931,2.6201,3.0,-13.1578,-1.1195,0.2212,13.2072,"nan","nan",0.0,0.02,0.12,0.0,1.0,1.0,0.03,"y"
"lp36","y","n","nan","nan","nan","nan",8.5,0.23,0.36,"DC",14.0,224.11303,-9.32523,99.51721,-14.10581,0.2729,0.1123,-0.9964,0.1115,1.1066,0.1284,"nan","nan",0.0,-10.5431,-2.3447,-0.5242,10.8133,"nan","nan",0.0,0.03,0.12,0.0,1.0,1.0,0.03,"y"
"lp37","y","n","nan","nan","nan","nan",5.8,0.1,0.3,"BC",17.0,223.59184,-9.61458,98.99007,-13.78746,0.2569,0.1271,-0.6884,0.1213,1.3013,0.1359,31.1446,2.5739,1.0,-10.7028,-2.4547,-0.5757,10.9958,"nan","nan",0.0,0.08,0.38,0.0,1.0,1.0,0.09,"y"
"lp38","y","n","nan","nan","nan","nan",5.9,0.6,0.42,"CC",14.0,223.5567,-9.57112,98.98872,-13.72827,0.1759,0.0772,-0.4726,0.0731,1.7148,0.0815,92.43205,5.18055,4.0,-11.7735,-3.4665,-0.8202,12.3006,"nan","nan",0.0,0.03,0.25,0.0,1.0,1.0,0.06,"y"
"lp39","y","n","nan","nan","nan","nan",4.4,1.0,0.46,"AB",56.0,207.03192,-1.77542,98.59576,4.42909,0.6832,0.0999,-1.5704,0.0947,0.1228,0.0781,25.7723,11.14745,2.0,-9.388,-0.6462,-0.0197,9.4102,"rmc4b","98.2",0.53,1.0,0.75,0.0,0.02,1.0,0.01,"n"
"lp40","y","n","nan","nan","nan","nan",3.9,0.72,0.43,"CC",18.0,207.16783,-1.11809,99.21387,4.60699,0.1184,0.1209,-0.2553,0.1252,-0.2926,0.1112,"nan","nan",0.0,-14.5492,-3.2987,-0.1057,14.9189,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"lp41","y","n","nan","nan","nan","nan",6.3,0.57,0.33,"CC",21.0,202.44018,1.35452,99.24839,9.95058,0.4197,0.0794,-1.1844,0.0722,-0.9091,0.0632,-50.9578,13.1389,1.0,-10.2233,-0.8678,0.0798,10.2604,"nan","nan",0.0,0.22,0.25,0.0,1.0,1.0,0.09,"y"
"lp42","y","n","nan","nan","nan","nan",7.0,0.44,0.4,"DC",10.0,209.83747,-1.5727,100.0549,2.05078,0.1667,0.088,-0.382,0.0908,0.6268,0.0798,"nan","nan",0.0,-12.7673,-2.6631,-0.113,13.0425,"nan","nan",0.0,0.01,0.12,0.0,1.0,1.0,0.03,"y"
"lp43","y","n","nan","nan","nan","nan",6.2,0.33,0.29,"BC",17.0,209.24159,-2.22601,99.19595,2.26036,0.082,0.1593,-0.1656,0.1409,-0.233,0.1207,80.6662,2.6298,1.0,-16.6706,-4.7864,-0.3381,17.3474,"nan","nan",0.0,0.01,0.38,0.0,1.0,1.0,0.08,"y"
"lp44","y","n","nan","nan","nan","nan",6.1,1.0,0.55,"AB",257.0,203.22919,2.06223,100.26327,9.56605,1.3671,0.0775,-2.3074,0.0821,-3.7004,0.0668,20.234,7.0958,34.0,-8.7839,-0.2843,0.0485,8.7886,"monob1d;ngc2264","96.9;47.5",0.81,1.0,0.75,0.0,0.52,1.0,0.27,"n"
"lp45","y","n","nan","nan","nan","nan",7.2,0.4,0.4,"CC",13.0,207.80996,-3.45156,97.45562,2.953,0.1679,0.0992,0.3526,0.1076,-0.1359,0.0888,50.1296,2.205,3.0,-12.8206,-2.4802,-0.2876,13.0615,"nan","nan",0.0,0.02,0.25,0.0,1.0,1.0,0.05,"y"
"lp46","y","n","nan","nan","nan","nan",6.1,1.0,0.49,"BC",21.0,219.13197,-9.22415,97.37702,-9.6558,0.2222,0.1551,0.369,0.1703,0.2912,0.1511,"nan","nan",0.0,-11.2857,-2.5711,-0.633,11.5921,"nan","nan",0.0,0.07,0.38,0.0,1.0,1.0,0.09,"y"
"lp47","y","n","nan","nan","nan","nan",8.4,0.15,0.63,"DC",12.0,206.06083,-1.80289,98.09741,5.28654,0.162,0.1147,0.0597,0.1203,0.0215,0.1061,"nan","nan",0.0,-13.0561,-2.4121,-0.14,13.2778,"nan","nan",0.0,0.01,0.12,0.0,1.0,1.0,0.03,"y"
"lp48","y","n","nan","nan","nan","nan",5.6,0.84,0.39,"CC",15.0,206.17926,-2.78595,97.29873,4.73042,0.2586,0.1199,-0.2189,0.134,-0.2496,0.122,"nan","nan",0.0,-11.3398,-1.5818,-0.1445,11.4505,"nan","nan",0.0,0.08,0.25,0.0,1.0,1.0,0.07,"y"
"lp49","y","n","nan","nan","nan","nan",7.3,0.24,0.32,"DC",63.0,206.27577,-1.36217,98.60642,5.29487,0.2165,0.0875,-0.4471,0.0922,-0.1104,0.0823,70.00485,3.3396,4.0,-11.9124,-1.8716,-0.0695,12.0588,"nan","nan",0.56,0.13,0.12,0.0,1.0,1.0,0.16,"y"
"lp50a","y","n","nan","nan","nan","nan",7.6,0.69,0.36,"DC",34.0,203.45324,0.47226,98.90458,8.63979,0.3534,0.09625,-0.8723,0.0911,-0.6914,0.0784,40.5705,4.4856,3.0,-10.5788,-1.0656,0.048,10.6324,"nan","nan",0.34,0.17,0.12,0.0,1.0,1.0,0.13,"y"
"lp51a","y","n","nan","nan","nan","nan",5.1,0.17,0.32,"DC",28.0,220.58272,-1.18003,105.29062,-7.33257,0.249,0.07975,-1.0468,0.08075,1.2662,0.07675,"nan","nan",0.0,-10.9462,-2.4174,-0.0491,11.2101,"nan","nan",0.28,0.16,0.12,0.0,1.0,1.0,0.11,"y"
"lp52a","y","n","nan","nan","nan","nan",8.1,0.28,0.43,"CC",16.0,238.24668,-5.44966,109.80839,-24.99375,0.2233,0.0829,-0.9173,0.0587,1.0969,0.0847,88.1303,1.5172,1.0,-10.2747,-3.48,-0.3645,10.8542,"nan","nan",0.0,0.03,0.25,0.0,1.0,1.0,0.06,"y"
"lp53a","y","n","nan","nan","nan","nan",5.2,0.1,0.41,"DC",16.0,89.4155,-0.31489,317.73276,47.70338,0.2692,0.0498,-3.5196,0.0596,-4.4208,0.0508,-38.8921,1.4918,1.0,-8.087,3.4576,0.0028,8.7951,"nan","nan",0.0,0.1,0.12,0.0,1.0,1.0,0.05,"y"
"lp54a","y","n","nan","nan","nan","nan",5.4,0.36,0.46,"CC",16.0,94.51438,0.7121,322.26474,52.04363,0.275,0.0884,-3.1618,0.1023,-3.0746,0.0885,-87.0656,5.833,1.0,-8.391,3.3789,0.0623,9.046,"nan","nan",0.0,0.1,0.25,0.0,1.0,1.0,0.07,"y"
"lp55a","y","n","nan","nan","nan","nan",7.4,0.1,0.25,"BC",16.0,156.82961,7.68406,78.01009,52.46196,0.2081,0.1202,0.1034,0.1378,0.0986,0.128,"nan","nan",0.0,-12.1151,1.7087,0.6172,12.2505,"ngc1790","8.0",0.0,0.03,0.38,0.0,1.0,0.92,0.08,"y"
"ls114","y","n","nan","nan","nan","nan",6.5,0.58,0.36,"BC",16.0,309.64378,-1.03565,207.81419,-63.13319,0.2264,0.1135,-7.7354,0.0872,-1.9952,0.0977,-57.4047,1.568,1.0,-5.534,-3.1252,-0.0596,6.3558,"nan","nan",0.0,0.05,0.38,0.0,1.0,1.0,0.08,"y"
"ls12","y","n","nan","nan","nan","nan",7.4,0.12,0.57,"BB",12.0,296.042,-0.74972,177.6804,-62.79946,0.1547,0.0555,-6.1293,0.0591,1.0773,0.0547,23.4343,3.267,1.0,-5.608,-5.1418,-0.0597,7.6086,"nan","nan",0.0,0.01,0.5,0.0,1.0,1.0,0.1,"y"
"ls125","y","n","nan","nan","nan","nan",1.2,1.0,0.67,"AB",120.0,310.81526,0.16245,209.66142,-61.67612,0.2628,0.1325,-6.1262,0.0891,-2.4134,0.10525,-41.5735,2.63505,8.0,-5.8111,-2.6757,0.0249,6.3976,"sai120;cwnu3943","90.0;75.0",0.76,1.0,0.75,0.0,0.1,1.0,0.05,"n"
"ls139","y","n","nan","nan","nan","nan",3.5,0.42,0.4,"DC",23.0,311.6946,0.02007,211.52281,-61.57428,0.3852,0.102,-7.465,0.0674,-2.6021,0.0859,-22.87365,1.55615,2.0,-6.4804,-1.8428,0.0175,6.7374,"vvv035","4.0",0.0,0.66,0.12,0.0,0.96,1.0,0.15,"y"
"ls145","y","n","nan","nan","nan","nan",6.8,0.5,0.41,"CC",22.0,311.79336,-0.36902,211.93401,-61.9059,0.5062,0.0525,-3.6692,0.0338,-3.026,0.0475,"nan","nan",0.0,-6.8557,-1.417,0.0059,7.0006,"cwnu1674","36.0",0.0,0.29,0.25,0.0,1.0,1.0,0.11,"y"
"ls16","y","n","nan","nan","nan","nan",5.1,0.47,0.53,"AB",20.0,296.66597,-0.72904,178.99705,-62.92474,0.1709,0.0581,-6.2919,0.0572,0.9951,0.0567,-4.199,4.62835,4.0,-5.7711,-4.6806,-0.0519,7.4307,"nan","nan",0.0,0.05,0.75,0.0,1.0,1.0,0.16,"y"
"ls169","y","n","nan","nan","nan","nan",5.5,0.24,0.41,"DB",16.0,316.85006,0.78383,220.73585,-59.04398,0.3842,0.0664,-4.0472,0.0625,-2.9398,0.0562,-58.5656,1.2475,2.0,-6.3171,-1.6919,0.0499,6.5399,"nan","nan",0.0,0.18,0.25,0.0,1.0,1.0,0.09,"y"
"ls177","y","n","nan","nan","nan","nan",4.8,0.49,0.45,"CC",20.0,317.30862,0.05203,222.1872,-59.49717,0.3758,0.0697,-6.8742,0.0613,-4.2039,0.0548,-51.3912,2.1906,1.0,-6.2644,-1.7125,0.0185,6.4943,"nan","nan",0.0,0.29,0.25,0.0,1.0,1.0,0.11,"y"
"ls217","y","n","nan","nan","nan","nan",5.9,0.33,0.27,"CC",14.0,322.65586,0.0635,230.98179,-56.85217,0.3705,0.1346,-2.8306,0.1306,-2.0049,0.1324,-24.6674,1.2471,2.0,-6.086,-1.5532,0.0183,6.2811,"nan","nan",0.0,0.13,0.25,0.0,1.0,1.0,0.08,"y"
"ls229","y","n","nan","nan","nan","nan",4.8,0.16,0.39,"AB",161.0,324.7434,0.94817,233.15827,-54.9542,0.2931,0.13,-5.2648,0.136,-4.8419,0.1283,-59.0532,2.4696,7.0,-5.5144,-1.8437,0.0667,5.8148,"cwnu3862;hsc2717","35.4;28.0",0.77,1.0,0.75,0.0,1.0,1.0,0.5,"n"
"ls230","y","n","nan","nan","nan","nan",3.7,0.91,0.44,"CC",13.0,324.06698,-0.02687,233.16758,-56.12868,0.3235,0.1376,-4.524,0.1477,-3.2881,0.1345,-45.959,7.823,1.0,-5.7648,-1.7085,0.0137,6.0127,"nan","nan",0.0,0.23,0.25,0.0,1.0,1.0,0.1,"y"
"ls237","y","n","nan","nan","nan","nan",7.7,0.49,0.31,"DC",33.0,326.34046,0.89559,235.42521,-54.03288,0.5194,0.0824,-5.193,0.0856,-4.6152,0.0729,-48.03575,6.755,2.0,-6.5789,-1.0273,0.0464,6.6588,"nan","nan",0.33,0.35,0.12,0.0,1.0,1.0,0.16,"y"
"ls251","y","n","nan","nan","nan","nan",6.4,0.56,0.42,"CC",17.0,327.03879,-0.02907,237.32514,-54.33054,0.4101,0.0892,-5.2217,0.0947,-4.0912,0.0834,-82.0459,0.3159,1.0,-6.1712,-1.265,0.0156,6.2995,"nan","nan",0.0,0.16,0.25,0.0,1.0,1.0,0.08,"y"
"ls274","y","n","nan","nan","nan","nan",4.4,0.09,0.5,"AC",15.0,327.45661,-1.09289,239.10776,-54.8811,0.0702,0.1577,-4.9258,0.1686,-3.8562,0.1485,"nan","nan",0.0,1.225,-5.9573,-0.2129,6.0857,"nan","nan",0.0,0.01,0.62,0.0,1.0,1.0,0.13,"y"
"ls276","y","n","nan","nan","nan","nan",6.4,0.72,0.48,"CC",19.0,328.19517,-0.3764,239.289,-53.8808,0.4658,0.0738,-4.246,0.0841,-4.3941,0.0636,-18.9115,0.6086,1.0,-6.3723,-1.0842,0.0024,6.4639,"nan","nan",0.0,0.24,0.25,0.0,1.0,1.0,0.1,"y"
"ls279","y","n","nan","nan","nan","nan",9.6,0.67,0.26,"CC",15.0,329.33863,0.30995,239.97422,-52.66164,0.3689,0.0977,-3.4747,0.1115,-3.6981,0.0824,-65.84445,2.75615,2.0,-5.9106,-1.3121,0.0275,6.0545,"nan","nan",0.0,0.05,0.25,0.0,1.0,1.0,0.06,"y"
"ls280","y","n","nan","nan","nan","nan",5.3,0.68,0.38,"BC",18.0,329.18488,0.14412,239.96215,-52.84586,0.306,0.1318,-4.2948,0.126,-3.8382,0.1088,-21.9629,3.5839,3.0,-5.4873,-1.571,0.0216,5.7079,"nan","nan",0.0,0.14,0.38,0.0,1.0,1.0,0.1,"y"
"ls313","y","n","nan","nan","nan","nan",4.8,1.0,1.0,"CB",27.0,331.45734,-0.50898,243.42427,-51.83518,0.2402,0.0648,-3.3276,0.0707,-4.1415,0.0532,-25.2222,3.1721,1.0,-4.7467,-1.8373,-0.0231,5.0899,"nan","nan",0.27,0.16,0.38,0.0,1.0,1.0,0.16,"y"
"ls343","y","n","nan",200.0,"nan","nan",2.0,1.0,0.72,"AA",178.0,333.72246,0.21896,245.1911,-49.7111,0.2006,0.0957,-2.8755,0.0999,-3.3458,0.0802,-69.4176,4.6824,11.0,-4.0583,-2.0066,0.0279,4.5274,"cwnu2305","56.2",0.78,1.0,1.0,0.31,1.0,1.0,0.68,"n"
"ls358","y","n","nan","nan","nan","nan",7.2,0.19,0.38,"DC",17.0,334.76624,-0.19593,246.77285,-49.27749,0.3782,0.0727,-2.4225,0.0783,-3.8561,0.0619,2.1013,5.4992,3.0,-5.8507,-1.0712,0.006,5.9479,"nan","nan",0.0,0.11,0.12,0.0,1.0,1.0,0.05,"y"
"ls360","y","n","nan","nan","nan","nan",5.1,0.4,0.48,"CC",17.0,332.9782,-2.21737,247.09869,-51.9381,0.2852,0.0994,-5.3022,0.1064,-6.3964,0.0792,-48.306,2.8205,2.0,-5.2057,-1.4877,-0.1124,5.4153,"nan","nan",0.0,0.13,0.25,0.0,1.0,1.0,0.08,"y"
"ls377","y","n","nan","nan","nan","nan",7.3,0.26,0.22,"DC",53.0,337.64162,0.21469,249.27633,-46.88687,0.402,0.0816,-2.32,0.0971,-2.1445,0.0624,-72.2927,4.3372,3.0,-5.9305,-0.9016,0.0237,5.9987,"nan","nan",0.52,0.38,0.12,0.0,1.0,1.0,0.2,"y"
"ls378","y","n","nan","nan","nan","nan",6.3,0.33,0.39,"DC",15.0,338.01629,0.49527,249.33494,-46.40528,0.2995,0.1202,-3.6715,0.1381,-3.7686,0.0955,-41.0447,3.0514,1.0,-5.2196,-1.1713,0.0406,5.3495,"nan","nan",0.0,0.08,0.12,0.0,1.0,1.0,0.04,"y"
"ls403","y","n","nan","nan","nan","nan",7.0,0.39,0.54,"CC",13.0,341.35532,1.74341,251.13648,-43.06836,0.2542,0.0881,-2.1956,0.1034,-2.6195,0.0859,-33.0757,1.6672,1.0,-4.6674,-1.1644,0.1232,4.812,"nan","nan",0.0,0.04,0.25,0.0,1.0,1.0,0.06,"y"
"ls457","y","n","nan","nan","nan","nan",4.5,0.53,0.35,"AB",18.0,342.75075,-1.38913,255.69168,-43.99412,0.0992,0.1273,-3.0229,0.1686,-4.2888,0.1202,-19.6021,4.735,1.0,-0.1134,-2.4883,-0.2042,2.4992,"nan","nan",0.0,0.02,0.75,0.0,1.0,1.0,0.15,"y"
"ls460","y","n","nan","nan","nan","nan",4.9,0.06,0.37,"CC",22.0,346.0484,0.60931,256.25832,-40.15595,0.246,0.2483,-1.7562,0.3152,-4.3032,0.2111,"nan","nan",0.0,-4.4737,-0.9066,0.0511,4.5649,"ryu388","16.0",0.0,0.13,0.25,0.0,1.0,0.84,0.08,"y"
"ls468","y","n","nan","nan","nan","nan",7.2,0.45,0.3,"DC",12.0,344.04504,-1.81506,257.23718,-43.21095,0.3548,0.1148,-1.4782,0.1496,-1.3756,0.116,-35.8872,1.5922,1.0,-5.5582,-0.7332,-0.0703,5.6068,"nan","nan",0.0,0.07,0.12,0.0,1.0,1.0,0.04,"y"
"ls474","y","n","nan","nan","nan","nan",9.3,0.32,0.44,"DC",157.0,348.28876,0.69991,257.88054,-38.29622,0.5838,0.1222,-2.4548,0.1482,-3.3195,0.0933,-27.47655,4.58295,10.0,-6.5004,-0.3362,0.0371,6.5092,"fsr1755;teutsch258;ryu401","15.3;3.2;1.3",0.77,1.0,0.12,0.0,0.85,0.97,0.32,"n"
"ls477","y","n","nan","nan","nan","nan",6.6,0.33,0.37,"CC",16.0,348.14593,-0.03354,258.55596,-38.81828,0.2669,0.1829,-3.467,0.2457,-4.6438,0.1644,"nan","nan",0.0,-4.7104,-0.7143,0.0105,4.7643,"nan","nan",0.0,0.06,0.25,0.0,1.0,1.0,0.06,"y"
"ls52","y","n","nan","nan","nan","nan",5.8,0.83,0.54,"DC",6.0,300.44793,-0.70187,187.27425,-63.47184,0.0103,0.1382,-7.2752,0.1263,-0.0377,0.1407,15.3132,3.5816,1.0,6.3514,-20.0,-0.3694,20.9875,"nan","nan",0.0,0.0,0.12,0.0,1.0,1.0,0.03,"y"
"ls94","y","n","nan","nan","nan","nan",8.3,0.21,0.25,"DC",11.0,308.20091,-0.31559,204.4156,-62.70637,0.3597,0.102,-8.0927,0.0821,-2.1507,0.1028,-36.584,1.6557,1.0,-6.4933,-2.0696,0.0024,6.8151,"nan","nan",0.0,0.05,0.12,0.0,1.0,1.0,0.03,"y"
"ls98","y","n","nan","nan","nan","nan",6.3,1.0,0.59,"BC",17.0,308.70986,-0.13919,205.42393,-62.44545,0.2787,0.1007,-8.1792,0.0793,-1.697,0.0976,"nan","nan",0.0,-6.0285,-2.6125,0.0073,6.5702,"nan","nan",0.0,0.08,0.38,0.0,1.0,1.0,0.09,"y"
"lynga1","y","n","nan","nan","nan","nan",2.0,0.78,0.77,"AA",48.0,310.8499,-0.33728,210.00932,-62.14956,0.4374,0.02765,-5.338,0.01805,-2.2559,0.0211,-36.535,4.6704,3.0,-6.6922,-1.6535,0.0043,6.8935,"nan","nan",0.48,1.0,1.0,1.0,1.0,1.0,0.9,"n"
"lynga11","y","n","nan","nan","nan","nan",8.6,0.48,0.4,"CC",10.0,338.18892,0.45405,249.51781,-46.31143,0.4162,0.1225,-3.0241,0.1443,-3.0715,0.1048,-49.04565,4.201,2.0,-5.9938,-0.8522,0.0341,6.0542,"nan","nan",0.0,0.06,0.25,0.38,1.0,1.0,0.21,"y"
"lynga12","y","n","nan","nan","nan","nan",6.5,0.26,0.51,"CC",13.0,335.70203,-3.4773,251.54482,-50.79591,0.1846,0.1072,-2.8573,0.1128,-3.6472,0.08,7.0848,2.9931,5.0,-3.677,-2.0088,-0.2885,4.1999,"nan","nan",0.0,0.02,0.25,0.38,1.0,1.0,0.2,"y"
"lynga13","y","n","nan","nan","nan","nan",7.0,0.52,0.39,"DC",11.0,341.60676,0.91704,252.214,-43.42264,0.237,0.0886,-2.8046,0.1082,-4.7133,0.0895,"nan","nan",0.0,-4.43,-1.2274,0.0738,4.5974,"nan","nan",0.0,0.03,0.12,0.31,1.0,1.0,0.16,"y"
"lynga14","y","n","nan","nan","nan","nan",3.8,0.14,0.81,"AA",78.0,340.91684,-1.08304,253.76311,-45.23347,0.3538,0.03885,-0.3852,0.0474,-1.986,0.03955,-51.8088,12.2917,1.0,-5.5947,-0.8743,-0.0364,5.6627,"oc0670","80.8",0.64,1.0,1.0,0.79,1.0,1.0,0.84,"n"
"lynga15","y","n","nan","nan","nan","nan",7.9,0.8,0.64,"AB",53.0,294.99951,-0.66923,175.49399,-62.4668,0.5706,0.0271,-6.4832,0.0283,0.8694,0.0291,-12.2572,7.3044,1.0,-7.4065,-1.5344,-0.0008,7.5638,"nan","nan",0.52,0.65,0.75,0.5,1.0,1.0,0.58,"n"
"lynga2","y","n","nan","nan","nan","nan",9.1,1.0,0.77,"AA",191.0,313.83945,-0.43519,216.07549,-61.32512,1.0469,0.0341,-6.7623,0.0313,-4.6635,0.0356,-17.47135,7.7812,30.0,-7.4729,-0.6761,0.012,7.5034,"nan","nan",0.78,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"lynga3","y","n","nan","nan","nan","nan",1.3,0.99,0.74,"AB",47.0,321.03728,-0.70739,229.19172,-58.37433,0.1478,0.058,-4.8872,0.0603,-3.7937,0.0696,-4.87085,8.0449,2.0,-3.489,-3.7475,-0.0644,5.1206,"nan","nan",0.47,1.0,0.75,0.75,1.0,1.0,0.74,"n"
"lynga5","y","n","nan","nan","nan","nan",3.3,1.0,0.96,"AA",315.0,324.77172,-1.20886,235.45746,-56.67493,0.3301,0.0567,-3.6714,0.0588,-3.5827,0.0549,-67.5807,1.0807,27.0,-5.7896,-1.6475,-0.0454,6.0196,"nan","nan",0.83,1.0,1.0,0.79,1.0,1.0,0.88,"n"
"lynga6","y","n","nan","nan","nan","nan",5.3,1.0,0.92,"AA",438.0,330.34784,0.30248,241.21251,-51.95858,0.375,0.0776,-1.8958,0.08895,-2.747,0.0618,-46.4419,8.9622,11.0,-5.9221,-1.2522,0.0287,6.0531,"nan","nan",0.88,1.0,1.0,1.0,1.0,1.0,0.98,"n"
"lynga7","y","n","nan","nan","nan","nan",8.2,0.68,0.53,"BB",13.0,328.76811,-2.75794,242.70945,-55.27147,0.0734,0.0776,-4.4018,0.08183,-3.8228,0.06582,-8.80623,2.61298,5.0,1.0221,-5.5436,-0.5148,5.6605,"nan","nan",0.0,0.0,0.5,0.25,1.0,1.0,0.2,"y"
"lynga8","y","n","nan","nan","nan","nan",5.3,0.33,0.21,"DC",19.0,333.25884,-0.02245,245.00899,-50.20036,0.4227,0.1202,-5.7528,0.128,-5.5266,0.0998,25.6108,2.7126,1.0,-6.1041,-1.0152,0.0139,6.188,"nan","nan",0.0,0.29,0.12,0.31,1.0,1.0,0.21,"y"
"majaess1","y","n","nan","nan","nan","nan",9.5,0.14,0.09,"DD",18.0,118.26975,2.49169,1.74558,64.95483,0.3785,0.1076,4.1701,0.1013,1.1684,0.118,-32.2024,0.3481,1.0,-9.3082,2.2085,0.1328,9.5675,"nan","nan",0.0,0.07,0.0,0.0,1.0,1.0,0.01,"y"
