"Name","Type"
"HSC_2236            ","o"
"HSC_2237            ","o"
"HSC_2239            ","o"
"HSC_2241            ","o"
"HSC_2243            ","m"
"HSC_2244            ","o"
"HSC_2246            ","o"
"HSC_2247            ","o"
"HSC_2248            ","o"
"HSC_2249            ","o"
"HSC_2250            ","m"
"HSC_2251            ","o"
"HSC_2253            ","o"
"HSC_2256            ","o"
"HSC_2257            ","o"
"HSC_2260            ","o"
"HSC_2261            ","o"
"HSC_2263            ","o"
"HSC_2265            ","m"
"HSC_2266            ","o"
"HSC_2267            ","m"
"HSC_2268            ","o"
"HSC_2270            ","o"
"HSC_2271            ","o"
"HSC_2272            ","o"
"HSC_2273            ","o"
"HSC_2274            ","o"
"HSC_2275            ","o"
"HSC_2278            ","o"
"HSC_2280            ","o"
"HSC_2281            ","o"
"HSC_2282            ","o"
"HSC_2283            ","o"
"HSC_2284            ","o"
"HSC_2286            ","o"
"HSC_2287            ","o"
"HSC_2288            ","o"
"HSC_2289            ","o"
"HSC_2290            ","o"
"HSC_2291            ","m"
"HSC_2294            ","o"
"HSC_2296            ","o"
"HSC_2297            ","o"
"HSC_2298            ","o"
"HSC_2302            ","o"
"HSC_2303            ","o"
"HSC_2304            ","o"
"HSC_2305            ","o"
"HSC_2306            ","o"
"HSC_2307            ","o"
"HSC_2308            ","o"
"HSC_2309            ","o"
"HSC_2310            ","m"
"HSC_2311            ","o"
"HSC_2312            ","o"
"HSC_2314            ","o"
"HSC_2315            ","o"
"HSC_2316            ","m"
"HSC_2319            ","o"
"HSC_2320            ","o"
"HSC_2321            ","o"
"HSC_2322            ","o"
"HSC_2324            ","o"
"HSC_2325            ","o"
"HSC_2326            ","o"
"HSC_2327            ","o"
"HSC_2329            ","o"
"HSC_2330            ","o"
"HSC_2331            ","o"
"HSC_2332            ","o"
"HSC_2333            ","o"
"HSC_2334            ","o"
"HSC_2335            ","o"
"HSC_2336            ","o"
"HSC_2337            ","o"
"HSC_2338            ","o"
"HSC_2339            ","o"
"HSC_2340            ","m"
"HSC_2341            ","o"
"HSC_2342            ","o"
"HSC_2343            ","o"
"HSC_2344            ","o"
"HSC_2346            ","m"
"HSC_2348            ","o"
"HSC_2350            ","o"
"HSC_2351            ","o"
"HSC_2352            ","o"
"HSC_2353            ","o"
"HSC_2354            ","o"
"HSC_2355            ","o"
"HSC_2356            ","o"
"HSC_2358            ","o"
"HSC_2359            ","o"
"HSC_2360            ","m"
"HSC_2361            ","o"
"HSC_2362            ","o"
"HSC_2363            ","o"
"HSC_2364            ","o"
"HSC_2365            ","o"
"HSC_2367            ","o"
"HSC_2368            ","o"
"HSC_2369            ","o"
"HSC_2370            ","o"
"HSC_2372            ","o"
"HSC_2374            ","o"
"HSC_2375            ","o"
"HSC_2376            ","o"
"HSC_2377            ","o"
"HSC_2378            ","o"
"HSC_2379            ","m"
"HSC_2380            ","o"
"HSC_2381            ","o"
"HSC_2382            ","o"
"HSC_2384            ","o"
"HSC_2386            ","o"
"HSC_2387            ","m"
"HSC_2388            ","o"
"HSC_2389            ","o"
"HSC_2392            ","o"
"HSC_2393            ","o"
"HSC_2394            ","o"
"HSC_2395            ","o"
"HSC_2396            ","o"
"HSC_2397            ","o"
"HSC_2398            ","o"
"HSC_2399            ","o"
"HSC_2400            ","m"
"HSC_2401            ","o"
"HSC_2402            ","o"
"HSC_2403            ","o"
"HSC_2404            ","o"
"HSC_2405            ","o"
"HSC_2406            ","o"
"HSC_2407            ","m"
"HSC_2408            ","o"
"HSC_2409            ","o"
"HSC_2411            ","o"
"HSC_2412            ","o"
"HSC_2416            ","o"
"HSC_2417            ","o"
"HSC_2418            ","o"
"HSC_2419            ","o"
"HSC_2423            ","o"
"HSC_2424            ","o"
"HSC_2425            ","o"
"HSC_2427            ","o"
"HSC_2428            ","o"
"HSC_2429            ","o"
"HSC_2430            ","o"
"HSC_2431            ","o"
"HSC_2432            ","o"
"HSC_2433            ","o"
"HSC_2434            ","o"
"HSC_2435            ","o"
"HSC_2437            ","o"
"HSC_2438            ","o"
"HSC_2439            ","m"
"HSC_2440            ","m"
"HSC_2442            ","o"
"HSC_2443            ","o"
"HSC_2444            ","m"
"HSC_2445            ","m"
"HSC_2446            ","o"
"HSC_2447            ","o"
"HSC_2448            ","m"
"HSC_2449            ","o"
"HSC_2450            ","o"
"HSC_2451            ","m"
"HSC_2452            ","o"
"HSC_2453            ","m"
"HSC_2454            ","o"
"HSC_2455            ","m"
"HSC_2458            ","o"
"HSC_2459            ","o"
"HSC_2460            ","o"
"HSC_2461            ","o"
"HSC_2462            ","o"
"HSC_2464            ","o"
"HSC_2465            ","m"
"HSC_2468            ","o"
"HSC_2469            ","o"
"HSC_2470            ","o"
"HSC_2471            ","o"
"HSC_2473            ","m"
"HSC_2474            ","o"
"HSC_2475            ","m"
"HSC_2477            ","o"
"HSC_2478            ","o"
"HSC_2481            ","o"
"HSC_2482            ","o"
"HSC_2483            ","m"
"HSC_2484            ","o"
"HSC_2486            ","o"
"HSC_2487            ","m"
"HSC_2489            ","o"
"HSC_2490            ","o"
"HSC_2492            ","m"
"HSC_2494            ","o"
"HSC_2495            ","o"
"HSC_2496            ","m"
"HSC_2497            ","m"
"HSC_2498            ","o"
"HSC_2499            ","o"
"HSC_2500            ","m"
"HSC_2501            ","m"
"HSC_2502            ","o"
"HSC_2503            ","o"
"HSC_2504            ","o"
"HSC_2505            ","o"
"HSC_2506            ","o"
"HSC_2507            ","o"
"HSC_2511            ","o"
"HSC_2512            ","o"
"HSC_2514            ","o"
"HSC_2515            ","o"
"HSC_2516            ","m"
"HSC_2517            ","m"
"HSC_2518            ","o"
"HSC_2519            ","o"
"HSC_2520            ","o"
"HSC_2521            ","o"
"HSC_2522            ","m"
"HSC_2523            ","o"
"HSC_2525            ","o"
"HSC_2526            ","o"
"HSC_2527            ","o"
"HSC_2528            ","o"
"HSC_2529            ","o"
"HSC_2531            ","o"
"HSC_2532            ","o"
"HSC_2533            ","o"
"HSC_2534            ","o"
"HSC_2536            ","o"
"HSC_2538            ","o"
"HSC_2539            ","o"
"HSC_2540            ","o"
"HSC_2546            ","o"
"HSC_2549            ","o"
"HSC_2550            ","o"
"HSC_2551            ","o"
"HSC_2552            ","o"
"HSC_2553            ","o"
"HSC_2554            ","o"
"HSC_2555            ","o"
"HSC_2556            ","o"
"HSC_2557            ","o"
"HSC_2558            ","o"
"HSC_2559            ","o"
"HSC_2561            ","o"
"HSC_2562            ","o"
"HSC_2563            ","m"
"HSC_2564            ","o"
"HSC_2565            ","o"
"HSC_2567            ","o"
"HSC_2568            ","o"
"HSC_2569            ","o"
"HSC_2570            ","o"
"HSC_2571            ","o"
"HSC_2573            ","m"
"HSC_2574            ","m"
"HSC_2575            ","o"
"HSC_2576            ","o"
"HSC_2578            ","o"
"HSC_2579            ","o"
"HSC_2580            ","o"
"HSC_2581            ","o"
"HSC_2582            ","o"
"HSC_2583            ","o"
"HSC_2584            ","o"
"HSC_2585            ","o"
"HSC_2586            ","o"
"HSC_2587            ","o"
"HSC_2588            ","m"
"HSC_2590            ","o"
"HSC_2592            ","o"
"HSC_2593            ","m"
"HSC_2594            ","o"
"HSC_2595            ","o"
"HSC_2596            ","o"
"HSC_2597            ","m"
"HSC_2598            ","o"
"HSC_2599            ","o"
"HSC_2600            ","o"
"HSC_2601            ","o"
"HSC_2602            ","o"
"HSC_2603            ","o"
"HSC_2604            ","o"
"HSC_2605            ","o"
"HSC_2607            ","o"
"HSC_2608            ","m"
"HSC_2609            ","o"
"HSC_2610            ","o"
"HSC_2611            ","o"
"HSC_2612            ","o"
"HSC_2615            ","o"
"HSC_2616            ","o"
"HSC_2617            ","o"
"HSC_2618            ","o"
"HSC_2619            ","o"
"HSC_2620            ","o"
"HSC_2621            ","o"
"HSC_2622            ","o"
"HSC_2625            ","o"
"HSC_2626            ","o"
"HSC_2627            ","o"
"HSC_2629            ","o"
"HSC_2630            ","o"
"HSC_2631            ","o"
"HSC_2632            ","o"
"HSC_2634            ","o"
"HSC_2635            ","o"
"HSC_2636            ","o"
"HSC_2637            ","o"
"HSC_2638            ","o"
"HSC_2639            ","o"
"HSC_2640            ","o"
"HSC_2641            ","o"
"HSC_2642            ","o"
"HSC_2643            ","o"
"HSC_2644            ","o"
"HSC_2645            ","o"
"HSC_2646            ","o"
"HSC_2647            ","o"
"HSC_2648            ","o"
"HSC_2649            ","o"
"HSC_2651            ","o"
"HSC_2653            ","o"
"HSC_2654            ","o"
"HSC_2655            ","o"
"HSC_2656            ","o"
"HSC_2657            ","o"
"HSC_2658            ","o"
"HSC_2659            ","o"
"HSC_2660            ","o"
"HSC_2661            ","o"
"HSC_2662            ","o"
"HSC_2664            ","o"
"HSC_2666            ","o"
"HSC_2667            ","o"
"HSC_2668            ","o"
"HSC_2669            ","o"
"HSC_2672            ","o"
"HSC_2673            ","o"
"HSC_2674            ","o"
"HSC_2675            ","o"
"HSC_2676            ","o"
"HSC_2678            ","o"
"HSC_2679            ","o"
"HSC_2680            ","o"
"HSC_2681            ","o"
"HSC_2682            ","o"
"HSC_2683            ","o"
"HSC_2684            ","o"
"HSC_2686            ","o"
"HSC_2687            ","o"
"HSC_2688            ","o"
"HSC_2689            ","o"
"HSC_2690            ","o"
"HSC_2691            ","o"
"HSC_2692            ","o"
"HSC_2693            ","o"
"HSC_2694            ","m"
"HSC_2695            ","o"
"HSC_2696            ","o"
"HSC_2698            ","o"
"HSC_2700            ","m"
"HSC_2701            ","o"
"HSC_2702            ","o"
"HSC_2703            ","o"
"HSC_2704            ","o"
"HSC_2705            ","o"
"HSC_2706            ","o"
"HSC_2708            ","o"
"HSC_2709            ","o"
"HSC_2710            ","o"
"HSC_2711            ","o"
"HSC_2712            ","o"
"HSC_2713            ","o"
"HSC_2714            ","o"
"HSC_2715            ","o"
"HSC_2716            ","o"
"HSC_2717            ","o"
"HSC_2718            ","o"
"HSC_2719            ","o"
"HSC_2720            ","o"
"HSC_2721            ","o"
"HSC_2722            ","o"
"HSC_2723            ","o"
"HSC_2724            ","o"
"HSC_2725            ","o"
"HSC_2726            ","o"
"HSC_2727            ","o"
"HSC_2728            ","o"
"HSC_2729            ","o"
"HSC_2730            ","o"
"HSC_2731            ","o"
"HSC_2732            ","o"
"HSC_2733            ","o"
"HSC_2737            ","o"
"HSC_2739            ","o"
"HSC_2740            ","o"
"HSC_2741            ","o"
"HSC_2743            ","o"
"HSC_2744            ","o"
"HSC_2745            ","o"
"HSC_2746            ","o"
"HSC_2747            ","o"
"HSC_2748            ","o"
"HSC_2749            ","o"
"HSC_2750            ","o"
"HSC_2751            ","o"
"HSC_2752            ","o"
"HSC_2754            ","o"
"HSC_2759            ","o"
"HSC_2760            ","o"
"HSC_2761            ","o"
"HSC_2762            ","o"
"HSC_2763            ","o"
"HSC_2764            ","o"
"HSC_2765            ","o"
"HSC_2767            ","o"
"HSC_2768            ","o"
"HSC_2769            ","o"
"HSC_2770            ","o"
"HSC_2771            ","o"
"HSC_2773            ","o"
"HSC_2774            ","o"
"HSC_2776            ","o"
"HSC_2777            ","o"
"HSC_2778            ","o"
"HSC_2779            ","o"
"HSC_2780            ","o"
"HSC_2781            ","o"
"HSC_2782            ","o"
"HSC_2784            ","o"
"HSC_2785            ","o"
"HSC_2787            ","o"
"HSC_2788            ","o"
"HSC_2789            ","o"
"HSC_2790            ","o"
"HSC_2791            ","o"
"HSC_2792            ","o"
"HSC_2793            ","o"
"HSC_2794            ","o"
"HSC_2795            ","o"
"HSC_2796            ","o"
"HSC_2798            ","o"
"HSC_2799            ","o"
"HSC_2800            ","o"
"HSC_2801            ","o"
"HSC_2802            ","o"
"HSC_2808            ","o"
"HSC_2810            ","o"
"HSC_2812            ","m"
"HSC_2813            ","o"
"HSC_2814            ","o"
"HSC_2815            ","o"
"HSC_2816            ","o"
"HSC_2817            ","o"
"HSC_2818            ","o"
"HSC_2819            ","o"
"HSC_2820            ","o"
"HSC_2821            ","o"
"HSC_2823            ","o"
"HSC_2824            ","o"
"HSC_2825            ","o"
"HSC_2826            ","o"
"HSC_2827            ","o"
"HSC_2829            ","o"
"HSC_2830            ","o"
"HSC_2831            ","o"
"HSC_2832            ","o"
"HSC_2833            ","o"
"HSC_2836            ","o"
"HSC_2837            ","o"
"HSC_2838            ","m"
"HSC_2842            ","o"
"HSC_2846            ","m"
"HSC_2847            ","o"
"HSC_2848            ","o"
"HSC_2849            ","o"
"HSC_2850            ","o"
"HSC_2851            ","o"
"HSC_2853            ","o"
"HSC_2854            ","o"
"HSC_2855            ","o"
"HSC_2856            ","o"
"HSC_2858            ","o"
"HSC_2860            ","o"
"HSC_2861            ","o"
"HSC_2862            ","o"
"HSC_2863            ","o"
"HSC_2864            ","o"
"HSC_2865            ","m"
"HSC_2866            ","o"
"HSC_2867            ","o"
"HSC_2868            ","o"
"HSC_2869            ","o"
"HSC_2870            ","o"
"HSC_2871            ","o"
"HSC_2872            ","o"
"HSC_2873            ","m"
"HSC_2874            ","o"
"HSC_2876            ","o"
"HSC_2877            ","o"
"HSC_2878            ","o"
"HSC_2879            ","o"
"HSC_2880            ","o"
"HSC_2881            ","o"
"HSC_2882            ","o"
"HSC_2885            ","o"
"HSC_2886            ","o"
"HSC_2887            ","m"
"HSC_2889            ","o"
"HSC_2890            ","o"
"HSC_2893            ","o"
"HSC_2894            ","o"
"HSC_2895            ","o"
"HSC_2897            ","o"
"HSC_2898            ","o"
"HSC_2899            ","o"
"HSC_2900            ","o"
"HSC_2901            ","o"
"HSC_2902            ","o"
"HSC_2903            ","o"
"HSC_2904            ","o"
"HSC_2905            ","o"
"HSC_2906            ","o"
"HSC_2907            ","o"
"HSC_2908            ","o"
"HSC_2909            ","o"
"HSC_2910            ","o"
"HSC_2911            ","o"
"HSC_2912            ","o"
"HSC_2913            ","o"
"HSC_2914            ","o"
"HSC_2915            ","o"
"HSC_2916            ","o"
"HSC_2917            ","o"
"HSC_2918            ","o"
"HSC_2919            ","o"
"HSC_2920            ","o"
"HSC_2921            ","o"
"HSC_2924            ","o"
"HSC_2925            ","o"
"HSC_2926            ","o"
"HSC_2928            ","o"
"HSC_2929            ","o"
"HSC_2930            ","o"
"HSC_2931            ","o"
"HSC_2932            ","o"
"HSC_2934            ","o"
"HSC_2935            ","o"
"HSC_2936            ","o"
"HSC_2938            ","m"
"HSC_2939            ","o"
"HSC_2942            ","m"
"HSC_2943            ","o"
"HSC_2944            ","o"
"HSC_2945            ","o"
"HSC_2946            ","o"
"HSC_2947            ","o"
"HSC_2949            ","m"
"HSC_2950            ","o"
"HSC_2951            ","o"
"HSC_2952            ","o"
"HSC_2953            ","m"
"HSC_2956            ","o"
"HSC_2957            ","o"
"HSC_2958            ","o"
"HSC_2959            ","o"
"HSC_2960            ","o"
"HSC_2961            ","o"
"HSC_2962            ","o"
"HSC_2963            ","o"
"HSC_2964            ","o"
"HSC_2966            ","o"
"HSC_2967            ","o"
"HSC_2969            ","m"
"HSC_2971            ","o"
"HSC_2972            ","o"
"HSC_2973            ","m"
"HSC_2974            ","o"
"HSC_2975            ","m"
"HSC_2976            ","o"
"HSC_2977            ","o"
"HSC_2978            ","o"
"HSC_2979            ","o"
"HSC_2980            ","o"
"HSC_2981            ","o"
"HSC_2982            ","o"
"HSC_2983            ","o"
"HSC_2984            ","o"
"HSC_2985            ","o"
"HSC_2986            ","o"
"HXHWL_2             ","o"
"HXHWL_5             ","o"
"HXHWL_6             ","o"
"HXHWL_7             ","o"
"HXHWL_8             ","o"
"HXHWL_10            ","o"
"HXHWL_12            ","o"
"HXHWL_13            ","o"
"HXHWL_14            ","o"
"HXHWL_15            ","o"
"HXHWL_17            ","o"
"HXHWL_18            ","o"
"HXHWL_20            ","o"
"HXHWL_21            ","o"
"HXHWL_22            ","o"
"HXHWL_27            ","o"
"HXHWL_28            ","o"
"HXHWL_29            ","o"
"HXHWL_30            ","o"
"HXHWL_31            ","o"
"HXHWL_33            ","o"
"HXHWL_34            ","o"
"HXHWL_35            ","o"
"HXHWL_36            ","o"
"HXHWL_37            ","o"
"HXHWL_42            ","o"
"HXHWL_45            ","o"
"HXHWL_46            ","o"
"HXHWL_47            ","o"
"HXHWL_48            ","o"
"HXHWL_49            ","o"
"HXHWL_51            ","o"
"HXHWL_52            ","o"
"HXHWL_53            ","o"
"HXHWL_55            ","o"
"HXHWL_56            ","o"
"HXHWL_58            ","o"
"HXHWL_59            ","o"
"HXHWL_60            ","o"
"HXHWL_62            ","o"
"HXHWL_65            ","o"
"HXHWL_66            ","o"
"HXHWL_68            ","o"
"HXHWL_71            ","o"
"HXHWL_72            ","o"
"HXHWL_74            ","o"
"HXWHB_8             ","o"
"HXWHB_10            ","o"
"Haffner_3           ","o"
"Haffner_4           ","o"
"Haffner_5           ","o"
"Haffner_6           ","o"
"Haffner_7           ","o"
"Haffner_8           ","o"
"Haffner_9           ","o"
"Haffner_10          ","o"
"Haffner_11          ","o"
"Haffner_13          ","o"
"Haffner_14          ","o"
"Haffner_15          ","o"
"Haffner_16          ","o"
"Haffner_17          ","o"
"Haffner_18          ","o"
"Haffner_19          ","o"
"Haffner_20          ","o"
"Haffner_21          ","o"
"Haffner_22          ","o"
"Haffner_23          ","o"
"Haffner_24          ","o"
"Haffner_26          ","o"
"Harvard_5           ","o"
"Harvard_10          ","o"
"Harvard_13          ","o"
"Harvard_16          ","o"
"Harvard_20          ","o"
"Havlen-Moffat_1     ","o"
"Herschel_1          ","o"
"Hogg_4              ","o"
"Hogg_15             ","o"
"Hogg_17             ","o"
"Hogg_18             ","o"
"Hogg_19             ","o"
"Hogg_21             ","o"
"Hogg_22             ","o"
"IC_166              ","o"
"IC_348              ","o"
"IC_361              ","o"
"IC_1276             ","o"
"IC_1311             ","o"
"IC_1369             ","o"
"IC_1396             ","o"
"IC_1434             ","o"
"IC_1590             ","o"
"IC_1805             ","o"
"IC_1848             ","o"
"IC_2156             ","o"
"IC_2157             ","o"
"IC_2391             ","o"
"IC_2395             ","o"
"IC_2488             ","o"
"IC_2581             ","o"
"IC_2602             ","o"
"IC_2714             ","o"
"IC_2944             ","o"
"IC_2948             ","o"
"IC_4499             ","g"
"IC_4651             ","o"
"IC_4665             ","o"
"IC_4725             ","o"
"IC_4756             ","o"
"IC_4996             ","o"
"IC_5146             ","o"
"IRAS_01546+6319     ","o"
"IRAS_02130+5509     ","o"
"IRAS_05100+3723     ","o"
"IRAS_06117+1901     ","o"
"IRAS_20306+4005     ","o"
"Ivanov_6            ","o"
"Ivanov_8            ","o"
"Juchert_1           ","o"
"Juchert_2           ","o"
"Juchert_3           ","o"
"Juchert_9           ","o"
"Juchert_10          ","o"
"Juchert_11          ","o"
"Juchert_13          ","o"
"Juchert_16          ","o"
"Juchert_19          ","o"
"Juchert_20          ","o"
"Juchert_23          ","o"
"Juchert_J0603.1+3102","o"
"Juchert_J0644.8+0925","o"
"Juchert_J0649.4+1202","o"
"Juchert_J1919.4+1453","o"
"Juchert-Saloran_1   ","o"
"Kharchenko_1        ","o"
"Kharchenko_3        ","o"
"King_1              ","o"
"King_2              ","o"
"King_4              ","o"
"King_5              ","o"
"King_6              ","o"
"King_7              ","o"
"King_8              ","o"
"King_9              ","o"
"King_10             ","o"
"King_11             ","o"
"King_12             ","o"
"King_13             ","o"
"King_14             ","o"
"King_15             ","o"
"King_16             ","o"
"King_17             ","o"
"King_18             ","o"
"King_19             ","o"
"King_20             ","o"
"King_21             ","o"
"King_23             ","o"
"King_25             ","o"
"King_26             ","o"
"Koposov_10          ","o"
"Koposov_12          ","o"
"Koposov_43          ","o"
"Koposov_53          ","o"
"Kronberger_2        ","o"
"Kronberger_4        ","o"
"Kronberger_13       ","o"
"Kronberger_25       ","o"
"Kronberger_28       ","o"
"Kronberger_36       ","o"
"Kronberger_52       ","o"
"Kronberger_53       ","o"
"Kronberger_54       ","o"
"Kronberger_57       ","o"
"Kronberger_69       ","o"
"Kronberger_73       ","o"
"Kronberger_79       ","o"
"Kronberger_80       ","o"
"Kronberger_81       ","o"
"Kronberger_83       ","o"
"Kronberger_84       ","o"
"Kronberger_92       ","o"
"L_1641S             ","o"
"LDN_988e            ","o"
"LISC_1273           ","o"
"LISC_3287           ","o"
"LISC_3534           ","o"
"LISC-III_3668       ","o"
"LK_10               ","o"
"LS_343              ","o"
"Loden_46            ","o"
"Loden_112           ","o"
"Loden_189           ","o"
"Loden_309           ","o"
"Loden_372           ","o"
"Loden_467           ","o"
"Loden_480           ","o"
"Loden_915           ","o"
"Loden_995           ","o"
"Loden_1002          ","o"
"Loden_1194          ","o"
"Loden_1256          ","o"
"Loden_1339          ","o"
"Lynga_1             ","o"
"Lynga_2             ","o"
"Lynga_3             ","o"
"Lynga_4             ","o"
"Lynga_5             ","o"
"Lynga_6             ","o"
"Lynga_7             ","o"
"Lynga_9             ","o"
"Lynga_14            ","o"
"Lynga_15            ","o"
"MF_1                ","o"
"MWSC_5365           ","m"
"Majaess_88          ","o"
"Majaess_90          ","o"
"Majaess_99          ","o"
"Majaess_133         ","o"
"Majaess_160         ","o"
"Majaess_225         ","o"
"Majaess_227         ","o"
"Mamajek_1           ","o"
"Mamajek_2           ","o"
"Mamajek_3           ","o"
"Mamajek_4           ","o"
"Markarian_38        ","o"
"Markarian_50        ","o"
"Mayer_1             ","o"
"Mayer_3             ","o"
"Melotte_20          ","o"
"Melotte_22          ","o"
"Melotte_25          ","o"
"Melotte_66          ","o"
"Melotte_71          ","o"
"Melotte_72          ","o"
"Melotte_101         ","o"
"Melotte_105         ","o"
"Melotte_111         ","o"
"Melotte_186         ","o"
"Miller_1            ","o"
"Moffat_1            ","o"
"Mon_OB1-D           ","o"
"Muzzio_1            ","o"
"NGC_103             ","o"
"NGC_129             ","o"
"NGC_133             ","o"
"NGC_136             ","o"
"NGC_146             ","o"
"NGC_188             ","o"
"NGC_189             ","o"
"NGC_225             ","o"
"NGC_288             ","g"
"NGC_362             ","g"
"NGC_366             ","o"
"NGC_381             ","o"
"NGC_433             ","o"
"NGC_436             ","o"
"NGC_457             ","o"
"NGC_559             ","o"
"NGC_581             ","o"
"NGC_609             ","o"
"NGC_637             ","o"
"NGC_654             ","o"
"NGC_659             ","o"
"NGC_663             ","o"
"NGC_743             ","o"
"NGC_744             ","o"
"NGC_752             ","o"
"NGC_869             ","o"
"NGC_884             ","o"
"NGC_957             ","o"
"NGC_1027            ","o"
"NGC_1039            ","o"
"NGC_1193            ","o"
"NGC_1220            ","o"
"NGC_1245            ","o"
"NGC_1261            ","g"
"NGC_1333            ","o"
"NGC_1342            ","o"
"NGC_1348            ","o"
"NGC_1444            ","o"
"NGC_1496            ","o"
"NGC_1502            ","o"
"NGC_1513            ","o"
"NGC_1528            ","o"
"NGC_1545            ","o"
"NGC_1579            ","o"
"NGC_1582            ","o"
"NGC_1605            ","o"
"NGC_1624            ","o"
"NGC_1647            ","o"
"NGC_1662            ","o"
"NGC_1664            ","o"
"NGC_1708            ","o"
"NGC_1724            ","o"
"NGC_1758            ","o"
"NGC_1778            ","o"
"NGC_1798            ","o"
"NGC_1817            ","o"
"NGC_1851            ","g"
"NGC_1857            ","o"
"NGC_1883            ","o"
"NGC_1893            ","o"
"NGC_1896            ","o"
"NGC_1901            ","o"
"NGC_1904            ","g"
"NGC_1907            ","o"
"NGC_1912            ","o"
"NGC_1931            ","o"
"NGC_1960            ","o"
"NGC_1980            ","o"
"NGC_2068            ","o"
"NGC_2099            ","o"
"NGC_2112            ","o"
"NGC_2126            ","o"
"NGC_2129            ","o"
"NGC_2141            ","o"
"NGC_2158            ","o"
"NGC_2168            ","o"
"NGC_2169            ","o"
"NGC_2175            ","o"
"NGC_2183            ","o"
"NGC_2184            ","o"
"NGC_2186            ","o"
"NGC_2192            ","o"
"NGC_2194            ","o"
"NGC_2202            ","m"
"NGC_2204            ","o"
"NGC_2215            ","o"
"NGC_2220            ","o"
"NGC_2225            ","o"
"NGC_2232            ","o"
"NGC_2236            ","o"
"NGC_2243            ","o"
"NGC_2244            ","o"
"NGC_2251            ","o"
"NGC_2254            ","o"
"NGC_2259            ","o"
"NGC_2262            ","o"
"NGC_2264            ","o"
"NGC_2266            ","o"
"NGC_2269            ","o"
"NGC_2281            ","o"
"NGC_2286            ","o"
"NGC_2287            ","o"
"NGC_2298            ","g"
"NGC_2301            ","o"
"NGC_2302            ","o"
"NGC_2304            ","o"
"NGC_2309            ","o"
"NGC_2311            ","o"
"NGC_2318            ","o"
"NGC_2323            ","o"
"NGC_2324            ","o"
"NGC_2335            ","o"
"NGC_2343            ","o"
"NGC_2345            ","o"
"NGC_2353            ","o"
"NGC_2354            ","o"
"NGC_2355            ","o"
"NGC_2358            ","o"
"NGC_2360            ","o"
"NGC_2362            ","o"
"NGC_2367            ","o"
"NGC_2374            ","o"
"NGC_2383            ","o"
"NGC_2384            ","o"
"NGC_2396            ","o"
"NGC_2401            ","o"
"NGC_2414            ","o"
"NGC_2419            ","g"
"NGC_2420            ","o"
"NGC_2421            ","o"
"NGC_2422            ","o"
"NGC_2423            ","o"
"NGC_2425            ","o"
"NGC_2428            ","o"
"NGC_2432            ","o"
"NGC_2437            ","o"
"NGC_2439            ","o"
"NGC_2447            ","o"
"NGC_2448            ","o"
"NGC_2453            ","o"
"NGC_2455            ","o"
"NGC_2467            ","o"
"NGC_2477            ","o"
"NGC_2479            ","o"
"NGC_2482            ","o"
"NGC_2483            ","o"
"NGC_2489            ","o"
"NGC_2506            ","o"
"NGC_2509            ","o"
"NGC_2516            ","o"
"NGC_2527            ","o"
"NGC_2533            ","o"
"NGC_2539            ","o"
"NGC_2546            ","o"
"NGC_2547            ","o"
"NGC_2548            ","o"
"NGC_2567            ","o"
"NGC_2571            ","o"
"NGC_2580            ","o"
"NGC_2587            ","o"
"NGC_2588            ","o"
"NGC_2627            ","o"
"NGC_2632            ","o"
"NGC_2635            ","o"
"NGC_2658            ","o"
"NGC_2659            ","o"
"NGC_2660            ","o"
"NGC_2669            ","o"
"NGC_2670            ","o"
"NGC_2671            ","o"
"NGC_2682            ","o"
"NGC_2808            ","g"
"NGC_2818            ","o"
"NGC_2849            ","o"
"NGC_2866            ","o"
"NGC_2910            ","o"
"NGC_2925            ","o"
"NGC_2972            ","o"
"NGC_3033            ","o"
"NGC_3105            ","o"
"NGC_3114            ","o"
"NGC_3201            ","g"
"NGC_3228            ","o"
"NGC_3255            ","o"
"NGC_3293            ","o"
"NGC_3324            ","o"
"NGC_3330            ","o"
"NGC_3496            ","o"
"NGC_3532            ","o"
"NGC_3572            ","o"
"NGC_3590            ","o"
"NGC_3603            ","o"
"NGC_3680            ","o"
"NGC_3766            ","o"
"NGC_3960            ","o"
"NGC_4052            ","o"
"NGC_4103            ","o"
"NGC_4147            ","g"
"NGC_4337            ","o"
"NGC_4349            ","o"
"NGC_4372            ","g"
"NGC_4439            ","o"
"NGC_4463            ","o"
"NGC_4590            ","g"
"NGC_4609            ","o"
"NGC_4755            ","o"
"NGC_4815            ","o"
"NGC_4833            ","g"
"NGC_4852            ","o"
"NGC_5024            ","g"
"NGC_5045            ","o"
"NGC_5053            ","g"
"NGC_5138            ","o"
"NGC_5139            ","g"
"NGC_5168            ","o"
"NGC_5269            ","o"
"NGC_5272            ","g"
"NGC_5281            ","o"
"NGC_5286            ","g"
"NGC_5288            ","o"
"NGC_5316            ","o"
"NGC_5381            ","o"
"NGC_5460            ","o"
"NGC_5466            ","g"
"NGC_5593            ","o"
"NGC_5606            ","o"
"NGC_5617            ","o"
"NGC_5634            ","g"
"NGC_5662            ","o"
"NGC_5694            ","g"
"NGC_5715            ","o"
"NGC_5749            ","o"
"NGC_5764            ","o"
"NGC_5822            ","o"
"NGC_5823            ","o"
"NGC_5824            ","g"
"NGC_5897            ","g"
"NGC_5904            ","g"
