"ID","RAdeg","e_RAdeg","DEdeg","e_DEdeg","GLON","e_GLON","GLAT","e_GLAT","Num","NCore","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","m-M","A0","logA","RVel","e_Rvel","o_Rvel","Type"
"CWNU 4551",281.2671,0.044,-6.9412,0.127,26.0402,0.152,-1.7537,0.023,49,10,0.329,0.029,-0.971,0.026,-1.373,0.12,13.15,3.5,7.0,"nan","nan",0,2
"CWNU 4552",121.0169,0.071,-30.8427,0.029,248.2277,0.051,0.2448,0.083,115,9,0.16,0.024,-2.405,0.026,3.077,0.052,13.35,1.15,8.3,"nan","nan",0,2
"CWNU 4553",156.6409,0.134,-60.4748,0.081,285.9631,0.056,-2.4358,0.105,133,11,0.133,0.014,-4.709,0.045,2.762,0.057,13.6,1.05,9.6,34.77,6.11,1,2
"CWNU 4554",52.9161,0.185,60.3194,0.092,141.536,0.06,3.394,0.127,341,60,0.188,0.053,-0.061,0.105,0.315,0.192,13.25,2.2,8.9,-49.7,13.98,2,2
"CWNU 4555",333.443,0.051,57.7703,0.051,103.14,0.052,1.086,0.03,168,17,0.13,0.043,-2.578,0.068,-1.901,0.107,16.1,5.55,6.7,"nan","nan",0,2
"CWNU 4556",277.2265,0.205,-18.9434,0.163,13.5481,0.137,-3.6925,0.177,381,36,0.363,0.027,-0.491,0.076,-1.595,0.191,12.3,2.1,9.2,3.17,2.02,1,2
"CWNU 4557",202.3532,0.1,-65.1033,0.042,306.9125,0.044,-2.5285,0.039,166,28,0.104,0.041,-4.445,0.081,-0.81,0.068,14.5,2.3,9.2,"nan","nan",0,2
"CWNU 4558",101.3747,0.066,0.7068,0.06,211.6193,0.083,-1.0073,0.071,320,46,0.194,0.039,-0.3,0.139,0.284,0.158,12.85,2.1,8.4,62.73,1.14,1,2
"CWNU 4559",179.0948,0.124,-63.3362,0.04,296.7995,0.055,-1.1278,0.055,380,77,0.164,0.041,-6.359,0.072,1.073,0.11,13.05,4.0,8.3,14.86,3.86,2,2
"CWNU 4560",284.5803,0.062,-0.5566,0.118,33.223,0.069,-1.7989,0.08,233,27,0.206,0.035,-2.183,0.052,-5.1,0.107,14.1,3.25,9.5,77.57,4.12,1,2
"CWNU 4561",261.8768,0.085,-43.1001,0.074,346.105,0.047,-4.4876,0.078,52,8,0.339,0.015,-1.548,0.023,-3.764,0.051,12.45,1.25,9.1,"nan","nan",0,2
"CWNU 4562",95.8119,0.062,14.3846,0.207,196.9549,0.226,0.4235,0.068,124,10,0.32,0.063,0.084,0.089,-2.585,0.063,12.0,1.95,7.8,"nan","nan",0,2
"CWNU 4563",200.719,0.131,-62.2955,0.123,306.5783,0.045,0.357,0.134,79,7,0.286,0.014,-5.756,0.032,-1.579,0.042,12.25,3.55,7.7,"nan","nan",0,2
"CWNU 4564",79.2808,0.222,42.2793,0.064,165.6815,0.059,2.509,0.13,75,6,0.177,0.067,0.444,0.02,-0.299,0.032,13.3,1.8,8.7,"nan","nan",0,2
"CWNU 4565",135.7523,0.19,-35.8595,0.08,259.6808,0.072,7.0998,0.116,146,9,0.171,0.058,-3.282,0.143,2.734,0.102,13.6,1.15,9.4,"nan","nan",0,2
"CWNU 4566",31.6678,0.198,67.0064,0.029,130.196,0.064,5.2001,0.041,160,17,0.196,0.062,-0.628,0.201,0.555,0.155,13.3,3.4,8.9,"nan","nan",0,2
"CWNU 4567",160.3976,0.083,-53.6471,0.045,284.3244,0.058,4.4481,0.031,134,32,0.196,0.048,-5.838,0.126,2.499,0.149,14.0,1.45,9.2,"nan","nan",0,2
"CWNU 4568",167.1203,0.091,-57.4933,0.042,289.4226,0.052,2.6592,0.036,91,23,0.109,0.023,-5.255,0.14,1.522,0.09,16.3,3.3,8.2,"nan","nan",0,2
"CWNU 4569",107.0398,0.047,7.0865,0.09,208.4847,0.098,6.9418,0.051,98,27,0.165,0.059,0.157,0.065,-0.897,0.141,13.9,0.8,8.9,47.24,1.06,1,2
"CWNU 4570",57.3425,0.301,61.2672,0.084,142.7276,0.118,5.406,0.074,90,35,0.156,0.041,0.276,0.091,0.574,0.157,13.35,1.95,9.1,-62.24,1.87,2,2
"CWNU 4571",104.3589,0.084,14.8163,0.128,200.3478,0.124,8.0288,0.077,81,30,0.179,0.054,-0.132,0.109,-0.616,0.083,14.25,0.45,9.1,-0.76,6.26,1,2
"CWNU 4573",116.3266,0.069,-24.3881,0.166,240.5796,0.184,0.0335,0.034,53,18,0.221,0.039,-2.328,0.14,3.481,0.097,12.9,0.95,8.8,"nan","nan",0,2
"CWNU 4574",208.571,0.086,-59.0385,0.037,310.9426,0.036,2.8503,0.022,193,27,0.162,0.055,-7.117,0.139,-2.168,0.153,14.85,2.1,9.8,"nan","nan",0,2
"CWNU 4575",119.1484,0.076,-29.1236,0.076,245.9266,0.081,-0.1592,0.12,37,12,0.62,0.038,-3.877,0.028,3.506,0.035,11.25,0.9,8.2,"nan","nan",0,2
"CWNU 4577",213.8357,0.115,-55.9237,0.018,314.548,0.063,5.0401,0.037,54,18,0.234,0.045,-6.4,0.128,-2.142,0.085,13.2,2.05,9.1,"nan","nan",0,2
"CWNU 4578",114.0873,0.075,-30.781,0.646,245.1839,0.553,-4.8459,0.295,43,12,0.63,0.027,-3.865,0.055,3.571,0.073,11.05,0.3,9.2,"nan","nan",0,2
"CWNU 4579",295.8896,0.108,17.7541,0.058,54.6505,0.085,-2.9613,0.084,169,21,0.184,0.036,-2.771,0.066,-5.65,0.128,13.95,2.1,9.2,11.49,1.3,1,2
"CWNU 4580",121.0561,0.071,-40.5869,0.053,256.5214,0.06,-4.8967,0.036,95,16,0.129,0.033,-1.532,0.084,2.606,0.116,13.9,1.4,8.9,"nan","nan",0,2
"CWNU 4581",289.6932,0.048,25.5754,0.046,58.7577,0.057,5.8321,0.064,92,17,0.12,0.028,-2.31,0.148,-4.378,0.09,14.1,1.25,9.7,"nan","nan",0,2
"CWNU 4582",124.9486,0.093,-45.2725,0.023,262.0467,0.044,-5.075,0.037,41,11,0.304,0.031,-4.557,0.114,6.244,0.105,13.05,1.65,8.8,"nan","nan",0,2
"CWNU 4583",107.3336,0.102,6.0556,0.103,209.5723,0.132,6.7356,0.06,143,28,0.158,0.05,-0.322,0.144,-0.561,0.097,13.65,0.35,9.2,62.11,19.57,5,2
"CWNU 4584",291.582,0.042,27.7162,0.018,61.4315,0.012,5.3177,0.034,42,15,0.066,0.022,-2.339,0.198,-4.608,0.138,15.4,2.9,8.4,"nan","nan",0,2
"CWNU 4585",276.8999,0.019,-17.6118,0.02,14.5848,0.032,-2.8634,0.02,56,15,0.131,0.057,-1.784,0.125,-4.208,0.13,14.5,2.65,9.7,"nan","nan",0,2
"CWNU 4586",79.8814,0.126,20.6501,0.086,183.7906,0.183,-9.489,0.09,25,18,0.632,0.04,0.293,0.06,-3.96,0.051,11.15,1.65,8.6,"nan","nan",0,2
"CWNU 4587",129.1672,0.065,-52.0123,0.039,269.174,0.043,-6.6905,0.03,41,17,0.07,0.027,-2.3,0.084,3.024,0.1,14.95,1.4,9.4,"nan","nan",0,2
"CWNU 4588",317.2566,0.108,55.0017,0.086,94.5786,0.085,4.881,0.038,55,21,0.175,0.048,-2.751,0.124,-3.079,0.126,13.45,3.15,9.1,-102.12,20.97,2,2
"CWNU 4589",255.8937,0.039,-27.4271,0.02,356.0618,0.031,8.5191,0.036,43,18,0.105,0.074,-2.919,0.059,-5.385,0.11,16.95,0.4,9.7,"nan","nan",0,2
"CWNU 4590",111.6146,0.043,-7.9722,0.036,224.0312,0.033,4.0664,0.056,51,23,0.216,0.032,-1.019,0.051,0.959,0.116,13.5,0.7,8.9,"nan","nan",0,2
"CWNU 4591",291.306,0.097,24.5063,0.088,58.495,0.096,4.0219,0.054,133,23,0.199,0.105,-2.316,0.09,-4.569,0.098,12.9,2.1,8.9,"nan","nan",0,2
"CWNU 4592",340.9784,0.103,55.252,0.069,105.3706,0.05,-3.1915,0.092,147,15,0.157,0.042,-2.195,0.095,-1.454,0.105,14.0,1.65,9.4,"nan","nan",0,2
"CWNU 4593",114.6414,0.06,-27.8011,0.087,242.8279,0.051,-2.9478,0.134,57,11,0.16,0.029,-1.338,0.048,2.778,0.078,13.6,1.25,9.5,"nan","nan",0,2
"CWNU 4594",324.7609,0.2,61.6436,0.061,102.0819,0.092,6.8381,0.03,88,25,0.09,0.057,-2.482,0.126,-1.886,0.082,16.6,3.45,8.1,"nan","nan",0,2
"CWNU 4595",47.3435,0.078,48.0113,0.046,145.4733,0.038,-8.7426,0.027,73,7,0.294,0.028,0.481,0.085,-1.642,0.039,12.8,1.05,9.2,"nan","nan",0,2
"CWNU 4596",99.9295,0.093,-9.2101,0.139,219.8489,0.155,-6.7497,0.028,109,32,0.141,0.05,-0.053,0.092,0.824,0.075,14.1,1.55,8.7,"nan","nan",0,2
"CWNU 4597",100.6616,0.034,-0.467,0.079,212.3594,0.074,-2.1751,0.046,55,11,0.206,0.024,-0.479,0.08,0.693,0.049,13.7,0.05,6.5,"nan","nan",0,2
"CWNU 4598",261.1265,0.112,-39.1645,0.072,349.0283,0.105,-1.8444,0.032,55,5,0.493,0.028,-0.623,0.073,-0.821,0.025,11.65,2.5,6.8,"nan","nan",0,2
"CWNU 4599",115.6931,0.052,-21.485,0.077,237.765,0.079,0.9634,0.038,63,7,0.276,0.048,-1.649,0.076,2.551,0.022,13.0,1.35,7.6,"nan","nan",0,2
"CWNU 4600",115.1475,0.153,-12.9383,0.164,230.0792,0.183,4.7358,0.134,54,4,0.646,0.028,-4.415,0.08,0.676,0.091,11.05,0.45,9.4,"nan","nan",0,2
"CWNU 4601",79.7404,0.395,40.2079,0.515,167.6071,0.581,1.4918,0.068,79,12,0.911,0.024,-0.026,0.074,-3.083,0.055,10.25,0.2,8.6,"nan","nan",0,2
"CWNU 4602",277.3152,0.056,-25.701,0.056,7.5289,0.038,-6.9101,0.046,176,17,0.125,0.041,-2.963,0.23,-7.141,0.081,13.25,1.55,9.6,-4.62,177.34,2,2
"CWNU 4603",96.034,0.412,6.1424,0.357,204.3785,0.386,-3.1495,0.264,79,27,0.651,0.042,-0.663,0.048,-1.582,0.05,11.15,1.2,8.9,"nan","nan",0,2
"CWNU 4604",155.224,0.078,-64.45,0.018,287.5802,0.046,-6.1659,0.03,45,17,0.105,0.042,-4.606,0.149,2.638,0.178,14.05,1.1,9.4,"nan","nan",0,2
"CWNU 4605",274.6048,0.059,-32.5698,0.036,0.2782,0.061,-7.9254,0.035,80,18,0.064,0.062,-3.43,0.143,-4.784,0.077,20.45,3.4,6.5,"nan","nan",0,2
"CWNU 4606",66.8868,0.036,51.9177,0.07,152.8989,0.03,2.0901,0.07,56,3,0.221,0.007,0.189,0.009,0.146,0.054,13.2,2.55,8.7,"nan","nan",0,2
"CWNU 4607",274.7086,0.093,-30.1328,0.028,2.5041,0.045,-6.8679,0.071,176,31,0.152,0.072,-1.194,0.051,-3.812,0.121,13.7,1.2,9.2,-37.84,30.4,3,2
"CWNU 4608",276.292,0.104,-19.0217,0.108,13.0849,0.098,-3.0296,0.137,240,23,0.273,0.035,-0.867,0.088,-1.661,0.15,12.85,3.05,9.3,-0.79,3.21,1,2
"CWNU 4609",298.8872,0.089,12.865,0.084,51.8091,0.082,-7.9194,0.075,150,24,0.193,0.041,-2.692,0.09,-4.576,0.086,13.9,0.85,9.5,"nan","nan",0,2
"CWNU 4610",109.3868,0.04,-24.5647,0.08,237.7135,0.081,-5.5958,0.025,99,17,0.097,0.034,-0.63,0.063,1.36,0.051,14.45,0.75,8.9,104.24,1.01,1,2
"CWNU 4611",168.3703,0.156,-57.8158,0.067,290.1768,0.094,2.6032,0.043,109,27,0.136,0.042,-5.153,0.112,1.37,0.104,14.05,1.4,9.5,"nan","nan",0,2
"CWNU 4612",167.8041,0.07,-57.9582,0.037,289.935,0.043,2.354,0.031,52,16,0.183,0.033,-5.298,0.144,1.531,0.036,13.6,1.3,9.0,6.49,3.4,1,2
"CWNU 4615",333.2694,0.037,60.8295,0.047,104.7948,0.037,3.6603,0.037,67,16,0.123,0.075,-2.382,0.074,-1.814,0.109,14.35,2.9,8.9,-78.05,0.49,1,2
"CWNU 4616",60.5885,0.076,53.1552,0.036,149.264,0.034,0.331,0.031,33,15,0.171,0.043,-0.127,0.037,0.202,0.233,13.35,3.4,8.9,"nan","nan",0,2
"CWNU 4617",325.0983,0.066,55.5613,0.052,98.1509,0.063,2.1522,0.036,154,15,0.071,0.038,-2.419,0.038,-2.06,0.086,17.4,6.05,6.6,"nan","nan",0,2
"Markarian 38",273.9224,0.065,-19.0512,0.09,11.9546,0.133,-1.0244,0.07,77,5,0.41,0.024,-0.374,0.038,-0.682,0.045,11.8,1.7,8.9,"nan","nan",0,2
"CWNU 4618",114.3663,0.012,-19.8314,0.128,235.7326,0.132,0.7073,0.006,76,5,0.31,0.021,-2.103,0.058,3.081,0.043,12.3,1.75,8.7,"nan","nan",0,2
"CWNU 4619",115.1337,0.088,-22.8589,0.114,238.7301,0.125,-0.1677,0.018,62,22,0.158,0.031,-1.09,0.057,1.687,0.062,15.9,3.6,6.7,"nan","nan",0,2
"CWNU 4620",275.9356,0.043,-28.8281,0.061,4.1648,0.063,-7.2525,0.021,46,17,0.065,0.072,-1.992,0.077,-5.87,0.048,14.3,1.35,9.4,-278.02,275.31,2,2
"CWNU 4621",162.1029,0.089,-58.0249,0.062,287.2092,0.056,1.0518,0.044,44,11,0.372,0.009,-7.112,0.044,2.816,0.029,12.1,0.05,6.2,"nan","nan",0,2
"CWNU 4622",163.0139,0.043,-60.6444,0.028,288.8137,0.041,-1.0809,0.024,70,8,0.239,0.034,-7.303,0.03,2.976,0.058,12.85,1.5,8.6,"nan","nan",0,2
"CWNU 4623",179.9317,266.626,62.5593,0.063,117.0219,0.079,0.2775,0.096,66,6,0.304,0.009,-3.621,0.011,-1.1,0.05,12.2,1.45,8.4,"nan","nan",0,2
"CWNU 4624",109.6073,0.075,-19.5151,0.107,233.3115,0.113,-3.074,0.037,66,12,0.331,0.034,-1.94,0.128,3.206,0.096,12.6,1.3,8.8,50.34,2.53,1,2
"CWNU 4625",48.5946,0.031,52.5747,0.02,143.7861,0.006,-4.4115,0.027,53,3,0.358,0.0,0.534,0.009,-1.259,0.043,11.85,2.35,8.7,"nan","nan",0,2
"Majaess 227",356.4779,0.119,60.4634,0.116,114.9408,0.064,-1.3827,0.099,39,11,0.347,0.033,-3.433,0.069,-2.301,0.052,12.35,4.0,7.0,"nan","nan",0,2
"CWNU 4626",179.6042,0.07,-60.4229,0.033,296.4278,0.033,1.7823,0.023,90,12,0.108,0.019,-6.256,0.092,0.933,0.1,14.5,2.55,6.7,"nan","nan",0,2
"CWNU 4627",115.0301,0.023,-32.8194,0.019,247.3866,0.061,-5.1374,0.02,57,4,0.245,0.014,-2.225,0.014,3.122,0.002,12.8,2.2,7.7,"nan","nan",0,2
"CWNU 4628",26.2778,0.098,62.7396,0.135,129.0149,0.11,0.4859,0.161,59,3,0.337,0.019,-1.192,0.008,-0.28,0.038,12.2,2.0,7.3,"nan","nan",0,2
"FoF 1817",342.6459,0.364,60.4272,0.054,108.5443,0.133,0.989,0.124,204,45,0.26,0.028,-2.925,0.066,-1.808,0.053,12.55,3.9,7.9,6.49,7.87,1,2
"CWNU 4632",116.7767,0.07,-25.156,0.062,241.4657,0.08,-0.0067,0.062,102,22,0.18,0.021,-2.09,0.11,3.532,0.055,13.45,1.05,8.6,105.74,5.56,1,2
"CWNU 4633",67.8119,0.16,48.62,0.192,155.6586,0.125,0.2633,0.068,164,18,0.279,0.047,-0.562,0.16,-1.077,0.054,12.15,2.95,8.4,"nan","nan",0,2
"CWNU 4634",122.0499,0.052,-31.1098,0.043,248.9775,0.03,0.8659,0.041,58,5,0.18,0.004,-2.659,0.016,3.415,0.068,13.55,1.2,7.5,"nan","nan",0,2
"CWNU 4635",335.8494,0.12,51.9874,0.079,101.0976,0.063,-4.4839,0.093,315,69,0.145,0.049,-2.061,0.16,-1.566,0.183,13.9,0.6,9.4,-74.99,27.86,4,2
"CWNU 4636",272.128,0.194,-26.8703,0.077,4.3213,0.089,-3.3179,0.151,371,71,0.114,0.04,-2.003,0.158,-4.658,0.246,16.85,1.75,8.9,-71.91,138.05,2,2
"CWNU 4637",278.8057,0.122,-13.5442,0.092,19.0582,0.098,-2.6026,0.117,354,109,0.159,0.073,-2.769,0.275,-5.252,0.248,14.55,3.4,9.1,1.82,32.23,4,2
"CWNU 4638",298.5588,0.24,41.1087,0.076,75.9852,0.056,6.7883,0.15,312,69,0.122,0.038,-2.56,0.197,-4.471,0.192,14.0,1.0,9.4,-55.2,27.52,4,2
"CWNU 4639",286.1149,0.085,13.9381,0.065,46.8234,0.107,3.5074,0.082,231,39,0.113,0.057,-2.235,0.093,-4.911,0.143,14.25,2.7,9.6,15.26,3.07,1,2
"CWNU 4640",281.008,0.102,-7.5641,0.085,25.3362,0.062,-1.8024,0.117,335,109,0.102,0.077,-2.712,0.143,-5.467,0.129,17.65,2.15,8.9,78.83,3.55,2,2
"CWNU 4641",97.4261,0.071,10.6201,0.088,201.0232,0.064,0.0753,0.075,293,48,0.205,0.047,0.028,0.109,-0.273,0.146,13.0,2.6,8.5,32.89,4.87,3,2
"CWNU 4642",276.9559,0.205,-14.4002,0.213,17.4542,0.195,-1.522,0.28,322,36,0.445,0.067,-0.918,0.157,0.941,0.094,12.1,2.95,8.8,-41.85,4.47,1,2
"CWNU 4643",318.7907,0.157,46.2583,0.064,88.8826,0.097,-1.7819,0.087,321,53,0.164,0.046,-2.978,0.177,-3.688,0.196,14.65,3.7,7.0,"nan","nan",0,2
"CWNU 4644",85.5227,0.368,19.769,0.415,187.3991,0.476,-5.409,0.244,206,82,0.656,0.03,-0.051,0.089,-1.61,0.193,10.85,1.6,8.1,"nan","nan",0,2
"CWNU 4645",114.7509,0.041,-26.1738,0.103,241.4324,0.089,-2.1017,0.04,63,14,0.104,0.017,-1.157,0.062,2.036,0.078,16.65,3.3,6.3,"nan","nan",0,2
"CWNU 4646",253.1576,0.174,-44.7591,0.256,341.0148,0.111,-0.4892,0.199,214,21,0.402,0.026,-1.906,0.031,-3.129,0.082,12.5,5.1,6.8,-17.48,8.24,2,2
"CWNU 4647",287.8749,0.017,13.9098,0.042,47.5588,0.05,1.9503,0.048,95,27,0.177,0.042,-2.985,0.078,-6.135,0.219,15.5,3.3,9.3,"nan","nan",0,2
"CWNU 4648",251.0007,0.032,-45.7647,0.033,339.2742,0.046,0.0649,0.015,51,25,0.294,0.069,-2.165,0.129,-3.473,0.098,12.2,7.15,7.8,32.39,1.45,1,2
"CWNU 4649",314.6175,0.443,44.9571,0.269,86.0247,0.235,-0.5233,0.261,235,44,0.581,0.048,-4.849,0.077,-5.489,0.095,11.55,2.1,8.8,-38.23,0.47,1,2
"CWNU 4650",200.4912,0.087,-63.9371,0.029,306.2801,0.034,-1.2638,0.029,205,29,0.118,0.047,-5.63,0.126,-0.833,0.076,15.25,1.6,10.1,"nan","nan",0,2
"CWNU 4651",189.9904,0.114,-63.566,0.044,301.6549,0.049,-0.7226,0.044,209,72,0.145,0.057,-6.294,0.116,0.203,0.162,14.7,6.55,6.2,"nan","nan",0,2
"CWNU 4652",249.5728,0.09,-46.6518,0.016,337.9306,0.014,0.2193,0.035,51,3,0.488,0.0,-1.126,0.114,-2.948,0.05,11.55,2.95,7.3,"nan","nan",0,2
"CWNU 4653",255.2389,0.057,-44.317,0.113,342.2909,0.08,-1.3701,0.073,96,11,0.223,0.018,-2.208,0.066,-3.86,0.062,13.85,6.7,6.0,"nan","nan",0,2
"CWNU 4654",269.9381,0.026,-25.1894,0.031,4.8114,0.02,-0.7962,0.023,96,6,0.409,0.071,0.065,0.071,-0.631,0.124,11.7,3.35,7.4,"nan","nan",0,2
"CWNU 4655",267.9007,0.044,-28.7305,0.044,0.8528,0.066,-1.026,0.019,66,7,0.288,0.059,-1.466,0.155,-2.485,0.063,12.3,3.15,8.7,"nan","nan",0,2
"Ruprecht 168",268.1674,0.02,-28.4568,0.027,1.1909,0.037,-1.0447,0.052,52,3,0.313,0.059,-1.254,0.003,-2.579,0.013,13.15,3.9,6.7,-6.46,0.34,1,2
"CWNU 4656",299.0787,0.108,33.749,0.049,69.8797,0.073,2.653,0.032,505,96,0.136,0.06,-2.735,0.111,-4.822,0.14,13.85,2.5,9.2,-38.46,7.91,2,2
"CWNU 4657",282.6318,0.026,-10.2016,0.074,23.7346,0.056,-4.4429,0.054,64,26,0.122,0.033,-3.147,0.216,-6.336,0.155,14.65,1.75,9.4,106.28,66.71,2,2
"CWNU 4658",274.0794,0.074,-16.3739,0.107,14.3976,0.101,0.095,0.082,186,36,0.306,0.037,-0.151,0.116,-1.552,0.08,12.8,4.5,7.1,"nan","nan",0,2
"CWNU 4659",292.6979,0.028,19.2122,0.03,54.4566,0.023,0.3749,0.031,68,7,0.156,0.009,-3.01,0.043,-6.116,0.024,14.15,6.35,6.6,"nan","nan",0,2
"CWNU 4660",258.4146,0.12,-39.7056,0.154,347.3724,0.131,-0.4742,0.071,465,80,0.23,0.037,-2.609,0.104,-4.393,0.11,12.85,4.45,8.7,-19.15,31.41,9,2
"CWNU 4661",269.4529,0.097,-27.0819,0.085,2.938,0.103,-1.3413,0.111,214,23,0.266,0.027,-0.675,0.049,-1.871,0.068,13.3,4.75,8.2,6.47,6.78,2,2
"CWNU 4662",147.112,0.119,-55.7861,0.027,279.1356,0.054,-1.5994,0.054,68,6,0.182,0.014,-4.594,0.053,3.046,0.063,13.35,3.8,7.5,"nan","nan",0,2
"CWNU 4663",258.849,0.039,-38.6354,0.071,348.4579,0.038,-0.1102,0.075,93,4,0.275,0.044,-2.103,0.006,-3.754,0.075,12.9,6.8,6.7,"nan","nan",0,2
"CWNU 4664",281.4951,0.081,-9.6076,0.097,23.7502,0.107,-3.1709,0.041,71,26,0.234,0.063,-1.662,0.086,-3.408,0.127,13.85,3.5,8.8,"nan","nan",0,2
"CWNU 4665",252.9657,0.08,-44.3743,0.017,341.2706,0.058,-0.0755,0.059,54,3,0.389,0.0,-1.216,0.066,-2.572,0.017,11.75,2.95,7.6,"nan","nan",0,2
"CWNU 4666",178.3955,0.093,-63.1478,0.052,296.4542,0.041,-1.0076,0.061,479,108,0.139,0.063,-6.055,0.106,1.056,0.148,15.6,5.95,6.2,"nan","nan",0,2
"CWNU 4667",288.4085,0.058,14.0602,0.042,47.9487,0.036,1.5603,0.047,108,42,0.167,0.05,-2.755,0.232,-5.719,0.143,15.15,4.95,8.9,22.51,2.76,1,2
"CWNU 4668",244.1548,0.028,-52.0979,0.031,331.5805,0.02,-1.0214,0.021,59,16,0.21,0.025,-4.083,0.068,-4.33,0.091,13.65,7.3,6.2,"nan","nan",0,2
"CWNU 4669",279.6201,0.026,-8.786,0.019,23.635,0.022,-1.1371,0.026,90,12,0.288,0.029,-0.745,0.102,-2.79,0.069,12.95,6.3,6.5,"nan","nan",0,2
"CWNU 4670",336.3587,0.175,55.3168,0.069,103.1259,0.086,-1.8305,0.065,266,61,0.153,0.041,-2.571,0.149,-1.762,0.208,13.55,1.9,8.8,-27.36,4.43,1,2
"CWNU 4671",128.1349,0.053,-39.2935,0.023,258.5117,0.024,0.2919,0.032,54,16,0.271,0.047,-3.966,0.099,4.929,0.089,12.4,3.95,8.8,"nan","nan",0,2
"CWNU 4672",144.4931,0.036,-51.9712,0.105,275.507,0.081,0.308,0.057,80,35,0.221,0.057,-4.095,0.1,3.067,0.104,13.9,4.8,7.0,"nan","nan",0,2
"CWNU 4673",202.263,0.117,-61.6062,0.079,307.3922,0.049,0.9407,0.093,219,19,0.248,0.035,-6.184,0.125,-1.383,0.093,13.6,4.55,6.0,"nan","nan",0,2
"CWNU 4674",273.3132,0.266,-15.1854,0.106,15.0533,0.099,1.3373,0.243,166,21,0.253,0.034,-0.734,0.063,-1.662,0.046,13.1,4.7,6.7,"nan","nan",0,2
"CWNU 4675",101.258,0.061,5.2075,0.079,207.5585,0.088,0.9401,0.023,137,39,0.216,0.082,0.056,0.083,-0.354,0.21,13.2,1.65,8.9,84.47,34.29,2,2
"CWNU 4676",272.7241,0.078,-28.3485,0.058,3.2828,0.078,-4.5118,0.039,77,23,0.131,0.04,-3.217,0.078,-4.943,0.093,14.5,5.15,6.2,"nan","nan",0,2
"CWNU 4677",264.9221,0.095,-35.1312,0.101,354.0497,0.081,-2.1961,0.074,296,46,0.201,0.046,-1.645,0.132,-3.252,0.13,13.25,3.55,9.1,-49.93,27.52,3,2
"CWNU 4678",285.6933,0.016,-0.322,0.077,33.9381,0.073,-2.6666,0.022,102,27,0.054,0.024,-2.948,0.228,-5.856,0.137,15.4,2.3,9.2,"nan","nan",0,2
"CWNU 4679",192.4066,0.151,-65.4926,0.049,302.744,0.063,-2.6219,0.048,117,46,0.067,0.036,-4.534,0.133,-0.109,0.081,14.25,2.7,6.4,78.95,32.48,3,2
"CWNU 4680",247.0278,0.036,-52.6639,0.205,332.4198,0.13,-2.669,0.154,74,5,0.514,0.012,-0.981,0.058,-2.442,0.045,11.5,1.05,8.1,"nan","nan",0,2
"CWNU 4681",280.3114,0.027,-5.5594,0.026,26.8255,0.023,-0.2815,0.034,72,10,0.345,0.016,-0.837,0.107,-2.759,0.073,13.05,2.15,6.5,"nan","nan",0,2
"CWNU 4682",261.7727,0.025,-39.8001,0.047,348.8311,0.073,-2.6363,0.085,72,7,0.249,0.045,-1.566,0.03,-3.675,0.216,12.65,2.6,9.6,"nan","nan",0,2
"CWNU 4683",283.0783,0.018,-4.6381,0.019,28.9015,0.029,-2.3116,0.026,41,11,0.071,0.095,-2.672,0.143,-5.056,0.133,14.05,4.45,8.9,53.75,41.58,2,2
"CWNU 4684",274.0405,0.069,-19.1904,0.066,11.921,0.036,-1.1954,0.045,72,10,0.742,0.02,1.515,0.106,-0.851,0.069,10.55,0.05,7.0,-44.82,7.57,1,2
"CWNU 4685",269.2619,0.163,-25.8133,0.171,4.0068,0.15,-0.5969,0.119,232,32,0.34,0.028,-0.806,0.035,-2.118,0.05,11.9,3.8,8.6,-12.04,5.21,2,2
"CWNU 4686",283.4312,0.12,-2.1067,0.073,31.2677,0.061,-1.4406,0.123,235,17,0.267,0.024,-1.641,0.093,-4.269,0.156,12.3,5.0,6.0,46.55,3.71,2,2
"CWNU 4687",281.8906,0.057,-4.6408,0.047,28.364,0.063,-1.2486,0.059,119,15,0.202,0.028,-1.877,0.065,-4.382,0.068,12.85,7.6,6.7,79.76,3.01,1,2
"CWNU 4688",245.5305,0.06,-51.1218,0.111,332.9189,0.117,-0.9882,0.024,86,5,0.492,0.014,-0.972,0.105,-2.19,0.024,11.7,2.7,8.9,"nan","nan",0,2
"CWNU 4690",303.7464,0.016,36.9996,0.012,74.6537,0.006,1.2026,0.001,55,5,0.196,0.032,-2.878,0.032,-4.783,0.028,13.95,5.1,6.7,-34.84,0.94,1,2
"CWNU 4691",163.2672,0.135,-57.8898,0.046,287.708,0.087,1.4506,0.023,49,22,0.174,0.044,-5.537,0.055,2.145,0.085,13.1,1.95,8.9,"nan","nan",0,2
"CWNU 4692",249.9247,0.126,-44.8954,0.059,339.3834,0.036,1.2059,0.086,145,16,0.293,0.031,-3.266,0.076,-4.252,0.117,13.05,5.6,8.9,-21.67,1.25,1,2
"CWNU 4694",269.9193,0.191,-21.1868,0.099,8.2635,0.052,1.282,0.271,194,29,0.293,0.078,0.269,0.085,-1.265,0.109,12.25,4.75,8.6,15.13,2.83,3,2
"CWNU 4695",287.6895,0.043,13.9786,0.046,47.5493,0.036,2.1468,0.046,194,57,0.161,0.074,-2.649,0.225,-5.864,0.126,15.8,3.2,9.2,"nan","nan",0,2
