"Name","RA_ICRS","DE_ICRS","GLON","GLAT","pmRA","pmDE","Plx","d_pc","RV","logt","Av","diffAV50","CST","N","r50pc","CMDCl50"
"ESO_589-26          ",270.56015792,-21.91794774,7.94999588,0.325,-0.16414962,-2.72866151,0.32891829,2678.53088422,12.01705898,7.94939494,4.15012383,2.46107924,17.86083147,139,2.02,0.546
"FSR_0031            ",271.60871307,-21.40226666,8.87760974,-0.2709,-0.35556079,-1.49377055,0.4667283,1955.47780837,16.65338637,8.57210207,5.7893362,2.46745467,6.71234642,28,1.23,0.701
"FSR_0069            ",281.43442574,-10.51914482,22.91387763,-3.525,0.73178793,-0.88527542,0.53837382,1755.28265955,"nan",8.60663462,0.86008573,0.29707982,4.70252067,30,1.85,0.998
"FSR_0087            ",281.40522021,-3.60182997,29.0637035,-0.3497,-0.22330435,-4.25837536,0.38825235,2319.40216165,48.96140186,7.87047505,5.36584783,2.80534136,14.81028697,121,3.97,0.311
"FSR_0088            ",282.66112334,-4.18294874,29.11769794,-1.73,-1.58174209,-4.12303637,0.24663052,3470.33399307,91.44666205,7.96633673,4.88597941,3.03172255,35.90033883,743,4.63,0.09
"FSR_0111            ",286.92362151,4.34428181,38.65268771,-1.625,-1.5869938,-4.68341367,0.28080823,3172.35422628,35.10934615,8.09165049,3.20089567,2.08069587,15.20825443,155,2.41,0.935
"FSR_0123            ",287.91606989,12.04565189,45.93927894,1.057,-1.21682791,-4.22198594,0.21027164,3992.55820984,23.55773231,8.25380564,4.22460413,1.99627203,23.31700475,266,3.48,0.73
"FSR_0133            ",292.44735579,15.56009999,51.10986156,-1.174,-2.40911782,-4.776853,0.22324252,3442.71612969,19.41116013,8.21906948,6.34470868,2.80347443,29.69158476,596,3.88,0.105
"FSR_0134            ",291.12852869,16.88624079,51.67262169,0.5713,-1.98009302,-4.43421995,0.19061364,4101.36687204,13.53231887,8.85801601,5.32162786,3.06272328,9.97152073,149,3.58,0.029
"FSR_0154            ",297.01139659,23.35257192,60.01073931,-1.09,-1.64762086,-4.15987142,0.23638814,3717.05693757,18.5574408,8.34430075,4.36082292,1.66639578,17.94733956,163,3.61,0.937
"FSR_0158            ",296.98898152,26.04064773,62.32054325,0.2852,-2.7889605,-5.45778551,0.18638831,4758.43253354,13.71480031,7.68108797,5.12158465,3.09728134,21.47693346,285,5.67,0.097
"FSR_0165            ",299.54471044,26.75070135,64.1057037,-1.314,-2.81302102,-5.59900267,0.39057393,2376.30183799,-23.57769185,7.26026201,4.16166282,2.78845716,14.82883362,102,1.96,0.906
"FSR_0166            ",303.40648993,25.43037696,64.84810987,-4.95,-4.16783704,-6.66765689,0.32882764,2807.14579411,-11.41235583,9.0421257,2.74823141,1.80702978,32.76060681,579,4.57,0.975
"FSR_0167            ",301.24929049,27.07968807,65.18858352,-2.431,0.08198294,-1.78882874,0.53652952,1763.96303729,27.80873447,8.24219131,3.88768137,2.66815126,99.0,826,3.93,0.252
"FSR_0172            ",300.00975737,29.21722012,66.42167024,-0.371,-2.5237201,-6.02639482,0.28469495,3058.53030706,-0.66164365,7.73571086,5.20182753,2.98165679,17.81829237,157,1.96,0.048
"FSR_0174            ",303.00318172,28.28347527,67.04326623,-3.086,-1.95980665,-5.14690333,0.759938,1261.17569676,7.69314648,7.05687976,4.23128295,2.973701,10.68267381,78,3.35,0.104
"FSR_0182            ",297.95683578,33.51648206,69.19278468,3.355,-2.95961303,-6.13228319,0.16893868,5226.55589483,-17.51135957,8.33407593,2.34001768,2.22234404,10.29191837,104,4.48,0.556
"FSR_0195            ",304.21955648,33.61960677,72.06795231,-1.001,-2.78886835,-4.41452416,0.24711624,3193.4094096,-16.25866761,8.28235006,6.07012343,2.54933512,10.356473,74,2.45,0.713
"FSR_0219            ",303.74205943,41.19046033,78.14844455,3.53,-3.93014397,-4.60929925,0.55770318,1712.01577096,-60.10249521,6.55046105,3.25882649,2.40770864,8.34133757,45,2.38,0.911
"FSR_0222            ",305.04896123,40.80722127,78.38267601,2.498,-2.23365805,-4.84764114,0.31569256,2752.95705953,-24.80490367,9.02418566,5.49420738,2.78618562,13.91887735,91,2.76,0.064
"FSR_0224            ",306.33921375,40.21977672,78.46105268,1.357,-3.16203026,-4.32663571,0.57365005,1645.27608767,19.22641673,6.55952835,3.50777423,2.41883099,6.6732862,22,0.77,0.327
"FSR_0227            ",307.24968502,40.4855591,79.08082304,0.9469,-1.83764116,-4.58399134,0.4967245,1898.5418675,"nan",6.58053684,3.59698188,2.33545518,9.34398425,51,3.11,0.256
"FSR_0238            ",308.70956207,41.47581609,80.5314842,0.6451,0.1979086,-3.20587628,0.73625838,1300.85828324,-45.92457794,6.90517974,2.72883976,2.49118209,8.42912053,48,5.43,0.42
"FSR_0239            ",306.21308423,42.80083008,80.51758084,2.921,-3.46112327,-6.13597511,0.20840289,3888.64039222,-26.55242453,9.15839815,5.2258985,2.40775967,5.53420553,29,4.07,0.121
"FSR_0241            ",300.76018606,46.19524814,81.23272562,8.032,-1.41119737,-3.57444176,0.44392918,2108.5328452,10.72180503,9.07115793,1.0401907,0.59861487,18.06013278,153,4.45,0.989
"FSR_0248            ",310.95352283,41.70004184,81.7314259,-0.5495,-5.23091772,-8.7057005,0.56928945,1709.99175416,-28.04234653,9.0741024,6.57243609,0.94001964,6.73274233,28,4.52,0.867
"FSR_0251            ",310.00102133,42.96711285,82.29767097,0.7848,-2.52026906,-3.61603174,0.62608719,1479.17884243,-29.07432955,7.04832435,5.20824194,2.85203373,6.30345111,37,0.97,0.222
"FSR_0258            ",311.20613235,43.89479232,83.56761911,0.6669,-3.29250166,-3.94811264,0.4042624,2413.94357535,-67.2084582,7.75216389,4.79576802,2.68799222,10.23218614,62,1.47,0.653
"FSR_0261            ",313.4482968,43.10610605,83.98462566,-1.092,-1.94118857,-4.06660106,0.30165017,2910.84139604,-58.57132229,8.35072279,5.86703706,2.76043999,12.62455808,72,3.44,0.155
"FSR_0270            ",316.07120948,44.3421475,86.16051151,-1.715,-2.25261764,-3.42654282,0.39749447,2344.15841069,-14.89520409,7.88593459,3.1733582,2.66099441,23.06665572,245,3.26,0.976
"FSR_0275            ",314.16396444,46.89698682,87.20532587,0.9709,-2.82080571,-4.84035247,0.23410754,3758.80760903,-29.02434097,8.68505239,3.20059955,2.28278732,20.16315531,241,4.03,0.086
"FSR_0276            ",308.62088848,49.94904082,87.30934975,5.747,-3.45368813,-4.97961935,0.20464229,4100.91389599,-75.01766543,8.81625223,4.00808787,3.01491129,18.74773499,188,4.5,0.583
"FSR_0278            ",307.76188331,51.01706388,87.85589149,6.817,-4.60200125,-9.73677073,0.57838272,1678.37130782,-13.14222509,8.88496828,1.0587073,1.61505783,18.59163877,178,3.26,0.881
"FSR_0282            ",315.58103892,48.10474423,88.74509091,1.041,-3.65316206,-4.67889505,0.23894781,3540.31523773,-44.77291142,8.1927309,5.00071478,2.65751493,18.72216505,190,3.64,0.316
"FSR_0284            ",314.13665841,49.35806175,89.06714582,2.582,-2.48755115,-3.54943973,0.32218456,2946.73644518,"nan",7.64470768,3.08924603,1.31780773,8.64768798,57,4.0,0.996
"FSR_0288            ",317.1138703,49.08997852,90.15584861,0.9482,-2.52930628,-2.71356917,0.31879207,2842.01973621,-34.12785793,8.283813,2.47464585,1.23463982,8.51036823,40,3.45,0.777
"FSR_0291            ",319.07880304,48.3540699,90.51110127,-0.4994,-3.17103368,-4.19335444,0.14485304,4613.76292177,"nan",8.03996515,4.78164148,2.19127274,3.62388211,41,1.79,0.202
"FSR_0295            ",320.64640294,49.89817461,92.33012755,-0.1423,-1.57770112,-2.73837958,0.40128952,2339.6335031,-27.74622455,8.37555027,2.46741998,2.09082758,3.12960203,35,2.06,0.055
"FSR_0296            ",320.97385714,49.92745532,92.50089314,-0.2694,-4.13103777,-5.14338822,0.29020954,3083.85140807,-49.05936105,8.18067312,3.09697878,2.75314641,13.11953596,110,3.67,0.172
"FSR_0306            ",322.11917078,51.68954083,94.24555519,0.4952,-2.17350285,-2.58543892,0.3587645,2581.01213764,-28.36739019,8.41118431,3.85098028,2.59253752,16.14812468,230,3.99,0.628
"FSR_0316            ",325.2123831,52.30291804,96.0661382,-0.3344,-3.30417557,-3.66319669,0.20850743,4206.30518067,"nan",8.29498816,3.06468081,0.87086686,3.21524251,17,0.6,0.857
"FSR_0320            ",323.8399907,53.66205218,96.35262146,1.23,-2.53523714,-2.83020061,0.43861988,2072.0967728,-12.663793,7.75267696,1.75451046,0.51459065,5.76653732,44,2.15,0.999
"FSR_0324            ",324.05275587,53.85596958,96.57605329,1.289,-2.78585306,-2.96330447,0.28687618,3275.53099822,"nan",7.73339105,2.58264482,0.44801147,7.24141828,24,2.55,1.0
"FSR_0325            ",327.72030288,51.37601117,96.65355491,-2.042,-2.51057213,-3.27303998,0.51324877,1847.89561631,-7.68130512,8.19956636,1.50887418,1.69780254,13.43259061,107,3.0,0.999
"FSR_0336            ",327.70704034,55.23988774,99.0859643,0.9608,-3.0285324,-2.90412125,0.37329345,2465.12358031,12.41985533,7.6696651,3.2915839,2.33782077,23.78357509,287,3.67,0.982
"FSR_0342            ",331.92542162,53.09411234,99.7442127,-2.243,-1.34906361,-1.88909248,0.33959545,2701.15731973,-41.69587036,8.75139141,1.60288364,1.97656482,31.20323483,432,4.93,0.655
"FSR_0344            ",330.43448453,54.80173179,100.04797982,-0.3473,-1.74097159,-1.60826675,0.20202329,4100.7916274,-57.39761314,9.04035282,3.55585182,2.24934626,9.92100516,74,2.79,0.673
"FSR_0357            ",337.72144058,53.95137207,103.09784981,-3.418,-3.07616341,-2.37453023,0.19490584,4403.75900525,"nan",7.67800403,1.52618229,1.68012023,13.82495971,111,3.34,0.999
"FSR_0358            ",332.56811549,58.78961612,103.33869414,2.19,-2.37688033,-1.65621107,0.09843291,6784.90686409,-148.60719263,8.83813953,5.20065498,2.47069192,4.67221,39,4.95,0.037
"FSR_0366            ",334.54867312,59.11771994,104.36779656,1.885,-3.43261347,-2.44719249,0.24568884,3623.31248362,"nan",6.8024044,3.35109794,2.57282972,13.16747817,79,7.52,0.392
"FSR_0369            ",334.13188853,60.79648629,105.1265324,3.398,-0.25788195,-2.93325803,1.12276088,879.28810378,-22.73494213,6.82129765,3.91714823,0.85342425,6.36534823,21,0.54,0.919
"FSR_0379            ",320.70638499,69.36114788,106.29537292,13.55,-1.32183489,-3.76033598,0.99197619,992.68248025,-48.8600845,7.3103826,2.19208014,1.87408602,7.169664,27,0.73,0.027
"FSR_0381            ",340.55797741,58.34024545,106.64273939,-0.3849,-3.15909925,-2.29398464,0.27773052,3325.42856201,"nan",7.600456,2.00890934,0.32573004,11.79111265,55,2.23,1.0
"FSR_0384            ",342.91280978,56.1025267,106.74476091,-2.958,-3.49865263,-1.76572811,0.49745552,1909.53291938,"nan",8.48825407,0.82665244,0.267276,10.86017964,52,1.25,1.0
"FSR_0385            ",340.61947582,58.93142756,106.95182624,0.1201,-5.91926697,-3.96788555,0.45476153,2079.75741333,-45.48778742,8.6145606,2.63918066,2.18031144,22.50157376,234,4.83,0.934
"FSR_0394            ",343.81349372,58.71060833,108.32526225,-0.8267,-3.73210584,-1.3007894,0.24860322,3761.21682379,-70.83626354,9.2234273,3.16195726,2.32902014,16.60451452,131,2.94,0.43
"FSR_0398            ",339.12669483,64.16053128,108.86970854,5.037,-3.12161866,-1.17731084,1.04333172,924.58459204,-18.16036285,7.14618206,1.85964769,1.34739012,17.79785311,212,2.41,0.999
"FSR_0401            ",345.24217587,59.6969721,109.40490581,-0.2416,-3.83942401,-2.68622635,0.26726821,3345.58377713,-59.75487707,8.29684258,3.52322364,1.26502544,9.81512478,34,2.13,0.984
"FSR_0416            ",345.47792502,63.00458384,110.86814192,2.727,-0.9798168,-2.35181489,1.18142911,828.58202698,-46.65894539,6.67663145,2.32608736,0.43470186,3.33687509,20,1.09,0.996
"FSR_0417            ",348.49378154,59.81248974,110.95799167,-0.774,-3.00567157,-1.64102538,0.27380306,3337.56143424,238.01663492,7.26232219,2.69591522,2.60927069,14.9751384,110,8.35,0.196
"FSR_0430            ",348.86940079,64.1651351,112.71022376,3.215,-1.84203958,-0.77800774,0.33020832,2710.18551498,21.15121317,7.68773198,3.40239799,2.61956251,12.49943036,110,2.39,0.568
"FSR_0435            ",352.88174524,59.78019362,113.02641098,-1.546,-1.0508721,-2.01592824,0.99515917,966.47800957,-15.43624611,7.76471734,2.01994133,1.0116505,5.13280426,30,2.18,0.989
"FSR_0441            ",355.50789608,58.54252614,113.96474926,-3.116,-2.00690432,-1.25181464,0.26592574,3392.87563967,-73.69141884,8.08164549,2.48918021,1.95259035,14.83934087,127,4.09,0.396
"FSR_0442            ",352.49371461,63.44725128,113.97663317,2.001,1.26881388,-2.56240603,0.68384636,1384.93989426,-15.33069638,8.59719753,3.56358874,2.6778506,31.02922732,476,2.97,0.09
"FSR_0443            ",355.88447839,59.07770208,114.29405771,-2.651,-3.45762721,-2.72417449,0.33136165,2782.14504846,35.14285067,6.907686,3.67106533,2.60162282,10.47344308,47,5.72,0.694
"FSR_0448            ",356.8063811,60.89695952,115.20111914,-1.007,-2.47481393,-2.09851877,0.3264724,2813.89258012,12.16663705,8.53008842,3.2009896,2.18707478,11.77254327,83,3.93,0.991
"FSR_0451            ",357.7901482,60.85099319,115.65519853,-1.166,-3.21606411,-1.97516232,0.32913374,2801.31727742,"nan",7.34905958,2.39772534,2.61704409,13.94929187,186,7.04,0.982
"FSR_0460            ",359.76209497,60.69059589,116.56072085,-1.531,-1.35086099,-0.30550213,0.15386156,5130.45730331,-71.43258341,8.93315697,3.31120718,1.61313438,14.09880528,106,3.54,0.867
"FSR_0465            ",357.75148833,66.18378803,116.87552276,4.025,-2.43178919,-0.22375359,0.19113385,4064.92013274,-74.31779614,9.02066469,3.91040862,2.1544472,8.89191323,97,5.61,0.301
"FSR_0480            ",3.77471205,61.50923635,118.61164473,-1.057,-2.77194974,-0.34186104,0.16514537,4876.13749978,-52.13591907,8.82488394,3.20963311,2.18632579,18.46503696,175,5.29,0.052
"FSR_0494            ",6.3959935,63.75551362,120.07817723,1.027,-2.50924595,-0.90613511,0.22264008,3977.35688256,-65.26640005,8.44476795,2.93531835,2.0788784,14.70767541,119,2.86,0.959
"FSR_0496            ",6.57854305,63.99421355,120.18176986,1.257,2.22017836,-0.67665814,0.65276982,1459.92048329,-17.37044183,8.73283529,3.04899395,2.30877662,32.2963783,539,3.61,0.862
"FSR_0498            ",7.30251028,62.39816635,120.36036643,-0.3625,-3.28141086,-0.75997877,0.35099725,2599.0053019,-77.91369811,7.80944324,1.28400803,1.36666405,13.80829351,111,3.84,1.0
"FSR_0505            ",10.0602172,61.57441302,121.59951311,-1.268,-0.93455237,-0.47034304,0.14513941,5835.45976777,-69.69633193,8.65826178,2.40155554,1.68381113,8.22192821,65,3.56,0.884
"FSR_0508            ",10.47030372,64.9565464,121.92013338,2.104,-2.33183236,-0.61812381,0.18722722,4211.53039795,-117.34588788,8.75985146,3.47975504,2.55064869,5.8973361,42,2.33,0.059
"FSR_0519            ",13.16070022,64.61671481,123.06111015,1.745,-2.43930104,-0.37731574,0.34267012,2684.06764451,-66.70434367,7.72608948,2.36410177,1.91910833,12.19407201,191,9.17,0.976
"FSR_0522            ",13.37808179,65.79510055,123.14482819,2.924,-1.59302125,-0.46014352,0.15928372,5264.27914761,-19.18752483,7.01833296,4.20691681,1.5170204,7.39207349,27,3.11,0.081
"FSR_0524            ",14.31780217,62.12098582,123.61384637,-0.743,-1.60772706,-0.2843943,0.24999109,3554.71158229,-75.80252939,8.34159517,3.34155464,1.95524114,9.67629041,64,2.61,0.069
"FSR_0534            ",19.35303988,61.29159515,126.04694309,-1.423,-0.36436398,-0.41624937,0.32140258,2825.42886883,"nan",7.28331137,2.82242513,2.4796406,11.64943252,57,3.29,0.909
"FSR_0536            ",19.93717104,63.05790171,126.1323345,0.3622,-1.62756201,-0.15430708,0.26858204,3221.24066468,-31.72043036,7.76843357,4.39620161,2.43826365,16.86214974,121,3.46,0.997
"FSR_0537            ",19.69998503,60.36088603,126.31152167,-2.331,-1.09169958,-0.86965413,0.26165383,3409.32519109,-35.86814602,8.2212739,1.56808203,1.60651106,13.20478471,115,6.51,0.995
"FSR_0542            ",21.4594266,62.99400346,126.82545827,0.3826,-2.14543289,-0.32887542,0.25480601,3311.04239524,-72.05364279,7.53514504,3.37058175,2.75347245,14.68571429,147,3.07,0.055
"FSR_0551            ",24.95409119,64.86765172,128.04211359,2.477,0.04245217,-1.55069544,1.04823174,923.11823705,-23.37198715,6.81356525,1.17441493,1.99192494,19.93099954,268,2.4,0.489
"FSR_0553            ",25.21813238,64.50629389,128.22129111,2.143,-3.26937149,0.06623432,0.34518999,2684.03693982,-47.47831551,8.76421404,2.01486552,2.02294528,11.94731874,62,3.24,0.464
"FSR_0558            ",30.14727714,67.7917117,129.41445249,5.795,-1.05837862,0.7176661,0.33763753,2788.38462606,-26.68756191,8.10913515,3.9173367,2.6944834,15.12888463,133,3.81,0.779
"FSR_0569            ",37.81756345,72.46688259,130.37376024,11.05,-1.53790905,-1.74353448,1.08391841,891.24751795,-23.59811386,6.72706914,1.11888546,2.19025958,27.00338099,333,4.95,0.873
"FSR_0591            ",36.92544868,58.77126936,135.14363139,-1.799,-0.21409453,-0.74801165,0.3313145,2737.49588163,-37.06297453,7.22968364,2.47327185,2.39326346,16.04847417,183,10.98,0.574
"FSR_0596            ",37.48332592,58.1227238,135.65359087,-2.295,-0.49204299,-0.90723191,0.39956814,2326.37619909,"nan",7.41354036,1.99411249,0.45590971,3.34348324,27,1.64,0.999
"FSR_0604            ",44.68655515,63.57505829,136.54093636,4.119,-0.97762575,0.34476172,0.17167069,4927.03351816,-93.40165152,8.02709675,2.2283262,1.52665615,8.95974448,96,3.46,0.926
"FSR_0632            ",53.01310909,59.13251523,142.26962491,2.43,4.00842787,-1.70750884,1.13066423,858.75724687,-3.42129917,8.58460283,0.99859387,0.5760811,4.86508557,27,3.29,0.978
"FSR_0634            ",55.08666317,59.41689548,142.96140782,3.282,1.0031264,-0.45209635,0.27767195,3221.61526339,-22.33687006,8.37256289,3.21591055,2.25068581,15.98493096,111,2.3,0.241
"FSR_0647            ",59.80598671,57.23547182,146.26316296,3.131,-0.09329705,0.36260458,0.225086,3784.18441275,-29.20957354,7.94612098,1.59689885,2.03397477,7.07578231,151,9.19,0.559
"FSR_0665            ",61.30103359,51.51508231,150.68657315,-0.6006,-0.37491114,-1.25050448,0.3290917,2745.60160572,-37.03895838,7.74170136,3.25258064,2.80195904,14.85934602,158,6.86,0.079
"FSR_0667            ",61.77693711,51.14963997,151.15203224,-0.6736,0.85089307,-3.75679258,0.8793357,1121.56038414,-7.0606503,8.50972319,1.47813487,1.19022626,12.35495907,78,2.56,0.993
"FSR_0674            ",63.10579461,48.72616638,153.42391307,-1.876,-0.94999599,-0.80142725,0.33149235,2743.7623889,-13.08552286,8.43574715,3.20510173,2.02003264,8.31600348,71,2.24,0.905
"FSR_0683            ",77.17376211,53.21340314,155.92838569,7.711,-0.20770244,-0.86956581,0.2937867,2942.10024799,-16.62227452,8.99140453,1.5465951,1.50497389,3.47226899,52,0.97,0.803
"FSR_0686            ",66.39671358,46.13096786,156.83222369,-2.167,-1.104198,-2.60743984,1.10476064,879.26920076,-14.87067906,7.23202801,1.42509896,1.84721023,15.4402343,109,2.71,0.997
"FSR_0687            ",69.83292508,48.20684584,156.90726514,0.9564,0.67959627,0.27037337,0.21824967,3988.53665833,"nan",9.09952688,3.79499698,1.26934415,12.06775114,64,3.72,0.99
"FSR_0702            ",72.91943535,45.77618584,160.12280142,0.972,0.35435213,-0.38675852,0.19709385,4093.56995101,-24.01846399,7.31136751,2.96916401,2.27143586,9.1789984,55,4.55,0.527
"FSR_0716            ",77.79319062,45.72307987,162.25143758,3.626,-0.32271758,-1.7013332,0.25226783,3399.2931648,10.97605141,8.95344019,0.71886575,0.92216772,17.72904918,152,3.0,0.999
"FSR_0717            ",71.5041502,42.15820156,162.23874271,-2.135,0.05763508,-1.13586098,0.25825477,3452.54759891,"nan",7.86383128,2.30193555,1.03591925,8.99326072,34,2.17,0.985
"FSR_0723            ",71.23340614,41.51933626,162.59314618,-2.703,0.00422329,-1.23203732,0.29844613,2967.43237518,"nan",8.17759037,1.21269453,1.18263316,5.25605158,81,5.98,0.991
"FSR_0728            ",67.46199435,38.49824905,162.91599306,-6.87,1.91986179,-2.27274242,0.5484085,1726.45518824,24.88857485,8.58547401,1.94890195,2.49724793,15.55750173,130,2.27,0.98
"FSR_0732            ",75.63112523,42.54514167,163.86134618,0.4766,-0.27474206,-2.69523412,0.82306364,1155.68283643,-3.1429516,7.29214859,0.35139312,0.98118114,9.26080625,60,6.92,0.962
"FSR_0734            ",75.84963356,42.39104129,164.08179807,0.5102,0.21033782,-0.29189323,0.15678767,5063.18930484,-2.05845889,8.36925793,1.26080853,2.33730602,3.78708843,159,9.24,0.615
"FSR_0735            ",73.47146756,40.85799805,164.18176629,-1.835,0.40816568,-2.10313594,0.31176486,2873.20245546,"nan",8.23203278,1.53030062,0.59164461,13.69465994,74,2.85,1.0
"FSR_0744            ",74.85045659,37.97873421,167.09854208,-2.8,-0.49444393,-2.9924759,0.90528296,1061.55213956,3.90346085,7.48966575,1.32797003,1.96357495,8.82478415,43,4.09,0.166
"FSR_0761            ",83.33310512,39.83449368,169.41788071,3.65,0.10084644,-1.32246406,0.33088206,2705.06444634,-18.463338,8.65748215,1.01421845,1.19413286,15.95900973,135,4.15,0.998
"FSR_0771            ",75.92105329,32.14532596,172.26741047,-5.668,1.49760653,-4.25515054,0.6107683,1545.49935186,-6.51268152,8.33232355,2.13962364,1.03141624,12.83419374,84,4.31,0.991
"FSR_0811            ",94.11304637,36.36430182,176.68439789,9.287,0.90616215,-2.03335473,0.34001304,2597.95799371,29.87058459,8.66492367,0.56631991,0.66494215,10.18968809,50,2.41,0.988
"FSR_0812            ",84.54762686,31.73407198,176.77764281,0.1156,-0.39725677,-1.70649393,0.29201432,2933.52085264,"nan",7.48872972,3.00391042,2.33614981,5.09472571,40,3.17,0.198
"FSR_0814            ",84.20885077,31.20805451,177.06672294,-0.4104,0.73089957,-3.65021354,0.56393891,1644.67336176,52.00584467,8.13931561,1.96700311,2.6261605,17.58281105,169,2.32,0.966
"FSR_0817            ",84.85992283,30.89024937,177.63363817,-0.1091,-0.16511801,-3.17699455,0.68296845,1352.06627046,-3.34649609,6.84622145,1.26074213,1.46775246,9.82108249,81,2.26,0.983
"FSR_0826            ",85.72631408,28.94980104,179.67748905,-0.4989,-0.41142572,-1.46453993,0.29807849,3005.84534896,9.71413899,7.89323997,2.63621652,2.59784818,7.99899803,99,12.37,0.281
"FSR_0827            ",91.07452755,31.60716532,179.72293506,4.828,-0.75839172,-3.28831462,0.50137907,1826.73254086,13.1821636,8.643085,0.99501309,1.25757015,17.60089034,139,2.95,0.989
"FSR_0833            ",91.31454173,30.80259992,180.52886693,4.618,-0.06731401,-0.79597195,0.19773698,4227.19499957,"nan",7.22278214,1.8279531,1.32640058,8.08316187,36,5.22,0.886
"FSR_0841            ",76.58262128,21.52540343,181.2732081,-11.49,1.68269871,-1.55429411,0.49148603,1831.98368621,126.91597201,8.2884779,1.22860217,1.66660184,9.17186004,75,3.71,0.921
"FSR_0850            ",86.24077232,24.745201,183.50119927,-2.31,1.24840943,-2.52423373,0.44682029,2055.93206435,15.20925233,8.57559347,1.57330412,2.27683461,21.54469444,209,3.14,0.908
"FSR_0852            ",88.33495988,25.03318882,184.23158218,-0.5323,0.81098373,-0.0623492,0.25839307,3374.7915911,30.42589441,8.85874653,2.35863733,1.79813659,4.15257551,53,2.6,0.911
"FSR_0866            ",103.83566748,29.74097459,186.33075482,13.85,1.35943453,-0.38793609,0.80175793,1181.4335338,65.25217915,9.32343578,0.09502178,0.77474535,22.10604894,242,2.66,0.905
"FSR_0869            ",92.52098478,24.56541744,186.51762746,2.539,0.51320884,-0.44318788,0.22455621,3913.99965838,25.1683198,8.77912426,1.57939321,2.06409657,11.86113637,64,3.98,0.635
"FSR_0874            ",85.2852002,20.32335601,186.8183569,-5.372,-0.1188979,-1.4385836,0.65176933,1435.68911519,"nan",7.85598588,1.52942616,2.08285153,6.18060472,24,5.47,0.842
"FSR_0883            ",91.08123197,22.03061425,188.08982742,0.1511,0.77409833,-1.49480458,0.31195633,2770.647225,25.5872464,8.25005341,2.00970674,1.80670798,19.76097376,191,3.57,0.999
"FSR_0893            ",93.39873022,21.60188631,189.50730667,1.826,-0.32119073,-3.18017873,0.43580991,2091.9862668,37.76008742,8.25804615,3.17117667,2.61253345,21.32183541,211,4.64,0.624
"FSR_0894            ",91.1337432,20.28154672,189.6379314,-0.6645,0.00452013,-1.13989337,0.28288308,3122.76534071,"nan",7.22823048,4.17831111,2.72798598,4.92299672,38,2.68,0.048
"FSR_0902            ",94.57762982,20.56213963,190.94577284,2.299,0.44335849,-2.62531152,0.51309437,1807.19162064,8.1027603,6.67535925,1.31027788,1.53580803,10.87362194,55,2.71,0.981
"FSR_0903            ",91.87422975,19.09309465,191.01559163,-0.6365,-0.15848542,-1.14226997,0.39424482,2235.90580416,14.02019899,8.5128808,3.16334188,0.85264674,6.76648674,19,2.36,0.996
"FSR_0904            ",91.76965542,19.01366792,191.03687538,-0.7615,-0.49712154,-1.1279668,0.47344041,1981.37655907,37.06517144,8.01304913,1.78126127,0.71235573,14.87923998,87,2.15,1.0
"FSR_0905            ",98.43096044,22.31307514,191.04876417,6.289,1.85118031,-3.8049789,0.64438119,1444.85386076,2.15892557,8.88803625,0.2146026,0.98459098,18.49762556,157,3.07,0.996
"FSR_0921            ",91.29302066,16.68821448,192.84637842,-2.292,0.01063523,-1.56895296,0.35461499,2337.67347514,24.10652078,8.34468079,4.00204372,2.82193625,12.49562883,126,3.91,0.163
"FSR_0923            ",92.6474551,16.97365299,193.22617567,-1.02,0.51250449,0.15061085,0.56840824,1615.19600268,36.56405399,8.01960468,3.39139366,2.73759687,13.15968142,99,2.13,0.766
"FSR_0929            ",96.39342492,17.70880708,194.27309584,2.477,0.16788235,-0.79985437,0.31483709,3151.7273039,"nan",8.26924086,1.2225166,2.13366878,4.80340938,92,2.55,0.933
"FSR_0931            ",93.37873568,15.9404654,194.46942905,-0.9012,-0.50401327,-0.97769984,0.57994668,1638.04425539,"nan",7.86217952,1.43230516,1.88855851,16.14244466,122,3.39,0.6
"FSR_0932            ",91.09408935,14.57549077,194.59895722,-3.49,-0.44631293,-0.84326566,0.45756141,2002.84127609,"nan",7.85011649,3.25748444,1.97431308,10.82456501,55,1.55,0.756
"FSR_0935            ",98.78405442,17.7364675,195.29823115,4.512,-0.06104787,-1.08669125,0.37092313,2415.94077805,"nan",8.49589634,1.14338315,0.92496136,9.86833276,103,1.84,0.997
"FSR_0937            ",93.41894346,14.99690331,195.31662939,-1.319,0.40161935,-0.22887511,0.18924892,4389.84988841,31.26646751,8.74399281,2.16655374,2.14918113,9.46213356,109,6.7,0.143
"FSR_0939            ",92.73582181,14.39662336,195.52651753,-2.186,0.61080309,-1.86987867,0.30550876,2931.51597071,9.85554478,8.71509314,2.0786587,1.38666141,4.194807,20,2.38,0.783
"FSR_0941            ",95.43182365,15.76656872,195.55949797,0.7549,0.78179343,0.12215287,0.19784475,4031.00900808,21.02312694,8.65636444,2.46230328,1.67085928,14.77440129,106,3.53,0.675
"FSR_0942            ",91.50603523,13.66999942,195.58628406,-3.582,-0.42798696,0.07843124,0.3112582,2879.39056094,44.57151927,8.75889111,2.06034756,2.22108233,19.57799939,187,3.54,0.934
