fname,N_clust,N_clust_max
fof198,nan,235
hsc1864,nan,25
ubc1380,nan,51
cwnu3894,nan,133
hsc1865,nan,246
fof2270,nan,280
ubc457,nan,110
cwwdl3524,nan,100
cwnu2709,nan,80
cwnu3760,nan,34
hsc1866,nan,43
cwwdl3527,nan,48
cwwdl635,nan,104
ubc458,nan,60
cwwdl4726,nan,49
cwnu4104,nan,51
hsc1867,nan,25
ubc1381,nan,33
cwnu3602,nan,106
hxhwl59,nan,56
cwwdl13799,nan,40
cwnu3841,nan,113
oc0402,nan,60
cwnu2779,nan,25
hsc1869,nan,25
cwnu2930,nan,86
ubc224,nan,312
cwnu2301,nan,25
cwnu464,nan,51
cwnu3407,nan,130
hsc1870,nan,40
cwnu3794,nan,32
theia3152,nan,52
hsc1871,nan,25
cwnu3501,nan,127
cwnu2725,nan,86
cwnu3300,nan,82
oc0403,nan,25
cwnu321,nan,67
cwnu3443,nan,76
cwwdl3295,nan,43
hsc1872,nan,60
ubc225,nan,70
cwnu4618,nan,76
cwwdl6375,nan,43
cwnu2230,nan,25
hsc1900,nan,35
cwnu34,nan,49
theia3144,nan,25
cwwdl8731,nan,59
cwnu4151,nan,205
cwwdl3380,nan,35
cwnu1865,nan,32
ubc459,nan,114
cwnu2009,nan,25
hsc1874,nan,32
cwwdl2074,nan,48
cwnu1803,nan,33
hsc1875,nan,51
cwnu1763,nan,35
fof1414,nan,301
cwwdl10944,nan,83
hsc1876,nan,31
cwnu4542,nan,97
cwwdl14123,nan,35
hsc1877,nan,25
cwnu157,nan,38
cwwdl68,nan,62
oc0404,nan,30
oc0405,nan,36
cwnu1687,nan,41
cwnu2205,nan,25
cwnu3651,nan,378
cwnu4237,nan,46
cwnu3282,nan,127
cwnu2966,nan,154
cwnu2197,nan,25
cwnu1896,nan,30
cwnu3922,nan,74
fof1420,nan,268
cwnu3616,nan,144
hsc1880,nan,58
hsc1881,nan,25
ubc460,nan,108
cwnu3432,nan,42
cwnu3761,nan,35
theia3229,nan,81
hxhwl24,nan,62
cwnu1100,nan,48
hsc1884,nan,46
cwnu1943,nan,28
cwnu2909,nan,25
cwnu3921,nan,81
cwnu2609,nan,49
cwnu1482,nan,51
cwnu4272,nan,115
cwnu3232,nan,247
cwnu3485,nan,37
cwnu3041,nan,55
hsc1886,nan,66
cwnu4155,nan,148
cwnu2954,nan,65
hsc1887,nan,43
hsc1889,nan,33
hsc1890,nan,481
cwnu3690,nan,65
cwnu2781,nan,25
cwnu3370,nan,64
cwwdl10980,nan,46
ubc1382,nan,52
theia3849,nan,59
cwnu2561,nan,52
cwwdl2077,nan,65
cwnu2958,nan,110
cwnu2118,nan,25
cwwl2084,nan,88
hsc1892,nan,37
cwnu3433,nan,49
hsc1893,nan,33
cwwdl14307,nan,35
cwnu1881,nan,25
hsc1894,nan,44
cwnu320,nan,102
ubc1383,nan,59
oc0406,nan,46
oc0407,nan,35
cwnu3389,nan,33
ocsn144,nan,465
cwwdl14577,nan,33
cwwdl14306,nan,70
cwnu1204,nan,27
ubc1384,nan,38
cwnu3329,nan,26
oc0408,nan,32
hsc1897,nan,59
cwnu2075,nan,25
cwnu4710,nan,64
cwnu4364,nan,40
cwnu425,nan,110
oc0409,nan,25
cwnu4610,nan,99
fof589,nan,139
cwwl2083,nan,56
cwwdl3151,nan,139
cwnu2116,nan,25
cwnu4719,nan,150
cwnu4599,nan,63
cwwdl2688,nan,84
ubc1385,nan,142
cwnu1592,nan,44
hxhwl3,nan,228
cwnu1273,nan,72
hxhwl43,nan,144
cwwdl14294,nan,232
cwwdl12887,nan,33
cwnu1024,nan,302
cwnu1349,nan,60
cwnu3816,nan,125
theia373,nan,25
cwnu1064,nan,25
cwwdl14179,nan,44
cwnu2190,nan,25
cwnu2271,nan,25
cwnu1495,nan,49
hsc1902,nan,62
cwwdl8762,nan,48
cwnu1337,nan,62
cwnu340,nan,49
theia3524,nan,106
hsc1903,nan,37
cwwl2986,nan,88
cwnu4215,nan,64
hsc1904,nan,25
cwnu3081,nan,142
cwnu4518,nan,58
cwwdl10984,nan,43
cwnu3950,nan,247
cwnu1393,nan,72
theia3099,nan,25
hsc1905,nan,25
cwnu3043,nan,79
hsc1906,nan,48
oc0410,nan,54
cwnu3192,nan,42
cwnu2272,nan,25
cwnu4619,nan,62
cwnu1062,nan,51
oc0411,nan,28
cwnu2154,nan,25
cwnu4517,nan,57
hsc1907,nan,25
lisciii1320,nan,1000
oc0412,nan,35
hsc1908,nan,25
oc0413,nan,25
fof665,nan,147
cwwdl71,nan,73
hsc1910,nan,49
hsc1911,nan,55
cwnu4548,nan,86
cwwdl8761,nan,54
cwnu4713,nan,82
oc0414,nan,36
cwnu2511,nan,59
cwwdl14099,nan,65
hsc1912,nan,25
cwnu3677,nan,68
theia4419,nan,37
cwnu2938,nan,120
cwnu1403,nan,54
cwnu2093,nan,25
hsc1913,nan,48
cwnu4148,nan,191
cwwdl14295,nan,83
hsc1914,nan,25
theia118,nan,25
cwwdl6439,nan,73
ubc1386,nan,194
lisciii3492,nan,256
cwnu4100,nan,183
ubc1387,nan,56
cwwdl295,nan,41
cwnu4011,nan,170
cwnu2455,nan,67
oc0415,nan,25
ubc228,nan,46
cwnu2281,nan,136
cwnu2317,nan,110
cwnu1483,nan,33
theia277,nan,41
hsc1915,nan,25
theia2267,nan,341
cwnu2521,nan,57
cwwdl4742,nan,52
cwnu45,nan,51
theia2468,nan,90
fof1422,nan,259
hsc1916,nan,84
cwnu3302,nan,121
hsc1917,nan,31
cwnu3272,nan,83
hsc1918,nan,36
ubc1388,nan,45
cwnu140,nan,73
hsc1919,nan,28
cwwdl8784,nan,56
cwnu3338,nan,56
cwnu1034,nan,75
cwnu1344,nan,60
cwwdl14101,nan,33
cwnu246,nan,52
theia2000,nan,145
hxhwl26,nan,136
cwnu3441,nan,44
hsc1920,nan,75
cwnu3286,nan,152
theia3397,nan,207
cwnu20,nan,64
hsc1921,nan,25
hsc1922,nan,42
theia1147,nan,51
cwnu3492,nan,609
oc0416,nan,28
cwnu4573,nan,53
ubc229,nan,121
cwwdl2972,nan,64
ubc230,nan,133
cwwl2075,nan,105
cwwdl10997,nan,33
lisciii2394,nan,147
hsc1924,nan,25
ubc1389,nan,68
cwnu1384,nan,56
cwnu1924,nan,30
cwnu4188,nan,155
hsc1925,nan,25
cwwdl10991,nan,36
hsc1926,nan,60
cwnu1900,nan,30
cwnu3006,nan,50
cwwdl13544,nan,104
cwnu4727,nan,66
cwnu4231,nan,51
ubc1390,nan,38
cwnu2986,nan,88
cwnu2724,nan,76
ubc1391,nan,80
hsc1927,nan,34
cwnu4545,nan,96
cwnu1443,nan,35
cwwdl10998,nan,32
cwnu3280,nan,121
cwwl2073,nan,67
cwnu3069,nan,33
cwnu4124,nan,191
cwnu3579,nan,332
cwwl1438,nan,115
cwnu3818,nan,162
cwnu1662,nan,30
cwnu3824,nan,84
cwnu3308,nan,126
cwnu3436,nan,59
cwnu3417,nan,133
cwnu1963,nan,25
cwwdl642,nan,185
cwnu1733,nan,36
cwnu3877,nan,171
theia7057,nan,43
cwwdl2693,nan,68
hsc1931,nan,58
cwnu4645,nan,63
ubc461,nan,231
cwwdl2690,nan,56
ubc462,nan,25
hsc1932,nan,35
cwnu4632,nan,102
cwnu2061,nan,25
cwnu2333,nan,96
theia3995,nan,26
cwwdl13384,nan,33
fof939,nan,175
cwnu1462,nan,51
cwnu3662,nan,76
ubc636,nan,25
cwwdl8747,nan,80
hsc1933,nan,31
cwnu2174,nan,25
cwnu4033,nan,84
hsc1934,nan,54
cwnu3515,nan,53
hsc1935,nan,25
hsc1936,nan,41
cwwdl13542,nan,38
hxhwl9,nan,65
cwwl1144,nan,49
cwnu2217,nan,25
cwwdl6388,nan,65
cwnu4147,nan,178
cwnu2123,nan,25
cwwdl10993,nan,38
theia3628,nan,76
cwnu4383,nan,37
theia2621,nan,48
ubc231,nan,98
cwwdl10996,nan,33
fof672,nan,114
hsc1937,nan,32
cwnu3036,nan,41
cwnu2162,nan,25
hsc1938,nan,25
cwwl2060,nan,89
cwwdl8764,nan,62
cwnu290,nan,49
hsc1940,nan,25
cwnu1762,nan,35
hsc1941,nan,25
cwwdl10988,nan,46
oc0417,nan,36
cwwdl12041,nan,46
hsc1942,nan,25
cwnu1434,nan,52
hsc1943,nan,25
cwnu3307,nan,61
cwnu3194,nan,30
cwwl2091,nan,115
cwnu2451,nan,68
theia3265,nan,70
cwwdl12059,nan,46
cwwdl10985,nan,54
cwnu2402,nan,25
ubc232,nan,95
ubc463,nan,34
cwwdl13543,nan,36
cwnu2905,nan,25
ubc637,nan,123
cwwdl6451,nan,70
ubc638,nan,25
theia2822,nan,34
cwnu3827,nan,108
ubc1392,nan,81
cwwdl6464,nan,52
ubc1393,nan,61
cwwdl11004,nan,129
cwwl2100,nan,72
ubc233,nan,118
cwwdl145,nan,46
cwnu3965,nan,101
cwwdl2084,nan,84
ubc1394,nan,42
cwwdl4776,nan,60
cwwdl144,nan,49
ubc464,nan,99
cwnu3724,nan,51
cwnu4354,nan,41
oc0418,nan,40
theia2018,nan,43
hsc1945,nan,28
ubc465,nan,124
cwnu3133,nan,70
hsc1946,nan,25
hsc1949,nan,25
ubc1395,nan,60
cwwdl3100,nan,62
cwwdl12076,nan,32
cwnu4714,nan,106
cwnu4593,nan,57
cwnu4511,nan,164
cwwdl11031,nan,40
cwwdl4795,nan,52
cwnu1449,nan,52
cwnu1601,nan,43
hsc1947,nan,25
cwnu3305,nan,114
oc0419,nan,25
cwnu3479,nan,94
cwnu2302,nan,25
ubc1615,nan,25
ubc466,nan,132
cwnu1727,nan,28
cwnu2866,nan,25
cwnu1925,nan,30
lisciii1319,nan,1000
ubc639,nan,25
cwnu2567,nan,52
theia2406,nan,137
hsc1950,nan,25
lisciii2234,nan,204
oc0420,nan,32
cwnu1414,nan,35
oc0421,nan,25
cwwdl13327,nan,35
cwnu3687,nan,63
hsc1952,nan,25
cwnu1586,nan,44
hsc1954,nan,57
cwwl2987,nan,129
cwnu2980,nan,103
cwwdl12058,nan,116
cwnu3702,nan,59
cwnu3505,nan,64
cwnu3960,nan,186
cwwdl8833,nan,57
cwnu2053,nan,25
ubc1396,nan,32
hsc1957,nan,102
cwnu3738,nan,44
cwwdl92,nan,52
ubc1616,nan,25
cwnu2289,nan,25
hsc1958,nan,25
cwnu1972,nan,28
cwwdl11030,nan,40
hsc1960,nan,25
cwnu3484,nan,84
cwnu3574,nan,159
cwnu2397,nan,76
oc0422,nan,38
hsc1961,nan,90
cwnu1653,nan,30
cwnu1548,nan,46
cwnu3327,nan,119
hsc1962,nan,32
hsc1963,nan,38
cwnu3405,nan,209
cwnu1395,nan,56
lisciii1764,nan,246
cwwl2130,nan,80
hsc1965,nan,25
cwwdl11014,nan,80
cwnu2699,nan,83
cwnu2312,nan,105
hsc1967,nan,26
hsc1968,nan,38
cwnu3564,nan,80
cwwdl14180,nan,33
cwwl2110,nan,62
cwnu3905,nan,102
hsc1969,nan,43
fof947,nan,108
hsc1970,nan,25
cwnu3655,nan,44
cwwdl2698,nan,54
cwnu1561,nan,44
cwnu3418,nan,96
ubc1397,nan,40
cwnu4009,nan,85
cwnu1013,nan,51
cwnu3795,nan,110
hsc1998,nan,33
ubc21,nan,82
cwnu3073,nan,31
cwnu169,nan,48
cwnu2409,nan,25
ubc1398,nan,38
ubc1399,nan,44
cwwdl13251,nan,35
hsc1971,nan,25
cwnu1581,nan,44
cwnu3565,nan,123
cwnu4394,nan,90
ubc1400,nan,36
ubc467,nan,95
ubc1401,nan,49
cwnu4067,nan,143
cwnu3560,nan,56
ubc1402,nan,59
ubc1403,nan,27
cwnu4083,nan,98
cwwdl2092,nan,43
hsc1973,nan,25
cwnu3233,nan,77
theia4356,nan,29
cwnu2532,nan,25
cwnu4218,nan,63
cwnu1102,nan,62
fof1428,nan,137
theia4690,nan,56
hsc1974,nan,32
ubc1404,nan,35
cwnu4578,nan,43
hsc1975,nan,25
hsc1976,nan,25
cwwdl298,nan,140
cwnu3689,nan,64
cwnu3743,nan,40
cwnu3304,nan,124
hsc1977,nan,25
cwnu2537,nan,56
ubc1405,nan,97
oc0423,nan,86
cwwdl12075,nan,32
cwnu1794,nan,27
ubc235,nan,122
cwwdl4791,nan,46
cwwdl8831,nan,67
cwnu2893,nan,25
cwwdl650,nan,142
cwwl1460,nan,86
cwnu4039,nan,232
cwnu4252,nan,28
cwnu3386,nan,113
cwwdl6469,nan,52
ubc640,nan,41
fof1429,nan,301
cwnu1162,nan,30
cwnu1324,nan,38
cwnu2874,nan,25
cwwdl11011,nan,59
cwnu1746,nan,27
hsc1979,nan,25
cwwdl303,nan,78
cwnu1169,nan,30
oc0424,nan,32
cwnu3874,nan,53
oc0425,nan,27
ubc1406,nan,41
cwnu4267,nan,128
ubc1407,nan,110
ubc1408,nan,35
cwnu2523,nan,57
cwwdl14423,nan,48
hxhwl65,nan,51
cwnu1026,nan,46
oc0426,nan,33
oc0427,nan,38
cwnu1913,nan,25
cwnu3463,nan,124
cwnu4575,nan,37
ubc1409,nan,40
oc0428,nan,25
ubc236,nan,56
cwnu289,nan,262
hsc1980,nan,25
cwwdl3541,nan,52
cwnu1626,nan,30
cwnu2931,nan,56
cwwdl300,nan,67
ocsn82,nan,353
ubc1410,nan,32
cwnu4757,nan,70
cwnu2615,nan,49
fof201,nan,219
hsc1981,nan,115
cwwdl2090,nan,65
cwwdl4783,nan,49
fof1431,nan,269
ubc237,nan,43
ubc468,nan,64
cwnu2429,nan,72
ubc641,nan,25
cwwdl652,nan,54
ubc1412,nan,41
hsc1983,nan,33
ubc1411,nan,110
ubc1413,nan,36
cwnu269,nan,48
theia3992,nan,33
cwnu212,nan,80
cwnu3720,nan,56
oc0429,nan,72
oc0430,nan,124
cwwdl2091,nan,48
ubc642,nan,25
cwnu3941,nan,158
hsc1984,nan,25
cwnu3654,nan,77
fof942,nan,631
cwnu1897,nan,30
cwnu3466,nan,43
oc0431,nan,25
oc0432,nan,35
cwnu538,nan,54
hsc1985,nan,25
cwnu524,nan,32
cwnu2845,nan,44
cwnu3212,nan,169
cwnu204,nan,68
hsc1987,nan,33
hsc1988,nan,25
cwwdl8822,nan,80
cwnu160,nan,68
hsc1990,nan,45
cwnu4013,nan,108
cwnu1360,nan,41
ubc1414,nan,108
cwnu3404,nan,79
ubc1415,nan,30
cwwdl8825,nan,48
cwwdl3574,nan,41
ubc1416,nan,63
cwnu452,nan,68
hsc1992,nan,34
cwnu4627,nan,57
cwnu3620,nan,112
cwnu528,nan,316
cwwdl348,nan,73
cwnu3823,nan,135
cwnu3733,nan,43
cwnu2045,nan,27
ubc469,nan,48
theia249,nan,82
cwnu539,nan,35
cwnu268,nan,54
cwnu3079,nan,116
cwnu1345,nan,46
hsc1993,nan,25
cwnu2921,nan,30
cwnu1178,nan,25
cwwdl11112,nan,33
cwwdl13202,nan,43
hsc1994,nan,25
fof1457,nan,196
hsc1995,nan,69
oc0433,nan,35
cwnu3549,nan,37
theia58,nan,288
cwnu342,nan,51
cwnu94,nan,102
ocsn83,nan,320
oc0434,nan,115
oc0435,nan,43
cwnu2688,nan,44
cwwdl12901,nan,48
fof967,nan,202
cwnu3351,nan,169
hsc1997,nan,25
cwnu2587,nan,120
cwwdl2701,nan,80
cwnu2661,nan,112
oc0436,nan,40
oc0437,nan,30
cwnu1635,nan,41
ubc1417,nan,47
cwnu4552,nan,115
cwnu3622,nan,108
cwnu2923,nan,25
ubc1418,nan,25
cwwdl13205,nan,33
hsc1999,nan,57
cwwdl11089,nan,76
cwnu2978,nan,200
cwnu1679,nan,40
cwnu3236,nan,114
cwnu1321,nan,88
cwnu2407,nan,75
cwnu2819,nan,46
cwwdl4830,nan,64
hsc2001,nan,25
ocsn210,nan,385
cwnu3115,nan,94
ubc470,nan,35
cwwdl660,nan,278
cwnu3553,nan,44
ubc1419,nan,38
cwnu4128,nan,53
cwnu1631,nan,41
ubc1420,nan,57
ubc7,nan,134
cwnu3056,nan,65
hsc2002,nan,25
ocsn84,nan,116
cwnu1974,nan,25
hsc2003,nan,25
fof2385,nan,337
hsc2004,nan,71
cwnu193,nan,46
cwnu4634,nan,58
ubc238,nan,192
ubc239,nan,115
cwwdl11103,nan,35
hsc2005,nan,25
cwnu4631,nan,60
cwnu4059,nan,88
cwnu1769,nan,35
fof204,nan,673
hsc2006,nan,45
cwwdl8911,nan,44
hsc2007,nan,25
cwnu1728,nan,36
oc0438,nan,43
ubc1421,nan,30
cwnu3782,nan,120
cwwdl2703,nan,193
hsc2009,nan,25
oc0439,nan,25
cwnu2790,nan,25
ubc1422,nan,30
theia665,nan,74
ubc1617,nan,45
cwnu4243,nan,38
hsc2010,nan,25
ubc1423,nan,57
cwnu2182,nan,25
ubc1581,nan,25
hsc2011,nan,25
cwnu3306,nan,106
cwnu2110,nan,25
cwwdl11073,nan,46
cwnu384,nan,52
cwwdl11071,nan,57
cwnu4107,nan,99
theia7673,nan,54
cwnu1361,nan,36
theia3423,nan,25
cwnu3611,nan,104
cwnu3591,nan,30
hsc2012,nan,47
cwnu129,nan,56
cwnu2640,nan,48
cwnu2423,nan,73
cwnu25,nan,49
hsc1991,nan,25
cwnu1622,nan,25
cwnu2376,nan,25
cwnu1848,nan,25
cwnu2588,nan,49
ubc1424,nan,44
fof1989,nan,232
cwnu2670,nan,78
cwnu4740,nan,85
fof386,nan,308
cwwdl671,nan,92
cwnu2657,nan,46
cwwdl6540,nan,108
ubc240,nan,89
cwnu3095,nan,51
cwnu3808,nan,129
ubc471,nan,123
theia5150,nan,294
cwwdl12899,nan,56
cwnu128,nan,105
cwnu2065,nan,25
cwnu3504,nan,81
fof1454,nan,496
cwwdl12087,nan,52
hsc2014,nan,25
hsc2015,nan,53
cwnu4048,nan,93
cwnu3476,nan,135
cwwdl1227,nan,51
cwnu3706,nan,59
upk492,nan,56
cwnu509,nan,49
cwwdl12085,nan,49
hsc2016,nan,396
hsc2017,nan,52
cwnu3136,nan,108
cwwdl2705,nan,48
cwwdl2111,nan,83
hsc2018,nan,49
hsc2019,nan,49
cwnu3088,nan,208
cwwdl4841,nan,70
ubc643,nan,69
fof1455,nan,165
hsc2020,nan,33
oc0440,nan,52
cwnu301,nan,75
cwnu1562,nan,44
theia3932,nan,57
cwnu3603,nan,95
hsc2021,nan,25
ubc241,nan,92
cwwl1481,nan,128
cwnu1474,nan,51
theia3339,nan,44
cwnu3791,nan,122
hsc2022,nan,25
cwwdl2104,nan,132
ubc1425,nan,114
cwwdl2109,nan,40
upk495,nan,57
cwwl2999,nan,84
upk494,nan,34
ubc1426,nan,46
hsc2023,nan,25
cwnu1879,nan,25
ubc1427,nan,63
cwwdl2100,nan,97
ubc644,nan,27
ubc1428,nan,37
ubc472,nan,72
cwwdl3913,nan,46
oc0441,nan,28
hsc1989,nan,39
cwnu3656,nan,62
cwnu2198,nan,25
ubc473,nan,38
cwwdl2102,nan,49
ubc474,nan,74
fof1437,nan,651
ubc645,nan,62
cwnu2368,nan,86
cwnu3767,nan,35
cwnu228,nan,99
oc0442,nan,41
cwwdl13964,nan,57
cwnu2316,nan,102
ubc475,nan,59
cwnu3314,nan,122
cwwdl8942,nan,44
cwnu1378,nan,36
hsc2025,nan,25
cwwdl11105,nan,35
hsc2013,nan,36
hsc2026,nan,28
cwwdl12098,nan,46
ubc646,nan,32
ocsn231,nan,444
cwwdl14591,nan,217
ubc1429,nan,58
cwnu1368,nan,57
cwnu4758,nan,43
hsc2027,nan,62
fof1441,nan,214
cwwdl2105,nan,155
cwnu2357,nan,25
cwnu2947,nan,59
ubc1430,nan,38
cwnu3755,nan,38
cwnu3783,nan,59
cwwdl6647,nan,75
hsc2030,nan,25
ubc1431,nan,46
cwnu298,nan,62
cwnu1232,nan,25
hxhwl42,nan,105
cwwdl12121,nan,32
cwwl1500,nan,72
hsc2031,nan,60
cwwdl11110,nan,59
cwnu4363,nan,44
cwwdl11150,nan,51
ubc1432,nan,153
cwnu417,nan,57
theia651,nan,54
cwnu1957,nan,25
hsc2032,nan,50
cwnu223,nan,48
hsc2033,nan,25
theia5779,nan,38
cwwdl2706,nan,185
cwwdl12902,nan,51
cwnu1048,nan,32
theia5320,nan,115
hsc2034,nan,25
cwnu2944,nan,112
cwnu4090,nan,80
cwnu3004,nan,80
ubc476,nan,63
hsc2036,nan,25
cwnu3644,nan,158
cwnu2977,nan,279
cwnu3273,nan,70
theia80,nan,25
cwnu2062,nan,25
hsc2037,nan,25
hsc2038,nan,25
cwnu3997,nan,80
cwnu2899,nan,25
cwwdl3887,nan,64
cwnu1280,nan,70
cwnu1847,nan,33
cwnu3948,nan,105
cwnu2955,nan,116
hsc2039,nan,42
theia177,nan,25
cwwdl12927,nan,60
hsc2040,nan,38
cwnu3291,nan,41
cwnu2491,nan,72
oc0443,nan,56
hsc2041,nan,104
hsc2042,nan,49
hsc2028,nan,25
cwnu3011,nan,211
hsc2043,nan,73
oc0444,nan,25
ocsn202,nan,156
upk499,nan,169
cwnu2546,nan,131
ubc1433,nan,46
cwnu3617,nan,145
theia31,nan,81
cwwdl12928,nan,60
cwwdl681,nan,161
cwnu435,nan,52
cwnu1926,nan,30
hxhwl70,nan,49
cwnu4344,nan,75
oc0445,nan,36
cwnu3472,nan,132
cwnu1039,nan,78
cwnu3556,nan,134
theia4930,nan,34
cwnu4164,nan,118
theia3768,nan,45
cwnu4029,nan,312
theia5431,nan,126
cwnu3311,nan,156
theia3967,nan,38
ubc1582,nan,31
cwwl1161,nan,113
cwnu3203,nan,147
cwnu4193,nan,47
cwnu526,nan,51
ocsn85,nan,121
cwnu531,nan,38
cwnu4348,nan,65
cwnu363,nan,83
oc0446,nan,43
cwwdl8989,nan,59
hsc2045,nan,26
cwnu4541,nan,203
cwnu2943,nan,135
cwwdl2131,nan,94
theia2360,nan,109
hsc2046,nan,37
cwwdl3568,nan,46
fof2287,nan,97
oc0447,nan,46
cwnu198,nan,52
theia3286,nan,25
ubc1583,nan,109
upk502,nan,69
cwwdl14382,nan,38
cwnu2500,nan,70
hsc2049,nan,25
cwnu150,nan,89
cwnu433,nan,57
cwnu4328,nan,55
cwnu3673,nan,88
cwwdl6645,nan,68
oc0448,nan,35
hxhwl71,nan,57
cwnu1889,nan,30
ubc1434,nan,41
cwnu536,nan,112
cwnu283,nan,41
hsc2050,nan,28
cwnu4235,nan,47
cwnu1174,nan,25
cwnu3129,nan,237
cwnu4709,nan,61
ubc1618,nan,49
cwnu4421,nan,85
hsc2052,nan,25
cwnu1766,nan,35
cwnu1135,nan,40
oc0449,nan,27
hsc2053,nan,25
theia472,nan,25
lisciii2396,nan,414
hsc2054,nan,25
cwnu171,nan,78
cwnu2122,nan,25
cwnu4580,nan,95
cwnu102,nan,52
cwnu3000,nan,79
cwnu3395,nan,70
hsc2055,nan,25
hsc2056,nan,51
lisciii3783,nan,94
hsc2057,nan,25
hsc2058,nan,25
ocsn86,nan,118
ubc1435,nan,55
cwnu1419,nan,35
hsc2059,nan,25
cwnu338,nan,70
cwwdl14596,nan,40
oc0451,nan,27
hsc2060,nan,25
oc0450,nan,36
cwnu2382,nan,25
theia2103,nan,40
hsc2061,nan,220
cwnu331,nan,56
hsc2063,nan,30
cwnu4082,nan,66
cwnu1195,nan,30
cwnu1031,nan,38
cwnu2094,nan,25
cwnu3588,nan,201
hsc2064,nan,33
hsc2065,nan,60
cwnu4041,nan,929
cwnu3876,nan,88
hsc2066,nan,38
cwnu4201,nan,73
hsc2068,nan,28
hsc2047,nan,41
cwnu72,nan,110
cwnu1069,nan,142
cwnu3384,nan,71
cwnu1096,nan,38
oc0452,nan,244
hsc2071,nan,30
cwwdl2981,nan,81
ubc1436,nan,118
hsc2072,nan,59
theia773,nan,76
cwnu3516,nan,109
hsc2073,nan,50
cwnu3299,nan,88
hsc2075,nan,46
cwnu3174,nan,101
oc0453,nan,25
cwnu4143,nan,68
hsc2076,nan,25
cwnu4307,nan,83
cwnu233,nan,52
ubc1437,nan,40
cwnu3220,nan,92
hsc2077,nan,37
cwnu4671,nan,54
hsc2078,nan,25
theia3975,nan,96
oc0454,nan,27
hsc2080,nan,25
cwwdl11165,nan,73
oc0455,nan,44
oc0456,nan,33
oc0457,nan,28
hsc2081,nan,32
cwnu1224,nan,44
cwwdl14610,nan,83
theia274,nan,448
upk508,nan,65
cwwdl14250,nan,51
hsc2082,nan,94
hsc2083,nan,40
ocsn201,nan,460
cwnu3350,nan,148
hxhwl15,nan,129
cwnu1083,nan,612
cwnu1160,nan,25
cwnu3249,nan,162
hsc2084,nan,119
cwwdl3334,nan,38
cwnu4268,nan,126
oc0458,nan,28
hsc2085,nan,32
cwnu2748,nan,73
oc0459,nan,32
cwnu1116,nan,43
cwnu1067,nan,48
cwnu1121,nan,65
oc0460,nan,25
cwwdl3299,nan,44
ubc478,nan,71
oc0461,nan,30
theia1079,nan,63
cwnu3475,nan,135
cwwdl3586,nan,52
ubc479,nan,52
cwnu4437,nan,108
oc0462,nan,33
cwnu366,nan,80
cwnu4565,nan,146
oc0463,nan,44
oc0464,nan,30
oc0465,nan,43
fof2221,nan,319
cwwdl13331,nan,57
oc0466,nan,35
lisciii3668,nan,347
theia1884,nan,69
fof2220,nan,123
oc0467,nan,131
oc0468,nan,30
oc0469,nan,41
theia986,nan,139
cwwdl14141,nan,35
hsc2086,nan,25
cwnu2351,nan,25
cwnu1082,nan,788
cwnu123,nan,59
oc0470,nan,89
cwnu4110,nan,385
ocsn200,nan,892
cwnu1656,nan,40
hsc2088,nan,41
cwnu1805,nan,27
theia1890,nan,125
cwwdl13550,nan,51
cwnu399,nan,54
cwnu437,nan,48
oc0471,nan,28
cwnu430,nan,54
cwnu306,nan,97
ubc1584,nan,74
ubc1619,nan,37
cwnu1030,nan,94
theia1024,nan,42
hsc2089,nan,44
cwwdl14102,nan,60
cwnu2814,nan,68
cwnu1389,nan,56
hsc2090,nan,28
cwnu1163,nan,25
ocsn145,nan,612
cwnu339,nan,52
lisciii3323,nan,91
cwnu12,nan,110
hsc2091,nan,35
fof2387,nan,1000
cwnu1239,nan,54
oc0472,nan,36
theia6978,nan,161
cwwdl3104,nan,83
cwwdl14127,nan,43
ubc1438,nan,142
hsc2092,nan,25
theia1179,nan,73
cwnu1237,nan,35
cwnu1665,nan,40
hsc2093,nan,28
cwwdl14576,nan,46
hsc2094,nan,65
cwnu1892,nan,30
cwnu1194,nan,25
cwnu1265,nan,30
hsc2095,nan,47
cwnu3650,nan,80
cwnu3873,nan,235
ubc1439,nan,68
cwnu3097,nan,51
hsc2096,nan,25
oc0473,nan,99
ubc1440,nan,113
oc0474,nan,25
hsc2097,nan,121
cwwl3526,nan,832
cwnu1458,nan,51
hsc2099,nan,25
hsc2100,nan,25
cwnu3636,nan,255
ubc647,nan,41
hsc2102,nan,114
cwnu3025,nan,43
hsc2103,nan,25
ubc1441,nan,102
hsc2104,nan,25
cwnu57,nan,54
ubc1442,nan,59
cwnu408,nan,52
hsc2105,nan,25
cwnu2914,nan,25
cwnu529,nan,33
hsc2106,nan,93
hxhwl11,nan,161
hsc2107,nan,25
cwwdl14593,nan,51
hsc2127,nan,25
cwnu4582,nan,41
cwnu2311,nan,25
cwnu4455,nan,85
cwwdl14592,nan,60
cwwdl14595,nan,40
ubc648,nan,82
hsc2110,nan,49
cwnu2974,nan,341
cwnu1144,nan,94
oc0475,nan,25
oc0476,nan,25
ubc243,nan,137
cwnu2170,nan,25
cwwdl3398,nan,48
cwnu4030,nan,40
cwnu4002,nan,108
cwnu1037,nan,59
cwwdl3395,nan,52
oc0477,nan,25
hsc2112,nan,31
cwnu3145,nan,163
cwnu2037,nan,27
cwnu4006,nan,131
hsc2113,nan,25
hxhwl68,nan,113
ocsn254,nan,758
