fname,N_clust,N_clust_max
cwnu4406,nan,39
hsc1588,nan,25
cwwl2971,nan,76
ubc1318,nan,57
hsc1581,nan,25
hsc1582,nan,51
cwwdl6302,nan,68
oc0327,nan,33
ubc1319,nan,124
cwnu4257,nan,203
hsc1583,nan,86
ubc439,nan,80
oc0328,nan,41
oc0329,nan,28
cwwdl10875,nan,35
cwnu3764,nan,35
cwnu1092,nan,28
hsc1585,nan,28
cwwdl10867,nan,38
theia2133,nan,83
cwnu451,nan,60
oc0330,nan,40
cwnu3959,nan,138
hsc1586,nan,25
cwnu3285,nan,53
cwwdl10872,nan,35
ubc80,nan,59
cwnu1436,nan,52
cwwl2009,nan,83
cwwdl6296,nan,80
cwwdl12530,nan,40
ubc1320,nan,29
cwwdl10854,nan,97
oc0331,nan,27
hsc1555,nan,74
theia3309,nan,25
oc0332,nan,27
cwnu2535,nan,169
ubc617,nan,58
hsc1587,nan,25
hsc1580,nan,66
cwnu4571,nan,81
cwnu1093,nan,35
cwnu3520,nan,85
cwwdl11968,nan,46
hsc1590,nan,51
ubc1321,nan,35
cwnu3507,nan,85
cwwdl245,nan,44
cwnu1550,nan,46
theia4212,nan,48
cwnu4764,nan,152
cwnu4053,nan,294
cwnu3784,nan,89
hsc1593,nan,394
cwnu1593,nan,40
lisciii3649,nan,134
hsc1594,nan,25
oc0333,nan,27
cwnu2460,nan,67
hsc1595,nan,53
cwwdl603,nan,57
cwnu385,nan,56
cwnu2858,nan,30
cwwdl12773,nan,56
cwnu4641,nan,293
hsc1630,nan,94
cwwdl246,nan,38
cwwdl11978,nan,49
cwnu1293,nan,67
ocsn56,nan,475
fof925,nan,150
fof2371,nan,814
hsc1598,nan,53
cwnu2948,nan,69
cwnu2880,nan,27
cwnu3346,nan,85
ocsn57,nan,348
ubc1322,nan,84
cwnu1755,nan,36
cwnu1177,nan,25
cwnu3681,nan,71
hsc1599,nan,25
hsc1600,nan,52
oc0334,nan,25
oc0335,nan,25
cwnu81,nan,52
ubc204,nan,62
hsc1601,nan,25
cwnu3562,nan,66
cwnu1473,nan,51
cwnu4335,nan,31
cwwdl14317,nan,35
cwwdl12777,nan,44
cwwdl3759,nan,43
ubc82,nan,49
ubc1323,nan,71
cwwdl3090,nan,60
cwnu1208,nan,25
ocsn58,nan,46
cwwdl3777,nan,75
hxhwl12,nan,86
theia1797,nan,134
cwnu418,nan,51
cwwdl4672,nan,91
ubc1324,nan,35
cwwdl615,nan,112
cwnu1835,nan,25
theia2615,nan,25
oc0336,nan,28
cwnu4054,nan,112
theia3715,nan,25
hsc1608,nan,45
cwwdl14536,nan,41
cwnu4190,nan,33
theia3428,nan,83
oc0337,nan,25
ubc1325,nan,35
cwnu257,nan,136
ubc618,nan,38
hxhwl50,nan,65
cwwdl255,nan,48
cwwdl254,nan,43
ubc1326,nan,39
cwnu2014,nan,27
upk402,nan,47
cwnu1015,nan,73
hsc1603,nan,45
lisciii1762,nan,102
hxhwl58,nan,60
cwwdl13796,nan,36
cwnu1906,nan,30
hsc1605,nan,25
cwwl3512,nan,216
theia545,nan,42
oc0338,nan,27
ocsn59,nan,192
lisciii3613,nan,145
lisciii931,nan,185
cwwdl3194,nan,52
cwnu2022,nan,27
ubc1327,nan,110
oc0339,nan,32
cwwdl12795,nan,35
ubc83,nan,67
lisciii3646,nan,171
cwnu3531,nan,52
cwnu3074,nan,65
lisciii932,nan,152
ubc1328,nan,40
cwnu159,nan,51
ocsn60,nan,152
cwnu4603,nan,79
cwnu2925,nan,25
hsc1610,nan,25
cwwdl11989,nan,48
cwnu2855,nan,33
cwwdl12788,nan,48
cwnu3576,nan,117
oc0340,nan,27
ocsn61,nan,332
cwnu1010,nan,48
cwnu2152,nan,25
cwnu1666,nan,40
cwnu156,nan,72
cwnu1018,nan,67
cwnu3388,nan,118
cwnu2524,nan,57
hsc1611,nan,25
cwnu2796,nan,108
theia2782,nan,25
cwnu1233,nan,25
cwnu1510,nan,48
cwnu2902,nan,25
hsc1612,nan,26
fof2382,nan,528
hsc1613,nan,35
cwnu4412,nan,26
ubc619,nan,36
cwnu2683,nan,84
cwnu3442,nan,65
cwnu3890,nan,37
ubc17b,nan,180
cwwdl12787,nan,41
hsc1614,nan,25
cwnu1824,nan,33
oc0341,nan,134
theia13,nan,249
ocsn194,nan,713
ocsn62,nan,228
theia139,nan,105
cwnu2965,nan,63
ubc17a,nan,102
hsc1615,nan,27
cwnu1420,nan,54
ubc1329,nan,49
cwnu2937,nan,56
hsc1640,nan,128
lisciii933,nan,1000
ocsn63,nan,424
hsc1618,nan,25
cwnu4499,nan,69
cwnu4106,nan,121
oc0342,nan,41
theia2812,nan,84
ocsn64,nan,72
theia189,nan,104
ocsn65,nan,256
hsc1619,nan,27
theia2118,nan,138
cwnu2747,nan,73
hsc1620,nan,112
cwnu3179,nan,174
hsc1622,nan,26
hsc1623,nan,48
hsc1624,nan,39
cwnu3143,nan,151
cwnu1054,nan,67
cwnu3607,nan,98
hsc1625,nan,28
cwnu1516,nan,48
cwnu205,nan,112
hsc1627,nan,42
fof1388,nan,402
cwnu3776,nan,25
cwwdl13379,nan,41
hsc1629,nan,42
cwnu1999,nan,28
cwnu2989,nan,39
cwnu2482,nan,25
cwnu1088,nan,30
cwnu3688,nan,64
cwnu2120,nan,25
cwnu4516,nan,73
theia558,nan,96
lisciii934,nan,867
cwnu2576,nan,41
ocsn66,nan,99
cwnu1028,nan,30
cwnu1003,nan,59
cwwdl3193,nan,49
hsc1631,nan,52
oc0343,nan,65
cwnu2818,nan,48
cwwdl14136,nan,44
hsc1566,nan,29
cwwdl14540,nan,75
hsc1633,nan,68
ocsn262,nan,299
cwnu3449,nan,31
cwnu158,nan,56
hsc1634,nan,40
cwnu3252,nan,105
cwnu1978,nan,28
hsc1635,nan,60
hsc1636,nan,25
ubc206,nan,63
hsc1637,nan,104
cwwdl10881,nan,46
cwwdl13281,nan,32
cwwdl14541,nan,38
hsc1638,nan,114
fof1390,nan,648
cwwdl10880,nan,97
cwnu2341,nan,38
cwwdl11991,nan,41
cwnu1956,nan,84
cwnu4675,nan,137
cwnu1313,nan,64
cwnu1281,nan,70
hsc1641,nan,25
ocsn67,nan,99
oc0344,nan,28
cwnu2655,nan,91
hsc1648,nan,78
cwnu2039,nan,27
lisciii2980,nan,153
cwwdl11994,nan,40
ubc207,nan,88
cwnu3204,nan,114
cwnu2426,nan,25
hsc1643,nan,36
hsc1644,nan,25
cwnu2178,nan,25
cwnu1258,nan,25
ubc620,nan,38
cwnu4210,nan,67
hsc1645,nan,26
cwnu4569,nan,98
ocsn225,nan,625
ubc622,nan,27
ubc1330,nan,91
lisciii1682,nan,192
cwwdl3775,nan,72
cwnu239,nan,148
cwnu1251,nan,32
cwnu2697,nan,44
ocsn68,nan,112
cwnu4338,nan,58
cwwdl2050,nan,94
ubc1332,nan,69
ocsn244,nan,1000
hsc1647,nan,25
ubc1331,nan,78
oc0345,nan,38
cwnu1262,nan,38
cwnu2181,nan,25
ubc1333,nan,50
cwnu266,nan,49
cwnu2267,nan,25
ubc1334,nan,59
cwnu221,nan,84
hsc1649,nan,25
cwwdl13538,nan,32
hsc1658,nan,31
theia1734,nan,109
ubc1335,nan,78
oc0346,nan,38
cwnu2628,nan,100
hsc1651,nan,25
ocsn226,nan,345
cwnu4583,nan,143
cwnu2103,nan,25
cwnu3962,nan,203
cwnu3103,nan,147
hsc1652,nan,47
cwwdl14289,nan,54
theia1408,nan,150
hsc1653,nan,30
cwnu3247,nan,140
hsc1654,nan,63
cwnu3581,nan,47
hsc1655,nan,25
hsc1656,nan,54
hsc1657,nan,30
hsc1659,nan,25
cwnu4266,nan,129
hsc1660,nan,25
cwnu3024,nan,41
theia2356,nan,54
oc0347,nan,347
hxhwl19,nan,65
cwnu1057,nan,32
cwnu232,nan,158
ubc1336,nan,76
hsc1663,nan,25
cwnu2111,nan,25
cwnu1072,nan,46
cwnu273,nan,73
oc0348,nan,62
cwnu1532,nan,32
oc0349,nan,75
hsc1664,nan,25
oc0350,nan,27
hsc1665,nan,60
cwnu3647,nan,273
fof1392,nan,412
hsc1667,nan,25
fof2198,nan,161
hsc1668,nan,49
cwnu2031,nan,25
hxhwl60,nan,88
cwwdl14076,nan,49
ubc1337,nan,65
cwnu250,nan,51
oc0351,nan,30
cwnu4779,nan,33
cwnu4336,nan,66
cwnu3071,nan,94
fof1393,nan,245
cwnu3231,nan,90
cwnu310,nan,48
oc0352,nan,32
upk416,nan,25
cwnu4117,nan,228
cwwdl14140,nan,40
cwnu2558,nan,124
cwnu3287,nan,171
cwnu3288,nan,104
hsc1670,nan,25
cwnu2126,nan,25
cwnu4558,nan,320
hsc1671,nan,44
cwnu3403,nan,109
hsc1672,nan,25
cwnu238,nan,59
cwnu263,nan,52
oc0353,nan,25
fof1394,nan,278
cwnu2687,nan,88
ubc210,nan,111
cwnu1623,nan,41
cwwdl84,nan,68
cwnu4356,nan,53
cwnu3374,nan,32
hsc1673,nan,25
cwnu240,nan,49
cwnu1861,nan,32
hsc1674,nan,25
cwnu3544,nan,166
cwnu4084,nan,152
hsc1675,nan,35
ubc1338,nan,108
cwnu2085,nan,25
ubc440,nan,44
cwnu3131,nan,64
cwwdl13248,nan,32
cwwdl617,nan,244
hsc1676,nan,25
upk418,nan,27
cwnu4122,nan,173
hsc1677,nan,47
cwnu4597,nan,55
cwnu2777,nan,25
hsc1684,nan,25
cwnu2119,nan,25
oc0354,nan,25
cwnu288,nan,60
cwnu4746,nan,159
fof658,nan,136
cwwdl3289,nan,65
ubc1339,nan,163
ubc1340,nan,45
hsc1666,nan,110
theia172,nan,322
cwnu2477,nan,65
ubc1341,nan,52
cwwdl611,nan,153
ubc212,nan,91
ocsn69,nan,142
cwnu254,nan,276
hsc1678,nan,31
cwnu2012,nan,28
cwnu3481,nan,48
ocsn104,nan,312
cwwdl14655,nan,76
upk422,nan,240
ubc623,nan,28
cwnu4809,nan,101
cwnu3230,nan,71
cwnu3855,nan,72
cwwdl14656,nan,52
cwnu3099,nan,93
hsc1679,nan,25
cwnu1966,nan,54
hsc1680,nan,39
cwnu1022,nan,35
ubc624,nan,41
cwnu3470,nan,128
cwnu1714,nan,38
hsc1681,nan,25
cwnu1331,nan,62
cwwdl14554,nan,51
cwwdl14085,nan,38
cwnu4254,nan,25
cwnu4244,nan,37
ocsn70,nan,208
oc0355,nan,73
cwwdl12533,nan,48
oc0356,nan,104
hsc1683,nan,25
cwnu1845,nan,33
cwwdl2058,nan,36
oc0357,nan,168
hsc1685,nan,28
fof2262,nan,184
hsc1686,nan,28
ocsn71,nan,204
cwnu1969,nan,28
hsc1687,nan,25
hsc1688,nan,30
hsc1689,nan,31
cwnu3261,nan,100
cwnu131,nan,84
ubc1342,nan,50
cwnu1526,nan,48
cwwdl13960,nan,54
oc0358,nan,60
ubc1343,nan,40
hsc1690,nan,53
cwnu3096,nan,51
hsc1691,nan,43
hsc1692,nan,25
cwnu3026,nan,117
cwwdl3093,nan,67
cwwdl12538,nan,44
cwwdl12541,nan,35
ubc1344,nan,57
cwnu192,nan,59
cwwdl12546,nan,32
fof930,nan,155
oc0359,nan,70
cwnu1791,nan,35
cwwdl12809,nan,68
ubc625,nan,25
cwnu130,nan,56
ubc1345,nan,68
hsc1693,nan,25
cwnu2456,nan,67
cwwdl12817,nan,48
ubc441,nan,95
cwnu1291,nan,40
cwwdl128,nan,72
cwnu3879,nan,78
cwnu4489,nan,177
cwnu189,nan,57
cwnu279,nan,88
ubc1346,nan,44
cwnu527,nan,54
hsc1714,nan,58
ubc1347,nan,80
cwwdl2674,nan,97
hsc1697,nan,38
cwnu3270,nan,40
ubc1348,nan,25
hxhwl2,nan,70
hsc1698,nan,25
hsc1699,nan,25
cwwdl14090,nan,1000
hsc1700,nan,39
hsc1701,nan,25
cwwdl2672,nan,225
fof373,nan,317
oc0360,nan,25
hsc1702,nan,169
cwwdl12814,nan,41
cwwdl12818,nan,46
hsc1704,nan,51
cwnu3345,nan,96
ubc442,nan,89
theia2449,nan,52
cwnu1041,nan,30
cwnu4265,nan,130
cwnu3381,nan,101
hsc1706,nan,29
cwwdl2675,nan,92
cwwdl3506,nan,44
ubc214,nan,118
theia256,nan,69
cwnu1227,nan,33
hsc1707,nan,25
ocsn72,nan,88
cwnu3116,nan,141
hsc1708,nan,25
theia15,nan,25
oc0361,nan,60
oc0362,nan,81
cwwdl14261,nan,33
cwnu302,nan,89
hsc1709,nan,25
cwwdl6326,nan,51
cwwdl10888,nan,46
upk429,nan,101
ubc215,nan,81
cwnu2627,nan,100
cwwdl3513,nan,35
cwnu2809,nan,139
cwnu1661,nan,30
ubc626,nan,118
cwnu1176,nan,25
cwnu1953,nan,38
hxhwl74,nan,56
ubc1349,nan,35
cwnu2293,nan,118
hsc1715,nan,25
cwnu3482,nan,205
cwnu2501,nan,171
ubc216,nan,91
cwnu1318,nan,25
cwwdl10896,nan,41
cwwdl12009,nan,33
cwwdl65,nan,102
ubc443,nan,74
cwwdl3357,nan,48
cwwdl12539,nan,36
hsc1716,nan,25
cwnu3567,nan,127
cwwdl129,nan,89
cwnu3207,nan,142
lisciii3344,nan,404
ubc1350,nan,39
oc0363,nan,43
cwnu143,nan,67
theia383,nan,95
cwwdl12816,nan,51
cwnu172,nan,57
hxhwl72,nan,56
cwnu1512,nan,48
fof1977,nan,231
ocsn73,nan,86
theia1885,nan,71
cwnu1771,nan,35
oc0364,nan,43
cwnu472,nan,60
cwnu2076,nan,25
cwwdl12543,nan,33
hsc1719,nan,25
cwnu2038,nan,27
cwwdl12833,nan,33
upk431,nan,89
cwnu3683,nan,62
oc0365,nan,25
cwnu4098,nan,128
cwnu532,nan,25
hsc1720,nan,39
cwwl2972,nan,97
hsc1721,nan,25
cwnu1410,nan,54
cwwdl12007,nan,36
hsc1722,nan,50
cwwdl12808,nan,70
hsc1723,nan,25
hsc1724,nan,32
hsc1725,nan,125
cwnu4513,nan,161
cwnu4028,nan,204
cwwdl14340,nan,44
cwnu9,nan,65
hsc1726,nan,50
ubc1351,nan,56
cwwdl2965,nan,91
cwwdl14686,nan,78
cwwdl12836,nan,32
cwnu1503,nan,48
upk433,nan,81
hsc1727,nan,25
fof2439,nan,651
cwnu3316,nan,124
cwnu2222,nan,25
cwwdl13195,nan,35
cwnu1444,nan,52
ocsn211,nan,715
cwnu3788,nan,28
lisciii1314,nan,907
cwnu201,nan,49
cwnu3309,nan,153
hsc1728,nan,148
hsc1729,nan,25
cwnu2107,nan,25
ubc1614,nan,31
cwnu251,nan,64
hsc1730,nan,25
hsc1731,nan,62
cwnu2972,nan,144
upk436,nan,127
cwnu3167,nan,193
cwwdl3511,nan,36
theia176,nan,25
cwnu2077,nan,25
hsc1732,nan,34
cwnu1447,nan,52
cwnu1218,nan,35
cwnu2147,nan,25
oc0366,nan,40
fof1985,nan,256
cwwdl10892,nan,52
cwwdl12536,nan,68
cwnu1782,nan,27
ubc217,nan,88
cwwdl10891,nan,44
ubc627,nan,25
cwnu372,nan,64
cwnu4732,nan,116
upk438,nan,25
cwnu222,nan,59
hsc1734,nan,42
cwwdl10913,nan,41
hsc1735,nan,25
fof1399,nan,207
cwnu18,nan,164
cwnu4750,nan,326
cwnu4596,nan,109
oc0367,nan,28
fof1398,nan,234
cwwdl14262,nan,33
cwnu1099,nan,32
cwwdl10917,nan,36
cwnu2711,nan,80
oc0368,nan,30
ubc444,nan,109
cwnu1973,nan,28
theia546,nan,102
cwnu1927,nan,30
cwnu1712,nan,38
cwnu100,nan,46
cwnu2728,nan,76
hxhwl52,nan,56
cwwdl8688,nan,60
oc0369,nan,27
ubc628,nan,147
cwnu401,nan,48
cwnu2918,nan,35
cwwdl12851,nan,43
cwnu1445,nan,52
hsc1710,nan,34
cwnu3535,nan,167
hsc1738,nan,25
cwnu1214,nan,25
hsc1739,nan,25
hsc1740,nan,27
cwnu398,nan,56
hsc1742,nan,34
cwnu3723,nan,47
fof1984,nan,228
cwwdl14378,nan,52
ocsn74,nan,131
hxhwl32,nan,81
cwnu2042,nan,27
theia72,nan,140
cwnu226,nan,49
ubc1352,nan,70
cwwdl3095,nan,52
cwnu4797,nan,44
cwnu1401,nan,54
upk442,nan,121
fof2302,nan,164
cwwdl14377,nan,112
cwwdl14138,nan,43
oc0370,nan,108
ubc445,nan,68
theia361,nan,25
cwnu327,nan,54
theia267,nan,72
hxhwl54,nan,80
theia2649,nan,92
hsc1744,nan,25
cwnu3258,nan,47
hsc1745,nan,65
ubc1353,nan,88
cwwdl13298,nan,48
ubc1354,nan,67
hxhwl61,nan,116
theia2266,nan,85
cwnu4742,nan,170
ubc1355,nan,45
hsc1747,nan,37
cwwdl14263,nan,41
upk445,nan,123
cwwdl12841,nan,62
hsc1749,nan,32
oc0371,nan,33
oc0372,nan,25
cwnu2982,nan,131
hsc1750,nan,61
cwnu410,nan,68
hsc1751,nan,25
ubc1356,nan,80
ubc1357,nan,65
cwwdl12017,nan,65
cwwdl2676,nan,73
cwnu1438,nan,35
cwnu1706,nan,38
cwnu2318,nan,25
theia128,nan,35
cwnu1645,nan,40
cwwdl1157,nan,96
cwwdl12025,nan,32
upk447,nan,83
ubc447,nan,68
cwnu2212,nan,25
upk448,nan,40
cwnu2799,nan,192
cwnu2058,nan,27
cwwdl623,nan,99
cwnu36,nan,48
cwnu2833,nan,36
cwwdl4703,nan,104
hsc1752,nan,48
oc0374,nan,25
oc0373,nan,46
cwnu2737,nan,41
cwnu2853,nan,27
ubc218,nan,260
cwnu434,nan,49
hsc1753,nan,32
cwwdl10920,nan,33
cwnu2250,nan,25
cwnu3718,nan,54
theia1774,nan,25
oc0375,nan,49
cwwdl12022,nan,36
cwnu3786,nan,111
cwnu2840,nan,44
hsc1754,nan,45
cwnu3526,nan,78
hsc1755,nan,25
cwnu3692,nan,66
theia3686,nan,38
cwwdl12845,nan,57
hsc1756,nan,25
cwnu1781,nan,35
ubc1358,nan,86
fof1980,nan,351
cwnu1554,nan,46
theia807,nan,104
fof1982,nan,104
cwnu329,nan,73
cwnu107,nan,59
hsc1757,nan,35
ubc1359,nan,30
cwwdl10922,nan,33
cwwdl12842,nan,60
hsc1759,nan,25
cwnu2286,nan,123
hsc1760,nan,25
cwnu35,nan,48
cwnu2895,nan,25
hsc1761,nan,57
hsc1762,nan,25
cwwdl12840,nan,75
theia1654,nan,271
cwnu76,nan,51
cwnu93,nan,92
cwwdl12551,nan,33
cwnu2016,nan,27
theia1769,nan,63
fof1979,nan,531
lisciii1316,nan,763
cwnu4590,nan,51
ubc1360,nan,35
cwnu3171,nan,104
hsc1764,nan,55
hxhwl22,nan,75
cwnu3546,nan,153
fof2383,nan,867
ocsn75,nan,136
cwwdl12843,nan,59
cwnu2589,nan,110
cwwdl12847,nan,44
hsc1765,nan,37
cwnu3057,nan,77
hsc1766,nan,25
cwnu3152,nan,49
cwnu2794,nan,142
fof1981,nan,328
lisciii1191,nan,233
cwwdl3311,nan,35
ubc1361,nan,116
hsc1767,nan,44
cwnu2284,nan,134
cwnu2306,nan,25
cwnu1203,nan,46
cwnu1778,nan,43
cwnu3162,nan,84
cwnu2194,nan,25
hsc1769,nan,25
cwwdl14341,nan,44
hxhwl21,nan,73
cwnu3649,nan,204
hsc1770,nan,74
cwnu3241,nan,55
hsc1771,nan,34
cwwdl3508,nan,41
cwwdl10909,nan,64
cwnu1962,nan,28
cwnu1079,nan,41
hsc1772,nan,63
ubc629,nan,25
theia2299,nan,54
ubc448,nan,59
fof1408,nan,215
cwwdl277,nan,59
cwnu2496,nan,193
cwwdl12024,nan,33
cwnu362,nan,67
hsc1773,nan,25
cwwdl14490,nan,40
cwnu2575,nan,116
hxhwl48,nan,52
cwnu2736,nan,75
cwnu3109,nan,132
cwnu3590,nan,61
cwnu1472,nan,51
cwnu330,nan,51
cwwdl12566,nan,81
hsc1775,nan,25
ubc1362,nan,36
oc0376,nan,25
cwnu332,nan,57
cwnu3219,nan,61
cwnu4293,nan,91
theia2289,nan,108
cwnu1033,nan,41
ubc1363,nan,49
cwwdl14343,nan,36
oc0377,nan,32
cwnu1668,nan,40
cwnu403,nan,49
cwnu1907,nan,30
theia3048,nan,175
cwnu1383,nan,57
cwnu3144,nan,95
cwwdl2679,nan,75
hsc1776,nan,25
cwnu3014,nan,35
theia319,nan,47
cwwdl12561,nan,36
cwwdl14345,nan,60
oc0378,nan,25
oc0379,nan,35
theia69,nan,31
cwnu1181,nan,27
cwnu3331,nan,162
oc0380,nan,25
cwnu2770,nan,40
hsc1782,nan,25
cwnu4706,nan,164
cwnu1784,nan,27
hsc1783,nan,68
cwnu280,nan,107
cwwdl14381,nan,35
hxhwl17,nan,68
ocsn76,nan,145
ubc1364,nan,87
cwnu1511,nan,33
cwnu2889,nan,25
hsc1785,nan,25
lisciii1197,nan,160
upk452,nan,25
hsc1774,nan,25
oc0381,nan,27
cwwdl8709,nan,62
cwnu190,nan,105
fof1406,nan,253
oc0382,nan,27
hsc1786,nan,62
cwnu3811,nan,78
fof1407,nan,241
cwnu2322,nan,25
cwnu3832,nan,110
hsc1788,nan,25
cwwdl2070,nan,70
hsc1789,nan,74
cwnu3156,nan,32
cwnu1611,nan,43
cwnu1460,nan,51
hsc1790,nan,25
cwwdl626,nan,52
hsc1791,nan,57
oc0383,nan,27
cwnu4521,nan,39
oc0384,nan,152
oc0385,nan,56
oc0386,nan,88
hsc1793,nan,69
oc0387,nan,27
oc0388,nan,28
ubc1365,nan,69
cwwdl87,nan,46
ubc1366,nan,64
cwnu3450,nan,59
hsc1794,nan,25
cwnu4760,nan,246
cwnu1598,nan,43
cwnu501,nan,54
cwwdl12870,nan,46
hsc1797,nan,25
cwnu4097,nan,190
oc0389,nan,28
hsc1798,nan,25
hsc1799,nan,25
cwwdl12558,nan,43
cwnu3391,nan,53
cwnu2987,nan,119
fof1987,nan,324
cwwdl14639,nan,46
cwnu2099,nan,25
cwwdl278,nan,35
hsc1801,nan,37
cwnu4283,nan,101
hsc1802,nan,264
cwnu4026,nan,393
cwnu1431,nan,52
cwnu2679,nan,86
fof2424,nan,52
cwnu2677,nan,86
ubc1367,nan,80
cwnu2665,nan,89
ocsn77,nan,193
theia2966,nan,32
cwwdl8713,nan,43
ubc630,nan,53
cwnu3756,nan,39
hxhwl5,nan,51
hsc1806,nan,25
hsc1807,nan,54
cwnu1157,nan,27
upk456,nan,25
cwnu281,nan,64
cwnu3993,nan,202
fof1402,nan,380
cwnu3949,nan,225
hsc1808,nan,25
cwnu2839,nan,33
cwnu3430,nan,112
hsc1809,nan,25
cwwl1428,nan,129
cwnu2596,nan,49
cwnu3780,nan,39
cwnu2942,nan,94
cwnu371,nan,48
cwnu2329,nan,25
hsc1810,nan,25
cwnu4056,nan,100
cwnu4156,nan,113
cwnu2115,nan,25
ocsn78,nan,323
cwnu2525,nan,57
lisciii2983,nan,225
cwnu274,nan,59
cwnu2691,nan,44
cwnu1729,nan,36
theia458,nan,73
ubc1368,nan,69
hsc1812,nan,34
lisciii3345,nan,128
ocsn79,nan,118
oc0390,nan,27
cwnu1046,nan,52
cwnu1277,nan,40
theia3581,nan,135
cwnu1341,nan,38
fof1401,nan,1000
lisciii1196,nan,273
oc0391,nan,57
hsc1814,nan,33
cwnu3814,nan,157
cwnu1112,nan,118
cwnu3496,nan,71
cwnu2761,nan,72
cwwdl8710,nan,44
cwnu3444,nan,76
cwnu3601,nan,112
ubc631,nan,25
theia1256,nan,25
cwwdl10928,nan,54
cwwdl14462,nan,32
ubc449,nan,53
cwwdl3097,nan,64
cwnu4600,nan,54
cwnu1087,nan,67
hsc1815,nan,25
cwnu1540,nan,57
cwnu3478,nan,138
cwnu2754,nan,73
hsc1816,nan,25
ubc632,nan,25
cwnu3393,nan,54
cwnu1206,nan,28
cwnu2756,nan,49
hsc1817,nan,52
upk457,nan,58
ubc1369,nan,50
hsc1818,nan,27
cwnu3086,nan,87
cwnu4111,nan,285
cwnu3506,nan,36
hsc1820,nan,25
cwnu3003,nan,68
hsc1822,nan,25
hsc1823,nan,25
hsc1824,nan,39
cwnu2027,nan,25
hsc1825,nan,86
cwnu3226,nan,116
hsc1826,nan,59
cwnu3488,nan,56
cwnu3375,nan,80
hsc1827,nan,25
oc0392,nan,25
hsc1828,nan,25
ubc633,nan,25
ubc1370,nan,150
theia5254,nan,46
cwnu1859,nan,32
hsc1830,nan,25
cwnu3312,nan,87
theia398,nan,94
cwnu3752,nan,43
cwnu3758,nan,25
cwnu1539,nan,32
cwnu1487,nan,49
hsc1831,nan,26
hsc1832,nan,26
hsc1833,nan,25
hsc1834,nan,25
cwnu3297,nan,139
cwnu3047,nan,73
hsc1835,nan,35
oc0393,nan,25
theia366,nan,81
cwwdl4722,nan,54
ubc220,nan,78
upk467,nan,179
cwnu110,nan,123
hsc1836,nan,45
cwnu2527,nan,144
ubc1371,nan,149
cwnu341,nan,88
cwwdl14041,nan,36
cwwdl12570,nan,35
ubc221,nan,134
ubc1372,nan,59
cwnu374,nan,56
cwnu1869,nan,32
cwwdl633,nan,49
upk468,nan,38
theia283,nan,116
cwnu2800,nan,36
lisciii2226,nan,225
theia97,nan,449
theia35,nan,156
cwnu1515,nan,33
ocsn80,nan,116
cwnu1739,nan,36
ubc1373,nan,51
cwnu2939,nan,105
hsc1838,nan,57
cwnu324,nan,134
oc0394,nan,65
cwnu8,nan,68
cwnu91,nan,348
hsc1839,nan,40
oc0395,nan,116
cwwdl14305,nan,46
cwnu2067,nan,25
upk470,nan,185
hsc1841,nan,25
ubc634,nan,363
hsc1842,nan,25
cwnu2259,nan,227
cwnu2006,nan,27
oc0396,nan,44
cwnu2211,nan,25
cwwdl268,nan,182
cwnu2095,nan,48
hsc1843,nan,57
ubc1374,nan,69
cwnu49,nan,64
cwnu2349,nan,92
oc0397,nan,25
ocsn81,nan,118
cwnu4624,nan,66
cwnu48,nan,68
cwwdl272,nan,116
ubc450,nan,60
oc0398,nan,52
ubc1375,nan,96
ubc451,nan,59
cwnu3084,nan,75
cwnu1533,nan,48
theia3260,nan,72
hsc1844,nan,25
cwnu3770,nan,36
hsc1845,nan,43
cwnu3637,nan,38
hxhwl62,nan,57
hsc1840,nan,27
cwnu3657,nan,67
cwnu3262,nan,43
cwnu4474,nan,111
cwnu2789,nan,25
hsc1846,nan,25
cwnu3497,nan,66
cwnu2443,nan,25
hsc1847,nan,26
cwnu3952,nan,81
theia229,nan,185
cwnu4101,nan,81
ubc452,nan,42
cwwdl3813,nan,49
hsc1848,nan,58
hsc1849,nan,48
ubc1376,nan,33
hsc1850,nan,48
theia759,nan,149
ubc453,nan,79
cwnu3740,nan,45
hsc1851,nan,31
cwwdl10960,nan,32
cwnu3725,nan,48
hxhwl69,nan,148
theia3740,nan,94
ubc454,nan,92
cwnu4132,nan,117
cwnu3187,nan,108
hsc1852,nan,47
hsc1853,nan,36
cwnu68,nan,105
ubc455,nan,79
hsc1854,nan,25
ubc1377,nan,33
cwwdl10941,nan,96
hsc1855,nan,25
hsc1856,nan,35
cwnu1809,nan,33
cwnu3146,nan,57
cwwdl13798,nan,49
cwnu1621,nan,43
theia2110,nan,109
cwnu3032,nan,104
cwnu2883,nan,25
oc0399,nan,33
cwwdl630,nan,233
fof733,nan,314
cwnu2981,nan,122
oc0400,nan,25
ubc222,nan,61
hsc1857,nan,25
cwwdl3525,nan,72
cwnu3420,nan,100
oc0401,nan,41
cwnu3347,nan,72
ubc456,nan,87
hsc1858,nan,34
hsc1859,nan,25
cwnu2968,nan,122
hsc1860,nan,95
lisciii3682,nan,464
cwnu1789,nan,27
ubc1378,nan,90
hsc1861,nan,25
cwnu79,nan,171
cwwdl2073,nan,75
cwnu3199,nan,101
ubc1379,nan,52
cwnu138,nan,75
hsc1863,nan,25
cwnu4506,nan,73
