"Seq","Cluster","Nstars","RA_ICRS","DE_ICRS","pmRA","pmDE","Plx","logAge","Z","AV","MOD","_RA.icrs","_DE.icrs"
308,"UPK_452",24,110.34175593807,-11.64100635175,-5.778028479136911,3.102377686244023,1.5660553280675202,8.128204,-0.072916,0.280076,9.0199155,110.3417821575,-11.6410201401
309,"UPK_46",72,294.54206830235,-1.43718361915,0.1356389873292819,-8.569758550452505,1.415772608037954,8.317649,0.068934,0.639652,9.20001,294.54206769932,-1.43714553133
310,"UPK_467",105,121.21132563526,-11.39940686768,-6.912491494755903,-1.6104954747870674,1.6587088291285583,8.006313,-0.082898,0.1301705,8.809809,121.21135697569,-11.39939970993
311,"UPK_468",74,118.58912123107,-13.21850551563,-2.103016124502693,0.1645690394773616,0.9989739577194297,7.916059,-0.164872,0.1701524999999999,9.679895,118.58913083219,-13.21850624705
312,"UPK_495",85,105.54111133387,-40.9122541843,-2.3878927122882025,5.9274540961098126,1.504743207574908,9.050836,-0.222075,0.051033,9.0992855,105.54112537737,-40.91228052854
313,"UPK_5",92,273.20615380185,-18.37063405893,0.6789941016700335,-8.464197649432375,1.7311828140053194,8.350707,0.024539,0.270725,8.839309,273.20615062205,-18.37059644027
314,"UPK_502",85,124.28726556159,-37.80978495882,-8.052800709053585,5.706214020639392,1.4048214330710864,8.352122,0.1582545,0.170228,9.269654,124.28731086281,-37.80981031976
315,"UPK_508",63,135.82755511268,-35.00955668374,-10.498581877297251,6.247838493728643,1.1463544657888112,8.3418075,0.243347,0.6489175,9.600617,135.82761208114,-35.0095844519
316,"UPK_51",50,314.09446692071,-6.69324682133,5.125078278654721,1.9451815164590085,1.7157914823503035,7.941475,-0.03182,0.060269,8.819751,314.09444398627,-6.69325546658
317,"UPK_524",38,105.47656671951,-55.19007871997,-2.757844809779685,8.6422556462372,1.795548556284959,8.085251,-0.091054,0.2998925,8.779978,105.47658819096,-55.19011713
318,"UPK_526",79,114.39458710758,-52.83611898062,-7.840274176035592,7.688496066600566,1.7273975866242706,7.303563,-0.029887,0.44999,8.979814,114.39464478987,-52.8361531517
319,"UPK_53",184,288.48005479274,14.33049928671,2.409241245602293,1.0123111290013422,1.6421990463998644,8.686447000000001,0.1189,0.978954,8.970045,288.48004374112,14.33049478755
320,"UPK_533",51,123.41754091515,-52.49481180721,-6.958112993558261,2.516815861904596,2.89610291274566,7.795332500000001,-0.108665,0.010385,7.689665,123.41759170895,-52.49482299305
321,"UPK_535",119,126.87428825021,-50.76028101309,-12.915655920532371,3.318072928967127,3.0811597130744284,7.4118245,-0.028686,0.070041,7.529816,126.87437899632,-50.76029576005
322,"UPK_537",80,126.64580345798,-51.70497061579,-6.5659996307391975,7.723463137085346,1.619336322490336,8.349384,0.082141,0.539896,8.989821,126.64585054807,-51.70500494229
323,"UPK_54",256,286.40658881938,15.25794868095,-0.5698437761320347,-5.936653744944021,1.1144248770202227,7.998808,0.320369,0.9378625,9.5311595,286.40659144456,15.25797506608
324,"UPK_540",68,114.64876513468,-58.71124216691,-4.810078664392501,7.770063641410501,2.710495015187286,7.4866455,-0.00782,0.3199085,7.779907,114.64880629784,-58.71127670052
325,"UPK_542",115,133.9227429738,-54.60010966202,-4.977218746069098,2.6972192173942915,1.1520565898217996,7.95119,-0.050457,0.488914,9.540387,133.92278116084,-54.60012164965
326,"UPK_545",465,130.43545110435,-58.06438277279,-8.587053861788197,2.720331553832104,2.9275417395617853,7.9293985,0.119594,0.267231,7.701557,130.43552325397,-58.06439486313
327,"UPK_55",95,296.72309262717,10.48654456752,-1.4226586303769015,-6.868108731196153,1.216685662825978,8.3490745,0.0421585,0.53997,9.429852,296.7230990575,10.48657509245
328,"UPK_552",64,158.3950397048,-47.17993077015,-22.51893989634709,6.594549309672083,3.0486955408503054,7.873214,-0.0396495,0.000842,7.559731,158.39518695283,-47.17996007916
329,"UPK_560",135,158.1126131498,-44.41941828651,-12.425954029116696,3.915568757610317,1.6431294361288815,8.7836685,-0.111584,0.070265,8.889526499999999,158.11269047231,-44.41943568901
330,"UPK_562",115,166.1196216971,-56.97271168505,-11.671213875897635,4.770097782938717,1.1795352256811988,7.9565755,-0.032559,0.3689605,9.520484,166.11971686855,-56.97273288545
331,"UPK_567",76,161.09695669758,-67.55157641541,-6.377525638223659,0.1291217979097347,1.5244457253493562,8.6889245,-0.014822,0.469948,9.04981,161.09703092683,-67.55157698927
332,"UPK_578",82,193.02994404375,-57.36940987475,-12.96070554727347,-4.609145587958612,1.0160414028096691,8.864847999999999,0.1447695,0.699385,9.900142,193.03005087037,-57.36938938961
333,"UPK_579",154,193.33274664839,-50.55503610323,-10.631453932756774,-3.2653968227479537,1.3345639160172194,8.021167,-0.005582,0.110643,9.229542,193.33282101981,-50.55502159033
334,"UPK_585",78,211.89783145518,-75.92207334814,-6.899391018975169,-5.241031527361702,1.329816315480835,7.813691,-0.0746465,0.200399,9.2395905,211.89795751891,-75.92205005463
335,"UPK_587",90,201.05275777586,-49.90415834199,-8.864065046285836,-2.6208745192936584,1.0456300421378737,8.051121,0.1252625,0.1403495,9.769704,201.05281894305,-49.90414669365
336,"UPK_594",115,219.15295328413,-67.84420556735,-2.0906962532274727,-3.1471867872760444,1.017193708201386,7.868221,0.112663,0.809197,9.860326,219.15297792303,-67.84419157985
337,"UPK_599",85,205.74641632626,-38.5266521261,-9.980483948472,0.2235112029856161,1.434071553559445,7.39029,0.1369355,0.099868,9.069961,205.74647302657,-38.52665311946
338,"UPK_604",75,224.05544394208,-59.66837407618,-4.442659385444738,-3.762492121693768,1.2679312110819525,7.206612,-0.208991,0.999803,9.2398115,224.05548304105,-59.66835735399
339,"UPK_605",74,234.51839675381,-65.98734913141,-3.648171469816921,-4.297297286137315,1.2962509201486956,7.94755,-0.1327285,0.160311,9.32967,234.51843659789,-65.9873300323
340,"UPK_607",74,224.92760325981,-57.17588669852,-4.233180830773838,-3.169376853642542,1.0470582281114695,7.319653,0.009981,0.789885,9.8199955,224.92763796826,-57.17587261239
341,"UPK_612",170,254.84942650926,-68.07802923934,-13.182176099065227,-12.239465567607636,4.306582156114358,7.777701,-0.075244,0.050863,6.9193675,254.84958343527,-68.07797484164
342,"UPK_613",37,226.23220712536,-49.12043305249,-4.49888631257405,-3.675545261586822,1.0761602015131284,7.920992,-0.033192,0.281221,9.6481225,226.23223767681,-49.12041671673
343,"UPK_614",90,231.33465396463,-53.9503556652,-1.9002952899964,-4.399237146092312,1.037944359787836,7.954191,0.036283,0.3602495,9.759662,231.3346683163,-53.95033611303
344,"UPK_617",90,234.81645097592,-55.38294878332,-2.7970845601685403,-5.289296795652922,1.3274055219561705,7.994239,0.0330735,0.459943,9.269866,234.81647285891,-55.38292527534
345,"UPK_621",82,237.01938385013,-54.40143076391,-2.555711757705414,-3.0864785763358573,1.076423949900642,7.680719,0.149849,0.659639,9.6301205,237.01940336338,-54.40141704623
346,"UPK_624",58,254.08786833735,-60.30089389817,-1.5450175879088617,-14.360710931507686,3.123484331068849,7.6447155,0.205712,0.499383,7.510274,254.08788219707,-60.30083007279
347,"UPK_626",60,239.80118484607,-50.41875462808,-7.447244025975452,-5.68783961174308,1.942946838135416,8.437841,-0.083745,0.480178,8.5297865,239.80123679258,-50.41872934878
348,"UPK_627",41,245.36298437966,-53.14348518474,-2.5189741532716927,-10.078831892873511,1.8646170649201923,8.4896855,-0.073702,0.2202535,8.639689,245.36300304452,-53.14344038993
349,"UPK_629",71,255.145347633,-56.10308004474,0.5861097408764606,-3.742232940929308,1.0186555842932747,8.696463,0.0073585,0.360426,9.879614,255.14534296216,-56.1030634126
350,"UPK_630",84,249.26465298965,-51.25050091293,-1.7462125398834831,-2.315225523361492,1.0447320281055992,7.928253,0.192391,0.2503105,9.749572,249.26466538898,-51.25049062303
351,"UPK_640",983,249.18634099162,-39.49693761418,-12.40881580513562,-21.49088144734297,5.701278919600226,7.2280365,0.148304,0.39317,6.210689,249.18641246133,-39.49684209913
352,"UPK_642",37,263.14996629368,-44.22761966897,2.270966579189305,-4.383842870221027,1.0011743119836949,8.301389,0.209964,0.2700035,9.810028,263.14995220836,-44.22760018522
353,"UPK_644",95,249.23561695735,-31.26219029539,-3.874890228395056,-3.374659239540407,1.296323309633186,8.828102999999999,-0.02763,0.340491,9.359563,249.2356371044,-31.2621752969
354,"UPK_645",58,270.17901881765,-42.76712011101,2.735240773071925,-2.8884101139050635,1.3802229892760505,8.5625495,-0.007131,0.34968,9.220124,270.17900225819,-42.76710727363
355,"UPK_65",70,286.49093743828,23.26627048543,-1.8228204773775585,-3.648821017248736,1.280630225843448,8.6493365,0.122981,0.7996565,9.36005,286.49094625683,23.26628670241
356,"UPK_654",101,277.22047342214,-34.52038414983,1.1715190583765889,-8.655828290451863,1.92455315550048,7.830474,-0.0464005,0.160823,8.57935,277.22046710269,-34.52034567948
357,"UPK_66",75,305.41587782464,13.45342076355,0.44035141659328,-10.003617746981892,1.4474276601258436,8.1406055,-0.012143,0.2596585,9.120104,305.4158758123,13.45346522407
358,"UPK_7",79,276.79511515356,-17.33514373691,-0.320087431174178,-5.747383555921542,1.197503372606275,8.352473,0.0838315,0.889628,9.47021,276.79511664386,-17.33511819298
359,"UPK_79",96,303.68284611804,21.57218203706,-1.574663536336299,-4.823855948810561,0.932935237653802,8.243485,0.057443,0.241885,9.7843875,303.68285364368,21.57220347642
360,"UPK_80",61,293.99513087591,28.26588623722,1.2063412843502648,-1.0535954138361303,1.0765952904380856,8.7559885,0.214808,0.439597,9.7701775,293.99512478853,28.26589091986
361,"UPK_82",215,298.10243855659,26.43848228167,2.119594468628499,-2.205950679849184,1.7765252861798648,7.9215415,0.0337435,0.379109,8.720116,298.10242803584,26.43849208589
362,"UPK_84",167,310.23102744548,20.19142947875,-6.293430293966466,-9.296525828017678,1.0485103364531638,8.979359500000001,-0.059129,0.309302,9.879815,310.2310572478,20.19147079664
363,"UPK_88",31,309.46682894168,21.89364888446,10.137751274995734,-5.349247959038692,3.35933216986645,7.573945,0.00993,0.26982,7.2300825,309.46678038281,21.89367265888
364,"UPK_90",69,299.73433669783,28.41755723898,-0.8712435162393317,-5.64621159642129,1.200454564769715,8.005174,0.075497,0.849074,9.490489,299.73434110054,28.41758233325
365,"UPK_93",80,300.33652672383,30.05170046204,-0.8531989173764479,-8.171879139342266,1.3503117153520536,8.830048,-0.094012,0.319806,9.199899,300.33653110473,30.0517367815
366,"UPK_94",41,304.72193155043,27.62292831737,2.139057408834563,1.012134044957835,1.0076153218282962,7.838441,0.108727,0.9794995,9.890298,304.72192082049,27.62292381899
367,"UPK_99",62,312.56736498838,25.55174532208,0.3799247906530882,-7.666713618022209,1.1742413549295332,8.129055,-0.100068,0.279814,9.409968,312.56736311678,25.55177939636
368,"VDB_80",158,97.6354172361,-9.54821645474,-3.2577955676439,0.7362365806109661,0.9756437194095514,6.9950755,-0.14082,1.502164,9.803329,97.63543191859,-9.5482197269
369,"VDB_83",64,100.10397081947,-27.18595992336,-2.79265868287912,3.3048226615874023,1.034857883485265,7.476266499999999,0.0106375,0.5085965,9.74965,100.10398477273,-27.18597461146
