"Cluster","RA_ICRS","DE_ICRS","GLON","GLAT","r50","nbstars07","pmRA*","pmDE","plx","Flag","AgeNN","AVNN","DMNN","DistPc"
"NGC_6830         ",297.718,23.101,60.123,-1.777,0.07,92,-3.213,-5.766,0.424,"NN            ",8.21,1.44,11.88,2379
"NGC_6834         ",298.052,29.399,65.692,1.183,0.05,211,-2.487,-5.094,0.272,"NN            ",7.28,1.97,12.58,3283
"NGC_6846         ",299.112,32.349,68.689,1.923,0.021,53,-2.971,-4.994,0.089,"NN            ",8.69,2.85,13.63,5321
"NGC_6866         ",300.983,44.158,79.562,6.837,0.104,72,-1.365,-5.743,0.686,"NN            ",8.81,0.48,10.74,1406
"NGC_6871         ",301.548,35.765,72.658,2.012,0.371,430,-3.129,-6.437,0.514,"NN            ",6.74,1.19,11.18,1720
"NGC_6910         ",305.797,40.771,78.675,2.011,0.089,127,-3.415,-5.359,0.545,"NN            ",7.13,2.83,11.19,1729
"NGC_6913         ",305.943,38.487,76.868,0.61,0.106,71,-3.409,-5.771,0.553,"NN            ",7.34,1.8,11.03,1608
"NGC_6939         ",307.917,60.653,95.907,12.282,0.123,636,-1.841,-5.413,0.506,"NN            ",9.23,0.85,11.3,1815
"NGC_6940         ",308.626,28.278,69.866,-7.163,0.25,572,-1.954,-9.413,0.947,"NN            ",9.13,0.41,10.21,1101
"NGC_6991         ",313.621,47.4,87.35,1.578,0.555,243,5.593,8.509,1.765,"NN            ",9.19,0.2,8.81,577
"NGC_6997         ",314.128,44.64,85.473,-0.475,0.101,88,-4.275,-6.882,1.127,"NN            ",8.81,1.43,9.77,901
"NGC_7024         ",316.524,41.498,84.265,-3.863,0.075,32,0.096,-4.44,0.817,"NN            ",8.32,1.49,10.41,1205
"NGC_7031         ",316.809,50.87,91.336,2.295,0.118,162,-1.242,-4.205,0.704,"NN            ",8.19,2.14,10.8,1443
"NGC_7039         ",317.663,45.597,87.847,-1.7,0.144,109,-0.32,-2.542,1.293,"NN            ",7.34,0.28,9.39,753
"NGC_7044         ",318.284,42.494,85.888,-4.148,0.048,658,-4.976,-5.526,0.273,"NN            ",9.22,1.78,12.56,3252
"NGC_7058         ",320.448,50.822,92.891,0.603,0.109,26,7.432,2.889,2.73,"NN            ",7.61,0.18,7.73,350
"NGC_7062         ",320.862,46.385,89.963,-2.743,0.048,94,-1.914,-4.045,0.398,"NN            ",8.63,1.41,11.98,2492
"NGC_7063         ",321.122,36.507,83.093,-9.888,0.12,64,1.524,-2.482,1.477,"NN            ",7.99,0.23,9.1,661
"NGC_7067         ",321.058,48.012,91.199,-1.676,0.031,61,-3.089,-3.297,0.153,"NN            ",6.79,2.27,13.61,5269
"NGC_7082         ",322.186,47.103,91.115,-2.859,0.195,282,-0.293,-1.106,0.729,"NN            ",7.79,0.79,10.63,1339
"NGC_7086         ",322.624,51.593,94.407,0.21,0.12,595,-1.656,-1.629,0.59,"NN            ",8.29,1.81,11.12,1677
"NGC_7092         ",322.889,48.247,92.246,-2.35,1.003,154,-7.477,-19.738,3.337,"NN            ",8.6,0,7.46,311
"NGC_7128         ",325.991,53.715,97.344,0.428,0.03,172,-4.026,-4.111,0.261,"NN            ",7.42,2.59,13.12,4199
"NGC_7129         ",325.74,66.114,105.403,9.887,0.042,36,-1.759,-3.267,1.086,"NN            ",7.33,1.78,9.72,878
"NGC_7142         ",326.29,65.782,105.352,9.489,0.102,375,-2.747,-1.288,0.392,"NN            ",9.49,1.16,11.91,2406
"NGC_7160         ",328.448,62.589,104.014,6.437,0.075,45,-3.472,-1.378,1.05,"NN            ",7.16,1.07,9.78,903
"NGC_7209         ",331.224,46.508,95.48,-7.296,0.304,274,2.255,0.283,0.82,"NN            ",8.63,0.53,10.31,1154
"NGC_7226         ",332.605,55.398,101.403,-0.595,0.019,40,-1.844,-2.065,0.185,"NN            ",8.68,1.33,13.27,4500
"NGC_7235         ",333.083,57.271,102.692,0.79,0.07,171,-3.757,-3.026,0.259,"NN            ",6.97,2.37,12.98,3951
"NGC_7243         ",333.788,49.83,98.82,-5.582,0.255,291,0.433,-2.857,1.116,"NN            ",8.17,0.5,9.72,878
"NGC_7245         ",333.812,54.336,101.371,-1.864,0.061,230,-3.952,-3.249,0.273,"NN            ",8.78,0.96,12.53,3210
"NGC_7261         ",335.056,58.128,104.045,0.912,0.051,76,-3.932,-2.909,0.278,"NN            ",7.05,2.81,12.7,3462
"NGC_7281         ",336.259,57.869,104.443,0.352,0.138,40,-2.123,-1.238,0.432,"NN            ",7.55,1.44,11.76,2250
"NGC_7296         ",337,52.321,101.88,-4.588,0.053,64,-2.958,-2.712,0.395,"NN            ",8.02,0.79,11.87,2365
"NGC_7380         ",341.817,58.125,107.128,-0.885,0.09,93,-2.517,-2.144,0.333,"NN            ",6.62,1.59,12.86,3739
"NGC_7419         ",343.579,60.814,109.131,1.12,0.042,317,-2.759,-1.601,0.28,"tooRed        ","     ","     ","     ","      "
"NGC_7423         ",343.789,57.096,107.615,-2.277,0.032,124,-1.247,-1.25,0.239,"manual        ",9.2,1.2,13,3981
"NGC_743          ",29.614,60.13,131.19,-1.663,0.123,52,-0.03,-1.708,0.881,"NN            ",8,1.4,10.34,1169
"NGC_744          ",29.652,55.473,132.412,-6.158,0.074,65,-1.864,-1.79,0.729,"NN            ",8.13,0.84,10.69,1373
"NGC_7510         ",347.767,60.579,110.908,0.072,0.055,297,-3.664,-2.193,0.286,"NN            ",7.29,2.86,12.34,2931
"NGC_752          ",29.223,37.794,136.959,-23.289,0.485,223,9.81,-11.713,2.239,"NN            ",9.07,0.07,8.42,483
"NGC_7654         ",351.195,61.59,112.815,0.432,0.133,962,-1.938,-1.131,0.596,"NN            ",8.19,1.85,11.09,1653
"NGC_7762         ",357.472,68.035,117.206,5.85,0.17,419,1.452,4.016,1.002,"NN            ",9.31,1.91,9.77,897
"NGC_7788         ",359.179,61.395,116.43,-0.784,0.045,137,-3.112,-1.762,0.3,"NN            ",7.24,1.42,12.37,2974
"NGC_7789         ",-0.666,56.726,115.527,-5.366,0.211,2897,-0.922,-1.933,0.453,"NN            ",9.19,0.83,11.61,2100
"NGC_7790         ",-0.387,61.21,116.595,-1.008,0.059,173,-3.276,-1.677,0.269,"NN            ",8.11,1.65,12.6,3303
"NGC_869          ",34.741,57.134,134.625,-3.737,0.136,503,-0.689,-1.082,0.399,"NN            ",7.18,1.69,11.71,2197
"NGC_884          ",35.584,57.149,135.052,-3.568,0.125,322,-0.628,-1.066,0.398,"NN            ",7.25,1.72,11.64,2130
"NGC_886          ",35.898,63.8,132.893,2.725,0.34,153,3.186,-3.97,0.954,"NN            ",8.91,0.78,10.05,1021
"NGC_957          ",38.343,57.553,136.293,-2.651,0.13,114,-0.252,-1.073,0.405,"NN            ",7.62,1.98,12.09,2614
"Negueruela_1     ",356.849,63.219,115.791,1.238,0.022,52,-2.988,-1.343,0.289,"NN            ",7.23,3.39,12.3,2879
"Patchick_3       ",79.12,45.584,162.907,4.298,0.061,27,-1.609,-1.288,0.561,"notEnoughStars","     ","     ","     ","      "
"Patchick_75      ",303.758,33.925,72.108,-0.512,0.015,21,-2.808,-4.421,0.113,"tooRed        ","     ","     ","     ","      "
"Patchick_90      ",101.181,-0.532,212.64,-1.736,0.021,16,-0.15,1.063,0.126,"NN            ",9.04,1.57,14.16,6783
"Patchick_94      ",247.397,-47.31,336.458,0.855,0.016,25,-2.993,-3.697,0.208,"tooRed        ","     ","     ","     ","      "
"Pfleiderer_3     ",346.995,60.874,110.673,0.489,0.054,30,-1.826,-1.168,0.074,"tooRed        ","     ","     ","     ","      "
"Pismis_1         ",124.58,-37.102,255.116,-0.709,0.025,56,-2.611,3.966,0.145,"NN            ",7.47,1.69,13.77,5666
"Pismis_11        ",138.974,-50.006,271.65,-0.699,0.014,46,-5.397,3.926,0.335,"NN            ",6.52,3.7,12.24,2807
"Pismis_12        ",140.007,-45.131,268.653,3.21,0.053,174,-6.748,4.833,0.431,"NN            ",9.09,1.41,11.62,2107
"Pismis_15        ",143.684,-48.04,272.495,2.863,0.038,117,-5.302,3.329,0.354,"NN            ",8.94,1.89,12.04,2559
"Pismis_16        ",147.812,-53.172,277.83,0.683,0.009,1,-5.794,3.471,0.356,"notEnoughStars","     ","     ","     ","      "
"Pismis_17        ",165.377,-59.873,289.539,0.109,0.05,19,-6.938,2.333,0.366,"notEnoughStars","     ","     ","     ","      "
"Pismis_18        ",204.227,-62.091,308.226,0.313,0.048,236,-5.658,-2.286,0.332,"NN            ",8.76,1.81,12.28,2860
"Pismis_19        ",217.666,-60.889,314.71,-0.307,0.035,430,-5.46,-3.247,0.255,"NN            ",8.92,3.66,12.73,3515
"Pismis_2         ",124.477,-41.674,258.858,-3.341,0.026,199,-4.756,5.325,0.221,"NN            ",9.27,3.32,13.05,4066
"Pismis_20        ",228.848,-59.073,320.514,-1.206,0.046,97,-3.831,-2.911,0.291,"tooRed        ","     ","     ","     ","      "
"Pismis_21        ",229.199,-59.659,320.358,-1.799,0.04,92,-4.143,-3.761,0.29,"tooRed        ","     ","     ","     ","      "
"Pismis_22        ",243.552,-51.869,331.473,-0.605,0.026,41,-3.882,-4.263,0.102,"tooRed        ","     ","     ","     ","      "
"Pismis_23        ",245.99,-48.891,334.668,0.431,0.011,71,-2.679,-3.209,0.166,"tooRed        ","     ","     ","     ","      "
"Pismis_27        ",92.719,20.617,190.067,0.797,0.051,35,-0.14,-1.994,0.504,"NN            ",6.73,1.5,11.38,1883
"Pismis_3         ",127.834,-38.64,257.853,0.503,0.113,980,-4.809,6.645,0.403,"NN            ",9.5,2.35,11.86,2349
"Pismis_4         ",128.79,-44.407,262.916,-2.353,0.291,98,-8.236,5.337,1.414,"NN            ",8.08,0.18,9.21,695
"Pismis_5         ",129.407,-39.603,259.355,0.905,0.124,80,-5.494,4.275,1.026,"NN            ",7,1.48,9.87,941
"Pismis_7         ",130.287,-38.699,259.053,1.997,0.034,109,-3.312,2.793,0.15,"NN            ",8.89,1.6,13.32,4611
"Pismis_8         ",130.407,-46.272,265.089,-2.578,0.034,44,-5.757,4.945,0.517,"NN            ",7.51,1.58,11.4,1903
"Pismis_Moreno_1  ",334.695,63.251,106.713,5.293,0.075,62,-2.301,-2.251,1.051,"NN            ",6.95,2.06,9.96,981
"Platais_10       ",205.22,-59.271,309.22,2.996,0.485,20,-30.591,-10.215,4.158,"NN            ",8.04,0.22,6.91,240
"Platais_3        ",69.976,71.28,139.221,16.068,1.723,81,3.616,-20.931,5.62,"manual        ",8.25,0,6.25,177
"Platais_8        ",136.718,-58.685,277.121,-7.576,2.716,211,-15.596,14.474,7.415,"NN            ",7.48,0.14,5.64,134
"Platais_9        ",139.241,-43.862,267.362,3.707,1.595,125,-24.705,13.333,5.463,"NN            ",7.7,0,6.2,173
"Pozzo_1          ",122.374,-47.335,262.798,-7.691,0.625,341,-6.516,9.53,2.853,"NN            ",6.98,0.07,7.6,330
"RSG_1            ",75.508,37.475,167.817,-2.699,0.621,98,0.77,-12.33,3.001,"NN            ",8.09,0.53,7.71,347
"RSG_5            ",303.482,45.574,81.719,6.098,0.867,162,3.573,1.605,2.945,"NN            ",7.54,0.01,7.58,328
"RSG_7            ",344.19,59.363,108.781,-0.32,0.826,124,4.927,-1.865,2.337,"NN            ",7.59,0.57,8.1,416
"RSG_8            ",344.983,59.371,109.15,-0.484,1.015,170,5.343,-1.654,2.21,"NN            ",7.43,0.53,8.17,431
"Riddle_4         ",31.862,60.26,132.23,-1.232,0.037,41,-0.757,-0.451,0.339,"NN            ",7.43,3.01,12.44,3073
"Roslund_2        ",296.261,23.977,60.205,-0.182,0.16,97,-1.741,-5.115,0.463,"NN            ",7.06,2.74,11.6,2091
"Roslund_3        ",299.695,20.509,58.843,-4.685,0.081,104,-0.386,-5.108,0.585,"NN            ",7.73,0.77,11.04,1616
"Roslund_4        ",301.199,29.196,66.954,-1.262,0.061,31,-2.166,-5.057,0.423,"NN            ",7.23,2.33,11.57,2059
"Roslund_5        ",302.641,33.751,71.451,0.166,0.378,151,1.981,-1.164,1.831,"NN            ",7.99,0.35,8.69,546
"Roslund_6        ",307.185,39.798,78.495,0.585,1.004,247,5.875,2.155,2.809,"NN            ",7.95,0,7.88,375
"Roslund_7        ",313.196,37.847,79.817,-4.312,0.46,128,1.729,-0.36,0.78,"NN            ",8.1,0.49,10.39,1198
"Ruprecht_1       ",99.084,-14.157,223.96,-9.692,0.126,115,-0.316,-0.9,0.631,"NN            ",8.46,0.61,10.93,1533
"Ruprecht_10      ",106.626,-20.125,232.571,-5.854,0.047,25,-0.849,0.564,0.435,"NN            ",8.46,0.55,11.71,2198
"Ruprecht_100     ",181.52,-62.624,297.745,-0.21,0.047,48,-8.255,0.898,0.253,"NN            ",8.31,1.56,12.64,3373
"Ruprecht_101     ",182.398,-62.995,298.203,-0.508,0.083,257,-9.521,0.479,0.272,"NN            ",9.02,1.32,12.24,2809
"Ruprecht_102     ",183.393,-62.719,298.609,-0.166,0.032,47,-4.109,0.293,0.305,"NN            ",8.64,1.55,12.48,3126
"Ruprecht_105     ",188.694,-61.592,300.951,1.215,0.106,42,-5.986,-0.001,0.46,"NN            ",8.59,1.5,11.56,2050
"Ruprecht_107     ",199.937,-64.944,305.925,-2.237,0.033,40,-5.845,-1.622,0.237,"NN            ",8.31,1.01,12.7,3464
"Ruprecht_108     ",203.002,-58.509,308.223,3.945,0.106,32,-9.025,-2.323,0.977,"NN            ",7.92,0.27,9.98,992
"Ruprecht_111     ",219.01,-59.975,315.672,0.284,0.089,130,-7.214,-6.113,0.666,"NN            ",8.96,1.25,10.81,1451
"Ruprecht_112     ",224.256,-62.56,316.844,-3.13,0.113,374,-4.421,-4.23,0.322,"NN            ",8.73,2.07,12.18,2733
"Ruprecht_115     ",243.215,-52.393,330.963,-0.844,0.052,97,-4.333,-4.546,0.366,"NN            ",8.37,2.25,11.86,2355
"Ruprecht_117     ",245.888,-51.879,332.496,-1.621,0.056,69,-0.474,-2.234,0.276,"NN            ",8.12,1.47,12.59,3294
"Ruprecht_119     ",247.039,-51.5,333.265,-1.869,0.094,82,-1.3,-3.413,0.433,"NN            ",7.68,1.49,11.74,2228
"Ruprecht_121     ",250.436,-46.159,338.712,0.094,0.101,330,-1.073,-2.569,0.462,"NN            ",8.25,2.54,11.48,1974
"Ruprecht_126     ",263.783,-34.306,354.265,-0.958,0.051,70,-0.457,-3.295,0.244,"NN            ",8,3.23,12.58,3274
"Ruprecht_127     ",264.462,-36.309,352.872,-2.502,0.061,55,-0.297,-2.266,0.385,"NN            ",7.13,3.04,11.81,2298
"Ruprecht_128     ",266.063,-34.879,354.777,-2.853,0.057,165,1.889,-1.262,0.498,"NN            ",8.98,1.92,11.24,1772
"Ruprecht_130     ",266.9,-30.098,359.231,-0.971,0.037,42,0.477,-1.795,0.389,"NN            ",8.6,2.76,11.85,2345
"Ruprecht_134     ",268.184,-29.537,0.284,-1.64,0.055,80,-1.653,-2.432,0.391,"NN            ",9.22,1.15,11.76,2252
"Ruprecht_135     ",269.511,-11.646,16.405,6.269,0.072,48,1.42,-1.415,0.901,"NN            ",8.81,1.87,10.12,1054
"Ruprecht_138     ",269.984,-24.665,5.302,-0.576,0.057,83,0.248,-1.147,0.369,"NN            ",6.98,2.21,12.18,2732
"Ruprecht_143     ",278.174,-12.148,20.002,-1.426,0.045,78,0.722,-1.086,0.323,"NN            ",8.6,2.38,12.21,2764
"Ruprecht_144     ",278.437,-11.425,20.762,-1.321,0.15,32,0.142,-0.876,0.555,"NN            ",7.48,1.9,11.01,1591
"Ruprecht_145     ",282.636,-18.27,16.464,-8.027,0.33,219,8.329,-4.08,1.651,"NN            ",8.91,0.55,9,629
"Ruprecht_147     ",289.087,-16.333,20.93,-12.76,0.652,169,-0.939,-26.576,3.25,"NN            ",9.48,0.06,7.55,323
"Ruprecht_148     ",71.638,44.711,160.359,-0.403,0.043,40,-0.153,-1.076,0.26,"NN            ",7.64,1.84,12.66,3401
"Ruprecht_151     ",115.315,-16.279,233.079,3.236,0.113,41,-4.272,3.242,0.867,"NN            ",8.65,0.43,10.26,1126
"Ruprecht_16      ",110.798,-19.48,233.811,-2.074,0.071,50,-2.174,2.501,0.304,"NN            ",8.43,0.73,12.43,3066
"Ruprecht_161     ",152.4,-61.259,284.698,-4.255,0.377,76,-10.391,3.742,1.086,"NN            ",8.02,0.33,9.78,903
"Ruprecht_164     ",172.616,-60.752,293.198,0.58,0.044,125,-6.83,1.321,0.194,"NN            ",9.23,0.86,12.96,3916
"Ruprecht_167     ",215.15,-58.858,314.252,2.04,0.179,80,-8.205,-4.838,0.613,"NN            ",8.73,1.42,11.09,1652
"Ruprecht_170     ",276.335,-9.995,21.071,1.172,0.071,65,0.452,-0.132,0.463,"NN            ",7.77,1.99,11.67,2159
"Ruprecht_171     ",278.012,-16.062,16.452,-3.089,0.113,719,7.677,1.091,0.62,"NN            ",9.44,0.68,10.91,1522
"Ruprecht_172     ",302.888,35.603,73.112,1.01,0.041,82,-2.034,-3.668,0.259,"NN            ",9.02,1.29,12.76,3562
"Ruprecht_174     ",310.856,37.031,78.012,-3.377,0.066,79,-3.154,-4.675,0.398,"NN            ",8.68,1.43,11.87,2368
"Ruprecht_176     ",243.676,-51.332,331.899,-0.269,0.039,107,-2.644,-2.984,0.335,"NN            ",8.08,1.66,12.09,2615
"Ruprecht_18      ",111.16,-26.213,239.923,-4.942,0.085,198,-0.487,1.127,0.364,"NN            ",8.11,1.43,12.12,2655
"Ruprecht_19      ",111.48,-21.844,236.198,-2.627,0.134,38,-2.605,3.841,0.679,"NN            ",7.86,0.31,10.75,1409
"Ruprecht_23      ",112.665,-23.383,238.074,-2.399,0.086,96,-2.078,1.56,0.341,"NN            ",8.61,1.49,12.18,2724
"Ruprecht_24      ",112.964,-12.785,228.913,2.944,0.051,7,-0.781,0.462,0.483,"notEnoughStars","     ","     ","     ","      "
"Ruprecht_25      ",114.192,-23.387,238.756,-1.174,0.015,24,-1.101,1.993,0.123,"NN            ",8.5,1.44,14.71,8740
"Ruprecht_26      ",114.271,-15.587,231.982,2.699,0.187,73,-3.2,0.071,0.923,"NN            ",7.5,0.27,10.16,1078
"Ruprecht_27      ",114.423,-26.516,241.591,-2.518,0.084,117,-1.23,0.428,0.469,"NN            ",8.75,0.91,11.57,2063
"Ruprecht_28      ",114.9,-30.933,245.657,-4.309,0.048,110,-2.567,3.854,0.198,"NN            ",9.07,0.83,13.14,4240
"Ruprecht_29      ",115.279,-24.377,240.107,-0.794,0.059,31,-2.138,1.617,0.44,"NN            ",8.38,0.37,11.53,2020
"Ruprecht_32      ",116.3,-25.539,241.575,-0.569,0.043,13,-2.024,3.081,0.181,"notEnoughStars","     ","     ","     ","      "
"Ruprecht_33      ",116.445,-21.915,238.505,1.362,0.085,50,-1.384,0.058,0.417,"NN            ",8.43,0.82,11.87,2370
"Ruprecht_34      ",116.478,-20.386,237.197,2.154,0.068,43,-2.129,1.044,0.357,"NN            ",8.66,0.49,12.01,2525
"Ruprecht_35      ",116.548,-31.278,246.656,-3.253,0.038,35,-2.256,3.136,0.243,"NN            ",7.74,1.49,12.99,3970
"Ruprecht_36      ",117.096,-26.287,242.582,-0.327,0.045,60,-2.768,0.903,0.34,"NN            ",7.75,0.63,12.16,2706
"Ruprecht_37      ",117.452,-17.249,234.943,4.527,0.026,75,-1.7,2.417,0.195,"NN            ",9.35,0.3,13.28,4526
"Ruprecht_4       ",102.248,-10.524,222.049,-5.315,0.037,50,-0.197,0.096,0.214,"NN            ",8.93,1.24,13.06,4087
"Ruprecht_41      ",118.443,-26.992,243.803,0.349,0.064,39,-2.593,3.554,0.195,"NN            ",8.16,0.98,13.18,4322
"Ruprecht_42      ",119.407,-25.92,243.333,1.642,0.03,45,-1.911,2.191,0.121,"NN            ",8.53,0.96,14.08,6560
"Ruprecht_43      ",119.697,-28.805,245.927,0.355,0.032,1,-2.23,3.041,0.105,"notEnoughStars","     ","     ","     ","      "
"Ruprecht_44      ",119.708,-28.558,245.722,0.492,0.038,57,-2.381,2.935,0.152,"NN            ",7.16,1.64,13.8,5753
"Ruprecht_45      ",119.894,-16.292,235.311,7.026,0.071,105,-2.712,2.817,0.192,"NN            ",9.5,0.2,13.03,4043
"Ruprecht_47      ",120.57,-31.074,248.255,-0.199,0.042,52,-2.5,2.727,0.234,"NN            ",7.47,0.93,12.85,3720
"Ruprecht_48      ",120.681,-32.045,249.127,-0.634,0.023,61,-2.517,2.827,0.235,"NN            ",8.05,0.92,12.98,3945
"Ruprecht_50      ",120.872,-30.873,248.221,0.128,0.038,37,-1.726,2.352,0.414,"NN            ",8.66,0.61,11.67,2157
"Ruprecht_54      ",122.844,-31.947,250.035,0.964,0.036,66,-2.66,3.124,0.193,"NN            ",8.44,0.99,13.43,4858
"Ruprecht_58      ",123.71,-31.938,250.432,1.582,0.046,129,-2.68,1.388,0.266,"NN            ",8.52,0.8,12.54,3218
"Ruprecht_60      ",126.105,-47.207,264.095,-5.508,0.04,109,-3.788,5.401,0.186,"NN            ",8.99,1.05,13.18,4322
"Ruprecht_61      ",126.327,-34.135,253.487,2.148,0.03,17,-2.556,3.866,0.271,"notEnoughStars","     ","     ","     ","      "
"Ruprecht_63      ",128.169,-48.304,265.801,-5.014,0.063,84,-2.541,3.229,0.216,"NN            ",8.76,1.21,13.02,4009
"Ruprecht_65      ",129.838,-44.041,263.077,-1.533,0.09,33,-4.746,4.245,0.412,"NN            ",7.36,1.71,11.91,2405
"Ruprecht_66      ",130.142,-38.071,258.487,2.291,0.041,106,-3.115,3.085,0.222,"NN            ",9.15,1.54,12.82,3659
"Ruprecht_67      ",130.464,-43.363,262.818,-0.761,0.058,53,-4.42,3.646,0.624,"NN            ",8.63,1.26,11.03,1607
"Ruprecht_68      ",131.147,-35.9,257.266,4.259,0.074,329,-2.619,5.61,0.301,"NN            ",9.26,1.09,12.41,3040
"Ruprecht_71      ",132.316,-46.875,266.379,-1.926,0.059,39,-5.22,4.642,0.486,"NN            ",7.33,0.93,11.33,1844
"Ruprecht_75      ",140.486,-56.314,276.788,-4.477,0.022,39,-6.118,4.995,0.202,"NN            ",9.23,0.39,12.98,3938
"Ruprecht_76      ",141.077,-51.651,273.753,-0.916,0.057,37,-6.571,3.601,0.466,"NN            ",8.49,1.12,11.44,1940
"Ruprecht_77      ",141.821,-55.119,276.488,-3.097,0.045,17,-6.286,4.84,0.242,"NN            ",7.09,1.92,13.07,4108
"Ruprecht_78      ",142.282,-53.696,275.699,-1.883,0.036,74,-3.892,3.252,0.097,"notEnoughStars","     ","     ","     ","      "
"Ruprecht_79      ",145.259,-53.846,277.102,-0.809,0.052,147,-4.631,2.995,0.221,"NN            ",7.79,1.98,12.9,3806
"Ruprecht_8       ",105.424,-13.539,226.153,-3.901,0.147,46,-1.02,-1.424,0.444,"NN            ",8.6,1.03,11.76,2251
"Ruprecht_82      ",146.421,-54.004,277.724,-0.484,0.063,93,-6.443,4.348,0.43,"NN            ",8.66,0.95,11.71,2201
"Ruprecht_83      ",147.307,-54.611,278.509,-0.619,0.03,73,-4.639,2.897,0.217,"NN            ",8.05,2.38,12.84,3706
"Ruprecht_84      ",147.281,-65.259,285.325,-8.825,0.06,63,-6.963,3.997,0.491,"NN            ",8.54,0.45,11.19,1732
"Ruprecht_85      ",150.36,-55.109,280.199,0.076,0.034,108,-4.443,3.241,0.169,"NN            ",8.31,2.61,13.41,4803
"Ruprecht_91      ",161.964,-57.483,286.903,1.492,0.23,193,-11.179,2.421,0.927,"NN            ",8.14,0.19,10.15,1070
"Ruprecht_93      ",166.037,-61.372,290.444,-1.129,0.074,79,-6.411,3.104,0.436,"NN            ",8.39,0.7,11.66,2150
"Ruprecht_94      ",172.772,-63.426,294.089,-1.943,0.213,47,-6.378,0.769,0.369,"NN            ",7.39,0.82,11.76,2244
"Ruprecht_96      ",177.67,-62.14,295.899,-0.101,0.049,73,-5.491,0.806,0.27,"NN            ",7.67,1.39,12.58,3280
"Ruprecht_97      ",179.369,-62.708,296.791,-0.481,0.03,23,-6.486,0.435,0.199,"manual        ",8.25,1.4,12.95,3890
"Ruprecht_98      ",179.715,-64.581,297.326,-2.283,0.835,110,-4.114,-8.632,2.044,"NN            ",8.69,0.36,8.52,506
"SAI_108          ",144.729,-52.947,276.271,-0.343,0.049,34,-4.931,3.681,0.258,"NN            ",8.08,1.55,12.79,3606
"SAI_109          ",145.902,-50.797,275.406,1.754,0.044,65,-4.378,3.825,0.095,"NN            ",9.02,1.78,14.27,7159
"SAI_113          ",155.685,-59.51,285.068,-1.898,0.031,63,-5.76,2.975,0.179,"NN            ",6.95,2.84,13.6,5241
"SAI_116          ",177.324,-62.226,295.762,-0.222,0.048,135,-7.729,1.339,0.206,"NN            ",8.1,2.14,13.08,4130
"SAI_118          ",205.811,-63.146,308.743,-0.861,0.088,108,-4.401,-2.335,0.514,"NN            ",7.5,0.93,11.31,1829
"SAI_132          ",299.248,31.609,68.116,1.44,0.07,132,-2.378,-4.135,0.277,"manual        ",8.9,2.3,12.47,3118
"SAI_14           ",21.504,62.624,126.895,0.019,0.036,41,-1.886,-1.058,0.23,"NN            ",9.13,2.68,13.01,3999
"SAI_149          ",354.506,60.541,114.022,-1.054,0.043,23,-3.901,-1.633,0.304,"NN            ",8.45,2.92,12.67,3426
"SAI_16           ",31.366,62.265,131.427,0.62,0.06,24,-0.725,-0.305,0.157,"NN            ",9,2.68,13.45,4893
"SAI_17           ",35.218,59.188,134.173,-1.717,0.026,26,-0.123,-0.682,0.148,"NN            ",9.07,2.49,13.91,6065
"SAI_24           ",44.816,60.566,138.013,1.493,0.111,84,-0.201,0.114,0.446,"NN            ",6.84,1.85,11.76,2248
"SAI_25           ",45.109,57.307,139.688,-1.307,0.115,23,0.608,-1.205,0.372,"NN            ",6.2,4.24,12.12,2651
"SAI_4            ",5.895,62.712,119.745,0.013,0.049,43,-3.095,-0.551,0.314,"NN            ",8.02,1.52,12.54,3226
"SAI_47           ",81,42.315,166.373,3.551,0.021,12,0.092,-0.335,0.188,"NN            ",7.8,1.4,13.35,4683
"SAI_72           ",103.973,0.232,213.233,1.097,0.035,6,-0.325,0.065,0.242,"notEnoughStars","     ","     ","     ","      "
"SAI_81           ",118.036,-28.12,244.585,-0.54,0.056,62,-2.003,2.944,0.21,"NN            ",8.21,1.53,13.34,4646
"SAI_86           ",122.055,-36.606,253.588,-2.121,0.038,78,-3.111,2.931,0.219,"NN            ",8.75,1.72,12.8,3630
"SAI_91           ",129.243,-50.045,267.626,-5.483,0.049,62,-4.085,4.229,0.251,"NN            ",8.72,1.18,12.68,3434
"SAI_94           ",131.171,-46.292,265.432,-2.176,0.045,52,-4.254,4.479,0.204,"NN            ",9.17,1.67,13.31,4592
"Saurer_2         ",126.366,-39.64,258,-1.005,0.026,40,-2.969,4.567,0.109,"NN            ",9.21,3.72,14.04,6433
"Schuster_1       ",151.159,-55.857,281.008,-0.254,0.024,17,-5.102,3.768,0.139,"tooRed        ","     ","     ","     ","      "
"Sher_1           ",165.262,-60.233,289.635,-0.242,0.013,35,-5.412,2.408,0.11,"NN            ",7.12,3.35,13.91,6066
"Shorlin_1        ",166.443,-61.231,290.566,-0.922,0.014,2,-5.869,2.189,0.083,"notEnoughStars","     ","     ","     ","      "
"Sigma_Orionis    ",84.716,-2.582,206.816,-17.31,0.175,114,1.577,-0.512,2.48,"tooRed        ","     ","     ","     ","      "
"Skiff_J0058+68.4 ",14.604,68.458,123.575,5.595,0.172,316,-2.063,0.366,0.319,"NN            ",9.15,1.77,11.97,2476
"Skiff_J0458+43.0 ",74.547,43.036,162.984,0.152,0.067,16,0.595,-1.109,0.382,"NN            ",8.53,0.91,12.11,2643
