"Cluster","RA_ICRS","DE_ICRS","GLON","GLAT","r50","nbstars07","pmRA*","pmDE","plx","Flag","AgeNN","AVNN","DMNN","DistPc"
"Skiff_J0507+30.8 ",76.78,30.846,173.754,-5.861,0.075,75,0.777,-0.692,0.171,"NN            ",9.39,0.98,13.92,6088
"Skiff_J0614+12.9 ",93.691,12.87,197.312,-2.102,0.026,47,0.915,-1.956,0.249,"NN            ",8.48,1.31,12.72,3500
"Skiff_J0619+18.5 ",94.829,18.546,192.836,1.556,0.157,11,-0.529,-1.284,0.644,"NN            ",7.92,0.41,10.88,1502
"Skiff_J1942+38.6 ",295.611,38.645,72.719,7.547,0.043,55,-3.131,-5.898,0.372,"NN            ",9.17,0.28,11.88,2378
"Skiff_J2330+60.2 ",352.553,60.257,113.016,-1.042,0.021,26,-3.484,-1.879,0.278,"NN            ",7.31,3.75,12.34,2942
"Stephenson_1     ",283.568,36.899,66.908,15.365,0.249,83,1.11,-3.01,2.779,"NN            ",7.45,0.22,7.68,343
"Stock_1          ",294.146,25.163,60.287,2.076,0.742,173,6.034,0.302,2.447,"NN            ",8.62,0.39,8.1,416
"Stock_10         ",84.808,37.85,171.714,3.556,0.541,142,-3.114,-0.464,2.759,"NN            ",7.91,0.44,7.86,373
"Stock_12         ",353.923,52.685,111.459,-8.491,0.403,107,8.527,-1.846,2.261,"NN            ",8.05,0.29,8.29,454
"Stock_14         ",175.925,-62.537,295.211,-0.685,0.081,19,-6.388,0.714,0.385,"NN            ",7.56,0.4,11.9,2396
"Stock_16         ",199.86,-62.622,306.145,0.075,0.056,23,-6.574,-0.991,0.222,"tooRed        ","     ","     ","     ","      "
"Stock_17         ",355.949,62.161,115.125,0.319,0.016,5,-3.691,-1.525,0.309,"notEnoughStars","     ","     ","     ","      "
"Stock_18         ",0.399,64.625,117.622,2.268,0.057,22,-2.692,-0.587,0.294,"NN            ",7.12,1.94,12.28,2860
"Stock_2          ",33.856,59.522,133.407,-1.63,1.03,1178,15.966,-13.627,2.641,"manual        ",8.6,0.5,8.01,399
"Stock_20         ",6.318,62.624,119.929,-0.095,0.046,38,-3.237,-1.124,0.342,"NN            ",7.28,1.09,12.07,2598
"Stock_21         ",7.59,57.922,120.126,-4.835,0.052,57,-2.161,-1.787,0.51,"NN            ",8.45,1.21,11.55,2040
"Stock_23         ",49.075,60.377,139.927,2.376,0.754,83,-4.261,-0.865,1.613,"NN            ",8.04,0.61,8.98,625
"Stock_24         ",9.945,61.967,121.563,-0.874,0.053,77,-1.395,0.037,0.326,"NN            ",8.08,1.25,12.36,2961
"Stock_4          ",28.039,57.055,131.148,-4.845,0.163,44,-1.115,0.341,0.729,"NN            ",7.85,0.56,10.61,1322
"Stock_5          ",31.119,64.365,130.731,2.605,0.193,101,-0.729,-2.069,1.013,"NN            ",8.12,1.21,9.95,975
"Stock_7          ",37.431,60.627,134.701,0.02,0.279,129,-3.496,0.484,1.441,"NN            ",7.86,1.46,9.25,708
"Stock_8          ",81.956,34.452,173.316,-0.223,0.153,275,0.094,-2.249,0.446,"NN            ",7.16,1.17,11.86,2354
"Teutsch_1        ",84.871,33.347,175.559,1.207,0.011,29,0.653,-0.767,0.223,"NN            ",7.44,1.95,13.63,5318
"Teutsch_10       ",86.096,28.828,179.951,-0.288,0.044,67,0.834,-1.892,0.319,"NN            ",8.79,1.81,12.69,3450
"Teutsch_103      ",142.145,-46.607,270.753,3.199,0.032,37,-5.055,3.342,0.356,"NN            ",8.56,2.36,12.24,2800
"Teutsch_106      ",164.836,-59.557,289.16,0.284,0.038,30,-5.909,2.115,0.1,"NN            ",9.48,1.74,14.28,7184
"Teutsch_11       ",96.352,13.878,197.645,0.656,0.029,14,0.382,-0.619,0.176,"manual        ",9.3,1.4,14,6309
"Teutsch_12       ",96.428,13.611,197.916,0.597,0.047,40,-0.704,-0.98,0.234,"manual        ",8.92,1.78,12.94,3865
"Teutsch_125      ",333.316,58.939,103.742,2.092,0.065,22,-3.867,-2.78,0.469,"NN            ",6.94,2.72,11.62,2112
"Teutsch_126      ",333.455,55.712,101.977,-0.611,0.093,57,-1.82,-2.23,0.437,"NN            ",7.69,1.13,11.74,2227
"Teutsch_127      ",334.747,56.121,102.806,-0.675,0.03,30,-3.344,-2.417,0.242,"NN            ",7.06,2.08,12.69,3450
"Teutsch_13       ",100.984,1.404,210.827,-1.029,0.055,13,-0.097,0.518,0.155,"NN            ",6.9,1.94,13.59,5220
"Teutsch_143a     ",167.141,-60.741,290.686,-0.338,0.033,95,-5.602,2.283,0.219,"NN            ",9.04,1.47,12.8,3623
"Teutsch_144      ",320.438,50.595,92.726,0.446,0.106,60,-1.89,-3.129,0.352,"NN            ",8.94,1.81,12,2517
"Teutsch_145      ",280.617,-5.249,27.24,-0.403,0.019,44,-1.635,-3.436,0.264,"NN            ",8.62,4.15,12.75,3545
"Teutsch_14a      ",270.873,-22.12,7.917,-0.027,0.045,43,-0.369,-1.611,0.343,"tooRed        ","     ","     ","     ","      "
"Teutsch_156      ",315.95,47.215,88.246,0.264,0.039,108,-3.432,-3.826,0.17,"NN            ",9.03,2.33,13.54,5113
"Teutsch_2        ",85.342,39.237,170.752,4.643,0.05,65,0.533,-1.366,0.167,"manual        ",9.2,1.2,13.41,4807
"Teutsch_22       ",315.428,44.114,85.684,-1.522,0.027,84,-3.519,-4.84,0.188,"NN            ",8.36,2.62,13.39,4765
"Teutsch_23       ",356.976,62.996,115.792,1.008,0.048,28,-2.986,-1.387,0.29,"NN            ",6.75,2.69,12.69,3453
"Teutsch_27       ",294.343,18.7,54.735,-1.24,0.009,13,-2.924,-6.308,0.245,"NN            ",7.51,3.03,13.17,4303
"Teutsch_28       ",307.059,35.103,74.625,-2.078,0.058,47,-2.076,-3.936,0.242,"NN            ",9.28,3.74,13.1,4168
"Teutsch_30       ",306.929,36.074,75.352,-1.426,0.026,29,-3.18,-5.692,0.539,"NN            ",7.46,3.41,11.23,1760
"Teutsch_31       ",163.209,-59.463,288.374,0.014,0.02,14,-6.155,2.451,0.145,"NN            ",9.22,2.35,13.84,5857
"Teutsch_35       ",294.091,35.742,69.565,7.218,0.414,143,-0.683,-2.439,2.007,"NN            ",8.01,0,8.54,509
"Teutsch_38       ",131.523,-38.025,259.122,3.175,0.615,100,-8.636,3.669,1.502,"NN            ",7.57,0.01,9.14,671
"Teutsch_42       ",292.554,18.535,53.769,0.163,0.005,13,-3.116,-5.83,0.182,"tooRed        ","     ","     ","     ","      "
"Teutsch_44       ",155.347,-54.45,282.18,2.262,0.024,30,-4.613,2.239,0.1,"NN            ",9.41,0.58,14.21,6962
"Teutsch_49       ",109.596,-17.585,231.601,-2.192,0.077,59,-0.347,0.104,0.35,"tooRed        ","     ","     ","     ","      "
"Teutsch_50       ",121.787,-36.057,253.008,-2.006,0.023,15,-2.899,2.327,0.229,"NN            ",8.79,3.06,13.38,4736
"Teutsch_51       ",88.463,26.834,182.738,0.48,0.034,80,0.545,-0.345,0.216,"NN            ",8.83,2.62,13.35,4673
"Teutsch_52       ",82.575,38.244,170.431,2.289,0.063,9,0.059,-0.136,0.158,"notEnoughStars","     ","     ","     ","      "
"Teutsch_54       ",341.858,59.781,107.907,0.577,0.027,15,-2.878,-1.762,0.212,"notEnoughStars","     ","     ","     ","      "
"Teutsch_61       ",113.661,-19.793,235.375,0.145,0.028,41,-2.277,3.145,0.31,"NN            ",7.66,1.64,12.37,2978
"Teutsch_66       ",143.368,-52.381,275.279,-0.475,0.02,17,-4.152,3.184,0.191,"NN            ",8.47,2.89,13.06,4095
"Teutsch_7        ",296.928,24.273,60.767,-0.559,0.042,21,-2.944,-4.936,0.191,"tooRed        ","     ","     ","     ","      "
"Teutsch_74       ",326.422,58.097,100.368,3.61,0.04,79,-3.244,-3.064,0.218,"NN            ",9.13,2.4,13.59,5221
"Teutsch_8        ",300.598,35.31,71.86,2.424,0.006,28,-3.496,-6.704,0.492,"NN            ",6.6,2.2,11.49,1982
"Teutsch_80       ",223.361,-60.478,317.418,-1.084,0.039,99,-5.553,-3.581,0.349,"manual        ",8.35,4,11.93,2432
"Teutsch_84       ",256.09,-42.07,344.445,-0.456,0.035,163,-1.738,-1.109,0.406,"NN            ",9.02,3.48,11.94,2446
"Teutsch_85       ",258.309,-39.718,347.333,-0.398,0.038,41,-1.864,-3.123,0.14,"tooRed        ","     ","     ","     ","      "
"Toepler_1        ",300.318,33.615,70.299,1.724,0.016,20,-2.349,-5.081,0.252,"NN            ",7.81,1.93,12.69,3454
"Tombaugh_1       ",105.126,-20.569,232.339,-7.311,0.051,179,-2.564,3.833,0.371,"NN            ",9.1,0.66,12.04,2554
"Tombaugh_2       ",105.773,-20.82,232.836,-6.88,0.028,224,-0.464,1.349,0.079,"NN            ",9.21,0.83,14.85,9316
"Tombaugh_4       ",37.305,61.787,134.216,1.077,0.055,160,-1.057,-0.163,0.275,"NN            ",9.2,2.69,12.77,3576
"Tombaugh_5       ",56.984,59.07,143.944,3.599,0.17,444,0.515,-2.388,0.561,"NN            ",8.27,2.07,11.16,1706
"Trumpler_1       ",23.915,61.283,128.219,-1.134,0.031,53,-1.598,-0.541,0.348,"NN            ",7.46,1.63,12.22,2773
"Trumpler_10      ",131.943,-42.566,262.866,0.582,0.89,446,-12.532,6.527,2.287,"NN            ",7.51,0,8.15,427
"Trumpler_11      ",151.248,-61.619,284.462,-4.869,0.057,70,-7.057,3.314,0.248,"NN            ",7.44,0.7,12.77,3578
"Trumpler_12      ",151.621,-60.29,283.822,-3.69,0.049,158,-6.913,4.463,0.253,"NN            ",8.82,0.49,12.6,3307
"Trumpler_13      ",155.952,-60.142,285.521,-2.359,0.045,189,-6.743,4.122,0.189,"NN            ",8.26,1.31,13.32,4612
"Trumpler_14      ",160.986,-59.553,287.411,-0.579,0.044,267,-6.54,2.076,0.385,"manual        ",7.8,1,11.8,2290
"Trumpler_15      ",161.177,-59.369,287.41,-0.371,0.039,138,-6.209,2.016,0.398,"manual        ",6.95,1.5,12.07,2599
"Trumpler_16      ",161.253,-59.7,287.599,-0.646,0.061,110,-6.864,2.509,0.389,"NN            ",7.13,1.16,11.62,2107
"Trumpler_17      ",164.108,-59.23,288.686,0.424,0.066,168,-4.631,2.216,0.375,"NN            ",7.3,1.84,12.16,2709
"Trumpler_18      ",167.826,-60.656,290.964,-0.132,0.069,29,-7.172,0.569,0.624,"NN            ",7.68,0.76,10.91,1523
"Trumpler_19      ",168.623,-57.563,290.195,2.892,0.105,629,-1.675,-1.237,0.374,"NN            ",9.69,0.37,12,2509
"Trumpler_2       ",39.232,55.905,137.386,-3.977,0.323,154,1.583,-5.352,1.431,"NN            ",8.05,0.86,9.26,710
"Trumpler_20      ",189.882,-60.637,301.472,2.201,0.112,738,-7.089,0.18,0.251,"NN            ",9.27,0.88,12.65,3392
"Trumpler_21      ",203.068,-62.787,307.581,-0.284,0.071,95,-4.682,-2.312,0.722,"NN            ",7.69,0.58,10.61,1326
"Trumpler_22      ",217.783,-61.169,314.657,-0.588,0.103,140,-5.12,-2.683,0.386,"NN            ",7.51,1.78,11.94,2439
"Trumpler_23      ",240.218,-53.539,328.855,-0.484,0.062,368,-4.178,-4.746,0.352,"NN            ",8.85,2.18,12.07,2590
"Trumpler_25      ",261.125,-39.006,349.167,-1.771,0.079,578,0.358,-2.12,0.402,"NN            ",8.36,2.47,11.64,2130
"Trumpler_26      ",262.126,-29.487,357.53,2.855,0.072,71,-0.873,-3.082,0.623,"NN            ",8.4,1.78,10.91,1524
"Trumpler_28      ",264.231,-32.469,356.014,-0.283,0.089,103,-0.851,-2.824,0.678,"NN            ",7.89,1.79,10.73,1397
"Trumpler_29      ",265.347,-40.158,349.967,-5.129,0.145,142,0.489,-2.308,0.673,"NN            ",7.71,0.72,10.86,1488
"Trumpler_3       ",48.004,63.218,138.014,4.54,0.276,211,-3.354,-0.112,1.461,"NN            ",7.67,0.69,9.21,693
"Trumpler_30      ",269.182,-35.298,355.717,-5.263,0.096,125,1.243,-2.189,0.707,"NN            ",8.64,0.81,10.65,1346
"Trumpler_32      ",274.294,-13.349,17.17,1.358,0.057,123,-1.052,1.158,0.578,"NN            ",9.13,1.32,11.03,1608
"Trumpler_33      ",276.159,-19.711,12.395,-3.213,0.048,29,0.435,0.449,0.677,"NN            ",7.76,1.22,10.81,1455
"Trumpler_34      ",279.935,-8.439,24.092,-1.261,0.043,27,-0.933,-3.448,0.305,"tooRed        ","     ","     ","     ","      "
"Trumpler_35      ",280.741,-4.215,28.215,-0.041,0.047,39,-1.032,-2.219,0.319,"NN            ",7.59,3.22,12.22,2784
"Trumpler_5       ",99.126,9.465,202.814,1.021,0.134,2051,-0.59,0.273,0.284,"manual        ",9.63,1.2,12.42,3047
"Trumpler_7       ",111.849,-23.949,238.216,-3.325,0.066,102,-2.484,3.329,0.554,"NN            ",7.82,0.78,11.17,1712
"Trumpler_9       ",118.911,-25.888,243.073,1.278,0.037,119,-3.402,3.069,0.339,"NN            ",7.5,0.73,12.04,2554
"Turner_3         ",274.393,-18.875,12.351,-1.348,0.02,16,0.474,-2.504,0.584,"NN            ",7.99,1.81,11.18,1719
"Turner_5         ",143.284,-36.358,264.25,11.212,0.781,22,0.092,-3.115,2.373,"NN            ",8.51,0.04,8.19,435
"Turner_9         ",296.165,29.494,64.943,2.648,0.151,34,0.346,-2.399,0.563,"NN            ",8.49,0.85,11.25,1774
"UBC_1            ",287.87,56.801,87.496,19.816,0.665,47,-2.579,3.649,3.049,"NN            ",7.84,0.35,7.57,326
"UBC_100          ",281.238,-11.127,22.285,-3.655,0.104,25,-1.111,-3.323,0.702,"NN            ",8.2,1.38,10.78,1429
"UBC_101          ",279.496,-7.135,25.045,-0.274,0.07,54,-0.319,-3.037,0.413,"NN            ",7.45,2.82,11.69,2175
"UBC_102          ",280.613,-6.904,25.757,-1.155,0.091,42,-1.027,-2.503,0.513,"NN            ",8.52,1.16,11.37,1877
"UBC_103          ",280.633,-6.592,26.044,-1.029,0.066,97,-0.396,-2.266,0.285,"NN            ",7.35,1.4,12.37,2984
"UBC_104          ",280.692,-6.257,26.373,-0.935,0.06,61,0.486,-0.809,0.295,"NN            ",7.81,1.71,12.41,3028
"UBC_105          ",280.319,-5.427,26.945,-0.229,0.085,75,0.459,-0.997,0.467,"NN            ",7.92,1.98,11.66,2144
"UBC_106          ",280.475,-5.417,27.028,-0.354,0.121,431,-1.088,-1.317,0.399,"NN            ",8.2,1.92,11.86,2353
"UBC_107          ",279.769,-4.8,27.242,0.558,0.085,184,0.958,-1.652,0.318,"NN            ",8.37,2.69,11.99,2501
"UBC_108          ",281.611,-5.181,27.763,-1.271,0.111,46,-2.94,-3.648,0.627,"NN            ",8.87,1.92,11,1585
"UBC_10a          ",324.652,62.206,102.416,7.285,0.512,43,-2.131,-3.031,1.075,"NN            ",7.15,0.89,9.71,873
"UBC_10b          ",327.047,61.032,102.507,5.653,0.474,40,-3.471,-1.859,1.015,"NN            ",7.75,1.36,10.01,1006
"UBC_11           ",246.666,-59.936,327.001,-7.548,1.034,44,-0.342,-6.794,2.147,"NN            ",7.83,0.44,8.24,444
"UBC_110          ",281.62,-4.979,27.934,-1.157,0.092,70,-0.795,-2.619,0.247,"tooRed        ","     ","     ","     ","      "
"UBC_113          ",285.138,-1.557,32.583,-2.736,0.055,96,0.499,-0.512,0.386,"NN            ",8.63,1.97,11.98,2487
"UBC_114          ",286.446,-0.399,34.205,-3.367,0.103,39,-1.47,-1.874,0.656,"NN            ",7.7,1.02,10.91,1517
"UBC_118          ",282.649,9.763,41.551,4.643,0.11,85,-0.237,-4.23,0.654,"NN            ",8.6,0.93,10.9,1512
"UBC_119          ",290.628,8.41,43.96,-2.999,0.089,78,-1.349,-2.355,0.561,"NN            ",9.41,0.87,11.1,1659
"UBC_12           ",126.027,-8.405,231.616,16.244,0.463,19,-8.301,4.131,2.219,"NN            ",8.37,0.23,8.32,461
"UBC_120          ",284.108,13.242,45.305,4.928,0.087,28,1.13,1.438,0.838,"NN            ",8.27,0.91,10.3,1148
"UBC_121          ",288.891,12.844,47.096,0.59,0.069,50,-1.238,-3.355,0.567,"NN            ",8.21,2.19,11.03,1607
"UBC_122          ",288.142,15.717,49.302,2.556,0.078,92,-0.555,-3.132,0.358,"NN            ",7.71,2.4,12.13,2671
"UBC_123          ",294.181,18.247,54.261,-1.332,0.054,61,-2.102,-4.725,0.39,"NN            ",8.41,2.41,11.88,2371
"UBC_124          ",295.404,19.036,55.523,-1.948,0.078,61,-1.893,-5.26,0.363,"NN            ",8.07,2.52,12.09,2621
"UBC_125          ",288.881,22.968,56.088,5.279,0.138,38,-1.135,-4.054,0.762,"NN            ",8.76,1.38,10.62,1332
"UBC_126          ",294.985,20.054,56.214,-1.103,0.043,37,-1.855,-4.391,0.366,"NN            ",7.3,2.62,11.97,2482
"UBC_129          ",299.05,26.448,63.625,-1.097,0.21,115,-0.967,-4.337,0.844,"NN            ",7.72,1.11,10.41,1208
"UBC_13           ",120.914,3.54,218.116,17.666,1.1,36,-7.749,-1.13,1.609,"NN            ",8.26,0,9,629
"UBC_130          ",298.06,27.437,64.012,0.179,0.106,98,-2.099,-5.856,0.393,"NN            ",7.44,1.58,11.82,2308
"UBC_132          ",299.271,28.445,65.422,-0.223,0.037,85,-1.897,-4.814,0.272,"NN            ",8.98,2.67,12.34,2942
"UBC_133          ",303.694,28.355,67.446,-3.554,0.105,81,-1.12,-4.678,0.583,"NN            ",7.93,2.34,11.01,1589
"UBC_134          ",299.722,31.095,67.896,0.826,0.05,57,-2.174,-5.983,0.368,"NN            ",7.87,1.92,11.87,2370
"UBC_135          ",299.824,33.724,70.177,2.136,0.066,62,-3.515,-6.437,0.223,"NN            ",7.38,2.05,13.15,4263
"UBC_136          ",304.49,32.582,71.336,-1.77,0.133,87,-0.045,-3.267,0.69,"NN            ",8.22,1.97,10.68,1365
"UBC_137          ",301.131,35.237,72.026,2.017,0.024,38,-2.427,-4.014,0.389,"NN            ",8.46,1.55,11.94,2438
"UBC_139          ",302.728,35.764,73.167,1.197,0.103,66,-2.091,-4.883,0.457,"NN            ",8.36,1.02,11.61,2095
"UBC_14           ",294.746,3.703,41.734,-8.829,1.068,46,0.131,-2.103,1.306,"NN            ",7.72,0.72,9.38,752
"UBC_141          ",313.576,35.686,78.353,-5.916,0.087,39,-1.024,0.362,0.709,"NN            ",9.32,0.51,10.6,1315
"UBC_143          ",299.689,45.553,80.292,8.352,0.142,26,-3.183,-7.858,0.727,"NN            ",8.67,0.44,10.47,1243
"UBC_146          ",309.368,46.467,84.807,3.267,0.086,145,-4.047,-4.325,0.423,"NN            ",7.64,1.46,12,2515
"UBC_147          ",308.317,47.147,84.896,4.262,0.115,53,-3.367,-4.799,0.437,"NN            ",7.54,1.17,11.64,2129
"UBC_148          ",309.732,46.464,84.971,3.084,0.114,69,-2.099,-3.234,0.414,"NN            ",7.69,1.7,11.92,2419
"UBC_149          ",312.253,46.47,86.042,1.704,0.16,94,-0.884,-1.926,0.389,"NN            ",7.54,1.19,11.91,2414
"UBC_150          ",325.52,37.584,86.439,-11.552,0.152,26,-4.16,-6.715,1.141,"NN            ",8.3,0.37,9.7,871
"UBC_151          ",311.961,47.432,86.639,2.493,0.17,77,-2.363,-1.542,0.565,"NN            ",8.26,0.8,11.13,1683
"UBC_152          ",314.345,47.367,87.654,1.196,0.085,21,-0.548,-1.77,0.714,"NN            ",8.49,1.51,10.68,1367
"UBC_153          ",316.243,46.271,87.668,-0.515,0.075,64,-5.098,-6.254,0.271,"NN            ",8.52,0.84,12.65,3391
"UBC_154          ",317.093,46.334,88.124,-0.908,0.06,59,-2.294,-3.725,0.265,"NN            ",8.73,1.49,12.61,3323
"UBC_155          ",318.413,50.134,91.481,1.06,0.127,63,-2.893,-4.058,0.58,"NN            ",8.68,2.63,11.01,1593
"UBC_156          ",321.715,49.114,92.289,-1.183,0.077,47,-3.755,-4.378,0.424,"NN            ",8.4,1.28,11.85,2343
"UBC_157          ",328.682,49.748,96.124,-3.701,0.097,28,2.123,-0.296,0.82,"NN            ",8.25,0.71,10.31,1151
"UBC_158          ",323.818,53.655,96.335,1.226,0.066,40,-2.582,-2.806,0.463,"NN            ",8.18,1.32,11.68,2169
"UBC_159          ",339.03,39.621,96.44,-16.166,0.183,67,-1.905,-4.786,1.988,"NN            ",7.16,0.82,8.37,472
"UBC_160          ",327.716,51.374,96.659,-2.043,0.061,57,-2.488,-3.254,0.497,"NN            ",8.22,1.28,11.41,1913
"UBC_162          ",327.751,52.982,97.69,-0.808,0.071,51,-4.086,-4.51,0.42,"NN            ",8.34,1.45,11.78,2268
"UBC_163          ",330.873,55.643,100.774,0.189,0.096,34,-1.958,-3.22,0.609,"NN            ",8.79,1.29,10.92,1527
"UBC_166          ",334.263,54.229,101.54,-2.103,0.071,59,-3.634,-2.967,0.311,"NN            ",7.53,0.91,12.48,3132
"UBC_167          ",324.786,62.332,102.559,7.355,0.123,39,-2.078,-3.022,1.065,"NN            ",7.34,1.08,9.85,931
"UBC_168          ",332.43,57.549,102.564,1.207,0.153,27,1.796,1.633,1.069,"NN            ",7.86,1.13,9.84,928
"UBC_169          ",342.627,49.494,103.592,-8.793,0.056,31,-4.009,-3.378,0.704,"NN            ",8.47,0.26,10.65,1347
"UBC_172          ",343.401,54.336,106.219,-4.673,0.095,45,-1.632,-1.415,0.378,"NN            ",8.31,0.78,11.96,2467
"UBC_173          ",341.704,56.408,106.296,-2.386,0.161,187,-3.405,-2.739,0.265,"NN            ",7.12,1.55,12.78,3599
"UBC_174          ",341.388,57.382,106.577,-1.435,0.109,223,-3.367,-2.781,0.282,"NN            ",7,1.7,12.66,3396
"UBC_175          ",344.451,54.401,106.784,-4.873,0.153,59,1.432,-0.726,0.721,"NN            ",8.67,0.88,10.63,1334
"UBC_176          ",345.532,57.063,108.462,-2.709,0.062,100,-3.597,-2.191,0.261,"NN            ",6.84,2.04,13.13,4224
"UBC_177          ",339.659,67.044,110.485,7.447,0.143,43,-1.973,-0.973,0.855,"NN            ",7.44,1.99,10.3,1149
"UBC_178          ",346.201,63.36,111.303,2.92,0.16,58,-1.235,-1.823,1.148,"NN            ",7.01,1.58,9.88,947
"UBC_179          ",350.98,59.522,112.033,-1.495,0.136,55,-2.851,-3.014,0.814,"NN            ",8.31,1.39,10.36,1182
"UBC_17a          ",83.422,-1.671,205.335,-18.019,1.356,180,1.582,-1.2,2.753,"NN            ",7.27,0.8,7.73,352
"UBC_17b          ",83.195,-1.585,205.142,-18.179,0.534,103,0.078,-0.163,2.376,"NN            ",7.06,0.05,8.05,408
"UBC_180          ",357.351,59.002,115.007,-2.911,0.107,93,-3.178,-0.978,0.461,"NN            ",8.42,1.75,11.66,2145
"UBC_181          ",0.584,63.562,117.486,1.216,0.11,31,-2.602,-1.344,0.858,"NN            ",8.83,1.08,10.25,1123
"UBC_182          ",4.18,52.298,117.56,-10.201,0.14,24,-2.96,-1.769,0.64,"NN            ",7.13,0.2,10.93,1533
"UBC_183          ",5.005,55.714,118.491,-6.881,0.099,28,0.661,-2.507,0.934,"NN            ",7.82,0.37,10.1,1046
"UBC_184          ",5.76,59.451,119.324,-3.222,0.064,53,-3.353,-1.868,0.562,"NN            ",8.91,1.37,11.15,1697
"UBC_185          ",7.8,63.397,120.667,0.615,0.032,48,-2.438,-0.415,0.213,"NN            ",8.42,2.01,13.02,4015
"UBC_186          ",23.711,60.658,128.205,-1.778,0.291,533,-1.326,-0.462,0.338,"NN            ",7.37,1.08,12.01,2528
"UBC_187          ",37.868,72.346,130.407,10.972,0.214,42,-1.664,-1.747,1.076,"manual        ",7.25,1,9.67,859
"UBC_188          ",27.466,53.9,131.559,-7.983,0.142,69,-0.866,-1.557,0.335,"NN            ",7.42,0.33,12.29,2872
"UBC_19           ",56.336,29.827,162.215,-19.48,0.254,34,2.705,-5.17,2.385,"NN            ",6.84,0.7,8.1,416
"UBC_190          ",37.448,59.782,135.007,-0.738,0.095,56,-0.09,-0.483,0.314,"NN            ",7.27,2.68,12.54,3225
"UBC_191          ",37.507,58,135.725,-2.389,0.169,95,-0.393,-0.947,0.392,"NN            ",7.26,1.93,12.15,2693
"UBC_192          ",37.112,57.142,135.831,-3.275,0.153,78,-0.445,-1.186,0.396,"NN            ",7.69,1.28,11.97,2479
"UBC_194          ",37.686,48.305,139.485,-11.345,0.101,68,0.52,-2.875,0.713,"NN            ",8.36,0.48,10.67,1361
"UBC_197          ",83.359,39.841,169.42,3.669,0.088,73,0.139,-1.283,0.313,"NN            ",8.45,0.95,12.52,3185
"UBC_198          ",82.109,35.736,172.316,0.602,0.121,54,0.016,-1.935,0.524,"NN            ",8.44,0.66,11.21,1744
"UBC_199          ",67.449,25.422,172.8,-15.669,0.135,55,3.007,-1.769,0.816,"NN            ",9.06,0.93,10.46,1233
