"UCC_ID","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","Rv","N_Rv","N_50","r_50","C3","shared_members","shared_members_perc"
"UCC G059.8-10.3","Alessi 11;MWSC 3321",305.3324,18.3734,59.83,-10.292,0.272,-3.319,-5.319,-39.681,1.0,12.0,7.6,"DC","nan","nan"
"UCC G059.9+00.8a","Theia 2395",295.1088,24.2444,59.912,0.856,0.237,-2.345,-5.584,36.367,1.0,21.0,2.0,"AA","hsc486","76.0"
"UCC G059.9+00.8","HSC 486",295.1073,24.2473,59.912,0.863,0.237,-2.318,-5.603,36.367,1.0,23.0,2.1,"AA","theia2395","76.0"
"UCC G059.9-03.9","HSC 487",299.5834,21.832,59.911,-3.926,1.365,-0.046,-5.625,-13.922,6.0,16.0,27.6,"BC","nan","nan"
"UCC G060.0-01.0","FSR 0154;SAI 131;MWSC 3181",297.009,23.353,60.012,-1.088,0.23,-1.635,-4.153,25.55,10.0,212.0,2.9,"AB","nan","nan"
"UCC G060.0+29.6","HSC 474",264.2552,35.3027,60.81,29.662,2.993,-2.715,-3.342,-23.91,8.0,32.0,48.0,"CA","cwnu1109","62.5"
"UCC G060.0+00.5","CWNU 2364",295.5154,24.1932,60.052,0.516,0.223,-2.551,-4.682,18.094,4.0,58.0,1.6,"BB","nan","nan"
"UCC G060.0+03.8","CWNU 4186",292.3044,25.8444,60.083,3.861,0.08,-2.186,-4.003,-10.799,1.0,24.0,1.5,"BC","nan","nan"
"UCC G060.1-01.7","NGC 6830;Melotte 224;Collinder 406;OCL 125;MWSC 3191",297.718,23.101,60.115,-1.782,0.429,-3.202,-5.767,1.201,6.0,289.0,5.3,"AA","nan","nan"
"UCC G060.2-01.8","HSC 488",297.8217,23.1367,60.198,-1.84,0.224,-0.792,-4.109,6.849,3.0,20.0,2.5,"CB","nan","nan"
"UCC G060.2-00.1","Roslund 2;FoF 1275",296.261,23.977,60.213,-0.199,0.47,-1.732,-5.135,15.447,6.0,183.0,6.4,"AB","nan","nan"
"UCC G060.2+00.0","CWNU 1564",296.1638,24.0356,60.209,-0.077,0.417,-0.583,-4.333,20.84,7.0,41.0,3.0,"AB","nan","nan"
"UCC G060.2+02.0","Stock 1;OCL 127;OCSN 264",294.146,25.163,60.205,2.06,2.459,6.057,0.214,-19.193,109.0,266.0,39.9,"AA","nan","nan"
"UCC G060.2+01.3","HSC 489",294.8089,24.8397,60.297,1.383,0.151,-2.406,-5.381,"nan",0.0,22.0,1.8,"CB","cwnu4209","76.0"
"UCC G060.3+01.3","CWNU 4209",294.8171,24.8411,60.296,1.385,0.151,-2.41,-5.383,-4.481,1.0,18.0,1.9,"DB","hsc489","76.0"
"UCC G060.3+01.2","UBC 1069",294.9646,24.7822,60.321,1.236,0.318,-1.901,-6.5,19.491,2.0,52.0,2.4,"AB","nan","nan"
"UCC G060.3-00.1","Bica 110",296.3385,24.1036,60.361,-0.193,0.07,-2.887,-5.444,-26.896,3.0,12.0,5.7,"AB","nan","nan"
"UCC G060.3+10.9","NGC 6743;MWSC 3036",285.33,29.2919,60.384,10.944,0.134,-2.012,-4.099,-61.225,3.0,20.0,6.1,"DC","nan","nan"
"UCC G060.4+01.2","CWNU 4247",295.0201,24.8716,60.428,1.25,0.131,-2.421,-5.294,5.671,2.0,15.0,3.1,"CB","nan","nan"
"UCC G060.4+00.3","CWWDL 2418",295.9074,24.4332,60.443,0.33,0.42,-3.502,-6.598,105.138,2.0,37.0,2.4,"AB","phoc14","97.3"
"UCC G060.4+00.3a","PHOC 14",295.9114,24.4439,60.444,0.329,0.419,-3.505,-6.594,90.764,3.0,39.0,2.7,"AB","cwwdl2418","92.3"
"UCC G060.4+00.3b","CWNU 2504",295.8601,24.4865,60.511,0.387,0.489,-0.542,-1.635,"nan",0.0,21.0,5.0,"BC","nan","nan"
"UCC G060.4-06.2","NGC 6873",301.9988,21.092,60.484,-6.191,0.179,-3.074,-5.399,5.31,4.0,16.0,8.2,"CC","nan","nan"
"UCC G060.4-00.2","CWNU 2976",296.4774,24.1802,60.486,-0.249,0.237,-1.68,-4.268,"nan",0.0,46.0,1.6,"CB","nan","nan"
"UCC G060.4-00.8","HSC 490",296.9992,23.9054,60.554,-0.825,1.435,-4.586,-4.099,1.61,6.0,18.0,32.7,"BC","nan","nan"
"UCC G060.5-73.7","CWNU 1066",357.6769,-18.7922,59.562,-73.171,10.021,27.392,-3.606,17.004,17.0,28.0,166.5,"DA","nan","nan"
"UCC G060.7+00.0","Gulliver 43",296.283,24.558,60.727,0.087,0.329,-2.927,-5.788,107.491,4.0,140.0,4.1,"AA","nan","nan"
"UCC G060.7+01.8","HSC 491",294.5807,25.4469,60.732,1.765,0.836,0.45,-4.612,-1.875,6.0,20.0,15.9,"AC","nan","nan"
"UCC G060.7-00.5","Teutsch 7;DSH J1947.7+2415;FSR 0155;MWSC 3180",296.928,24.273,60.76,-0.57,0.166,-2.9,-4.928,7.832,3.0,132.0,1.2,"AB","nan","nan"
"UCC G060.7+14.3","CWNU 1152",281.9074,31.0413,60.633,14.404,3.305,1.334,-4.55,-16.846,9.0,27.0,42.7,"DA","nan","nan"
"UCC G060.8+43.8","Dol Dzim 5",246.85,38.0667,60.89,43.864,0.373,-7.416,-5.343,-10.574,1.0,24.0,10.5,"CD","nan","nan"
"UCC G060.8-00.7","HSC 492",297.1652,24.2879,60.885,-0.747,0.906,0.083,-5.253,-5.775,4.0,30.0,6.7,"AC","nan","nan"
"UCC G060.9-00.1","Dolidze 53",296.588,24.613,60.902,-0.128,0.476,-1.503,-4.623,51.227,5.0,84.0,2.5,"AB","nan","nan"
"UCC G060.9-06.5","CWNU 4091",302.5887,21.2564,60.92,-6.579,0.153,-2.545,-4.817,-42.266,4.0,27.0,4.4,"BB","nan","nan"
"UCC G060.9+06.8","HSC 493",289.7612,27.9897,60.941,6.961,0.281,-4.701,-7.078,"nan",0.0,20.0,6.9,"AC","nan","nan"
"UCC G060.9-01.7","HSC 494",298.1269,23.8213,60.928,-1.736,0.611,0.582,-0.655,10.297,2.0,22.0,6.2,"AC","nan","nan"
"UCC G061.0+01.7a","CWNU 3858",294.877,25.6423,61.026,1.737,0.074,-2.146,-4.264,-75.92,2.0,116.0,1.2,"AC","saurer5","14.7"
"UCC G061.0+01.7","Saurer 5",294.885,25.652,61.02,1.739,0.072,-2.266,-4.37,"nan",0.0,16.0,1.7,"AC","cwnu3858","68.0"
"UCC G061.0+00.2","HSC 496",296.2992,24.9504,61.036,0.244,0.203,-2.614,-6.384,20.971,2.0,17.0,7.6,"DC","nan","nan"
"UCC G061.1-15.1","NGC 6950;MWSC 3394",310.266,16.63,61.141,-15.211,0.249,-2.418,-2.447,"nan",0.0,20.0,6.2,"CC","nan","nan"
"UCC G061.1+00.0","CWNU 1918",296.5559,24.8939,61.132,0.046,0.223,-2.587,-5.113,-23.565,1.0,30.0,0.9,"AB","nan","nan"
"UCC G061.1+01.2","HSC 497",295.4446,25.4866,61.139,1.196,0.688,-1.09,-4.985,-1.99,3.0,18.0,15.6,"AC","nan","nan"
"UCC G061.1+29.4","CWNU 1109",264.858,36.1974,61.096,29.53,2.957,-2.678,-3.223,-24.125,4.0,25.0,29.5,"AA","hsc474","80.0"
"UCC G061.1-00.2","HSC 498",296.8338,24.7742,61.175,-0.226,0.463,-1.197,-4.886,"nan",0.0,25.0,2.7,"BB","nan","nan"
"UCC G061.1-03.3","CWNU 1992",299.8113,23.1547,61.163,-3.399,0.374,-2.087,-6.837,24.259,1.0,25.0,4.2,"BB","nan","nan"
"UCC G061.1+04.5","CWNU 4864",292.2566,27.1195,61.197,4.509,0.143,-2.253,-5.191,-41.64,1.0,19.0,4.7,"DC","nan","nan"
"UCC G061.2-00.6","CWNU 393",297.2356,24.6372,61.209,-0.602,0.809,-0.384,-3.999,5.682,1.0,29.0,7.3,"CC","nan","nan"
"UCC G061.2+03.3","CWNU 3861",293.3794,26.6197,61.231,3.379,0.061,-2.477,-4.395,"nan",0.0,21.0,1.4,"BC","nan","nan"
"UCC G061.2-02.1","HSC 499",298.7102,23.8603,61.226,-2.125,0.344,-2.245,-5.79,-3.942,1.0,19.0,7.4,"DB","nan","nan"
"UCC G061.2-00.8","CWNU 2283",297.4454,24.5671,61.259,-0.834,0.369,-2.108,-4.596,3.925,3.0,19.0,4.9,"BB","nan","nan"
"UCC G061.2+03.8","Theia 333",292.9921,26.8631,60.837,3.708,1.58,0.895,-5.582,-12.63,11.0,20.0,29.8,"AC","nan","nan"
"UCC G061.3+13.6","UPK 77",282.8642,31.2763,61.395,13.721,2.742,1.097,-4.022,-15.757,9.0,26.0,29.9,"BA","ocsn16","100.0"
"UCC G061.3-02.8","CWNU 1578",299.4001,23.6015,61.332,-2.828,0.46,-2.043,-4.35,"nan",0.0,22.0,10.9,"AB","nan","nan"
"UCC G061.4+05.3","CWNU 4584",291.582,27.7162,61.439,5.317,0.092,-2.339,-4.608,19.131,1.0,15.0,2.8,"DC","nan","nan"
"UCC G061.4+02.1","CWNU 4386",294.7648,26.2099,61.466,2.099,0.059,-2.263,-4.39,"nan",0.0,21.0,2.3,"CB","hsc502","72.0"
"UCC G061.4+00.1","Sh2 88B",296.6827,25.234,61.488,0.116,0.557,-0.864,-3.347,-6.29,4.0,33.0,9.8,"AB","nan","nan"
"UCC G061.4+15.8","UPK 78;OCSN 295",280.641,32.2487,61.525,15.919,2.682,0.283,-3.532,-18.299,12.0,40.0,44.7,"AA","ocsn16","7.5"
"UCC G061.4-05.5","HSC 501",301.9598,22.3093,61.499,-5.51,0.114,-2.455,-3.534,"nan",0.0,18.0,5.1,"BC","nan","nan"
"UCC G061.5+02.1","HSC 502",294.7991,26.263,61.532,2.099,0.05,-2.254,-4.373,"nan",0.0,19.0,3.2,"CB","cwnu4386","72.0"
"UCC G061.5+40.3","Dol-Dzim 6;Dol Dzim 6",251.377,38.36,61.594,40.327,0.132,-1.887,-2.368,"nan",0.0,25.0,7.9,"DC","nan","nan"
"UCC G061.6+01.9","Kronberger 31;DSH J1940.1+2615",295.044,26.2556,61.634,1.913,0.051,-2.421,-4.449,-24.184,4.0,41.0,2.6,"BB","nan","nan"
"UCC G061.6+05.1","CWNU 4194",291.8219,27.8711,61.66,5.168,0.142,-2.604,-4.897,-45.738,4.0,15.0,3.9,"CB","nan","nan"
"UCC G061.7+01.5","CWNU 2758",295.4106,26.1443,61.703,1.566,0.223,-2.517,-4.751,-2.445,9.0,71.0,2.7,"AA","nan","nan"
"UCC G061.7+04.9","CWNU 3918",292.0633,27.8234,61.698,4.994,0.138,-2.31,-4.468,-8.064,1.0,14.0,6.0,"AC","nan","nan"
"UCC G061.7-01.1","CWNU 1520",298.005,24.819,61.725,-1.126,0.281,-2.554,-6.496,"nan",0.0,27.0,2.9,"BB","nan","nan"
"UCC G061.7-02.4","CWNU 1834",299.211,24.1719,61.696,-2.394,0.386,-2.134,-4.497,55.39,2.0,26.0,8.9,"CB","nan","nan"
"UCC G061.7-01.1a","Theia 2421",298.0442,24.8437,61.785,-1.13,0.642,-0.308,-1.807,-3.944,3.0,76.0,8.0,"AB","cwnu359","78.9"
"UCC G061.7-07.5","UPK 79",303.989,21.447,61.838,-7.556,1.071,-2.126,-5.416,-4.091,10.0,25.0,13.0,"BB","nan","nan"
"UCC G061.8-01.1","CWNU 359",298.0524,24.8795,61.792,-1.13,0.641,-0.302,-1.789,-3.944,3.0,60.0,7.2,"AB","theia2421","100.0"
"UCC G061.8-00.7","Bica 112",297.6713,25.144,61.842,-0.682,0.241,-2.914,-5.441,-1.798,2.0,8.0,5.5,"CC","nan","nan"
"UCC G061.8-77.6","NGC 7826",1.32,-20.692,61.839,-77.564,1.346,1.135,-3.607,-18.685,5.0,25.0,8.5,"CC","nan","nan"
"UCC G061.9-00.7","CWNU 2278",297.7863,25.2195,61.993,-0.738,0.372,-1.937,-5.922,9.985,2.0,21.0,9.3,"CB","nan","nan"
"UCC G062.0+04.7","Teutsch 120;DSH J1929.9+2757",292.4744,27.9563,62.061,4.71,0.162,-2.311,-4.711,-39.981,2.0,31.0,6.1,"DB","nan","nan"
"UCC G062.0-00.6","Czernik 41;OCL 130;FSR 0157;MWSC 3192",297.754,25.29,62.019,-0.694,0.37,-2.953,-6.165,7.943,14.0,504.0,4.7,"AA","nan","nan"
"UCC G062.2-04.1","CWNU 2005",301.1395,23.6696,62.261,-4.168,0.533,-2.257,-4.955,45.761,2.0,21.0,10.0,"BC","cwnu2645","4.0"
"UCC G062.2-05.1","CWNU 153",302.0655,23.1622,62.272,-5.141,0.625,-0.398,-5.185,"nan",0.0,35.0,4.1,"BB","nan","nan"
"UCC G062.3-03.6","CWNU 2645",300.7306,23.9787,62.293,-3.683,0.49,-2.296,-4.889,-0.904,4.0,17.0,8.2,"AB","cwnu2005","4.0"
"UCC G062.3-01.7","HSC 504",298.8972,25.0096,62.316,-1.718,0.292,-2.633,-6.351,"nan",0.0,21.0,2.1,"DB","cwnu4248","92.0"
"UCC G062.3-01.7a","CWNU 4248",298.8999,25.0103,62.317,-1.718,0.285,-2.626,-6.346,"nan",0.0,24.0,2.1,"CB","hsc504","92.0"
"UCC G062.3+00.2","FSR 0158;SAI 130;MWSC 3182",296.99,26.04,62.316,0.275,0.178,-2.773,-5.447,6.369,19.0,335.0,3.0,"AA","nan","nan"
"UCC G062.4+13.5","OCSN 16",283.56,32.18,62.446,13.39,2.697,1.165,-3.572,-15.941,65.0,242.0,65.4,"AA","ascc100;upk77;ocsn296;gaia8;upk78;phoc41;ocsn18","19.0;10.7;5.0;1.7;1.2;0.8;0.4"
"UCC G062.5-04.3","CWNU 47",301.4947,23.7859,62.559,-4.406,0.521,-1.933,-4.722,"nan",0.0,46.0,11.1,"AB","nan","nan"
"UCC G062.6+01.5","HSC 505",295.9844,26.9505,62.661,1.582,1.494,0.053,-3.407,-22.843,10.0,21.0,15.2,"BB","nan","nan"
"UCC G062.6+00.8","HSC 506",296.6242,26.6255,62.653,0.875,0.205,-2.94,-5.619,12.087,1.0,18.0,4.3,"DB","nan","nan"
"UCC G062.7+01.3","FSR 0160;SAI 129;MWSC 3168",296.1858,26.9061,62.711,1.345,0.273,-2.944,-5.453,48.217,1.0,12.0,3.7,"CC","nan","nan"
"UCC G062.7+05.1","CWNU 4418",292.4168,28.77,62.718,5.152,0.09,-2.447,-4.366,-21.349,2.0,16.0,2.1,"CC","nan","nan"
"UCC G062.7+06.0","CWNU 3160",291.5928,29.2248,62.778,6.012,0.047,-2.61,-4.826,-4.605,2.0,46.0,1.3,"BB","nan","nan"
"UCC G062.8-03.3","SAI 135",300.7329,24.5548,62.779,-3.389,0.159,-3.263,-5.386,8.386,1.0,17.0,6.1,"BC","nan","nan"
"UCC G062.8+03.7","UPK 80",293.914,28.16,62.82,3.713,1.121,1.207,-1.055,-15.227,14.0,42.0,14.3,"AB","nan","nan"
"UCC G062.8+02.0","ASCC 105;MWSC 3157;FoF 2423",295.548,27.366,62.781,2.146,1.783,1.383,-1.613,-17.225,47.0,149.0,20.0,"AA","nan","nan"
"UCC G062.8+03.1","CWNU 4239",294.4474,27.9245,62.849,3.201,0.114,-2.339,-4.696,-33.467,3.0,10.0,6.6,"DC","nan","nan"
"UCC G062.8-00.6","Teutsch J1952.8+2602",298.2019,26.0461,62.884,-0.628,0.238,-2.563,-4.684,5.528,3.0,48.0,6.7,"CC","nan","nan"
"UCC G062.9+00.0","CWNU 3082",297.5085,26.4606,62.921,0.096,0.21,-3.247,-6.044,74.322,3.0,52.0,1.4,"AB","hsc509","48.1"
"UCC G062.9+00.0a","HSC 509",297.5104,26.4623,62.92,0.096,0.21,-3.239,-5.968,23.007,2.0,24.0,1.0,"CA","cwnu3082","100.0"
"UCC G063.0+00.4","CWNU 4003",297.2687,26.7307,63.035,0.413,0.203,-3.197,-5.947,84.369,1.0,23.0,3.3,"DB","nan","nan"
"UCC G063.0+03.4","CWNU 4722",294.3544,28.2674,63.086,3.437,0.163,-3.058,-6.447,-19.004,1.0,11.0,6.6,"DC","nan","nan"
"UCC G063.0+04.9","LISC-III 3732",292.8471,28.9955,62.865,4.618,1.727,0.845,-2.888,-21.102,3.0,16.0,38.0,"CC","nan","nan"
"UCC G063.1-17.3","FSR 0161;MWSC 3418",313.2913,16.8908,63.129,-17.391,0.274,-2.908,-4.942,"nan",0.0,17.0,5.8,"CC","nan","nan"
"UCC G063.1-00.8","CWWDL 14618",298.572,26.1174,63.14,-0.782,1.833,2.356,-2.213,-12.477,9.0,26.0,12.9,"DA","fof2417;upk82","100.0;100.0"
"UCC G063.1+00.4","BDSB 15",297.301,26.835,63.129,0.488,0.246,-3.876,-5.613,-6.555,2.0,14.0,6.4,"CC","nan","nan"
"UCC G063.1-05.4","CWNU 2571",302.8303,23.7669,63.161,-5.418,0.425,-0.312,-3.45,-46.314,2.0,20.0,8.7,"AB","nan","nan"
"UCC G063.1+02.8","CWNU 4515",294.9669,28.0735,63.255,2.857,0.136,-3.036,-6.527,11.58,3.0,18.0,5.8,"DB","nan","nan"
"UCC G063.2-02.7","FSR 0162",300.3858,25.2251,63.201,-2.738,0.136,-3.936,-5.585,-107.074,2.0,16.0,7.2,"CC","nan","nan"
"UCC G063.2-00.5","UPK 82",298.285,26.379,63.195,-0.565,1.838,2.297,-2.152,-17.006,40.0,140.0,27.7,"AA","fof2417;cwwdl14618","78.6;18.6"
"UCC G063.2+14.7","Gaia 8",282.5431,33.3928,63.212,14.733,3.447,1.788,-3.886,-18.689,19.0,133.0,30.5,"AA","phoc41;ocsn249;cwwl3595;ocsn16","91.0;77.4;60.9;3.0"
"UCC G063.2-02.4","FSR 0163",300.0849,25.423,63.243,-2.411,0.197,-2.944,-4.857,-4.584,2.0,20.0,3.9,"CC","nan","nan"
"UCC G063.2+14.7c","OCSN 249",282.61,33.38,63.226,14.785,3.462,1.822,-3.874,-18.828,16.0,103.0,27.1,"AA","gaia8;phoc41;cwwl3595","100.0;100.0;78.6"
"UCC G063.2+14.7a","PHOC 41",282.559,33.4051,63.221,14.773,3.452,1.802,-3.864,-18.689,19.0,122.0,29.4,"AA","gaia8;ocsn249;cwwl3595;ocsn16","99.2;84.4;66.4;1.6"
"UCC G063.2+14.7b","CWWL 3595",282.582,33.407,63.217,14.783,3.469,1.822,-3.874,-18.538,14.0,81.0,23.4,"AA","gaia8;ocsn249;phoc41","100.0;100.0;100.0"
"UCC G063.2-00.5a","FoF 2417",298.3004,26.4372,63.182,-0.557,1.833,2.322,-2.155,-16.283,33.0,110.0,26.3,"AA","upk82;cwwdl14618","100.0;23.6"
"UCC G063.2+06.6","ASCC 102;MWSC 3115",291.1924,29.955,63.273,6.664,0.154,-2.85,-5.398,8.046,1.0,11.0,5.0,"CC","nan","nan"
"UCC G063.3-01.2","CWNU 2414",299.0589,26.0745,63.292,-1.294,0.293,-3.131,-5.724,10.646,3.0,38.0,1.7,"AA","nan","nan"
"UCC G063.3-04.3","CWNU 511",301.9103,24.4861,63.358,-4.322,0.679,-1.616,-4.66,4.482,4.0,20.0,14.4,"BC","nan","nan"
"UCC G063.3+02.2","CWNU 3495",295.6421,27.9746,63.381,2.299,0.113,-2.667,-5.065,-38.413,4.0,17.0,6.7,"CC","nan","nan"
"UCC G063.4+06.4","HSC 510",291.5179,29.9633,63.606,6.41,1.809,1.012,-4.535,-19.525,8.0,22.0,40.6,"DB","nan","nan"
"UCC G063.4+01.5","HSC 507",296.4058,27.6093,62.808,1.111,7.611,10.822,-6.436,-21.566,8.0,24.0,124.2,"BD","nan","nan"
"UCC G063.4-01.9","CWNU 4794",299.7759,25.8316,63.433,-1.967,0.106,-2.718,-4.903,12.914,3.0,23.0,2.8,"CC","nan","nan"
"UCC G063.4-18.2","OCSN 17",314.23,16.62,63.517,-18.568,2.722,5.313,-4.701,-0.108,19.0,61.0,41.6,"AA","theia314","91.8"
"UCC G063.4+00.8","Turner 1",297.1165,27.2965,63.451,0.817,0.255,-3.795,-6.529,-67.629,1.0,12.0,6.3,"DC","nan","nan"
"UCC G063.4-18.3","Theia 269",314.3254,16.6011,63.594,-18.19,1.191,2.018,2.047,-11.808,12.0,23.0,21.5,"BB","nan","nan"
"UCC G063.5-18.7","Theia 314",314.6355,16.4194,63.501,-18.657,2.746,5.355,-4.719,-0.767,21.0,70.0,44.2,"AA","ocsn17","80.0"
"UCC G063.5+01.7","Turner 8",296.3167,27.8417,63.543,1.715,0.204,-0.574,-5.558,"nan",0.0,17.0,7.6,"DC","nan","nan"
"UCC G063.6-01.0","UBC 129",299.05,26.448,63.635,-1.112,0.851,-0.991,-4.359,-9.13,21.0,294.0,16.8,"AA","cwwdl14402","25.2"
"UCC G063.6+01.5","Kronberger 5;MWSC 3174",296.4971,27.8423,63.654,1.543,0.223,-3.54,-5.512,"nan",0.0,14.0,3.7,"CC","nan","nan"
"UCC G063.6-01.1","CWWDL 14402",299.1104,26.5047,63.664,-1.09,0.854,-1.002,-4.355,-11.676,7.0,74.0,9.9,"AA","ubc129","100.0"
"UCC G063.6+02.4","HSC 511",295.6706,28.3061,63.697,2.446,0.042,-2.259,-4.187,-82.645,5.0,11.0,4.3,"CB","nan","nan"
"UCC G063.7-00.1","CWNU 1363",298.2367,27.0236,63.767,-0.17,0.386,-1.736,-5.849,"nan",0.0,22.0,5.9,"AB","nan","nan"
"UCC G063.7-01.7","CWNU 2682",299.7667,26.2182,63.752,-1.763,0.22,-2.252,-4.389,-2.003,2.0,44.0,1.5,"AB","nan","nan"
"UCC G063.8+00.5","CWNU 2742",297.6119,27.4589,63.828,0.524,0.2,-3.193,-5.909,"nan",0.0,28.0,3.5,"AA","nan","nan"
"UCC G063.8+01.8","Kronberger 4;DSH J1945.1+2809;MWSC 3170",296.297,28.16,63.843,1.885,0.123,-2.528,-4.885,-43.274,4.0,90.0,0.9,"AB","nan","nan"
"UCC G063.8+00.4","CWNU 1753",297.7294,27.4443,63.865,0.428,0.463,-3.236,-6.254,4.501,2.0,25.0,7.7,"CB","nan","nan"
"UCC G063.8-01.1","CWNU 1286",299.2786,26.6262,63.808,-1.158,0.62,-1.184,-5.388,23.216,1.0,28.0,8.7,"BB","nan","nan"
"UCC G063.8+00.6","CWWDL 10077",297.4968,27.5921,63.909,0.674,0.254,-1.311,-3.92,1.62,4.0,22.0,7.1,"DC","nan","nan"
"UCC G063.8+00.9","CWNU 3604",297.2486,27.7232,63.886,0.937,0.121,-2.845,-5.546,-20.904,3.0,23.0,1.2,"AB","nan","nan"
"UCC G063.8+15.4","OCSN 18",282.05,34.27,63.973,15.518,2.691,0.735,-3.155,-17.534,6.0,21.0,28.2,"AA","ocsn16","4.0"
"UCC G063.9+15.0","HSC 512",282.529,34.1156,64.029,14.404,2.895,-5.81,-2.179,-22.739,10.0,24.0,56.3,"DC","nan","nan"
"UCC G063.9+01.8","CWNU 3988",296.3485,28.229,63.933,1.878,0.102,-3.085,-5.479,-27.559,4.0,22.0,2.4,"CB","nan","nan"
"UCC G063.9+05.8","CWNU 4886",292.4053,30.1633,63.976,5.813,0.048,-2.105,-3.906,-73.721,2.0,12.0,4.2,"BC","nan","nan"
"UCC G064.0-04.2","Teutsch 298",302.2203,25.118,64.003,-4.25,0.169,-3.846,-6.758,-8.412,1.0,17.0,6.1,"DC","nan","nan"
"UCC G064.0+03.9","ADS 12696",294.2931,29.334,64.009,3.975,0.16,-2.484,-4.716,-16.997,3.0,11.0,6.7,"DC","nan","nan"
"UCC G064.0-13.2","Alessi 116",310.2683,20.0675,64.027,-13.122,1.076,-6.286,-9.296,24.381,51.0,90.0,15.1,"AA","upk84;cwwdl14281;ubc131","100.0;61.1;34.4"
"UCC G064.0+00.1","UBC 130",298.06,27.437,64.015,0.177,0.395,-2.104,-5.894,2.539,6.0,126.0,5.7,"AA","nan","nan"
"UCC G064.0+00.7","CWWDL 10030",297.4975,27.7334,64.014,0.763,0.245,-2.691,-5.169,-5.686,1.0,13.0,10.3,"DC","nan","nan"
"UCC G064.0-13.1","CWWDL 14281",310.1941,20.1385,64.048,-13.121,1.074,-6.283,-9.303,23.991,38.0,55.0,12.4,"AA","alessi116;upk84;ubc131","100.0;100.0;56.4"
"UCC G064.0+00.4","CWNU 3971",297.8202,27.5886,64.026,0.43,0.151,-2.775,-4.927,-24.793,4.0,35.0,2.2,"BB","nan","nan"
"UCC G064.0+02.5","CWNU 4807",295.7702,28.6744,64.06,2.551,0.053,-2.22,-4.226,-78.127,4.0,21.0,3.0,"BB","nan","nan"
"UCC G064.0-13.1a","UBC 131",310.2363,20.1522,63.976,-13.121,1.065,-6.259,-9.285,24.318,23.0,31.0,10.5,"AA","alessi116;cwwdl14281;upk84","100.0;100.0;100.0"
"UCC G064.1-01.3","FSR 0165",299.546,26.761,64.103,-1.314,0.379,-2.807,-5.587,-29.869,3.0,178.0,3.2,"AB","nan","nan"
"UCC G064.1-13.0","UPK 84",310.245,20.212,64.041,-13.11,1.078,-6.295,-9.294,24.191,69.0,149.0,21.8,"AA","alessi116;cwwdl14281;ubc131","60.4;36.9;20.8"
"UCC G064.1+00.8","HSC 513",297.4574,27.8949,64.125,0.857,0.117,-2.883,-5.291,-38.552,2.0,16.0,2.8,"CB","nan","nan"
"UCC G064.1-00.4","BDSB 16",298.75,27.216,64.099,-0.35,0.12,-3.056,-5.191,-27.833,2.0,7.0,9.9,"AC","nan","nan"
"UCC G064.1+00.6","CWNU 1705",297.6246,27.8159,64.142,0.699,0.222,-3.131,-5.903,12.188,1.0,31.0,1.5,"AB","nan","nan"
"UCC G064.1+04.8","CWWDL 12973",293.5354,29.8546,64.182,4.84,0.217,-2.612,-5.501,"nan",0.0,13.0,5.3,"DC","nan","nan"
"UCC G064.1+04.3","OCSN 19",294.054,29.6224,64.365,4.178,3.148,0.87,-4.678,-22.227,17.0,102.0,53.1,"AB","nan","nan"
"UCC G064.2+00.0","CWNU 370",298.4053,27.5401,64.262,-0.035,0.475,-2.089,-4.535,-5.084,1.0,39.0,4.1,"AB","ubc1070","87.2"
"UCC G064.2+04.6","CWNU 3104",293.7972,29.8725,64.259,4.644,0.118,-3.263,-5.89,-13.845,3.0,14.0,3.5,"DC","nan","nan"
"UCC G064.2+00.0a","CWWDL 8132",298.4112,27.5483,64.272,-0.052,0.406,-2.201,-4.982,4.829,1.0,10.0,11.2,"DC","nan","nan"
"UCC G064.2+00.0b","UBC 1070",298.4099,27.5602,64.264,-0.036,0.475,-2.092,-4.53,-5.084,1.0,36.0,4.0,"BB","cwnu370","94.4"
"UCC G064.2+01.3","CWNU 1481",297.1158,28.2474,64.266,1.303,0.359,-2.721,-5.209,"nan",0.0,22.0,6.4,"AB","nan","nan"
"UCC G064.2-06.9","UPK 85",304.9169,23.8458,64.225,-7.071,1.087,2.092,-1.62,-1.391,10.0,25.0,22.1,"BC","nan","nan"
"UCC G064.3+12.6","ASCC 100;MWSC 3038",285.405,33.575,63.772,12.701,2.798,1.954,-3.312,-16.067,27.0,100.0,42.7,"AA","ocsn16;ocsn296","46.0;45.0"
"UCC G064.3+03.5","CWWDL 12234",294.9576,29.4596,64.33,3.524,0.239,-2.36,-5.28,-5.675,4.0,11.0,6.3,"CC","nan","nan"
"UCC G064.4+03.7","CWWL 3012",294.733,29.585,64.381,3.803,0.214,-2.601,-5.402,16.255,3.0,7.0,9.4,"DC","nan","nan"
"UCC G064.4+12.6","OCSN 296;UPK 83",285.42,33.6,64.273,12.673,2.822,2.084,-3.236,-16.229,12.0,47.0,31.9,"AA","ascc100;ocsn16","95.7;25.5"
"UCC G064.4+01.8","Patchick 77",296.7017,28.689,64.47,1.855,0.187,-3.184,-5.675,-18.031,3.0,12.0,7.3,"DC","nan","nan"
